PPI_1,PPI_2,Prot_1A,Prot_1B,Prot_2A,Prot_2B,distance
HNM1:MEP3,TPO2:HNM1,HNM1,MEP3,TPO2,HNM1,0.0
HNM1:MEP3,HNM1:YGR130C,HNM1,MEP3,HNM1,YGR130C,0.0
HNM1:MEP3,HNM1:MID2,HNM1,MEP3,HNM1,MID2,0.0
HNM1:MEP3,YOR1:MEP3,HNM1,MEP3,YOR1,MEP3,0.0
HNM1:MEP3,HNM1:PDR5,HNM1,MEP3,HNM1,PDR5,0.0
HNM1:MEP3,HNM1:YVH1,HNM1,MEP3,HNM1,YVH1,0.0
HNM1:MEP3,HNM1:SWP1,HNM1,MEP3,HNM1,SWP1,0.0
HNM1:MEP3,PLM2:MEP3,HNM1,MEP3,PLM2,MEP3,0.0
HNM1:MEP3,HNM1:YJU3,HNM1,MEP3,HNM1,YJU3,0.0
HNM1:MEP3,HXT5:MEP3,HNM1,MEP3,HXT5,MEP3,0.0
HNM1:MEP3,RIM1:HNM1,HNM1,MEP3,RIM1,HNM1,0.0
HNM1:MEP3,PPZ1:MEP3,HNM1,MEP3,PPZ1,MEP3,0.0
HNM1:MEP3,PDR12:MEP3,HNM1,MEP3,PDR12,MEP3,0.0
HNM1:MEP3,HNM1:MEP1,HNM1,MEP3,HNM1,MEP1,0.0
HNM1:MEP3,HNM1:MSC3,HNM1,MEP3,HNM1,MSC3,0.0
HNM1:MEP3,HNM1:YLR326W,HNM1,MEP3,HNM1,YLR326W,0.0
HNM1:MEP3,YLR413W:MEP3,HNM1,MEP3,YLR413W,MEP3,0.0
HNM1:MEP3,DOP1:HNM1,HNM1,MEP3,DOP1,HNM1,0.0
HNM1:MEP3,PST2:HNM1,HNM1,MEP3,PST2,HNM1,0.0
HNM1:MEP3,MUP1:MEP3,HNM1,MEP3,MUP1,MEP3,0.0
HNM1:MEP3,HNM1:WSC2,HNM1,MEP3,HNM1,WSC2,0.0
HNM1:MEP3,TCB3:MEP3,HNM1,MEP3,TCB3,MEP3,0.0
HNM1:MEP3,GPX2:HNM1,HNM1,MEP3,GPX2,HNM1,0.0
HNM1:MEP3,FLC2:HNM1,HNM1,MEP3,FLC2,HNM1,0.0
HNM1:MEP3,HNM1:SMI1,HNM1,MEP3,HNM1,SMI1,0.0
HNM1:MEP3,HNM1:FLC1,HNM1,MEP3,HNM1,FLC1,0.0
HNM1:MEP3,HNM1:LSP1,HNM1,MEP3,HNM1,LSP1,0.0
HNM1:MEP3,HNM1:QDR2,HNM1,MEP3,HNM1,QDR2,0.0
HNM1:MEP3,MAM33:HNM1,HNM1,MEP3,MAM33,HNM1,0.0
HNM1:MEP3,HNM1:VHT1,HNM1,MEP3,HNM1,VHT1,0.0
HNM1:MEP3,HNM1:YOR1,HNM1,MEP3,HNM1,YOR1,0.0
HNM1:MEP3,FMP45:MEP3,HNM1,MEP3,FMP45,MEP3,0.0
HNM1:MEP3,DUR3:MEP3,HNM1,MEP3,DUR3,MEP3,0.0
HNM1:MEP3,PLM2:HNM1,HNM1,MEP3,PLM2,HNM1,0.0
HNM1:MEP3,TPO1:MEP3,HNM1,MEP3,TPO1,MEP3,0.0
HNM1:MEP3,HNM1:HXT5,HNM1,MEP3,HNM1,HXT5,0.0
HNM1:MEP3,SFK1:MEP3,HNM1,MEP3,SFK1,MEP3,0.0
HNM1:MEP3,HNM1:HXT1,HNM1,MEP3,HNM1,HXT1,0.0
HNM1:MEP3,HNM1:HXT2,HNM1,MEP3,HNM1,HXT2,0.0
HNM1:MEP3,HNM1:PPZ1,HNM1,MEP3,HNM1,PPZ1,0.0
HNM1:MEP3,HNM1:YGL108C,HNM1,MEP3,HNM1,YGL108C,0.0
HNM1:MEP3,HNM1:YMR010W,HNM1,MEP3,HNM1,YMR010W,0.0
HNM1:MEP3,HNM1:PDR12,HNM1,MEP3,HNM1,PDR12,0.0
HNM1:MEP3,RFS1:MEP3,HNM1,MEP3,RFS1,MEP3,0.0
HNM1:MEP3,HNM1:YLR413W,HNM1,MEP3,HNM1,YLR413W,0.0
HNM1:MEP3,SNQ2:HNM1,HNM1,MEP3,SNQ2,HNM1,0.0
HNM1:MEP3,HNM1:MUP1,HNM1,MEP3,HNM1,MUP1,0.0
HNM1:MEP3,SDS23:HNM1,HNM1,MEP3,SDS23,HNM1,0.0
HNM1:MEP3,HNM1:TCB3,HNM1,MEP3,HNM1,TCB3,0.0
HNM1:MEP3,HNM1:SLM1,HNM1,MEP3,HNM1,SLM1,0.0
YBL029C-A:HYR1,HYR1:PEX11,YBL029C-A,HYR1,HYR1,PEX11,0.0
YBL029C-A:HYR1,HYR1:ALO1,YBL029C-A,HYR1,HYR1,ALO1,0.0
YBL029C-A:HYR1,HYR1:ADE17,YBL029C-A,HYR1,HYR1,ADE17,0.0
YBL029C-A:HYR1,HYR1:PDR12,YBL029C-A,HYR1,HYR1,PDR12,0.0
YBL029C-A:HYR1,YBL029C-A:PST2,YBL029C-A,HYR1,YBL029C-A,PST2,0.0
YBL029C-A:HYR1,YBL029C-A:GPX2,YBL029C-A,HYR1,YBL029C-A,GPX2,0.0
YBL029C-A:HYR1,YBL029C-A:QDR2,YBL029C-A,HYR1,YBL029C-A,QDR2,0.0
YBL029C-A:HYR1,HYR1:TPO3,YBL029C-A,HYR1,HYR1,TPO3,0.0
YBL029C-A:HYR1,FMP45:HYR1,YBL029C-A,HYR1,FMP45,HYR1,0.0
YBL029C-A:HYR1,YBL029C-A:ARF1,YBL029C-A,HYR1,YBL029C-A,ARF1,0.0
YBL029C-A:HYR1,YBL029C-A:HXT5,YBL029C-A,HYR1,YBL029C-A,HXT5,0.0
YBL029C-A:HYR1,YBL039W-A:HYR1,YBL029C-A,HYR1,YBL039W-A,HYR1,0.0
YBL029C-A:HYR1,RFS1:HYR1,YBL029C-A,HYR1,RFS1,HYR1,0.0
YBL029C-A:HYR1,YBL029C-A:MUP1,YBL029C-A,HYR1,YBL029C-A,MUP1,0.0
YBL029C-A:HYR1,YBL029C-A:SDS23,YBL029C-A,HYR1,YBL029C-A,SDS23,0.0
YBL029C-A:HYR1,YBL029C-A:TCB3,YBL029C-A,HYR1,YBL029C-A,TCB3,0.0
YBL029C-A:HYR1,ERG11:HYR1,YBL029C-A,HYR1,ERG11,HYR1,0.0
TPO4:HNM1,GPA2:HNM1,TPO4,HNM1,GPA2,HNM1,0.0
TPO4:HNM1,RBD2:HNM1,TPO4,HNM1,RBD2,HNM1,0.0
TPO4:HNM1,TPO4:FLC1,TPO4,HNM1,TPO4,FLC1,0.0
TPO4:HNM1,TPO4:LSP1,TPO4,HNM1,TPO4,LSP1,0.0
TPO4:HNM1,TPO2:HNM1,TPO4,HNM1,TPO2,HNM1,0.0
TPO4:HNM1,HNM1:YGR130C,TPO4,HNM1,HNM1,YGR130C,0.0
TPO4:HNM1,HNM1:MID2,TPO4,HNM1,HNM1,MID2,0.0
TPO4:HNM1,YOR1:TPO4,TPO4,HNM1,YOR1,TPO4,0.0
TPO4:HNM1,HNM1:PDR5,TPO4,HNM1,HNM1,PDR5,0.0
TPO4:HNM1,HNM1:YVH1,TPO4,HNM1,HNM1,YVH1,0.0
TPO4:HNM1,HNM1:SWP1,TPO4,HNM1,HNM1,SWP1,0.0
TPO4:HNM1,PLM2:TPO4,TPO4,HNM1,PLM2,TPO4,0.0
TPO4:HNM1,HNM1:YJU3,TPO4,HNM1,HNM1,YJU3,0.0
TPO4:HNM1,RIM1:HNM1,TPO4,HNM1,RIM1,HNM1,0.0
TPO4:HNM1,PPZ1:TPO4,TPO4,HNM1,PPZ1,TPO4,0.0
TPO4:HNM1,TPO4:PDR12,TPO4,HNM1,TPO4,PDR12,0.0
TPO4:HNM1,HNM1:MEP1,TPO4,HNM1,HNM1,MEP1,0.0
TPO4:HNM1,HNM1:MSC3,TPO4,HNM1,HNM1,MSC3,0.0
TPO4:HNM1,HNM1:YLR326W,TPO4,HNM1,HNM1,YLR326W,0.0
TPO4:HNM1,OSH6:TPO4,TPO4,HNM1,OSH6,TPO4,0.0
TPO4:HNM1,DOP1:HNM1,TPO4,HNM1,DOP1,HNM1,0.0
TPO4:HNM1,PST2:HNM1,TPO4,HNM1,PST2,HNM1,0.0
TPO4:HNM1,MUP1:TPO4,TPO4,HNM1,MUP1,TPO4,0.0
TPO4:HNM1,HNM1:WSC2,TPO4,HNM1,HNM1,WSC2,0.0
TPO4:HNM1,TCB3:TPO4,TPO4,HNM1,TCB3,TPO4,0.0
TPO4:HNM1,OLE1:TPO4,TPO4,HNM1,OLE1,TPO4,0.0
TPO4:HNM1,GPX2:HNM1,TPO4,HNM1,GPX2,HNM1,0.0
TPO4:HNM1,FLC2:HNM1,TPO4,HNM1,FLC2,HNM1,0.0
TPO4:HNM1,HNM1:SMI1,TPO4,HNM1,HNM1,SMI1,0.0
TPO4:HNM1,HNM1:FLC1,TPO4,HNM1,HNM1,FLC1,0.0
TPO4:HNM1,HNM1:LSP1,TPO4,HNM1,HNM1,LSP1,0.0
TPO4:HNM1,HNM1:QDR2,TPO4,HNM1,HNM1,QDR2,0.0
TPO4:HNM1,MAM33:HNM1,TPO4,HNM1,MAM33,HNM1,0.0
TPO4:HNM1,HNM1:VHT1,TPO4,HNM1,HNM1,VHT1,0.0
TPO4:HNM1,HNM1:YOR1,TPO4,HNM1,HNM1,YOR1,0.0
TPO4:HNM1,FMP45:TPO4,TPO4,HNM1,FMP45,TPO4,0.0
TPO4:HNM1,FTR1:TPO4,TPO4,HNM1,FTR1,TPO4,0.0
TPO4:HNM1,PLM2:HNM1,TPO4,HNM1,PLM2,HNM1,0.0
TPO4:HNM1,HNM1:HXT5,TPO4,HNM1,HNM1,HXT5,0.0
TPO4:HNM1,SFK1:TPO4,TPO4,HNM1,SFK1,TPO4,0.0
TPO4:HNM1,HNM1:HXT1,TPO4,HNM1,HNM1,HXT1,0.0
TPO4:HNM1,HNM1:HXT2,TPO4,HNM1,HNM1,HXT2,0.0
TPO4:HNM1,HNM1:PPZ1,TPO4,HNM1,HNM1,PPZ1,0.0
TPO4:HNM1,HNM1:YGL108C,TPO4,HNM1,HNM1,YGL108C,0.0
TPO4:HNM1,HNM1:YMR010W,TPO4,HNM1,HNM1,YMR010W,0.0
TPO4:HNM1,HNM1:PDR12,TPO4,HNM1,HNM1,PDR12,0.0
TPO4:HNM1,HNM1:YLR413W,TPO4,HNM1,HNM1,YLR413W,0.0
TPO4:HNM1,HSP30:TPO4,TPO4,HNM1,HSP30,TPO4,0.0
TPO4:HNM1,SNQ2:HNM1,TPO4,HNM1,SNQ2,HNM1,0.0
TPO4:HNM1,HNM1:MUP1,TPO4,HNM1,HNM1,MUP1,0.0
TPO4:HNM1,ERG11:TPO4,TPO4,HNM1,ERG11,TPO4,0.0
TPO4:HNM1,SDS23:HNM1,TPO4,HNM1,SDS23,HNM1,0.0
TPO4:HNM1,HNM1:TCB3,TPO4,HNM1,HNM1,TCB3,0.0
TPO4:HNM1,OSH7:TPO4,TPO4,HNM1,OSH7,TPO4,0.0
TPO4:HNM1,HNM1:SLM1,TPO4,HNM1,HNM1,SLM1,0.0
FMP45:HXT1,FMP45:HXT2,FMP45,HXT1,FMP45,HXT2,0.0
FMP45:HXT1,FMP45:YGL108C,FMP45,HXT1,FMP45,YGL108C,0.0
FMP45:HXT1,PHO88:HXT1,FMP45,HXT1,PHO88,HXT1,0.0
FMP45:HXT1,FMP45:PDR12,FMP45,HXT1,FMP45,PDR12,0.0
FMP45:HXT1,FTR1:HXT1,FMP45,HXT1,FTR1,HXT1,0.0
FMP45:HXT1,HXT1:TPO1,FMP45,HXT1,HXT1,TPO1,0.0
FMP45:HXT1,FMP45:SNQ2,FMP45,HXT1,FMP45,SNQ2,0.0
FMP45:HXT1,FMP45:MUP1,FMP45,HXT1,FMP45,MUP1,0.0
FMP45:HXT1,HXT1:SFK1,FMP45,HXT1,HXT1,SFK1,0.0
FMP45:HXT1,FMP45:TCB3,FMP45,HXT1,FMP45,TCB3,0.0
FMP45:HXT1,SEC4:HXT1,FMP45,HXT1,SEC4,HXT1,0.0
FMP45:HXT1,RFS1:HXT1,FMP45,HXT1,RFS1,HXT1,0.0
FMP45:HXT1,FMP45:SLM1,FMP45,HXT1,FMP45,SLM1,0.0
FMP45:HXT1,HSP30:HXT1,FMP45,HXT1,HSP30,HXT1,0.0
FMP45:HXT1,TVP15:HXT1,FMP45,HXT1,TVP15,HXT1,0.0
FMP45:HXT1,FMP45:TPO3,FMP45,HXT1,FMP45,TPO3,0.0
FMP45:HXT1,ERG11:HXT1,FMP45,HXT1,ERG11,HXT1,0.0
FMP45:HXT1,FTH1:HXT1,FMP45,HXT1,FTH1,HXT1,0.0
FMP45:HXT1,FMP45:SKG1,FMP45,HXT1,FMP45,SKG1,0.0
FMP45:HXT1,HXT1:GTT1,FMP45,HXT1,HXT1,GTT1,0.0
FMP45:HXT1,FMP45:DUR3,FMP45,HXT1,FMP45,DUR3,0.0
FMP45:HXT1,FMP45:FTR1,FMP45,HXT1,FMP45,FTR1,0.0
FMP45:HXT1,TPO2:HXT1,FMP45,HXT1,TPO2,HXT1,0.0
FMP45:HXT1,FMP45:TPO1,FMP45,HXT1,FMP45,TPO1,0.0
FMP45:HXT1,HXT1:COT1,FMP45,HXT1,HXT1,COT1,0.0
FMP45:HXT1,FMP45:SFK1,FMP45,HXT1,FMP45,SFK1,0.0
FMP45:HXT1,RFS1:FMP45,FMP45,HXT1,RFS1,FMP45,0.0
FMP45:HXT1,FMP45:YJL016W,FMP45,HXT1,FMP45,YJL016W,0.0
FMP45:HXT1,HXT1:MID2,FMP45,HXT1,HXT1,MID2,0.0
FMP45:HXT1,FMP45:SVL3,FMP45,HXT1,FMP45,SVL3,0.0
FMP45:HXT1,HSP30:FMP45,FMP45,HXT1,HSP30,FMP45,0.0
FMP45:HXT1,HXT1:PDR5,FMP45,HXT1,HXT1,PDR5,0.0
FMP45:HXT1,FMP45:ITR1,FMP45,HXT1,FMP45,ITR1,0.0
FMP45:HXT1,VAC8:HXT1,FMP45,HXT1,VAC8,HXT1,0.0
FMP45:HXT1,HXT1:YVH1,FMP45,HXT1,HXT1,YVH1,0.0
FMP45:HXT1,FMP45:WSC3,FMP45,HXT1,FMP45,WSC3,0.0
FMP45:HXT1,FMP45:YLR454W,FMP45,HXT1,FMP45,YLR454W,0.0
FMP45:HXT1,FMP45:PKH2,FMP45,HXT1,FMP45,PKH2,0.0
FMP45:HXT1,FMP45:MEP3,FMP45,HXT1,FMP45,MEP3,0.0
FMP45:HXT1,FMP45:TPO4,FMP45,HXT1,FMP45,TPO4,0.0
FMP45:HXT1,FMP45:GPA2,FMP45,HXT1,FMP45,GPA2,0.0
FMP45:HXT1,FMP45:HYR1,FMP45,HXT1,FMP45,HYR1,0.0
FMP45:HXT1,DOP1:HXT1,FMP45,HXT1,DOP1,HXT1,0.0
FMP45:HXT1,FMP45:TPO2,FMP45,HXT1,FMP45,TPO2,0.0
FMP45:HXT1,FUI1:FMP45,FMP45,HXT1,FUI1,FMP45,0.0
FMP45:HXT1,HNM1:HXT1,FMP45,HXT1,HNM1,HXT1,0.0
FMP45:HXT1,FMP45:YGR130C,FMP45,HXT1,FMP45,YGR130C,0.0
FMP45:HXT1,FMP45:MID2,FMP45,HXT1,FMP45,MID2,0.0
FMP45:HXT1,HXT1:QDR2,FMP45,HXT1,HXT1,QDR2,0.0
FMP45:HXT1,FMP45:PDR5,FMP45,HXT1,FMP45,PDR5,0.0
FMP45:HXT1,PMC1:HXT1,FMP45,HXT1,PMC1,HXT1,0.0
NET1:RPC40,RPC19:RPC40,NET1,RPC40,RPC19,RPC40,0.0
SYP1:PDR12,FMP45:PDR12,SYP1,PDR12,FMP45,PDR12,0.0
SYP1:PDR12,FTR1:PDR12,SYP1,PDR12,FTR1,PDR12,0.0
SYP1:PDR12,SOP4:PDR12,SYP1,PDR12,SOP4,PDR12,0.0
SYP1:PDR12,TPO1:PDR12,SYP1,PDR12,TPO1,PDR12,0.0
SYP1:PDR12,SFK1:PDR12,SYP1,PDR12,SFK1,PDR12,0.0
SYP1:PDR12,SYP1:LAS17,SYP1,PDR12,SYP1,LAS17,0.0
SYP1:PDR12,HSP30:PDR12,SYP1,PDR12,HSP30,PDR12,0.0
SYP1:PDR12,ITR1:PDR12,SYP1,PDR12,ITR1,PDR12,0.0
SYP1:PDR12,SYP1:SHS1,SYP1,PDR12,SYP1,SHS1,0.0
SYP1:PDR12,WSC3:PDR12,SYP1,PDR12,WSC3,PDR12,0.0
SYP1:PDR12,OSH7:PDR12,SYP1,PDR12,OSH7,PDR12,0.0
SYP1:PDR12,PDR12:MEP3,SYP1,PDR12,PDR12,MEP3,0.0
SYP1:PDR12,TPO4:PDR12,SYP1,PDR12,TPO4,PDR12,0.0
SYP1:PDR12,GPA2:PDR12,SYP1,PDR12,GPA2,PDR12,0.0
SYP1:PDR12,SYP1:MYO5,SYP1,PDR12,SYP1,MYO5,0.0
SYP1:PDR12,HYR1:PDR12,SYP1,PDR12,HYR1,PDR12,0.0
SYP1:PDR12,QDR3:PDR12,SYP1,PDR12,QDR3,PDR12,0.0
SYP1:PDR12,SYP1:SFK1,SYP1,PDR12,SYP1,SFK1,0.0
SYP1:PDR12,TPO2:PDR12,SYP1,PDR12,TPO2,PDR12,0.0
SYP1:PDR12,FUI1:PDR12,SYP1,PDR12,FUI1,PDR12,0.0
SYP1:PDR12,MID2:PDR12,SYP1,PDR12,MID2,PDR12,0.0
SYP1:PDR12,SYP1:CDC11,SYP1,PDR12,SYP1,CDC11,0.0
SYP1:PDR12,PDR5:PDR12,SYP1,PDR12,PDR5,PDR12,0.0
SYP1:PDR12,YVH1:PDR12,SYP1,PDR12,YVH1,PDR12,0.0
SYP1:PDR12,KRE27:PDR12,SYP1,PDR12,KRE27,PDR12,0.0
SYP1:PDR12,SYP1:GPA2,SYP1,PDR12,SYP1,GPA2,0.0
SYP1:PDR12,RIM1:PDR12,SYP1,PDR12,RIM1,PDR12,0.0
SYP1:PDR12,ENA2:PDR12,SYP1,PDR12,ENA2,PDR12,0.0
SYP1:PDR12,SYP1:YAP1802,SYP1,PDR12,SYP1,YAP1802,0.0
SYP1:PDR12,PST2:PDR12,SYP1,PDR12,PST2,PDR12,0.0
SYP1:PDR12,SYP1:YGR130C,SYP1,PDR12,SYP1,YGR130C,0.0
SYP1:PDR12,SYP1:VRP1,SYP1,PDR12,SYP1,VRP1,0.0
SYP1:PDR12,HNM1:PDR12,SYP1,PDR12,HNM1,PDR12,0.0
SYP1:PDR12,WSC2:PDR12,SYP1,PDR12,WSC2,PDR12,0.0
SYP1:PDR12,GPX2:PDR12,SYP1,PDR12,GPX2,PDR12,0.0
SYP1:PDR12,SYP1:MID2,SYP1,PDR12,SYP1,MID2,0.0
SYP1:PDR12,QDR2:PDR12,SYP1,PDR12,QDR2,PDR12,0.0
SYP1:PDR12,SYP1:LSB3,SYP1,PDR12,SYP1,LSB3,0.0
EFT2:DPH2,EFT2:INO1,EFT2,DPH2,EFT2,INO1,0.0
EFT2:DPH2,EFT2:YNL313C,EFT2,DPH2,EFT2,YNL313C,0.0
EFT2:DPH2,PSA1:EFT2,EFT2,DPH2,PSA1,EFT2,0.0
KAP95:NUP1,NUP49:KAP95,KAP95,NUP1,NUP49,KAP95,0.0
KAP95:NUP1,NUP100:KAP95,KAP95,NUP1,NUP100,KAP95,0.0
KAP95:NUP1,KAP95:TAL1,KAP95,NUP1,KAP95,TAL1,0.0
DHH1:DCP1,DHH1:MOT2,DHH1,DCP1,DHH1,MOT2,0.0
DHH1:DCP1,DHH1:PBP1,DHH1,DCP1,DHH1,PBP1,0.0
DHH1:DCP1,DHH1:MPT5,DHH1,DCP1,DHH1,MPT5,0.0
DHH1:DCP1,DHH1:NAM7,DHH1,DCP1,DHH1,NAM7,0.0
DHH1:DCP1,DHH1:LSM3,DHH1,DCP1,DHH1,LSM3,0.0
DHH1:DCP1,DHH1:YGR054W,DHH1,DCP1,DHH1,YGR054W,0.0
DHH1:DCP1,DHH1:SRO9,DHH1,DCP1,DHH1,SRO9,0.0
DHH1:DCP1,DHH1:LSM7,DHH1,DCP1,DHH1,LSM7,0.0
DHH1:DCP1,DHH1:GIS2,DHH1,DCP1,DHH1,GIS2,0.0
DHH1:DCP1,CDC39:DHH1,DHH1,DCP1,CDC39,DHH1,0.0
DHH1:DCP1,DHH1:LSM12,DHH1,DCP1,DHH1,LSM12,0.0
DHH1:DCP1,DHH1:EDC2,DHH1,DCP1,DHH1,EDC2,0.0
DHH1:DCP1,DHH1:DEF1,DHH1,DCP1,DHH1,DEF1,0.0
GPA2:HNM1,GPA2:WSC2,GPA2,HNM1,GPA2,WSC2,0.0
GPA2:HNM1,RBD2:HNM1,GPA2,HNM1,RBD2,HNM1,0.0
GPA2:HNM1,FLC2:GPA2,GPA2,HNM1,FLC2,GPA2,0.0
GPA2:HNM1,GPA2:FLC1,GPA2,HNM1,GPA2,FLC1,0.0
GPA2:HNM1,TPO2:HNM1,GPA2,HNM1,TPO2,HNM1,0.0
GPA2:HNM1,HNM1:YGR130C,GPA2,HNM1,HNM1,YGR130C,0.0
GPA2:HNM1,HNM1:MID2,GPA2,HNM1,HNM1,MID2,0.0
GPA2:HNM1,GPA2:YOR1,GPA2,HNM1,GPA2,YOR1,0.0
GPA2:HNM1,HNM1:PDR5,GPA2,HNM1,HNM1,PDR5,0.0
GPA2:HNM1,HNM1:YVH1,GPA2,HNM1,HNM1,YVH1,0.0
GPA2:HNM1,HNM1:SWP1,GPA2,HNM1,HNM1,SWP1,0.0
GPA2:HNM1,HNM1:YJU3,GPA2,HNM1,HNM1,YJU3,0.0
GPA2:HNM1,RIM1:HNM1,GPA2,HNM1,RIM1,HNM1,0.0
GPA2:HNM1,GPA2:YGL108C,GPA2,HNM1,GPA2,YGL108C,0.0
GPA2:HNM1,HNM1:MEP1,GPA2,HNM1,HNM1,MEP1,0.0
GPA2:HNM1,GPA2:PDR12,GPA2,HNM1,GPA2,PDR12,0.0
GPA2:HNM1,HNM1:MSC3,GPA2,HNM1,HNM1,MSC3,0.0
GPA2:HNM1,HNM1:YLR326W,GPA2,HNM1,HNM1,YLR326W,0.0
GPA2:HNM1,GPA2:YLR413W,GPA2,HNM1,GPA2,YLR413W,0.0
GPA2:HNM1,GPA2:OSH6,GPA2,HNM1,GPA2,OSH6,0.0
GPA2:HNM1,DOP1:HNM1,GPA2,HNM1,DOP1,HNM1,0.0
GPA2:HNM1,PST2:HNM1,GPA2,HNM1,PST2,HNM1,0.0
GPA2:HNM1,GPA2:MUP1,GPA2,HNM1,GPA2,MUP1,0.0
GPA2:HNM1,HNM1:WSC2,GPA2,HNM1,HNM1,WSC2,0.0
GPA2:HNM1,GPA2:TCB3,GPA2,HNM1,GPA2,TCB3,0.0
GPA2:HNM1,GPX2:HNM1,GPA2,HNM1,GPX2,HNM1,0.0
GPA2:HNM1,FLC2:HNM1,GPA2,HNM1,FLC2,HNM1,0.0
GPA2:HNM1,GPA2:SLM1,GPA2,HNM1,GPA2,SLM1,0.0
GPA2:HNM1,HNM1:SMI1,GPA2,HNM1,HNM1,SMI1,0.0
GPA2:HNM1,HNM1:FLC1,GPA2,HNM1,HNM1,FLC1,0.0
GPA2:HNM1,HNM1:LSP1,GPA2,HNM1,HNM1,LSP1,0.0
GPA2:HNM1,HNM1:QDR2,GPA2,HNM1,HNM1,QDR2,0.0
GPA2:HNM1,GPA2:TPO3,GPA2,HNM1,GPA2,TPO3,0.0
GPA2:HNM1,MAM33:HNM1,GPA2,HNM1,MAM33,HNM1,0.0
GPA2:HNM1,SYP1:GPA2,GPA2,HNM1,SYP1,GPA2,0.0
GPA2:HNM1,HNM1:VHT1,GPA2,HNM1,HNM1,VHT1,0.0
GPA2:HNM1,HNM1:YOR1,GPA2,HNM1,HNM1,YOR1,0.0
GPA2:HNM1,FMP45:GPA2,GPA2,HNM1,FMP45,GPA2,0.0
GPA2:HNM1,GPA2:DUR3,GPA2,HNM1,GPA2,DUR3,0.0
GPA2:HNM1,GPA2:FTR1,GPA2,HNM1,GPA2,FTR1,0.0
GPA2:HNM1,PLM2:HNM1,GPA2,HNM1,PLM2,HNM1,0.0
GPA2:HNM1,HNM1:HXT5,GPA2,HNM1,HNM1,HXT5,0.0
GPA2:HNM1,HNM1:HXT1,GPA2,HNM1,HNM1,HXT1,0.0
GPA2:HNM1,GPA2:SFK1,GPA2,HNM1,GPA2,SFK1,0.0
GPA2:HNM1,HNM1:HXT2,GPA2,HNM1,HNM1,HXT2,0.0
GPA2:HNM1,HNM1:PPZ1,GPA2,HNM1,HNM1,PPZ1,0.0
GPA2:HNM1,HNM1:YGL108C,GPA2,HNM1,HNM1,YGL108C,0.0
GPA2:HNM1,HNM1:YMR010W,GPA2,HNM1,HNM1,YMR010W,0.0
GPA2:HNM1,HNM1:PDR12,GPA2,HNM1,HNM1,PDR12,0.0
GPA2:HNM1,RFS1:GPA2,GPA2,HNM1,RFS1,GPA2,0.0
GPA2:HNM1,HNM1:YLR413W,GPA2,HNM1,HNM1,YLR413W,0.0
GPA2:HNM1,GPA2:YJL016W,GPA2,HNM1,GPA2,YJL016W,0.0
GPA2:HNM1,HSP30:GPA2,GPA2,HNM1,HSP30,GPA2,0.0
GPA2:HNM1,SNQ2:HNM1,GPA2,HNM1,SNQ2,HNM1,0.0
GPA2:HNM1,HNM1:MUP1,GPA2,HNM1,HNM1,MUP1,0.0
GPA2:HNM1,SDS23:HNM1,GPA2,HNM1,SDS23,HNM1,0.0
GPA2:HNM1,HNM1:TCB3,GPA2,HNM1,HNM1,TCB3,0.0
GPA2:HNM1,GPA2:WSC3,GPA2,HNM1,GPA2,WSC3,0.0
GPA2:HNM1,GPA2:OSH7,GPA2,HNM1,GPA2,OSH7,0.0
GPA2:HNM1,HNM1:SLM1,GPA2,HNM1,HNM1,SLM1,0.0
NHP2:DBP2,NHP2:PRP43,NHP2,DBP2,NHP2,PRP43,0.0
NHP2:DBP2,DBP2:NOC2,NHP2,DBP2,DBP2,NOC2,0.0
NHP2:DBP2,DBP2:UBP10,NHP2,DBP2,DBP2,UBP10,0.0
NHP2:DBP2,CIC1:DBP2,NHP2,DBP2,CIC1,DBP2,0.0
NHP2:DBP2,SRP40:DBP2,NHP2,DBP2,SRP40,DBP2,0.0
NHP2:DBP2,NHP2:PXR1,NHP2,DBP2,NHP2,PXR1,0.0
NHP2:DBP2,PRP43:DBP2,NHP2,DBP2,PRP43,DBP2,0.0
NHP2:DBP2,NHP2:RPA34,NHP2,DBP2,NHP2,RPA34,0.0
NHP2:DBP2,THO1:DBP2,NHP2,DBP2,THO1,DBP2,0.0
NHP2:DBP2,NHP2:GAR1,NHP2,DBP2,NHP2,GAR1,0.0
NHP2:DBP2,NHP2:EBP2,NHP2,DBP2,NHP2,EBP2,0.0
NHP2:DBP2,NHP2:DBP6,NHP2,DBP2,NHP2,DBP6,0.0
NHP2:DBP2,GAR1:DBP2,NHP2,DBP2,GAR1,DBP2,0.0
NHP2:DBP2,EBP2:DBP2,NHP2,DBP2,EBP2,DBP2,0.0
NHP2:DBP2,DBP2:BRX1,NHP2,DBP2,DBP2,BRX1,0.0
NHP2:DBP2,LRP1:DBP2,NHP2,DBP2,LRP1,DBP2,0.0
NHP2:DBP2,NHP2:NOP6,NHP2,DBP2,NHP2,NOP6,0.0
CDC36:MOT2,MOT2:WHI3,CDC36,MOT2,MOT2,WHI3,0.0
CDC36:MOT2,DHH1:MOT2,CDC36,MOT2,DHH1,MOT2,0.0
CDC36:MOT2,MOT2:NOT3,CDC36,MOT2,MOT2,NOT3,0.0
CDC36:MOT2,PAT1:MOT2,CDC36,MOT2,PAT1,MOT2,0.0
