Human_Gene_name,Description,References
WFS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-61
LCORL,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-62
GNPDA2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-63
MOB1B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-64
SCD5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-65
NKX6-1-CDS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-66
SMARCAD1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-67
PPP3CA,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-68
SLC9B1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-69
TET2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-70
TMEM154,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-71
PDGFC,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-72
ACSL1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-73
ANKH,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-74
MRPS30,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-75
ITGA1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-76
ARL15,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-77
ANKRD55,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-78
PIK3R1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-79
HMGCR-POC5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-80
ZBED3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-81
DMGDH,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-82
RASA1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-83
SLCO6A1-PAM,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-84
CEP120,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-85
PHFI5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-86
EBF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-87
FGFR4-NSD1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-88
SSR1-RREB1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-89
JARID2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-90
CDKAL1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-91
MHC region,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-92
ZFAND3-KCNK16-GLP1R,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-93
LRFN2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-94
VEGFA,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-95
TFAP2B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-96
BEND3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-97
NUS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-98
CENPW-SOGA3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-99
MED23-ENPP3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-100
SLC35D3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-101
REPS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-102
HIVEP2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-103
RGS17,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-104
SLC22A3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-105
QKI,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-106
FOXK1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-107
ETV1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-108
DGKB,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-109
LOC646588-NFE2L3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-110
JAZF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-111
CRHR2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-112
GCK ,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-113
GRB10,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-114
ZNF713,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-115
AUTS2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-116
STEAP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-117
FBXL13-RELN-RASA4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-118
GCC1-PAX4-LEP,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-119
KLF14,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-120
BRAF,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-121
AOC1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-122
MNX1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-123
MSRA-XKR6,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-124
LONRF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-125
LPL,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-126
PURG,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-127
KCNU1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-128
ANK1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-129
PENK,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-130
GDAP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-131
TP53INP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-132
TRPS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-133
SLC30A8,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-134
PVT1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-135
BOP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-136
DMRT2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-137
GLIS3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-138
HAUS6,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-139
CDKN2A-CDKN2B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-140
LINGO2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-141
UBAP2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-142
TLE4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-143
TLE1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-144
ZNF169,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-145
PTCH1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-146
STRBP,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-147
ABO,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-148
GPSM1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-149
CDC123-CAMK1D,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-150
MYO3A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-151
JMJD1C,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-152
VPS26A-NEUROG3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-153
ZNF503-LRMDA,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-154
ZMIZ1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-155
GRID1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-156
PTEN,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-157
HHEX-IDE,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-158
ARHGAP19-SLIT1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-159
BBIP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-160
TCF7L2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-161
WDR11,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-162
PLEKHA1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-163
INS-IGF2-KCNQ1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-164
TRIM66,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-165
PDE3B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-166
KCNJ11-ABCC8,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-167
BDNF,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-168
MPPED2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-169
QSER1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-170
