strain_id,A_MTX_5-FC.FMP45_MEP1,A_MTX_Fluconazole.FMP45_MEP1,A_MTX_Metformin.FMP45_MEP1,A_MTX_Trifluoperazine.FMP45_MEP1,A_MTX_noDrug.FMP45_MEP1,A_noMTX_5-FC.FMP45_MEP1,A_noMTX_Fluconazole.FMP45_MEP1,A_noMTX_Metformin.FMP45_MEP1,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_noDrug.FMP45_MEP1,B_MTX_5-FC.FMP45_MEP1,B_MTX_Fluconazole.FMP45_MEP1,B_MTX_Metformin.FMP45_MEP1,B_MTX_Trifluoperazine.FMP45_MEP1,B_MTX_noDrug.FMP45_MEP1,B_noMTX_5-FC.FMP45_MEP1,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Metformin.FMP45_MEP1,B_noMTX_Trifluoperazine.FMP45_MEP1,B_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.FMP45_MEP1
91,55.0,42.0,51.0,27.0,13.0,31.0,213.0,19.0,84.0,51.0,6.0,62.0,39.0,17.0,65.0,43.0,132.0,54.0,30.0,42.0,9.0
911,1669.0,99.0,559.0,763.0,266.0,591.0,262.0,900.0,1332.0,633.0,1104.0,28.0,586.0,886.0,856.0,962.0,333.0,504.0,303.0,495.0,268.0
916,321.0,135.0,240.0,56.0,28.0,149.0,1.0,313.0,510.0,262.0,69.0,94.0,138.0,86.0,22.0,350.0,76.0,103.0,146.0,354.0,48.0
923,9.0,3.0,4.0,5.0,2.0,40.0,12.0,26.0,125.0,74.0,12.0,5.0,7.0,8.0,0.0,67.0,23.0,28.0,43.0,64.0,35.0
924,2.0,4.0,1.0,4.0,0.0,24.0,5.0,65.0,55.0,31.0,0.0,1.0,1.0,0.0,1.0,110.0,7.0,20.0,25.0,45.0,8.0
930,1.0,2.0,1.0,1.0,0.0,1.0,2.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,4.0,0.0
931,113.0,17.0,140.0,36.0,14.0,149.0,190.0,304.0,365.0,178.0,39.0,4.0,173.0,50.0,38.0,261.0,265.0,245.0,123.0,197.0,74.0
933,47.0,54.0,8.0,7.0,7.0,4.0,26.0,11.0,22.0,16.0,7.0,47.0,8.0,7.0,13.0,12.0,10.0,8.0,16.0,12.0,5.0
936,121.0,120.0,156.0,125.0,92.0,37.0,16.0,69.0,438.0,50.0,281.0,23.0,129.0,100.0,117.0,151.0,17.0,49.0,89.0,88.0,46.0
937,3.0,2.0,3.0,1.0,1.0,44.0,0.0,66.0,151.0,86.0,1.0,0.0,6.0,0.0,1.0,83.0,4.0,11.0,22.0,90.0,17.0
939,768.0,8.0,211.0,684.0,512.0,222.0,103.0,348.0,662.0,251.0,455.0,37.0,287.0,833.0,1106.0,480.0,274.0,217.0,225.0,271.0,63.0
94,1071.0,1466.0,79.0,182.0,98.0,91.0,56.0,96.0,203.0,59.0,455.0,388.0,127.0,295.0,177.0,177.0,151.0,65.0,37.0,73.0,31.0
941,1.0,1.0,1.0,3.0,0.0,17.0,284.0,45.0,130.0,46.0,0.0,0.0,2.0,1.0,2.0,38.0,83.0,34.0,36.0,46.0,14.0
942,3.0,1.0,1.0,0.0,1.0,8.0,1.0,11.0,23.0,6.0,2.0,0.0,8.0,9.0,1.0,4.0,0.0,0.0,12.0,10.0,6.0
943,12.0,6.0,0.0,4.0,0.0,5.0,87.0,2.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,95.0,20.0,4.0,3.0,1.0
945,1.0,2.0,3.0,0.0,0.0,19.0,2.0,19.0,29.0,84.0,0.0,1.0,6.0,1.0,0.0,26.0,1.0,15.0,19.0,55.0,6.0
946,1.0,1.0,0.0,2.0,1.0,8.0,1.0,5.0,22.0,7.0,2.0,0.0,0.0,1.0,0.0,25.0,2.0,1.0,4.0,3.0,2.0
953,91.0,46.0,40.0,39.0,9.0,21.0,1.0,25.0,70.0,95.0,85.0,0.0,59.0,26.0,6.0,46.0,1.0,26.0,24.0,42.0,17.0
957,32.0,19.0,19.0,48.0,11.0,15.0,5.0,7.0,16.0,17.0,65.0,2.0,8.0,10.0,9.0,23.0,56.0,24.0,8.0,3.0,2.0
959,1.0,12.0,6.0,3.0,5.0,305.0,32.0,259.0,577.0,1058.0,10.0,0.0,15.0,5.0,0.0,393.0,68.0,443.0,741.0,923.0,132.0
960,4700.0,138.0,2361.0,1205.0,582.0,717.0,460.0,645.0,1734.0,541.0,2459.0,7.0,1775.0,2410.0,2711.0,1055.0,418.0,433.0,360.0,653.0,56.0
962,1.0,9.0,2.0,7.0,1.0,49.0,1.0,30.0,53.0,138.0,4.0,2.0,4.0,2.0,0.0,36.0,3.0,15.0,40.0,147.0,20.0
966,2.0,0.0,2.0,1.0,0.0,10.0,1.0,15.0,80.0,65.0,1.0,1.0,4.0,1.0,0.0,9.0,6.0,9.0,22.0,31.0,11.0
967,28.0,6.0,73.0,19.0,17.0,93.0,10.0,115.0,212.0,177.0,68.0,2.0,118.0,38.0,11.0,124.0,21.0,104.0,71.0,114.0,32.0
972,1897.0,9871.0,64.0,631.0,199.0,41.0,310.0,67.0,128.0,173.0,1491.0,2914.0,97.0,891.0,427.0,148.0,152.0,55.0,60.0,156.0,43.0
973,1.0,5.0,1.0,1.0,0.0,41.0,23.0,154.0,170.0,70.0,0.0,2.0,2.0,1.0,1.0,106.0,63.0,51.0,33.0,54.0,15.0
976,1.0,11.0,0.0,4.0,9.0,53.0,31.0,79.0,101.0,116.0,1.0,4.0,1.0,1.0,0.0,84.0,3.0,35.0,26.0,117.0,22.0
980,5.0,28.0,2.0,19.0,1.0,38.0,10.0,6.0,52.0,11.0,5.0,18.0,1.0,1.0,1.0,11.0,6.0,3.0,13.0,11.0,3.0
983,441.0,2661.0,18.0,223.0,184.0,22.0,2.0,31.0,12.0,18.0,187.0,296.0,65.0,375.0,423.0,39.0,3.0,2.0,6.0,11.0,10.0
984,34.0,3.0,87.0,160.0,26.0,149.0,251.0,328.0,624.0,365.0,36.0,3.0,54.0,122.0,7.0,287.0,10.0,102.0,124.0,361.0,48.0
985,1.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,10.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0
987,20.0,21.0,21.0,0.0,7.0,24.0,71.0,28.0,107.0,28.0,1.0,1.0,34.0,15.0,1.0,41.0,4.0,26.0,17.0,35.0,11.0
99,68.0,50.0,23.0,47.0,12.0,13.0,92.0,17.0,83.0,75.0,92.0,31.0,29.0,30.0,5.0,46.0,88.0,39.0,52.0,75.0,11.0
991,4.0,3.0,1.0,1.0,1.0,331.0,266.0,462.0,1692.0,367.0,1.0,1.0,3.0,0.0,1.0,638.0,539.0,418.0,358.0,485.0,182.0
992,2.0,0.0,1.0,0.0,0.0,246.0,9.0,136.0,476.0,373.0,0.0,0.0,2.0,3.0,0.0,354.0,104.0,176.0,187.0,446.0,40.0
996,423.0,27.0,27.0,67.0,120.0,21.0,31.0,27.0,41.0,41.0,690.0,11.0,32.0,48.0,87.0,25.0,203.0,59.0,42.0,65.0,18.0
998,1.0,4.0,0.0,1.0,3.0,15.0,329.0,23.0,25.0,93.0,2.0,0.0,1.0,0.0,2.0,16.0,453.0,107.0,20.0,47.0,14.0
999,365.0,47.0,26.0,340.0,218.0,4.0,0.0,6.0,33.0,12.0,238.0,7.0,16.0,413.0,361.0,8.0,3.0,3.0,17.0,7.0,32.0
1052,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0
17_2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
217,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
22,41.0,295.0,1.0,29.0,38.0,0.0,1.0,5.0,13.0,5.0,192.0,158.0,11.0,87.0,186.0,13.0,2.0,2.0,7.0,5.0,3.0
292,8.0,2.0,2.0,0.0,4.0,0.0,320.0,1.0,2.0,0.0,9.0,3.0,4.0,4.0,3.0,1.0,124.0,24.0,4.0,0.0,0.0
387,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0
411,3.0,3.0,0.0,0.0,1.0,2.0,5.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
501,4.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
506,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0
59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0
607,4.0,0.0,1.0,0.0,0.0,6.0,5.0,4.0,13.0,5.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,16.0,8.0,12.0,2.0
643,10.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,20.0,15.0,2.0,1.0,0.0,0.0,3.0,7.0,0.0,5.0,7.0,15.0,3.0
753,36.0,13.0,17.0,11.0,4.0,8.0,17.0,6.0,20.0,10.0,10.0,19.0,16.0,11.0,6.0,5.0,41.0,35.0,32.0,9.0,7.0
79,6.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,8.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0
917,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0
956,6.0,1.0,3.0,22.0,2.0,13.0,1.0,6.0,69.0,18.0,2.0,2.0,3.0,5.0,2.0,17.0,5.0,4.0,15.0,9.0,5.0
454,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
932,12.0,5.0,1.0,5.0,4.0,1.0,8.0,1.0,7.0,2.0,9.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0
