strain_id,A_MTX_5-FC.HUG1_ADE17,A_MTX_Fluconazole.HUG1_ADE17,A_MTX_Metformin.HUG1_ADE17,A_MTX_Trifluoperazine.HUG1_ADE17,A_MTX_noDrug.HUG1_ADE17,A_noMTX_5-FC.HUG1_ADE17,A_noMTX_Fluconazole.HUG1_ADE17,A_noMTX_Metformin.HUG1_ADE17,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_noDrug.HUG1_ADE17,B_MTX_5-FC.HUG1_ADE17,B_MTX_Fluconazole.HUG1_ADE17,B_MTX_Metformin.HUG1_ADE17,B_MTX_Trifluoperazine.HUG1_ADE17,B_MTX_noDrug.HUG1_ADE17,B_noMTX_5-FC.HUG1_ADE17,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Metformin.HUG1_ADE17,B_noMTX_Trifluoperazine.HUG1_ADE17,B_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.HUG1_ADE17
904,1.0,0.0,1.0,4.0,2.0,55.0,20.0,13.0,33.0,16.0,3.0,0.0,16.0,4.0,3.0,24.0,18.0,140.0,26.0,59.0,7.0
91,15.0,35.0,9.0,5.0,20.0,19.0,30.0,32.0,18.0,8.0,21.0,26.0,35.0,44.0,28.0,5.0,34.0,12.0,28.0,9.0,2.0
911,10.0,3.0,4.0,8.0,8.0,30.0,96.0,11.0,15.0,8.0,10.0,28.0,8.0,14.0,16.0,10.0,9.0,37.0,12.0,30.0,27.0
916,545.0,7.0,77.0,86.0,38.0,599.0,560.0,337.0,140.0,186.0,244.0,131.0,492.0,1824.0,164.0,252.0,9.0,570.0,110.0,436.0,84.0
923,1.0,1.0,0.0,7.0,0.0,751.0,5391.0,276.0,299.0,142.0,2.0,1.0,11.0,0.0,1.0,268.0,216.0,366.0,404.0,464.0,55.0
924,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,6.0,0.0
930,1.0,2.0,0.0,0.0,1.0,7.0,20.0,1.0,9.0,2.0,2.0,2.0,7.0,1.0,0.0,3.0,3.0,11.0,7.0,16.0,0.0
931,471.0,1.0,112.0,472.0,277.0,134.0,12.0,688.0,80.0,32.0,636.0,3.0,326.0,230.0,735.0,100.0,30.0,1249.0,63.0,273.0,28.0
933,7.0,7.0,4.0,10.0,6.0,1.0,12.0,0.0,4.0,0.0,9.0,5.0,15.0,9.0,11.0,2.0,4.0,8.0,0.0,5.0,0.0
936,21.0,9.0,4.0,6.0,11.0,9.0,11.0,9.0,15.0,9.0,9.0,21.0,11.0,47.0,11.0,2.0,7.0,10.0,13.0,8.0,1.0
937,1.0,4.0,1.0,0.0,4.0,5.0,6.0,7.0,4.0,2.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,12.0,15.0,7.0,4.0
939,18.0,5.0,18.0,517.0,80.0,229.0,18.0,66.0,94.0,51.0,27.0,9.0,126.0,372.0,570.0,122.0,16.0,135.0,50.0,144.0,44.0
94,20.0,74.0,18.0,15.0,35.0,59.0,311.0,69.0,56.0,11.0,44.0,214.0,164.0,346.0,27.0,87.0,23.0,77.0,72.0,49.0,7.0
941,2.0,0.0,3.0,26.0,3.0,165.0,2128.0,154.0,133.0,64.0,0.0,0.0,76.0,5.0,1.0,172.0,66.0,285.0,58.0,86.0,70.0
942,4.0,0.0,4.0,0.0,3.0,1.0,3.0,2.0,9.0,2.0,7.0,2.0,20.0,11.0,2.0,0.0,4.0,13.0,2.0,8.0,1.0
943,1.0,4.0,0.0,2.0,2.0,8.0,5.0,3.0,1.0,3.0,2.0,39.0,0.0,0.0,0.0,4.0,9.0,13.0,4.0,9.0,4.0
945,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,0.0
946,1.0,1.0,0.0,1.0,2.0,68.0,5.0,162.0,68.0,66.0,2.0,4.0,6.0,4.0,0.0,73.0,7.0,697.0,49.0,258.0,33.0
953,5.0,0.0,1.0,122.0,8.0,22.0,1.0,25.0,15.0,5.0,16.0,3.0,53.0,23.0,6.0,0.0,3.0,112.0,6.0,31.0,9.0
957,1815.0,5.0,50.0,336.0,132.0,156.0,21.0,66.0,28.0,31.0,598.0,3.0,141.0,586.0,587.0,54.0,7.0,351.0,21.0,90.0,31.0
959,5.0,5.0,5.0,2.0,2.0,127.0,150.0,113.0,107.0,77.0,3.0,18.0,14.0,21.0,1.0,57.0,241.0,61.0,195.0,88.0,22.0
960,107.0,9.0,43.0,18.0,80.0,130.0,10.0,84.0,26.0,16.0,62.0,14.0,103.0,264.0,43.0,105.0,13.0,56.0,39.0,107.0,15.0
962,25.0,2.0,17.0,2.0,13.0,471.0,8.0,734.0,227.0,125.0,5.0,13.0,162.0,5.0,6.0,366.0,40.0,1145.0,133.0,373.0,95.0
966,0.0,1.0,5.0,48.0,2.0,264.0,234.0,458.0,265.0,116.0,17.0,0.0,7.0,13.0,0.0,63.0,8.0,890.0,155.0,441.0,20.0
967,57.0,2.0,292.0,42.0,13.0,568.0,108.0,385.0,236.0,132.0,79.0,36.0,660.0,115.0,48.0,385.0,9.0,961.0,196.0,440.0,88.0
972,47.0,271.0,15.0,15.0,347.0,128.0,65.0,84.0,105.0,40.0,82.0,857.0,170.0,121.0,44.0,70.0,20.0,295.0,43.0,131.0,31.0
973,1.0,3.0,4.0,0.0,0.0,72.0,13.0,61.0,31.0,11.0,0.0,4.0,8.0,1.0,0.0,34.0,6.0,130.0,19.0,55.0,18.0
976,3.0,1.0,1.0,9.0,7.0,68.0,5.0,38.0,33.0,50.0,5.0,27.0,1.0,9.0,24.0,36.0,1.0,81.0,19.0,146.0,32.0
980,5.0,6.0,3.0,11.0,12.0,70.0,42.0,30.0,111.0,38.0,4.0,18.0,3.0,9.0,10.0,43.0,19.0,85.0,39.0,100.0,19.0
983,136.0,983.0,49.0,132.0,231.0,55.0,211.0,198.0,11.0,22.0,142.0,1507.0,42.0,1023.0,173.0,19.0,30.0,32.0,7.0,46.0,19.0
984,6.0,18.0,25.0,27.0,11.0,1112.0,3316.0,2970.0,565.0,501.0,26.0,18.0,39.0,157.0,86.0,794.0,85.0,2509.0,322.0,1579.0,128.0
985,0.0,1.0,0.0,0.0,1.0,36.0,5.0,6.0,10.0,4.0,0.0,1.0,3.0,1.0,1.0,22.0,11.0,10.0,5.0,16.0,5.0
987,412.0,6.0,61.0,413.0,510.0,69.0,4.0,64.0,23.0,27.0,500.0,19.0,460.0,2561.0,2007.0,70.0,5.0,102.0,21.0,66.0,13.0
99,89.0,5.0,14.0,76.0,14.0,250.0,24.0,234.0,136.0,111.0,148.0,4.0,56.0,202.0,9.0,121.0,11.0,340.0,114.0,320.0,43.0
991,2.0,0.0,1.0,0.0,2.0,252.0,46.0,1342.0,248.0,111.0,7.0,1.0,9.0,9.0,3.0,221.0,25.0,77.0,655.0,229.0,29.0
992,1.0,1.0,0.0,0.0,5.0,323.0,78.0,576.0,250.0,140.0,1.0,1.0,2.0,3.0,1.0,169.0,480.0,913.0,146.0,600.0,63.0
996,59.0,0.0,20.0,42.0,67.0,15.0,16.0,14.0,14.0,12.0,187.0,742.0,136.0,501.0,45.0,25.0,105.0,62.0,6.0,47.0,19.0
998,6.0,7.0,0.0,1.0,3.0,61.0,15.0,7.0,6.0,8.0,6.0,20.0,2.0,5.0,13.0,14.0,10.0,56.0,10.0,41.0,10.0
999,8.0,7.0,2.0,10.0,37.0,6.0,7.0,2.0,2.0,0.0,16.0,32.0,5.0,9.0,21.0,1.0,1.0,16.0,0.0,6.0,4.0
1052,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,16.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0
17_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,0.0
217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,4.0,0.0
292,1.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,3.0,4.0,0.0,4.0,0.0
387,0.0,4.0,0.0,0.0,10.0,6.0,5.0,2.0,3.0,1.0,12.0,7.0,4.0,3.0,13.0,3.0,2.0,5.0,1.0,6.0,9.0
411,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0
44,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
501,2.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,3.0,7.0,7.0,44.0,5.0,5.0,0.0,1.0,4.0,1.0,3.0,0.0
506,0.0,4.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,9.0,19.0,6.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0
607,0.0,0.0,0.0,8.0,2.0,4.0,6.0,3.0,3.0,2.0,2.0,0.0,4.0,6.0,1.0,4.0,6.0,17.0,2.0,7.0,0.0
643,13.0,0.0,3.0,3.0,3.0,17.0,1.0,4.0,8.0,1.0,293.0,2.0,89.0,20.0,4.0,6.0,3.0,32.0,8.0,53.0,10.0
753,3.0,8.0,0.0,0.0,5.0,3.0,3.0,3.0,5.0,1.0,6.0,20.0,3.0,11.0,2.0,5.0,0.0,8.0,8.0,6.0,1.0
79,5.0,0.0,7.0,2.0,1.0,15.0,2.0,3.0,8.0,5.0,1647.0,1.0,90.0,1550.0,1.0,11.0,1.0,34.0,10.0,27.0,7.0
917,0.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,6.0,6.0,2.0
956,5.0,11.0,0.0,0.0,1.0,54.0,4.0,9.0,12.0,12.0,3.0,21.0,7.0,5.0,3.0,32.0,2.0,28.0,11.0,69.0,7.0
454,0.0,1.0,1.0,0.0,0.0,22.0,4.0,2.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,21.0,4.0,37.0,4.0,27.0,20.0
932,20.0,1.0,0.0,6.0,11.0,38.0,6.0,33.0,5.0,6.0,15.0,3.0,6.0,7.0,12.0,21.0,11.0,92.0,12.0,32.0,5.0
