strain_id,A_MTX_5-FC.PMC1_GTR2,A_MTX_Fluconazole.PMC1_GTR2,A_MTX_Metformin.PMC1_GTR2,A_MTX_Trifluoperazine.PMC1_GTR2,A_MTX_noDrug.PMC1_GTR2,A_noMTX_5-FC.PMC1_GTR2,A_noMTX_Fluconazole.PMC1_GTR2,A_noMTX_Metformin.PMC1_GTR2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_noDrug.PMC1_GTR2,B_MTX_5-FC.PMC1_GTR2,B_MTX_Fluconazole.PMC1_GTR2,B_MTX_Metformin.PMC1_GTR2,B_MTX_Trifluoperazine.PMC1_GTR2,B_MTX_noDrug.PMC1_GTR2,B_noMTX_5-FC.PMC1_GTR2,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Metformin.PMC1_GTR2,B_noMTX_Trifluoperazine.PMC1_GTR2,B_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.PMC1_GTR2
911,165.0,66.0,112.0,74.0,109.0,66.0,7.0,85.0,85.0,94.0,166.0,1619.0,77.0,271.0,62.0,110.0,24.0,74.0,148.0,154.0,39.0
916,35.0,40.0,85.0,30.0,14.0,50.0,32.0,57.0,62.0,43.0,66.0,344.0,113.0,24.0,17.0,18.0,43.0,31.0,29.0,116.0,13.0
923,2.0,2.0,3.0,0.0,0.0,231.0,117.0,138.0,276.0,195.0,2.0,13.0,5.0,0.0,0.0,162.0,1154.0,123.0,280.0,372.0,87.0
924,2.0,3.0,0.0,0.0,0.0,9.0,3.0,2.0,7.0,7.0,0.0,27.0,1.0,1.0,1.0,15.0,8.0,5.0,5.0,31.0,4.0
930,5.0,2.0,2.0,2.0,0.0,8.0,21.0,3.0,7.0,7.0,3.0,13.0,2.0,1.0,0.0,17.0,9.0,10.0,9.0,29.0,3.0
931,1095.0,14.0,313.0,784.0,379.0,191.0,98.0,175.0,189.0,165.0,305.0,207.0,181.0,449.0,326.0,93.0,38.0,132.0,212.0,331.0,56.0
933,65.0,143.0,6.0,24.0,15.0,6.0,3.0,10.0,20.0,4.0,13.0,1842.0,8.0,24.0,19.0,1.0,5.0,1.0,5.0,15.0,1.0
936,212.0,953.0,127.0,115.0,251.0,60.0,38.0,81.0,125.0,74.0,169.0,3605.0,97.0,300.0,111.0,21.0,11.0,53.0,108.0,103.0,11.0
937,6.0,3.0,1.0,0.0,5.0,100.0,24.0,33.0,128.0,129.0,6.0,7.0,4.0,1.0,1.0,52.0,33.0,39.0,53.0,69.0,17.0
939,79.0,42.0,225.0,167.0,144.0,100.0,143.0,65.0,100.0,86.0,52.0,397.0,130.0,322.0,76.0,49.0,22.0,72.0,121.0,174.0,23.0
94,876.0,1715.0,275.0,523.0,742.0,171.0,24.0,123.0,157.0,123.0,902.0,50941.0,252.0,625.0,603.0,111.0,32.0,73.0,167.0,180.0,32.0
941,0.0,0.0,7.0,1.0,0.0,15.0,23.0,7.0,32.0,25.0,1.0,2.0,6.0,0.0,1.0,9.0,12.0,11.0,16.0,52.0,7.0
942,73.0,0.0,167.0,115.0,53.0,135.0,20.0,57.0,120.0,120.0,62.0,7.0,237.0,104.0,103.0,51.0,94.0,73.0,136.0,205.0,43.0
943,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,108.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
945,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,28.0,0.0,1.0,0.0,6.0,2.0,4.0,22.0,6.0,0.0
946,2.0,0.0,6.0,1.0,0.0,76.0,412.0,22.0,25.0,28.0,1.0,27.0,0.0,1.0,1.0,11.0,33.0,29.0,35.0,120.0,11.0
953,37.0,3.0,13.0,15.0,18.0,5.0,3.0,10.0,4.0,12.0,17.0,26.0,3.0,15.0,5.0,4.0,9.0,9.0,9.0,22.0,2.0
957,174.0,81.0,68.0,68.0,261.0,72.0,13.0,16.0,50.0,14.0,112.0,1126.0,90.0,162.0,68.0,8.0,473.0,7.0,16.0,97.0,9.0
959,6.0,0.0,23.0,5.0,2.0,1436.0,1816.0,411.0,636.0,849.0,4.0,22.0,27.0,8.0,0.0,362.0,389.0,359.0,599.0,2100.0,216.0
960,162.0,7.0,597.0,366.0,255.0,136.0,24.0,76.0,171.0,133.0,266.0,14.0,367.0,208.0,121.0,89.0,19.0,105.0,92.0,234.0,25.0
962,5.0,6.0,2.0,9.0,7.0,74.0,205.0,14.0,25.0,29.0,1.0,43.0,10.0,3.0,2.0,18.0,1.0,19.0,22.0,72.0,17.0
966,3.0,0.0,4.0,5.0,0.0,102.0,145.0,39.0,112.0,74.0,0.0,8.0,13.0,1.0,0.0,24.0,29.0,43.0,125.0,180.0,28.0
967,166.0,13.0,928.0,249.0,108.0,598.0,459.0,516.0,653.0,670.0,153.0,635.0,686.0,190.0,61.0,620.0,173.0,433.0,644.0,1083.0,147.0
972,159.0,2706.0,41.0,38.0,185.0,16.0,9.0,6.0,14.0,15.0,51.0,100135.0,34.0,88.0,34.0,8.0,26.0,5.0,17.0,21.0,4.0
973,1.0,2.0,2.0,1.0,2.0,65.0,7.0,65.0,46.0,47.0,1.0,70.0,7.0,1.0,0.0,16.0,8.0,58.0,70.0,91.0,7.0
976,20.0,3.0,2.0,1.0,4.0,184.0,1.0,172.0,147.0,145.0,3.0,21.0,1.0,1.0,3.0,79.0,34.0,94.0,121.0,227.0,37.0
980,13.0,8.0,1.0,12.0,8.0,309.0,1062.0,132.0,261.0,280.0,3.0,119.0,2.0,8.0,14.0,130.0,141.0,99.0,204.0,438.0,35.0
983,94.0,1737.0,31.0,37.0,67.0,6.0,16.0,4.0,5.0,2.0,98.0,35950.0,62.0,50.0,47.0,6.0,15.0,11.0,5.0,6.0,4.0
984,4.0,28.0,13.0,4.0,4.0,548.0,412.0,695.0,1041.0,819.0,0.0,112.0,8.0,0.0,3.0,525.0,1346.0,491.0,520.0,1082.0,116.0
985,1.0,1.0,0.0,1.0,0.0,5.0,6.0,2.0,7.0,8.0,0.0,32.0,0.0,1.0,0.0,4.0,12.0,3.0,5.0,22.0,1.0
987,42.0,44.0,47.0,38.0,9.0,32.0,9.0,9.0,28.0,41.0,30.0,517.0,29.0,11.0,10.0,15.0,9.0,12.0,22.0,35.0,5.0
99,271.0,25.0,395.0,95.0,108.0,193.0,97.0,163.0,383.0,200.0,172.0,1334.0,348.0,116.0,93.0,88.0,134.0,124.0,179.0,344.0,49.0
991,9.0,0.0,3.0,2.0,6.0,566.0,379.0,514.0,1234.0,580.0,1.0,2.0,6.0,4.0,1.0,245.0,537.0,410.0,652.0,847.0,110.0
992,2.0,0.0,5.0,0.0,2.0,1548.0,2560.0,960.0,1685.0,1407.0,2.0,3.0,8.0,1.0,2.0,737.0,2885.0,795.0,1057.0,2270.0,138.0
996,85.0,2.0,4.0,20.0,150.0,5.0,26.0,1.0,2.0,4.0,36.0,31.0,5.0,45.0,20.0,6.0,100.0,5.0,6.0,6.0,4.0
998,43.0,1.0,1.0,3.0,2.0,34.0,6.0,16.0,22.0,47.0,8.0,5.0,0.0,0.0,2.0,24.0,94.0,28.0,18.0,15.0,4.0
999,34.0,16.0,6.0,66.0,77.0,1.0,3.0,1.0,1.0,2.0,27.0,66.0,4.0,41.0,15.0,0.0,3.0,1.0,2.0,2.0,2.0
1052,0.0,9.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,82.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0
17_2,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0
217,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
292,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
387,5.0,5.0,0.0,0.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,6.0,4.0,0.0,0.0,2.0,9.0,0.0,3.0,7.0,2.0
411,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0
44,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
506,5.0,1.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
59,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0
607,5.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,6.0,5.0,4.0,4.0,1.0
643,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,14.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,9.0,0.0
753,1.0,7.0,0.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,0.0,49.0,1.0,1.0,3.0,2.0,6.0,4.0,5.0,5.0,1.0
79,9.0,0.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,12.0,1.0,7.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,2.0
917,4.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,7.0,5.0,0.0
956,0.0,3.0,1.0,3.0,1.0,32.0,10.0,13.0,48.0,23.0,2.0,67.0,1.0,1.0,0.0,22.0,4.0,14.0,10.0,80.0,11.0
454,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,3.0,1.0
932,17.0,3.0,2.0,10.0,5.0,13.0,4.0,4.0,7.0,46.0,5.0,11.0,2.0,3.0,6.0,2.0,16.0,14.0,11.0,28.0,2.0
