strain_id,A_MTX_5-FC.ERG11_PIS1,A_MTX_Fluconazole.ERG11_PIS1,A_MTX_Metformin.ERG11_PIS1,A_MTX_Trifluoperazine.ERG11_PIS1,A_MTX_noDrug.ERG11_PIS1,A_noMTX_5-FC.ERG11_PIS1,A_noMTX_Fluconazole.ERG11_PIS1,A_noMTX_Metformin.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_noDrug.ERG11_PIS1,B_MTX_5-FC.ERG11_PIS1,B_MTX_Fluconazole.ERG11_PIS1,B_MTX_Metformin.ERG11_PIS1,B_MTX_Trifluoperazine.ERG11_PIS1,B_MTX_noDrug.ERG11_PIS1,B_noMTX_5-FC.ERG11_PIS1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Metformin.ERG11_PIS1,B_noMTX_Trifluoperazine.ERG11_PIS1,B_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_PIS1
904,0.0,5.0,0.0,1.0,7.0,23.0,444.0,73.0,13.0,6.0,1.0,3.0,1.0,1.0,0.0,15.0,35.0,25.0,62.0,53.0,6.0
91,204.0,322.0,198.0,163.0,224.0,181.0,787.0,113.0,256.0,56.0,111.0,746.0,259.0,46.0,86.0,157.0,390.0,185.0,459.0,134.0,12.0
911,261.0,38.0,163.0,69.0,332.0,373.0,72.0,157.0,199.0,49.0,214.0,84.0,180.0,147.0,47.0,155.0,198.0,187.0,846.0,281.0,151.0
916,39.0,19.0,29.0,5.0,114.0,64.0,11.0,18.0,20.0,27.0,102.0,15.0,103.0,37.0,37.0,92.0,7.0,16.0,57.0,49.0,5.0
923,5.0,33.0,4.0,4.0,1.0,118.0,7.0,43.0,51.0,15.0,5.0,13.0,32.0,1.0,0.0,109.0,106.0,84.0,102.0,68.0,48.0
924,0.0,6.0,9.0,1.0,0.0,14.0,2.0,14.0,13.0,1.0,1.0,1.0,29.0,1.0,0.0,27.0,1.0,14.0,119.0,14.0,5.0
930,1.0,4.0,3.0,1.0,2.0,51.0,5.0,10.0,16.0,10.0,0.0,1.0,1.0,0.0,1.0,15.0,10.0,24.0,26.0,42.0,11.0
931,97.0,13.0,89.0,27.0,115.0,350.0,9.0,83.0,80.0,58.0,104.0,53.0,363.0,93.0,25.0,93.0,136.0,257.0,259.0,167.0,68.0
933,4.0,2924.0,6.0,5.0,18.0,35.0,0.0,19.0,15.0,6.0,26.0,429.0,24.0,4.0,3.0,28.0,3.0,24.0,15.0,29.0,24.0
936,193.0,275.0,199.0,269.0,232.0,124.0,48.0,70.0,204.0,36.0,213.0,308.0,157.0,81.0,107.0,111.0,17.0,54.0,403.0,124.0,48.0
937,1.0,3.0,4.0,3.0,3.0,21.0,2.0,16.0,14.0,6.0,1.0,17.0,7.0,1.0,1.0,47.0,4.0,5.0,229.0,5.0,5.0
939,253.0,26.0,110.0,103.0,231.0,205.0,144.0,186.0,176.0,49.0,110.0,7.0,174.0,106.0,89.0,113.0,5.0,140.0,917.0,175.0,64.0
94,650.0,1175.0,65.0,256.0,359.0,252.0,37.0,101.0,151.0,52.0,311.0,2275.0,288.0,247.0,93.0,97.0,104.0,86.0,146.0,142.0,49.0
941,4.0,10.0,0.0,0.0,2.0,103.0,346.0,74.0,50.0,13.0,1.0,0.0,8.0,0.0,0.0,113.0,2.0,56.0,177.0,19.0,10.0
942,6.0,2.0,4.0,1.0,3.0,87.0,2.0,26.0,39.0,12.0,1.0,0.0,14.0,0.0,3.0,46.0,1.0,4.0,158.0,17.0,9.0
943,1.0,11.0,3.0,2.0,2.0,20.0,12.0,2.0,9.0,2.0,3.0,2.0,14.0,2.0,0.0,9.0,15.0,10.0,8.0,10.0,3.0
945,0.0,6.0,1.0,1.0,0.0,11.0,2.0,36.0,44.0,3.0,0.0,21.0,12.0,1.0,0.0,3.0,6.0,37.0,11.0,19.0,4.0
946,0.0,0.0,1.0,0.0,0.0,7.0,4.0,32.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,8.0,40.0,8.0,5.0
953,72.0,50.0,40.0,11.0,114.0,99.0,3.0,42.0,51.0,10.0,71.0,0.0,59.0,47.0,13.0,64.0,5.0,52.0,129.0,43.0,29.0
957,100.0,33.0,94.0,47.0,172.0,87.0,2.0,32.0,105.0,17.0,33.0,10.0,437.0,82.0,32.0,50.0,5.0,52.0,40.0,66.0,31.0
959,198.0,43.0,237.0,30.0,48.0,1418.0,56.0,795.0,1195.0,420.0,75.0,2.0,575.0,14.0,4.0,1197.0,24.0,1425.0,14472.0,1543.0,366.0
960,923.0,96.0,512.0,284.0,689.0,555.0,49.0,477.0,354.0,170.0,589.0,3.0,399.0,242.0,221.0,737.0,47.0,344.0,1374.0,517.0,102.0
962,0.0,105.0,9.0,3.0,2.0,102.0,2.0,21.0,37.0,17.0,3.0,1.0,15.0,6.0,1.0,106.0,1.0,22.0,52.0,68.0,21.0
966,6.0,3.0,8.0,3.0,0.0,75.0,2.0,82.0,109.0,13.0,0.0,0.0,28.0,1.0,0.0,79.0,197.0,58.0,148.0,34.0,33.0
967,112.0,17.0,190.0,35.0,300.0,182.0,84.0,150.0,166.0,62.0,140.0,76.0,113.0,177.0,52.0,219.0,138.0,172.0,411.0,173.0,83.0
972,486.0,3054.0,126.0,233.0,573.0,226.0,2069.0,65.0,129.0,40.0,405.0,180.0,151.0,355.0,104.0,184.0,598.0,236.0,292.0,127.0,42.0
973,1.0,8.0,3.0,0.0,3.0,36.0,9.0,145.0,57.0,5.0,0.0,116.0,52.0,1.0,0.0,59.0,15.0,41.0,56.0,33.0,13.0
976,0.0,14.0,4.0,2.0,2.0,79.0,0.0,54.0,15.0,8.0,2.0,247.0,46.0,0.0,0.0,29.0,67.0,88.0,65.0,57.0,26.0
980,3.0,89.0,0.0,6.0,0.0,60.0,7.0,15.0,68.0,28.0,0.0,20.0,17.0,4.0,0.0,79.0,6.0,32.0,314.0,45.0,16.0
983,71.0,402.0,23.0,47.0,195.0,49.0,1.0,58.0,41.0,29.0,42.0,1764.0,119.0,47.0,62.0,109.0,77.0,33.0,70.0,40.0,6.0
984,54.0,13.0,147.0,139.0,41.0,273.0,95.0,251.0,327.0,108.0,19.0,4.0,144.0,66.0,6.0,146.0,12.0,263.0,525.0,341.0,29.0
985,1.0,2.0,0.0,1.0,0.0,14.0,2.0,8.0,12.0,4.0,0.0,1.0,10.0,1.0,1.0,34.0,5.0,4.0,49.0,6.0,5.0
987,152.0,287.0,42.0,58.0,39.0,148.0,1.0,201.0,127.0,28.0,88.0,1.0,36.0,35.0,50.0,163.0,1.0,82.0,97.0,116.0,57.0
99,524.0,19.0,159.0,206.0,575.0,373.0,9.0,284.0,168.0,80.0,268.0,5095.0,993.0,128.0,197.0,253.0,46.0,168.0,786.0,280.0,78.0
991,7.0,53.0,31.0,4.0,3.0,208.0,19.0,243.0,988.0,69.0,1.0,486.0,30.0,2.0,3.0,130.0,152.0,127.0,898.0,285.0,81.0
992,0.0,7.0,1.0,0.0,0.0,407.0,46.0,134.0,207.0,91.0,1.0,2.0,7.0,2.0,1.0,210.0,103.0,127.0,329.0,254.0,35.0
996,68.0,5.0,21.0,64.0,182.0,20.0,21.0,24.0,19.0,10.0,32.0,8.0,70.0,68.0,24.0,30.0,424.0,102.0,52.0,31.0,27.0
998,9.0,18.0,0.0,0.0,0.0,2.0,719.0,56.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,71.0,628.0,173.0,10.0,10.0,2.0
999,48.0,10.0,7.0,59.0,23.0,2.0,1.0,0.0,3.0,0.0,43.0,3.0,19.0,54.0,5.0,6.0,1.0,1.0,40.0,1.0,6.0
1052,0.0,14.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0
217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
22,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0
292,4.0,4.0,3.0,1.0,5.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,2.0,1.0
387,0.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,5.0,1.0,0.0
411,0.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0
44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
506,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0
607,1.0,3.0,1.0,1.0,0.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,20.0,6.0,24.0,0.0
643,0.0,2.0,2.0,1.0,2.0,8.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0
753,12.0,49.0,29.0,12.0,5.0,6.0,36.0,9.0,8.0,4.0,8.0,19.0,19.0,14.0,7.0,0.0,50.0,25.0,43.0,3.0,8.0
79,1.0,0.0,1.0,0.0,4.0,5.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,10.0,2.0,3.0
917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0
956,2.0,5.0,4.0,12.0,5.0,5.0,6.0,2.0,4.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,2.0,7.0,23.0,9.0,1.0
454,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0
932,2.0,5.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0
