strain_id,A_MTX_5-FC.ADE17_HYR1,A_MTX_Fluconazole.ADE17_HYR1,A_MTX_Metformin.ADE17_HYR1,A_MTX_Trifluoperazine.ADE17_HYR1,A_MTX_noDrug.ADE17_HYR1,A_noMTX_5-FC.ADE17_HYR1,A_noMTX_Fluconazole.ADE17_HYR1,A_noMTX_Metformin.ADE17_HYR1,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_noDrug.ADE17_HYR1,B_MTX_5-FC.ADE17_HYR1,B_MTX_Fluconazole.ADE17_HYR1,B_MTX_Metformin.ADE17_HYR1,B_MTX_Trifluoperazine.ADE17_HYR1,B_MTX_noDrug.ADE17_HYR1,B_noMTX_5-FC.ADE17_HYR1,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Metformin.ADE17_HYR1,B_noMTX_Trifluoperazine.ADE17_HYR1,B_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ADE17_HYR1
91,10.0,53.0,28.0,32.0,10.0,36.0,74.0,13.0,61.0,30.0,4.0,36.0,36.0,24.0,11.0,17.0,99.0,52.0,24.0,35.0,8.0
911,31.0,5.0,18.0,20.0,5.0,657.0,12.0,67.0,172.0,123.0,20.0,2.0,30.0,49.0,16.0,187.0,21.0,43.0,30.0,115.0,318.0
916,7.0,12.0,6.0,10.0,13.0,15.0,86.0,11.0,9.0,9.0,22.0,10.0,10.0,28.0,8.0,8.0,14.0,3.0,12.0,15.0,0.0
923,1266.0,275.0,1447.0,794.0,672.0,1311.0,510.0,64.0,153.0,65.0,1099.0,1327.0,995.0,946.0,394.0,206.0,1255.0,296.0,38.0,65.0,233.0
924,1.0,1.0,0.0,1.0,0.0,14.0,2.0,4.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,11.0,2.0,6.0,5.0,0.0
930,0.0,4.0,3.0,2.0,1.0,18.0,20.0,3.0,10.0,8.0,1.0,2.0,7.0,3.0,0.0,2.0,14.0,4.0,7.0,11.0,2.0
931,1847.0,295.0,1391.0,999.0,904.0,1624.0,571.0,132.0,194.0,121.0,1371.0,1146.0,1004.0,1140.0,868.0,230.0,1490.0,397.0,31.0,134.0,142.0
933,3.0,25.0,1.0,10.0,4.0,6.0,2.0,3.0,6.0,2.0,7.0,6.0,5.0,9.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0
936,15.0,14.0,27.0,33.0,22.0,614.0,45.0,91.0,211.0,169.0,21.0,1.0,35.0,23.0,5.0,77.0,66.0,59.0,107.0,151.0,168.0
937,2.0,0.0,27.0,68.0,4.0,8.0,3.0,3.0,9.0,1.0,2.0,1.0,9.0,14.0,1.0,0.0,5.0,1.0,4.0,9.0,0.0
939,10.0,5.0,8.0,15.0,7.0,16.0,6.0,8.0,16.0,10.0,7.0,1.0,19.0,36.0,12.0,3.0,4.0,2.0,7.0,8.0,3.0
94,743.0,1185.0,2955.0,722.0,253.0,15600.0,8329.0,3187.0,2545.0,2142.0,678.0,791.0,2079.0,795.0,332.0,2669.0,20266.0,6761.0,482.0,2336.0,338.0
941,1.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0
942,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,4.0,4.0,2.0
943,2.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0
945,0.0,3.0,0.0,2.0,1.0,80.0,13.0,60.0,50.0,36.0,0.0,0.0,3.0,0.0,0.0,10.0,5.0,33.0,14.0,36.0,15.0
946,0.0,5.0,1.0,0.0,0.0,13.0,5.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,9.0,0.0,3.0,7.0,0.0
953,2.0,40.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,6.0,11.0,2.0,11.0,0.0,0.0,4.0,0.0,6.0,6.0,2.0
957,10.0,15.0,7.0,9.0,12.0,8.0,10.0,1.0,5.0,4.0,4.0,7.0,9.0,35.0,16.0,4.0,3.0,0.0,3.0,3.0,4.0
959,4.0,1.0,3.0,2.0,0.0,88.0,312.0,70.0,75.0,55.0,3.0,1.0,5.0,1.0,0.0,68.0,129.0,35.0,116.0,112.0,12.0
960,37.0,2.0,26.0,43.0,22.0,32.0,6.0,22.0,13.0,8.0,57.0,0.0,63.0,121.0,33.0,25.0,15.0,7.0,15.0,27.0,2.0
962,1.0,11.0,5.0,2.0,0.0,649.0,68.0,38.0,86.0,51.0,0.0,0.0,2.0,2.0,0.0,90.0,318.0,79.0,28.0,35.0,94.0
966,1.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,1.0,4.0,3.0
967,5.0,3.0,6.0,9.0,2.0,45.0,16.0,14.0,34.0,11.0,3.0,1.0,23.0,22.0,9.0,20.0,17.0,15.0,20.0,35.0,3.0
972,59.0,528.0,25.0,45.0,1816.0,2054.0,1034.0,202.0,361.0,266.0,79.0,261.0,82.0,41.0,51.0,275.0,2174.0,563.0,78.0,347.0,327.0
973,0.0,7.0,1.0,0.0,0.0,23.0,22.0,14.0,18.0,8.0,0.0,0.0,4.0,0.0,0.0,5.0,30.0,9.0,7.0,11.0,3.0
976,2.0,12.0,0.0,4.0,1.0,204.0,1.0,8.0,28.0,20.0,0.0,5.0,6.0,2.0,0.0,23.0,3.0,9.0,7.0,37.0,13.0
980,4.0,37.0,2.0,9.0,3.0,11.0,36.0,4.0,5.0,5.0,5.0,21.0,5.0,4.0,0.0,4.0,5.0,1.0,5.0,9.0,4.0
983,17.0,130.0,4.0,35.0,35.0,5.0,4.0,0.0,10.0,3.0,9.0,96.0,24.0,89.0,15.0,0.0,5.0,1.0,0.0,7.0,1.0
984,7589.0,77.0,22115.0,33475.0,8598.0,474.0,30.0,151.0,116.0,95.0,5261.0,2.0,16185.0,14179.0,6009.0,52.0,21.0,59.0,61.0,140.0,29.0
985,2.0,0.0,7.0,2.0,0.0,3.0,1.0,2.0,8.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,7.0,2.0,5.0,2.0,0.0
987,2.0,2.0,1.0,2.0,4.0,7.0,5.0,1.0,9.0,3.0,8.0,0.0,5.0,16.0,4.0,7.0,3.0,4.0,3.0,11.0,1.0
99,6.0,4.0,8.0,16.0,6.0,21.0,28.0,22.0,11.0,4.0,8.0,16.0,24.0,10.0,9.0,4.0,24.0,10.0,3.0,14.0,1.0
991,2.0,1.0,0.0,1.0,0.0,112.0,18.0,33.0,48.0,29.0,1.0,3.0,2.0,0.0,1.0,26.0,12.0,17.0,18.0,33.0,38.0
992,0.0,0.0,0.0,0.0,0.0,1722.0,55.0,70.0,157.0,70.0,0.0,0.0,2.0,0.0,0.0,134.0,98.0,39.0,32.0,107.0,44.0
996,46.0,7.0,23.0,26.0,6.0,19.0,64.0,8.0,18.0,11.0,30.0,2.0,35.0,40.0,6.0,11.0,60.0,16.0,13.0,11.0,8.0
998,1.0,3.0,1.0,0.0,0.0,9.0,10.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,8.0,2.0,2.0,4.0,0.0
999,7.0,6.0,0.0,10.0,5.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,21.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
1052,0.0,7.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0
217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22,4.0,7.0,0.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,15.0,1.0,15.0,3.0,1.0,6.0,2.0,3.0,2.0,1.0
292,6.0,1.0,2.0,3.0,2.0,160.0,21.0,10.0,11.0,10.0,8.0,1.0,3.0,5.0,1.0,14.0,43.0,23.0,4.0,9.0,21.0
387,1.0,4.0,0.0,0.0,3.0,2.0,4.0,5.0,8.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0
411,1.0,1.0,0.0,2.0,4.0,8.0,3.0,2.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
501,2.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,3.0,0.0,1.0,1.0
506,1.0,1.0,0.0,4.0,9.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0
59,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0
607,6.0,0.0,0.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,5.0,2.0,5.0,2.0
643,1.0,4.0,0.0,0.0,1.0,8.0,5.0,2.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0
753,2.0,9.0,4.0,1.0,1.0,18.0,9.0,6.0,16.0,3.0,1.0,7.0,3.0,5.0,2.0,3.0,20.0,10.0,3.0,3.0,1.0
79,5.0,0.0,0.0,0.0,2.0,16.0,4.0,2.0,7.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,7.0,0.0,2.0,7.0,1.0
917,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0
956,1.0,1.0,3.0,3.0,1.0,6.0,1.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,1.0
454,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
932,3.0,7.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,9.0,3.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0
