strain_id,A_MTX_5-FC.SRO9_DHH1,A_MTX_Fluconazole.SRO9_DHH1,A_MTX_Metformin.SRO9_DHH1,A_MTX_Trifluoperazine.SRO9_DHH1,A_MTX_noDrug.SRO9_DHH1,A_noMTX_5-FC.SRO9_DHH1,A_noMTX_Fluconazole.SRO9_DHH1,A_noMTX_Metformin.SRO9_DHH1,A_noMTX_Trifluoperazine.SRO9_DHH1,A_noMTX_noDrug.SRO9_DHH1,B_MTX_5-FC.SRO9_DHH1,B_MTX_Fluconazole.SRO9_DHH1,B_MTX_Metformin.SRO9_DHH1,B_MTX_Trifluoperazine.SRO9_DHH1,B_MTX_noDrug.SRO9_DHH1,B_noMTX_5-FC.SRO9_DHH1,B_noMTX_Fluconazole.SRO9_DHH1,B_noMTX_Metformin.SRO9_DHH1,B_noMTX_Trifluoperazine.SRO9_DHH1,B_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.SRO9_DHH1
91,379.0,1258.0,388.0,1247.0,8.0,124.0,698.0,322.0,109.0,91.0,464.0,447.0,222.0,401.0,715.0,121.0,1362.0,249.0,281.0,218.0,43.0
911,284.0,378.0,257.0,300.0,3.0,408.0,301.0,802.0,200.0,190.0,436.0,187.0,415.0,120.0,284.0,532.0,510.0,706.0,746.0,567.0,109.0
916,297.0,227.0,253.0,542.0,11.0,197.0,51.0,346.0,107.0,111.0,430.0,181.0,267.0,184.0,476.0,195.0,74.0,451.0,209.0,237.0,35.0
923,6.0,17.0,11.0,1.0,1.0,74.0,187.0,81.0,32.0,30.0,7.0,2.0,15.0,0.0,0.0,43.0,20.0,78.0,155.0,128.0,24.0
924,2.0,0.0,15.0,4.0,0.0,14.0,6.0,34.0,12.0,18.0,1.0,0.0,9.0,2.0,0.0,27.0,25.0,27.0,3.0,27.0,5.0
930,2.0,1.0,6.0,0.0,0.0,30.0,48.0,134.0,28.0,56.0,1.0,0.0,3.0,0.0,1.0,70.0,44.0,70.0,145.0,57.0,29.0
931,42.0,19.0,104.0,25.0,6.0,89.0,6.0,238.0,36.0,48.0,39.0,0.0,72.0,9.0,42.0,31.0,15.0,111.0,122.0,181.0,27.0
933,37.0,1513.0,10.0,5.0,0.0,22.0,871.0,72.0,31.0,31.0,71.0,584.0,18.0,17.0,50.0,109.0,32.0,137.0,73.0,54.0,18.0
936,50.0,315.0,143.0,330.0,4.0,135.0,218.0,91.0,63.0,37.0,97.0,157.0,50.0,43.0,68.0,55.0,21.0,130.0,115.0,194.0,21.0
937,3.0,5.0,3.0,2.0,1.0,22.0,8.0,112.0,24.0,61.0,0.0,1.0,3.0,0.0,1.0,50.0,46.0,57.0,52.0,71.0,22.0
939,527.0,509.0,950.0,1167.0,4.0,273.0,22.0,685.0,236.0,196.0,588.0,111.0,533.0,489.0,901.0,316.0,64.0,537.0,489.0,347.0,77.0
94,343.0,2431.0,213.0,666.0,8.0,118.0,340.0,307.0,88.0,95.0,644.0,1319.0,254.0,390.0,552.0,186.0,546.0,276.0,344.0,240.0,39.0
941,1.0,0.0,5.0,1.0,1.0,31.0,25.0,168.0,35.0,47.0,4.0,0.0,10.0,1.0,2.0,69.0,3.0,105.0,88.0,20.0,20.0
942,22.0,1.0,28.0,31.0,1.0,19.0,6.0,97.0,21.0,14.0,63.0,11.0,45.0,42.0,32.0,25.0,5.0,65.0,29.0,19.0,19.0
943,0.0,10.0,1.0,1.0,2.0,0.0,2.0,5.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0
945,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,10.0,1.0,1.0
946,0.0,1.0,0.0,0.0,1.0,2.0,13.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,27.0,12.0,5.0,2.0
953,116.0,93.0,167.0,118.0,5.0,50.0,4.0,237.0,39.0,27.0,207.0,19.0,434.0,37.0,113.0,93.0,40.0,141.0,116.0,95.0,17.0
957,83.0,116.0,90.0,145.0,1.0,56.0,60.0,113.0,49.0,51.0,162.0,6.0,61.0,78.0,87.0,90.0,154.0,144.0,50.0,48.0,33.0
959,2.0,9.0,84.0,159.0,2.0,884.0,8993.0,3116.0,926.0,1372.0,255.0,7.0,71.0,1623.0,27.0,1919.0,270.0,1216.0,3334.0,1020.0,217.0
960,59.0,7.0,176.0,144.0,44.0,230.0,101.0,535.0,255.0,208.0,120.0,1.0,85.0,84.0,116.0,509.0,6.0,488.0,606.0,277.0,50.0
962,1.0,4.0,6.0,6.0,2.0,132.0,136.0,206.0,92.0,134.0,1.0,1.0,8.0,1.0,1.0,239.0,268.0,174.0,197.0,88.0,19.0
966,0.0,0.0,3.0,1.0,1.0,9.0,4.0,19.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,8.0,23.0,22.0,2.0,3.0
967,227.0,15.0,281.0,149.0,1.0,302.0,277.0,484.0,129.0,165.0,254.0,2.0,268.0,94.0,171.0,336.0,157.0,353.0,483.0,387.0,101.0
972,27.0,655.0,67.0,114.0,25.0,22.0,27.0,25.0,15.0,12.0,100.0,182.0,52.0,73.0,84.0,33.0,52.0,32.0,36.0,40.0,10.0
973,0.0,1.0,43.0,1.0,0.0,56.0,16.0,274.0,51.0,79.0,1.0,10.0,24.0,0.0,1.0,58.0,5.0,190.0,118.0,103.0,33.0
976,0.0,5.0,1.0,1.0,0.0,38.0,1.0,94.0,33.0,24.0,2.0,1.0,14.0,2.0,1.0,23.0,5.0,32.0,95.0,21.0,8.0
980,1.0,17.0,3.0,2.0,3.0,33.0,108.0,74.0,32.0,52.0,2.0,6.0,5.0,3.0,2.0,36.0,113.0,117.0,178.0,62.0,7.0
983,137.0,2766.0,445.0,232.0,16.0,19.0,7.0,48.0,17.0,17.0,190.0,2861.0,106.0,131.0,185.0,12.0,38.0,69.0,35.0,59.0,12.0
984,5.0,7.0,420.0,7.0,0.0,314.0,125.0,646.0,173.0,280.0,8.0,12.0,104.0,3.0,8.0,275.0,35.0,847.0,349.0,470.0,60.0
985,0.0,6.0,0.0,1.0,0.0,2.0,5.0,14.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,8.0,20.0,3.0,0.0
987,29.0,26.0,105.0,69.0,3.0,77.0,10.0,106.0,31.0,56.0,81.0,23.0,135.0,46.0,49.0,98.0,14.0,137.0,97.0,149.0,35.0
99,212.0,60.0,247.0,327.0,1.0,105.0,65.0,221.0,81.0,95.0,230.0,18.0,173.0,115.0,293.0,93.0,2.0,198.0,226.0,185.0,50.0
991,1.0,1.0,46.0,4.0,0.0,144.0,87.0,279.0,98.0,82.0,5.0,0.0,12.0,2.0,1.0,124.0,40.0,201.0,284.0,127.0,32.0
992,0.0,0.0,3.0,1.0,0.0,118.0,76.0,261.0,118.0,68.0,2.0,0.0,16.0,1.0,1.0,132.0,240.0,183.0,280.0,152.0,17.0
996,20.0,5.0,8.0,8.0,26.0,10.0,764.0,46.0,22.0,14.0,32.0,27.0,4.0,15.0,8.0,24.0,51.0,45.0,49.0,20.0,12.0
998,0.0,11.0,12.0,0.0,1.0,119.0,70.0,287.0,83.0,74.0,4.0,5.0,12.0,2.0,2.0,194.0,23.0,211.0,178.0,168.0,37.0
999,11.0,77.0,14.0,75.0,21.0,1.0,5.0,2.0,5.0,0.0,54.0,26.0,6.0,42.0,18.0,0.0,1.0,3.0,6.0,1.0,0.0
1052,0.0,6.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
292,2.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,3.0,1.0,0.0
387,4.0,10.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,53.0,3.0,3.0,1.0,0.0
411,8.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,7.0,2.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
501,3.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0
506,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
607,0.0,1.0,0.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,5.0,2.0,1.0,0.0
643,0.0,5.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,6.0,3.0,2.0,1.0
753,0.0,20.0,4.0,1.0,0.0,4.0,8.0,20.0,16.0,0.0,2.0,16.0,1.0,2.0,1.0,2.0,8.0,15.0,44.0,3.0,4.0
79,13.0,0.0,3.0,11.0,0.0,2.0,1.0,6.0,2.0,4.0,22.0,0.0,2.0,22.0,14.0,4.0,0.0,8.0,10.0,0.0,5.0
917,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,5.0,2.0,0.0
956,0.0,8.0,2.0,3.0,0.0,24.0,8.0,57.0,14.0,21.0,2.0,4.0,2.0,2.0,0.0,44.0,12.0,45.0,46.0,14.0,21.0
454,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
932,3.0,0.0,0.0,3.0,1.0,11.0,2.0,26.0,1.0,8.0,5.0,2.0,6.0,3.0,0.0,9.0,3.0,16.0,8.0,14.0,1.0
