strain_id,A_MTX_5-FC.MID2_PIN2,A_MTX_Fluconazole.MID2_PIN2,A_MTX_Metformin.MID2_PIN2,A_MTX_Trifluoperazine.MID2_PIN2,A_MTX_noDrug.MID2_PIN2,A_noMTX_5-FC.MID2_PIN2,A_noMTX_Fluconazole.MID2_PIN2,A_noMTX_Metformin.MID2_PIN2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_noDrug.MID2_PIN2,B_MTX_5-FC.MID2_PIN2,B_MTX_Fluconazole.MID2_PIN2,B_MTX_Metformin.MID2_PIN2,B_MTX_Trifluoperazine.MID2_PIN2,B_MTX_noDrug.MID2_PIN2,B_noMTX_5-FC.MID2_PIN2,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Metformin.MID2_PIN2,B_noMTX_Trifluoperazine.MID2_PIN2,B_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_PIN2
962,6.0,17.0,44.0,8.0,84.0,706.0,235.0,255,99.0,335.0,4.0,1.0,26.0,7.0,3.0,1232,9.0,177.0,285,174.0,36.0
966,2.0,1.0,5.0,2.0,3.0,110.0,88.0,167,19.0,70.0,2.0,0.0,7.0,0.0,1.0,84,14.0,39.0,40,19.0,5.0
967,140.0,126.0,1036.0,81.0,178.0,1464.0,134.0,561,165.0,455.0,51.0,3.0,721.0,72.0,95.0,850,54.0,623.0,638,157.0,69.0
972,922.0,60024.0,372.0,292.0,1877.0,648.0,412.0,339,59.0,304.0,218.0,2065.0,142.0,289.0,511.0,947,117.0,191.0,212,159.0,33.0
973,8.0,7.0,37.0,0.0,22.0,577.0,121.0,525,113.0,347.0,11.0,1.0,15.0,0.0,0.0,471,4.0,394.0,316,114.0,28.0
976,4.0,57.0,5.0,3.0,9.0,357.0,26.0,331,47.0,374.0,2.0,1.0,8.0,7.0,1.0,320,19.0,212.0,248,27.0,21.0
980,5.0,137.0,2.0,22.0,35.0,614.0,644.0,627,265.0,516.0,1.0,18.0,6.0,3.0,3.0,1160,20.0,512.0,655,136.0,35.0
983,329.0,27805.0,1461.0,139.0,775.0,470.0,11.0,292,32.0,204.0,213.0,1299.0,754.0,119.0,408.0,300,4.0,156.0,97,75.0,15.0
984,22.0,197.0,137.0,11.0,14.0,3623.0,672.0,2222,421.0,1634.0,6.0,5.0,52.0,12.0,9.0,3408,54.0,1687.0,1280,917.0,148.0
985,2.0,11.0,4.0,1.0,0.0,61.0,8.0,95,17.0,56.0,0.0,0.0,1.0,0.0,0.0,114,2.0,58.0,87,10.0,2.0
987,134.0,1.0,142.0,22.0,80.0,355.0,16.0,336,41.0,200.0,50.0,0.0,284.0,30.0,20.0,287,7.0,209.0,156,56.0,16.0
99,172.0,16.0,149.0,54.0,112.0,445.0,207.0,236,55.0,229.0,47.0,1.0,130.0,25.0,55.0,487,27.0,127.0,177,112.0,29.0
991,3.0,0.0,10.0,7.0,13.0,864.0,83.0,416,257.0,310.0,2.0,1.0,10.0,9.0,2.0,431,34.0,434.0,420,87.0,29.0
992,9.0,6.0,29.0,45.0,52.0,1517.0,667.0,1230,463.0,966.0,31.0,0.0,38.0,3.0,32.0,2422,63.0,742.0,1114,341.0,60.0
996,1459.0,682.0,370.0,680.0,4239.0,587.0,1864.0,293,104.0,227.0,711.0,84.0,184.0,361.0,701.0,1018,102.0,312.0,564,209.0,85.0
998,2.0,6.0,1.0,3.0,10.0,56.0,0.0,52,20.0,33.0,3.0,5.0,0.0,4.0,0.0,104,4.0,37.0,46,8.0,2.0
999,212.0,7277.0,143.0,640.0,2138.0,14.0,19.0,35,47.0,30.0,108.0,611.0,82.0,245.0,218.0,90,1.0,18.0,168,6.0,28.0
1052,1.0,101.0,0.0,1.0,6.0,2.0,2.0,3,2.0,3.0,0.0,4.0,2.0,1.0,1.0,14,1.0,1.0,5,0.0,1.0
17_2,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3,0.0,6.0,11,1.0,1.0
217,0.0,6.0,0.0,2.0,0.0,1.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,3,0.0,0.0
22,1.0,3.0,0.0,1.0,1.0,5.0,4.0,17,4.0,12.0,1.0,0.0,1.0,0.0,0.0,36,0.0,11.0,18,0.0,2.0
292,0.0,1.0,2.0,7.0,3.0,5.0,4.0,14,1.0,6.0,0.0,0.0,3.0,0.0,1.0,36,2.0,4.0,4,1.0,1.0
387,16.0,1312.0,14.0,11.0,55.0,24.0,7.0,28,7.0,11.0,22.0,20.0,7.0,10.0,14.0,55,70.0,16.0,11,6.0,6.0
411,13.0,4.0,2.0,2.0,8.0,5.0,8.0,22,2.0,7.0,10.0,1.0,2.0,1.0,4.0,42,3.0,6.0,13,3.0,0.0
44,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7,0.0,2.0,3,0.0,0.0
501,1.0,0.0,2.0,1.0,2.0,36.0,1.0,123,20.0,38.0,2.0,0.0,5.0,1.0,0.0,217,0.0,53.0,79,28.0,10.0
506,1.0,5.0,0.0,3.0,4.0,2.0,3.0,4,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2,1.0,4.0,3,1.0,1.0
59,0.0,0.0,0.0,0.0,0.0,5.0,2.0,16,8.0,8.0,0.0,0.0,0.0,0.0,0.0,20,2.0,9.0,14,3.0,0.0
607,1.0,0.0,2.0,0.0,0.0,18.0,10.0,29,7.0,18.0,0.0,2.0,1.0,0.0,0.0,34,11.0,14.0,25,6.0,1.0
643,3.0,8.0,3.0,4.0,10.0,6.0,6.0,11,10.0,13.0,0.0,0.0,5.0,2.0,1.0,25,0.0,17.0,8,2.0,1.0
753,0.0,33.0,1.0,1.0,0.0,4.0,6.0,18,4.0,12.0,0.0,8.0,3.0,0.0,1.0,50,2.0,13.0,14,2.0,1.0
79,62.0,0.0,20.0,23.0,25.0,25.0,2.0,35,24.0,41.0,13.0,0.0,13.0,4.0,3.0,146,0.0,49.0,66,16.0,3.0
917,0.0,11.0,0.0,0.0,0.0,4.0,5.0,22,6.0,7.0,1.0,1.0,1.0,0.0,0.0,47,3.0,12.0,11,2.0,3.0
956,2.0,50.0,1.0,2.0,1.0,125.0,4.0,110,15.0,63.0,1.0,3.0,2.0,1.0,0.0,178,3.0,18.0,52,16.0,5.0
454,0.0,2.0,1.0,2.0,1.0,3.0,1.0,7,3.0,7.0,0.0,1.0,0.0,0.0,0.0,13,2.0,4.0,3,2.0,1.0
932,2.0,19.0,7.0,3.0,9.0,16.0,3.0,16,8.0,13.0,3.0,0.0,3.0,7.0,0.0,23,9.0,8.0,10,1.0,2.0
