strain_id,A_MTX_5-FC.SNA4_VAC8,A_MTX_Fluconazole.SNA4_VAC8,A_MTX_Metformin.SNA4_VAC8,A_MTX_Trifluoperazine.SNA4_VAC8,A_MTX_noDrug.SNA4_VAC8,A_noMTX_5-FC.SNA4_VAC8,A_noMTX_Fluconazole.SNA4_VAC8,A_noMTX_Metformin.SNA4_VAC8,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_noDrug.SNA4_VAC8,B_MTX_5-FC.SNA4_VAC8,B_MTX_Fluconazole.SNA4_VAC8,B_MTX_Metformin.SNA4_VAC8,B_MTX_Trifluoperazine.SNA4_VAC8,B_MTX_noDrug.SNA4_VAC8,B_noMTX_5-FC.SNA4_VAC8,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Metformin.SNA4_VAC8,B_noMTX_Trifluoperazine.SNA4_VAC8,B_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.SNA4_VAC8
91,86.0,553.0,983.0,81.0,266.0,266.0,1188.0,590.0,1053.0,224.0,219.0,931.0,713.0,207.0,77.0,430.0,779.0,1273.0,979.0,346.0,81.0
911,10.0,17.0,5.0,6.0,6.0,11.0,10.0,6.0,13.0,3.0,25.0,23.0,17.0,23.0,13.0,9.0,17.0,11.0,12.0,22.0,3.0
916,566.0,1556.0,709.0,588.0,2023.0,121.0,115.0,234.0,323.0,90.0,1538.0,2895.0,700.0,837.0,459.0,203.0,14.0,265.0,286.0,212.0,32.0
923,4.0,1.0,1.0,6.0,1.0,12.0,29.0,3.0,6.0,7.0,7.0,4.0,4.0,2.0,3.0,3.0,16.0,15.0,14.0,15.0,2.0
924,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0
930,0.0,0.0,1.0,0.0,1.0,5.0,9.0,1.0,11.0,4.0,0.0,0.0,3.0,2.0,0.0,4.0,10.0,4.0,6.0,9.0,2.0
931,4.0,4.0,13.0,11.0,10.0,21.0,14.0,8.0,16.0,7.0,19.0,12.0,22.0,15.0,11.0,11.0,10.0,25.0,10.0,26.0,2.0
933,2.0,45.0,1.0,7.0,2.0,2.0,12.0,2.0,15.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,6.0,3.0,1.0
936,23.0,168.0,386.0,18.0,33.0,228.0,1200.0,421.0,1297.0,133.0,116.0,148.0,338.0,71.0,20.0,465.0,187.0,864.0,954.0,313.0,77.0
937,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,26.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,2.0,16.0,6.0,0.0
939,14.0,9.0,3.0,11.0,11.0,4.0,1.0,1.0,10.0,1.0,8.0,5.0,10.0,25.0,15.0,9.0,1.0,7.0,13.0,14.0,2.0
94,17.0,65.0,12.0,12.0,15.0,31.0,22.0,12.0,16.0,4.0,17.0,37.0,21.0,38.0,8.0,10.0,65.0,32.0,16.0,19.0,5.0
941,1.0,0.0,3.0,0.0,0.0,2.0,17.0,0.0,1.0,2.0,1.0,0.0,8.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0
942,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0
943,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0
945,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,4.0,2.0,2.0,8.0,0.0
946,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0
953,4.0,11.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,0.0
957,18.0,3.0,2.0,6.0,7.0,4.0,5.0,1.0,2.0,1.0,6.0,2.0,6.0,6.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0
959,3.0,10.0,6.0,2.0,2.0,66.0,53.0,43.0,49.0,31.0,13.0,7.0,21.0,11.0,1.0,64.0,3.0,17.0,160.0,101.0,14.0
960,573.0,13.0,597.0,954.0,2477.0,27.0,6.0,39.0,172.0,16.0,655.0,19.0,55.0,604.0,233.0,37.0,0.0,43.0,123.0,39.0,10.0
962,1.0,9.0,0.0,1.0,0.0,7.0,2.0,4.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,4.0,5.0,9.0,0.0
966,0.0,1.0,2.0,2.0,0.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,7.0,2.0
967,74.0,9.0,388.0,59.0,115.0,483.0,608.0,773.0,1718.0,329.0,191.0,2.0,420.0,76.0,27.0,753.0,291.0,1707.0,1193.0,802.0,90.0
972,19.0,312.0,7.0,25.0,46.0,11.0,21.0,4.0,6.0,3.0,38.0,96.0,19.0,43.0,12.0,8.0,12.0,13.0,20.0,20.0,5.0
973,1.0,2.0,2.0,0.0,1.0,3.0,5.0,9.0,4.0,9.0,0.0,2.0,2.0,0.0,1.0,4.0,5.0,9.0,9.0,23.0,1.0
976,1.0,14.0,3.0,12.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,21.0,2.0,5.0,1.0,3.0,0.0,3.0,2.0,13.0,1.0
980,3.0,48.0,0.0,9.0,5.0,8.0,141.0,13.0,5.0,6.0,2.0,17.0,2.0,3.0,1.0,5.0,30.0,28.0,54.0,19.0,0.0
983,13.0,251.0,12.0,66.0,36.0,1.0,3.0,2.0,5.0,3.0,34.0,439.0,15.0,49.0,57.0,2.0,3.0,4.0,4.0,3.0,1.0
984,23.0,6.0,116.0,119.0,21.0,138.0,405.0,233.0,227.0,75.0,24.0,4.0,107.0,54.0,16.0,163.0,17.0,307.0,170.0,193.0,24.0
985,0.0,0.0,3.0,1.0,0.0,4.0,2.0,6.0,9.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0
987,4.0,4.0,5.0,0.0,5.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,11.0,22.0,9.0,4.0,1.0,5.0,4.0,6.0,2.0
99,5.0,1.0,2.0,12.0,8.0,7.0,17.0,2.0,17.0,4.0,8.0,16.0,13.0,12.0,7.0,6.0,31.0,11.0,13.0,22.0,3.0
991,2.0,0.0,2.0,3.0,2.0,16.0,19.0,12.0,10.0,7.0,2.0,2.0,1.0,3.0,3.0,11.0,8.0,7.0,14.0,19.0,2.0
992,0.0,2.0,0.0,2.0,0.0,28.0,12.0,12.0,15.0,3.0,0.0,0.0,1.0,0.0,1.0,11.0,12.0,13.0,13.0,62.0,0.0
996,10.0,4.0,24.0,12.0,8.0,8.0,11.0,4.0,8.0,6.0,17.0,6.0,55.0,26.0,1.0,2.0,23.0,17.0,8.0,7.0,1.0
998,0.0,11.0,0.0,1.0,2.0,1.0,8.0,4.0,5.0,0.0,2.0,12.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0
999,4.0,4.0,0.0,6.0,4.0,3.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,19.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
1052,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
217,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
22,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0
292,1.0,1.0,2.0,6.0,5.0,0.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
387,1.0,0.0,2.0,8.0,2.0,1.0,3.0,2.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0
411,2.0,0.0,0.0,2.0,4.0,1.0,11.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
501,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
506,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
607,0.0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0
643,0.0,12.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,5.0,3.0,6.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0
753,4.0,20.0,2.0,4.0,1.0,2.0,8.0,0.0,5.0,1.0,3.0,28.0,16.0,8.0,2.0,5.0,2.0,4.0,6.0,4.0,2.0
79,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
917,0.0,1.0,2.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,2.0
956,1.0,3.0,0.0,8.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
454,0.0,3.0,3.0,0.0,0.0,0.0,23.0,2.0,6.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,5.0
932,2.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0
