strain_id,A_MTX_5-FC.ERG11_HYR1,A_MTX_Fluconazole.ERG11_HYR1,A_MTX_Metformin.ERG11_HYR1,A_MTX_Trifluoperazine.ERG11_HYR1,A_MTX_noDrug.ERG11_HYR1,A_noMTX_5-FC.ERG11_HYR1,A_noMTX_Fluconazole.ERG11_HYR1,A_noMTX_Metformin.ERG11_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_noDrug.ERG11_HYR1,B_MTX_5-FC.ERG11_HYR1,B_MTX_Fluconazole.ERG11_HYR1,B_MTX_Metformin.ERG11_HYR1,B_MTX_Trifluoperazine.ERG11_HYR1,B_MTX_noDrug.ERG11_HYR1,B_noMTX_5-FC.ERG11_HYR1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Metformin.ERG11_HYR1,B_noMTX_Trifluoperazine.ERG11_HYR1,B_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.ERG11_HYR1
941,20,0.0,3.0,8.0,2.0,6.0,200.0,3.0,3.0,20.0,1.0,0.0,15,1.0,13.0,11.0,0.0,8.0,5.0,3.0,2.0
942,13,0.0,5.0,9.0,2.0,4.0,5.0,5.0,5.0,9.0,4.0,0.0,14,1.0,5.0,3.0,0.0,14.0,13.0,11.0,5.0
943,4,8.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,6,1.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0
945,12,0.0,3.0,11.0,2.0,5.0,1.0,7.0,4.0,22.0,0.0,1.0,123,2.0,21.0,6.0,0.0,12.0,19.0,17.0,8.0
946,4,3.0,1.0,1.0,0.0,0.0,11.0,3.0,3.0,1.0,0.0,0.0,7,0.0,2.0,1.0,4.0,4.0,6.0,5.0,1.0
953,789,17.0,46.0,31.0,27.0,102.0,328.0,46.0,132.0,200.0,51.0,0.0,536,2.0,98.0,80.0,1.0,310.0,124.0,144.0,45.0
957,179,18.0,19.0,138.0,72.0,40.0,14.0,124.0,48.0,227.0,48.0,7.0,210,29.0,309.0,39.0,5.0,273.0,55.0,380.0,30.0
959,5110,4.0,971.0,1356.0,239.0,1756.0,125.0,3761.0,5249.0,1917.0,851.0,1.0,1656,303.0,713.0,1559.0,14.0,14160.0,17595.0,3034.0,736.0
960,929,5.0,223.0,120.0,247.0,140.0,5.0,236.0,64.0,375.0,54.0,5.0,328,31.0,492.0,129.0,4.0,205.0,593.0,294.0,41.0
962,852,3.0,35.0,54.0,15.0,26.0,5.0,28.0,64.0,40.0,48.0,0.0,202,17.0,42.0,46.0,0.0,97.0,147.0,27.0,14.0
966,360,0.0,18.0,78.0,9.0,32.0,0.0,44.0,49.0,37.0,35.0,0.0,237,2.0,65.0,9.0,0.0,63.0,87.0,59.0,28.0
967,2397,3.0,131.0,266.0,308.0,110.0,8.0,126.0,96.0,615.0,132.0,16.0,404,73.0,1302.0,89.0,18.0,513.0,304.0,666.0,80.0
972,1037,502.0,162.0,196.0,238.0,95.0,7.0,41.0,83.0,137.0,98.0,162.0,1316,69.0,479.0,56.0,16.0,146.0,94.0,146.0,16.0
973,8,1.0,5.0,5.0,2.0,127.0,5.0,98.0,124.0,106.0,1.0,0.0,28,0.0,10.0,109.0,3.0,332.0,275.0,111.0,32.0
976,3,1.0,2.0,6.0,4.0,3.0,2.0,7.0,5.0,78.0,0.0,0.0,11,1.0,2.0,5.0,1.0,8.0,41.0,50.0,3.0
980,15,7.0,1.0,11.0,3.0,35.0,42.0,6.0,3.0,3.0,1.0,6.0,9,3.0,5.0,10.0,13.0,20.0,16.0,44.0,7.0
983,26,458.0,12.0,37.0,16.0,6.0,1.0,5.0,7.0,4.0,8.0,37.0,21,11.0,101.0,4.0,2.0,10.0,14.0,18.0,9.0
984,101,19.0,27.0,15.0,29.0,18.0,18.0,69.0,34.0,122.0,23.0,7.0,45,4.0,15.0,75.0,14.0,46.0,82.0,148.0,19.0
985,31,1.0,1.0,16.0,3.0,7.0,1.0,3.0,14.0,13.0,3.0,0.0,27,0.0,9.0,2.0,0.0,52.0,21.0,10.0,2.0
987,848,3.0,83.0,191.0,103.0,52.0,2.0,242.0,48.0,198.0,68.0,1.0,371,24.0,285.0,27.0,9.0,473.0,202.0,324.0,35.0
99,851,149.0,141.0,273.0,202.0,134.0,4281.0,410.0,106.0,430.0,94.0,41.0,1102,57.0,727.0,190.0,1097.0,496.0,335.0,355.0,78.0
991,130,2.0,90.0,7.0,9.0,59.0,7.0,152.0,129.0,322.0,23.0,0.0,201,1.0,42.0,63.0,4.0,265.0,324.0,225.0,40.0
992,576,281.0,24.0,119.0,20.0,234.0,131.0,355.0,777.0,276.0,54.0,97.0,290,8.0,81.0,257.0,16.0,1292.0,1470.0,359.0,46.0
996,60,4.0,7.0,63.0,17.0,86.0,22.0,88.0,178.0,92.0,12.0,1.0,48,6.0,76.0,60.0,27.0,527.0,243.0,65.0,41.0
998,15,2.0,0.0,6.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,5,1.0,4.0,2.0,1.0,7.0,6.0,2.0,3.0
999,10,31.0,1.0,4.0,6.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,4,6.0,16.0,1.0,1.0,2.0,5.0,2.0,3.0
1052,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
17_2,103,12.0,61.0,5.0,0.0,121.0,1.0,61.0,125.0,69.0,6.0,0.0,238,1.0,5.0,126.0,0.0,440.0,110.0,99.0,9.0
217,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
22,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,6,0.0,0.0,0.0,0.0,11.0,0.0,3.0,2.0
292,11,2.0,1.0,3.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,15,2.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0
387,10,10.0,3.0,5.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,7,1.0,14.0,6.0,2.0,3.0,2.0,9.0,2.0
411,6,0.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
44,4,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0
501,14,1.0,3.0,7.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,0.0,2,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
506,10,2.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0
59,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0
607,13,1.0,2.0,5.0,0.0,12.0,32.0,20.0,13.0,8.0,0.0,1.0,8,1.0,5.0,31.0,5.0,78.0,19.0,26.0,1.0
643,19,6.0,0.0,7.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,15,0.0,10.0,5.0,0.0,8.0,6.0,7.0,1.0
753,23,6.0,2.0,16.0,1.0,2.0,1.0,2.0,6.0,12.0,0.0,1.0,17,1.0,10.0,1.0,1.0,10.0,4.0,13.0,1.0
79,19,5.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,0.0,12,2.0,9.0,3.0,1.0,13.0,6.0,9.0,2.0
917,12,2.0,0.0,2.0,0.0,1.0,5.0,1.0,7.0,0.0,1.0,0.0,5,0.0,2.0,2.0,3.0,11.0,8.0,2.0,0.0
956,10,8.0,0.0,7.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,1.0,8,1.0,6.0,3.0,1.0,7.0,11.0,10.0,3.0
454,8,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0,2,0.0,4.0,3.0,1.0,7.0,3.0,11.0,0.0
932,39,0.0,7.0,7.0,8.0,2.0,1.0,0.0,11.0,29.0,2.0,1.0,16,2.0,9.0,4.0,6.0,25.0,7.0,84.0,5.0
