strain_id,A_MTX_5-FC.PMC1_CTR2,A_MTX_Fluconazole.PMC1_CTR2,A_MTX_Metformin.PMC1_CTR2,A_MTX_Trifluoperazine.PMC1_CTR2,A_MTX_noDrug.PMC1_CTR2,A_noMTX_5-FC.PMC1_CTR2,A_noMTX_Fluconazole.PMC1_CTR2,A_noMTX_Metformin.PMC1_CTR2,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_noDrug.PMC1_CTR2,B_MTX_5-FC.PMC1_CTR2,B_MTX_Fluconazole.PMC1_CTR2,B_MTX_Metformin.PMC1_CTR2,B_MTX_Trifluoperazine.PMC1_CTR2,B_MTX_noDrug.PMC1_CTR2,B_noMTX_5-FC.PMC1_CTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Metformin.PMC1_CTR2,B_noMTX_Trifluoperazine.PMC1_CTR2,B_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.PMC1_CTR2
911,87.0,137.0,72.0,76.0,52.0,52.0,36.0,74.0,39.0,24.0,83.0,12.0,37.0,73.0,120.0,377.0,275.0,75.0,68.0,70.0,40.0
916,29.0,5.0,49.0,3.0,22.0,20.0,6.0,30.0,18.0,25.0,33.0,2.0,60.0,12.0,12.0,46.0,13.0,23.0,21.0,25.0,6.0
923,0.0,4.0,0.0,0.0,0.0,143.0,31.0,76.0,93.0,72.0,0.0,1.0,2.0,0.0,1.0,538.0,423.0,138.0,156.0,129.0,63.0
924,0.0,3.0,2.0,0.0,0.0,11.0,4.0,10.0,0.0,9.0,0.0,4.0,0.0,1.0,1.0,41.0,6.0,13.0,6.0,12.0,5.0
930,2.0,3.0,2.0,0.0,1.0,40.0,4.0,23.0,20.0,24.0,3.0,15.0,1.0,0.0,2.0,57.0,8.0,22.0,18.0,19.0,11.0
931,556.0,35.0,257.0,1004.0,563.0,157.0,59.0,223.0,49.0,96.0,415.0,4.0,163.0,387.0,733.0,241.0,114.0,181.0,95.0,224.0,77.0
933,13.0,5.0,3.0,18.0,14.0,1.0,3.0,3.0,0.0,0.0,13.0,23.0,6.0,11.0,11.0,3.0,11.0,1.0,0.0,4.0,1.0
936,122.0,176.0,140.0,315.0,73.0,49.0,14.0,48.0,41.0,28.0,70.0,21.0,113.0,28.0,108.0,125.0,60.0,289.0,49.0,50.0,6.0
937,3.0,7.0,2.0,1.0,5.0,24.0,4.0,14.0,29.0,16.0,1.0,6.0,4.0,3.0,0.0,28.0,15.0,12.0,16.0,20.0,5.0
939,166.0,34.0,292.0,675.0,634.0,219.0,18.0,80.0,71.0,102.0,267.0,260.0,239.0,320.0,403.0,454.0,381.0,111.0,111.0,110.0,29.0
94,750.0,228.0,159.0,394.0,565.0,123.0,20.0,59.0,58.0,48.0,521.0,7599.0,68.0,193.0,202.0,228.0,219.0,62.0,43.0,91.0,5.0
941,9.0,1.0,8.0,6.0,3.0,10.0,1.0,9.0,9.0,6.0,2.0,2.0,9.0,17.0,11.0,18.0,3.0,7.0,10.0,13.0,10.0
942,10.0,23.0,112.0,184.0,79.0,32.0,4.0,24.0,17.0,28.0,34.0,0.0,75.0,76.0,80.0,89.0,117.0,17.0,20.0,46.0,26.0
943,2.0,33.0,2.0,4.0,4.0,1.0,3.0,0.0,5.0,3.0,8.0,10.0,1.0,0.0,3.0,2.0,2.0,2.0,4.0,19.0,2.0
945,6.0,8.0,1.0,3.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0
946,3.0,2.0,0.0,0.0,1.0,6.0,96.0,17.0,11.0,11.0,2.0,1.0,6.0,3.0,0.0,16.0,12.0,21.0,29.0,18.0,13.0
953,56.0,7.0,15.0,82.0,33.0,10.0,6.0,10.0,3.0,7.0,8.0,2.0,16.0,20.0,37.0,0.0,40.0,7.0,5.0,11.0,4.0
957,225.0,113.0,35.0,219.0,382.0,25.0,3.0,46.0,24.0,16.0,153.0,14.0,21.0,133.0,131.0,168.0,190.0,56.0,15.0,39.0,13.0
959,18.0,5.0,3.0,3.0,3.0,324.0,326.0,391.0,341.0,251.0,4.0,7.0,15.0,3.0,4.0,1034.0,429.0,452.0,372.0,419.0,183.0
960,406.0,147.0,955.0,1935.0,1415.0,168.0,40.0,132.0,93.0,131.0,465.0,1101.0,229.0,726.0,1297.0,786.0,574.0,190.0,140.0,177.0,37.0
962,6.0,2.0,3.0,7.0,2.0,19.0,97.0,27.0,13.0,25.0,2.0,4.0,6.0,3.0,2.0,46.0,9.0,25.0,19.0,32.0,25.0
966,2.0,0.0,3.0,4.0,1.0,26.0,10.0,43.0,38.0,23.0,1.0,1.0,11.0,1.0,2.0,106.0,11.0,32.0,43.0,39.0,28.0
967,199.0,82.0,810.0,373.0,163.0,741.0,367.0,616.0,309.0,438.0,233.0,23.0,626.0,198.0,79.0,1883.0,422.0,661.0,457.0,719.0,143.0
972,49.0,335.0,13.0,25.0,136.0,9.0,10.0,12.0,8.0,5.0,37.0,619.0,36.0,41.0,26.0,5.0,21.0,8.0,4.0,9.0,0.0
973,0.0,0.0,3.0,0.0,0.0,44.0,7.0,105.0,30.0,46.0,1.0,6.0,12.0,0.0,0.0,139.0,50.0,78.0,25.0,114.0,13.0
976,3.0,4.0,0.0,5.0,13.0,141.0,5.0,76.0,33.0,78.0,2.0,16.0,3.0,1.0,9.0,372.0,188.0,85.0,99.0,144.0,28.0
980,4.0,11.0,2.0,7.0,6.0,200.0,64.0,150.0,76.0,198.0,7.0,6.0,5.0,3.0,9.0,884.0,333.0,215.0,178.0,137.0,63.0
983,207.0,490.0,17.0,774.0,206.0,26.0,4.0,16.0,8.0,13.0,318.0,1285.0,66.0,168.0,236.0,30.0,10.0,20.0,6.0,20.0,9.0
984,1.0,12.0,14.0,5.0,2.0,669.0,264.0,833.0,512.0,519.0,1.0,13.0,12.0,5.0,2.0,1759.0,893.0,1024.0,338.0,961.0,126.0
985,1.0,2.0,0.0,0.0,1.0,5.0,4.0,6.0,8.0,5.0,0.0,1.0,4.0,0.0,0.0,6.0,8.0,7.0,3.0,4.0,1.0
987,31.0,2.0,76.0,11.0,29.0,20.0,2.0,15.0,17.0,22.0,51.0,9.0,79.0,33.0,36.0,26.0,15.0,35.0,25.0,55.0,7.0
99,78.0,4.0,85.0,36.0,47.0,46.0,15.0,171.0,74.0,61.0,83.0,7.0,149.0,37.0,101.0,234.0,11.0,182.0,55.0,77.0,19.0
991,2.0,1.0,2.0,4.0,1.0,457.0,358.0,424.0,445.0,189.0,1.0,1.0,7.0,3.0,1.0,900.0,444.0,560.0,291.0,541.0,65.0
992,3.0,0.0,2.0,5.0,0.0,551.0,1060.0,666.0,386.0,605.0,2.0,143.0,7.0,2.0,0.0,2740.0,1739.0,727.0,538.0,947.0,175.0
996,23.0,1.0,12.0,17.0,45.0,7.0,19.0,4.0,8.0,8.0,21.0,23.0,14.0,30.0,11.0,5.0,21.0,10.0,10.0,3.0,1.0
998,13.0,7.0,1.0,7.0,1.0,43.0,39.0,19.0,11.0,16.0,3.0,10.0,2.0,2.0,4.0,84.0,6.0,22.0,4.0,43.0,13.0
999,27.0,46.0,5.0,166.0,153.0,2.0,1.0,0.0,3.0,1.0,15.0,339.0,5.0,34.0,90.0,2.0,1.0,1.0,1.0,0.0,7.0
1052,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17_2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
292,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,2.0,2.0,6.0,0.0
387,9.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,5.0,4.0,3.0,2.0,1.0
411,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
44,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0
501,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
506,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
59,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0
607,1.0,0.0,1.0,1.0,4.0,5.0,5.0,9.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,4.0,4.0,5.0,3.0,15.0,0.0
643,1.0,0.0,0.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,5.0,0.0,4.0,3.0,4.0,0.0,0.0,5.0,3.0
753,4.0,30.0,2.0,5.0,13.0,9.0,7.0,11.0,17.0,12.0,14.0,5.0,3.0,0.0,7.0,16.0,4.0,10.0,23.0,31.0,0.0
79,10.0,1.0,3.0,2.0,5.0,0.0,2.0,5.0,2.0,2.0,7.0,0.0,10.0,10.0,4.0,4.0,3.0,7.0,4.0,10.0,0.0
917,0.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0
956,1.0,17.0,1.0,5.0,11.0,29.0,20.0,10.0,22.0,17.0,6.0,8.0,10.0,2.0,1.0,84.0,42.0,22.0,16.0,56.0,18.0
454,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0
932,6.0,2.0,1.0,5.0,10.0,24.0,4.0,58.0,14.0,9.0,5.0,5.0,7.0,3.0,8.0,48.0,11.0,16.0,21.0,9.0,5.0
