strain_id,A_MTX_5-FC.ALO1_UIP4,A_MTX_Fluconazole.ALO1_UIP4,A_MTX_Metformin.ALO1_UIP4,A_MTX_Trifluoperazine.ALO1_UIP4,A_MTX_noDrug.ALO1_UIP4,A_noMTX_5-FC.ALO1_UIP4,A_noMTX_Fluconazole.ALO1_UIP4,A_noMTX_Metformin.ALO1_UIP4,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_noDrug.ALO1_UIP4,B_MTX_5-FC.ALO1_UIP4,B_MTX_Fluconazole.ALO1_UIP4,B_MTX_Metformin.ALO1_UIP4,B_MTX_Trifluoperazine.ALO1_UIP4,B_MTX_noDrug.ALO1_UIP4,B_noMTX_5-FC.ALO1_UIP4,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Metformin.ALO1_UIP4,B_noMTX_Trifluoperazine.ALO1_UIP4,B_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.ALO1_UIP4
91,51.0,88.0,118.0,402.0,103.0,56.0,216.0,57.0,72.0,132.0,70.0,13.0,89.0,43.0,304.0,43.0,66.0,43.0,63.0,117.0,28.0
911,442.0,39.0,816.0,1011.0,339.0,1206.0,92.0,289.0,1665.0,262.0,541.0,13.0,981.0,323.0,124.0,649.0,82.0,701.0,430.0,186.0,211.0
916,449.0,106.0,371.0,837.0,451.0,156.0,233.0,104.0,103.0,109.0,298.0,54.0,238.0,289.0,70.0,192.0,125.0,170.0,61.0,133.0,44.0
923,1.0,1.0,0.0,0.0,0.0,14.0,8.0,5.0,35.0,27.0,1.0,2.0,0.0,2.0,0.0,31.0,4.0,6.0,12.0,20.0,45.0
924,1.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,11.0,12.0,2.0,3.0,1.0,1.0,0.0,11.0,3.0,4.0,11.0,6.0,4.0
930,1.0,1.0,1.0,0.0,1.0,4.0,2.0,5.0,26.0,19.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,16.0,5.0,87.0,9.0
931,156.0,0.0,257.0,463.0,64.0,171.0,159.0,123.0,197.0,159.0,166.0,1.0,258.0,57.0,22.0,143.0,284.0,216.0,72.0,164.0,99.0
933,17.0,34.0,9.0,18.0,2.0,23.0,4.0,7.0,22.0,15.0,34.0,22.0,8.0,3.0,2.0,23.0,3.0,3.0,3.0,13.0,27.0
936,91.0,15.0,97.0,83.0,20.0,31.0,29.0,46.0,66.0,14.0,208.0,4.0,42.0,38.0,171.0,37.0,16.0,33.0,103.0,47.0,4.0
937,4.0,2.0,18.0,9.0,1.0,42.0,110.0,47.0,67.0,50.0,3.0,0.0,3.0,1.0,2.0,63.0,80.0,65.0,38.0,66.0,21.0
939,340.0,24.0,371.0,1681.0,440.0,164.0,8.0,81.0,151.0,74.0,299.0,2.0,159.0,437.0,197.0,128.0,7.0,63.0,86.0,110.0,99.0
94,5620.0,1749.0,657.0,1910.0,458.0,660.0,27.0,296.0,276.0,84.0,2511.0,12093.0,140.0,905.0,799.0,237.0,7.0,121.0,205.0,118.0,46.0
941,1.0,1.0,6.0,15.0,1.0,26.0,176.0,13.0,23.0,33.0,3.0,1.0,4.0,0.0,3.0,15.0,42.0,26.0,11.0,13.0,20.0
942,24.0,0.0,78.0,211.0,7.0,45.0,4.0,40.0,40.0,13.0,23.0,0.0,59.0,9.0,13.0,31.0,0.0,9.0,10.0,18.0,15.0
943,4.0,24.0,3.0,37.0,13.0,0.0,2.0,1.0,5.0,0.0,2.0,9.0,0.0,4.0,1.0,3.0,12.0,5.0,4.0,5.0,0.0
945,0.0,1.0,0.0,1.0,0.0,19.0,27.0,7.0,36.0,69.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,19.0,13.0,35.0,11.0
946,0.0,2.0,0.0,0.0,0.0,6.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,8.0,11.0,11.0,11.0
953,3.0,7.0,55.0,72.0,5.0,16.0,0.0,7.0,21.0,2.0,30.0,2.0,6.0,7.0,2.0,13.0,0.0,6.0,9.0,11.0,7.0
957,223.0,13.0,43.0,319.0,35.0,99.0,16.0,46.0,34.0,28.0,165.0,6.0,27.0,68.0,92.0,76.0,0.0,20.0,17.0,19.0,26.0
959,1.0,2.0,73.0,5.0,23.0,1130.0,1521.0,873.0,2427.0,4178.0,5.0,0.0,24.0,1.0,2.0,1056.0,49.0,946.0,1265.0,3443.0,1052.0
960,1045.0,5.0,277.0,790.0,1102.0,291.0,48.0,57.0,152.0,228.0,680.0,3.0,447.0,196.0,127.0,136.0,12.0,96.0,70.0,228.0,52.0
962,2.0,12.0,1.0,49.0,6.0,6.0,2.0,5.0,9.0,4.0,1.0,0.0,1.0,6.0,1.0,4.0,0.0,2.0,4.0,9.0,2.0
966,0.0,1.0,7.0,10.0,2.0,5.0,4.0,2.0,65.0,13.0,0.0,0.0,0.0,2.0,3.0,9.0,29.0,14.0,9.0,6.0,7.0
967,49.0,6.0,357.0,183.0,32.0,293.0,31.0,273.0,390.0,251.0,30.0,10.0,263.0,34.0,9.0,223.0,131.0,185.0,175.0,219.0,130.0
972,449.0,1191.0,103.0,730.0,104.0,49.0,68.0,25.0,83.0,26.0,88.0,772.0,252.0,210.0,104.0,127.0,14.0,6.0,59.0,30.0,14.0
973,0.0,1.0,3.0,1.0,0.0,59.0,12.0,82.0,66.0,66.0,0.0,3.0,7.0,3.0,0.0,66.0,1.0,84.0,54.0,124.0,32.0
976,2.0,7.0,2.0,4.0,0.0,67.0,13243.0,57.0,112.0,55.0,6.0,0.0,2.0,3.0,0.0,82.0,117.0,65.0,24.0,85.0,40.0
980,3.0,12.0,0.0,10.0,4.0,208.0,189.0,119.0,275.0,121.0,4.0,6.0,0.0,4.0,1.0,185.0,212.0,167.0,147.0,129.0,50.0
983,158.0,6921.0,90.0,242.0,90.0,8.0,13.0,4.0,22.0,27.0,323.0,91.0,91.0,181.0,44.0,16.0,1.0,15.0,8.0,27.0,13.0
984,0.0,9.0,19.0,11.0,2.0,410.0,204.0,468.0,374.0,461.0,13.0,1.0,13.0,5.0,1.0,389.0,166.0,364.0,274.0,740.0,149.0
985,0.0,5.0,2.0,4.0,0.0,9.0,7.0,18.0,35.0,29.0,1.0,1.0,0.0,0.0,0.0,15.0,2.0,8.0,6.0,28.0,11.0
987,65.0,20.0,363.0,61.0,111.0,95.0,3.0,159.0,106.0,171.0,63.0,7.0,123.0,27.0,42.0,103.0,8.0,72.0,86.0,157.0,84.0
99,193.0,24.0,129.0,166.0,70.0,123.0,303.0,108.0,108.0,29.0,276.0,3.0,99.0,64.0,23.0,53.0,93.0,78.0,75.0,99.0,47.0
991,4.0,3.0,1.0,12.0,4.0,533.0,122.0,647.0,1152.0,136.0,3.0,0.0,6.0,2.0,0.0,238.0,360.0,695.0,424.0,266.0,43.0
992,3.0,0.0,17.0,9.0,2.0,1380.0,655.0,948.0,1072.0,1064.0,1.0,0.0,14.0,3.0,0.0,1127.0,362.0,922.0,544.0,1464.0,250.0
996,7.0,2.0,2.0,7.0,4.0,0.0,4.0,2.0,11.0,1.0,19.0,1.0,1.0,6.0,3.0,3.0,5.0,1.0,2.0,5.0,1.0
998,0.0,2.0,2.0,2.0,1.0,31.0,10.0,9.0,26.0,35.0,4.0,1.0,0.0,0.0,0.0,33.0,3.0,6.0,14.0,27.0,22.0
999,2.0,7.0,3.0,11.0,6.0,2.0,3.0,0.0,11.0,1.0,9.0,1.0,3.0,6.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0
1052,0.0,13.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
17_2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
217,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0
292,14.0,0.0,3.0,16.0,11.0,1.0,118.0,1.0,4.0,0.0,17.0,28.0,0.0,6.0,8.0,4.0,90.0,19.0,3.0,2.0,2.0
387,3.0,4.0,3.0,0.0,1.0,0.0,14.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0
411,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
44,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
501,0.0,0.0,0.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
506,193.0,4.0,10.0,34.0,6.0,4.0,1.0,4.0,23.0,13.0,37.0,1.0,4.0,3.0,8.0,2.0,2.0,4.0,5.0,22.0,2.0
59,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,9.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
607,1.0,0.0,1.0,1.0,1.0,3.0,42.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,42.0,19.0,8.0,13.0,0.0
643,1.0,0.0,2.0,17.0,2.0,1.0,2.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
753,3.0,12.0,3.0,10.0,3.0,4.0,4.0,5.0,58.0,8.0,4.0,8.0,2.0,3.0,3.0,16.0,15.0,22.0,33.0,15.0,12.0
79,22.0,0.0,78.0,109.0,11.0,8.0,0.0,8.0,18.0,10.0,13.0,0.0,55.0,7.0,42.0,21.0,1.0,12.0,6.0,11.0,10.0
917,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,3.0,1.0
956,1.0,42.0,10.0,9.0,3.0,77.0,7.0,52.0,46.0,70.0,2.0,0.0,1.0,3.0,4.0,98.0,6.0,44.0,27.0,28.0,24.0
454,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,12.0,5.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,3.0,11.0,4.0
932,4.0,2.0,1.0,10.0,2.0,25.0,4.0,32.0,17.0,8.0,5.0,1.0,1.0,0.0,2.0,8.0,4.0,5.0,9.0,7.0,3.0
