strain_id,A_MTX_5-FC.RET2_SNA3,A_MTX_Fluconazole.RET2_SNA3,A_MTX_Metformin.RET2_SNA3,A_MTX_Trifluoperazine.RET2_SNA3,A_MTX_noDrug.RET2_SNA3,A_noMTX_5-FC.RET2_SNA3,A_noMTX_Fluconazole.RET2_SNA3,A_noMTX_Metformin.RET2_SNA3,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_noDrug.RET2_SNA3,B_MTX_5-FC.RET2_SNA3,B_MTX_Fluconazole.RET2_SNA3,B_MTX_Metformin.RET2_SNA3,B_MTX_Trifluoperazine.RET2_SNA3,B_MTX_noDrug.RET2_SNA3,B_noMTX_5-FC.RET2_SNA3,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Metformin.RET2_SNA3,B_noMTX_Trifluoperazine.RET2_SNA3,B_noMTX_noDrug.RET2_SNA3,T0_noMTX_noDrug.RET2_SNA3
923,1.0,1.0,1.0,1.0,1.0,11.0,6.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,9.0,4.0,5.0
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0
930,0.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,7.0,3.0,2.0,9.0,1.0
931,27.0,0.0,7.0,8.0,19.0,6.0,8.0,5.0,0.0,3.0,9.0,1.0,29.0,5.0,4.0,3.0,3.0,13.0,6.0,11.0,4.0
933,8.0,11.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0
936,15.0,5.0,3.0,4.0,4.0,6.0,3.0,2.0,1.0,3.0,1.0,5.0,15.0,3.0,0.0,2.0,3.0,6.0,8.0,2.0,1.0
937,0.0,2.0,0.0,2.0,2.0,5.0,0.0,4.0,4.0,0.0,2.0,1.0,4.0,0.0,1.0,5.0,0.0,6.0,5.0,1.0,1.0
939,19.0,7.0,10.0,23.0,36.0,19.0,32.0,14.0,20.0,6.0,23.0,2.0,22.0,12.0,12.0,14.0,1.0,153.0,59.0,10.0,5.0
94,62.0,50.0,9.0,15.0,11.0,7.0,28.0,4.0,6.0,3.0,38.0,93.0,36.0,22.0,9.0,3.0,8.0,14.0,7.0,10.0,1.0
941,1.0,0.0,4.0,0.0,1.0,5.0,2.0,5.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0,6.0,2.0,5.0,4.0
942,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0
943,0.0,9.0,0.0,3.0,6.0,4.0,4.0,2.0,3.0,0.0,4.0,8.0,0.0,1.0,1.0,2.0,4.0,6.0,3.0,1.0,0.0
945,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
946,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0
953,7.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
957,14.0,38.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,11.0,6.0,7.0,8.0,13.0,2.0,0.0,10.0,2.0,2.0,6.0
959,31.0,0.0,9.0,8.0,0.0,46.0,63.0,21.0,69.0,14.0,19.0,1.0,18.0,0.0,3.0,13.0,22.0,91.0,194.0,74.0,14.0
960,22.0,0.0,16.0,19.0,34.0,4.0,4.0,5.0,1.0,3.0,50.0,0.0,35.0,26.0,21.0,9.0,1.0,12.0,10.0,12.0,4.0
962,6.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,7.0,2.0,3.0,1.0
966,5.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,7.0,4.0,3.0,3.0
967,11.0,4.0,9.0,3.0,2.0,6.0,1.0,2.0,4.0,5.0,5.0,2.0,22.0,6.0,2.0,3.0,0.0,15.0,13.0,15.0,3.0
972,26.0,461.0,2.0,13.0,19.0,9.0,9.0,2.0,1.0,3.0,28.0,159.0,22.0,28.0,10.0,1.0,13.0,10.0,3.0,4.0,2.0
973,0.0,2.0,0.0,0.0,0.0,3.0,2.0,8.0,5.0,6.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,8.0,6.0,4.0,4.0
976,2.0,4.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0
980,5.0,13.0,0.0,3.0,6.0,7.0,5.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,9.0,4.0,4.0,4.0,2.0
983,21.0,358.0,5.0,9.0,35.0,4.0,1.0,0.0,2.0,0.0,38.0,114.0,27.0,17.0,26.0,2.0,1.0,0.0,4.0,2.0,0.0
984,3.0,22.0,3.0,2.0,1.0,199.0,12.0,217.0,83.0,80.0,0.0,1.0,9.0,0.0,0.0,354.0,21.0,468.0,41.0,55.0,12.0
985,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,3.0,5.0,1.0
987,15.0,3.0,5.0,5.0,2.0,3.0,4.0,6.0,1.0,3.0,5.0,0.0,11.0,2.0,2.0,1.0,3.0,24.0,5.0,4.0,1.0
99,16.0,22.0,3.0,4.0,8.0,9.0,22.0,5.0,4.0,4.0,8.0,10.0,35.0,3.0,4.0,3.0,5.0,7.0,10.0,8.0,5.0
991,1.0,0.0,0.0,1.0,0.0,9.0,0.0,7.0,4.0,12.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,16.0,22.0,12.0,2.0
992,4.0,0.0,0.0,0.0,0.0,4218.0,8760.0,4356.0,972.0,1086.0,0.0,0.0,4.0,0.0,0.0,6994.0,15.0,8608.0,2742.0,584.0,53.0
996,5.0,6.0,0.0,3.0,6.0,0.0,7.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,2.0,5.0,3.0,4.0,1.0,2.0
998,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0
999,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,22.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1052,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
387,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0
411,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
506,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,7.0,3.0,3.0,0.0
59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,34.0,0.0,31.0,9.0,0.0,1514.0,634.0,1833.0,354.0,354.0,47.0,0.0,25.0,18.0,1.0,1332.0,14.0,5295.0,739.0,174.0,58.0
643,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,0.0
753,14.0,15.0,9.0,13.0,22.0,9.0,57.0,13.0,10.0,5.0,17.0,21.0,14.0,5.0,20.0,17.0,22.0,25.0,23.0,3.0,12.0
79,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
917,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
956,7.0,12.0,4.0,2.0,1.0,7.0,17.0,3.0,2.0,3.0,9.0,4.0,3.0,0.0,2.0,8.0,3.0,25.0,18.0,4.0,3.0
454,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
932,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0
