strain_id,A_MTX_5-FC.SRO9_GIS2,A_MTX_Fluconazole.SRO9_GIS2,A_MTX_Metformin.SRO9_GIS2,A_MTX_Trifluoperazine.SRO9_GIS2,A_MTX_noDrug.SRO9_GIS2,A_noMTX_5-FC.SRO9_GIS2,A_noMTX_Fluconazole.SRO9_GIS2,A_noMTX_Metformin.SRO9_GIS2,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_noDrug.SRO9_GIS2,B_MTX_5-FC.SRO9_GIS2,B_MTX_Fluconazole.SRO9_GIS2,B_MTX_Metformin.SRO9_GIS2,B_MTX_Trifluoperazine.SRO9_GIS2,B_MTX_noDrug.SRO9_GIS2,B_noMTX_5-FC.SRO9_GIS2,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Metformin.SRO9_GIS2,B_noMTX_Trifluoperazine.SRO9_GIS2,B_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.SRO9_GIS2
933,7.0,59.0,4.0,8.0,8.0,6.0,2.0,7.0,9.0,10.0,2.0,22.0,1.0,8.0,0.0,20.0,1.0,38,6.0,11.0,4.0
936,153.0,66.0,199.0,331.0,11.0,179.0,33.0,209.0,86.0,86.0,183.0,1.0,143.0,120.0,27.0,93.0,167.0,314,142.0,233.0,24.0
937,58.0,502.0,72.0,85.0,0.0,122.0,1.0,206.0,37.0,67.0,36.0,0.0,145.0,23.0,1.0,110.0,2.0,211,50.0,88.0,10.0
939,356.0,252.0,259.0,976.0,12.0,738.0,18.0,621.0,272.0,362.0,906.0,259.0,407.0,548.0,72.0,320.0,81.0,1372,195.0,1188.0,68.0
94,53.0,186.0,42.0,157.0,13.0,119.0,125.0,243.0,92.0,120.0,126.0,114.0,132.0,42.0,23.0,224.0,49.0,799,85.0,419.0,7.0
941,6.0,2.0,3.0,24.0,10.0,1.0,0.0,7.0,4.0,2.0,3.0,0.0,4.0,3.0,3.0,5.0,7.0,14,2.0,21.0,2.0
942,140.0,0.0,13.0,191.0,9.0,57.0,4.0,45.0,49.0,31.0,366.0,0.0,39.0,67.0,3.0,52.0,3.0,210,16.0,114.0,7.0
943,1.0,60.0,1.0,10.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,9,4.0,20.0,1.0
945,3.0,5.0,0.0,10.0,6.0,0.0,440.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,2.0,14,1.0,14.0,0.0
946,9.0,3.0,7.0,19.0,5.0,17.0,5.0,16.0,16.0,30.0,21.0,0.0,23.0,25.0,1.0,13.0,82.0,23,6.0,59.0,3.0
953,31.0,43.0,55.0,121.0,2.0,72.0,42.0,46.0,38.0,22.0,282.0,67.0,71.0,101.0,13.0,26.0,0.0,129,16.0,163.0,15.0
957,88.0,355.0,102.0,171.0,5.0,79.0,2.0,66.0,30.0,55.0,254.0,1.0,43.0,92.0,14.0,67.0,24.0,171,27.0,105.0,9.0
959,126.0,3.0,77.0,750.0,8.0,260.0,201.0,557.0,315.0,158.0,138.0,0.0,232.0,391.0,3.0,615.0,11.0,1200,447.0,448.0,29.0
960,227.0,5.0,150.0,633.0,93.0,278.0,0.0,166.0,246.0,106.0,367.0,3.0,359.0,396.0,74.0,220.0,16.0,364,103.0,476.0,17.0
962,3.0,1.0,1.0,11.0,1.0,4.0,4.0,10.0,7.0,4.0,0.0,1.0,2.0,4.0,0.0,26.0,6.0,12,7.0,13.0,1.0
966,3.0,0.0,3.0,27.0,0.0,4.0,2.0,6.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,19,3.0,12.0,2.0
967,253.0,357.0,228.0,458.0,3.0,368.0,408.0,382.0,188.0,286.0,737.0,261.0,348.0,314.0,26.0,174.0,470.0,959,182.0,991.0,36.0
972,64.0,448.0,23.0,71.0,16.0,64.0,90.0,104.0,26.0,59.0,144.0,33.0,25.0,106.0,11.0,77.0,131.0,81,27.0,73.0,10.0
973,4.0,1.0,15.0,11.0,2.0,16.0,3.0,27.0,17.0,20.0,4.0,0.0,106.0,1.0,0.0,15.0,7.0,85,10.0,48.0,5.0
976,1.0,7.0,1.0,7.0,2.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,8,5.0,3.0,0.0
980,0.0,25.0,4.0,8.0,2.0,28.0,6.0,8.0,11.0,6.0,5.0,7.0,5.0,3.0,1.0,28.0,5.0,17,13.0,10.0,1.0
983,13.0,291.0,46.0,23.0,14.0,31.0,3.0,38.0,29.0,15.0,33.0,67.0,13.0,9.0,12.0,15.0,47.0,84,31.0,55.0,9.0
984,68.0,116.0,109.0,116.0,1.0,205.0,151.0,189.0,46.0,103.0,143.0,15.0,145.0,89.0,5.0,170.0,9.0,427,102.0,325.0,17.0
985,0.0,2.0,4.0,7.0,0.0,2.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,20,5.0,7.0,0.0
987,268.0,4.0,435.0,261.0,2.0,202.0,71.0,310.0,91.0,129.0,279.0,39.0,202.0,286.0,54.0,78.0,145.0,292,57.0,228.0,30.0
99,264.0,152.0,213.0,379.0,6.0,119.0,12.0,247.0,51.0,147.0,433.0,5.0,252.0,244.0,49.0,72.0,77.0,345,59.0,240.0,22.0
991,15.0,76.0,148.0,46.0,1.0,162.0,1032.0,603.0,159.0,108.0,15.0,4.0,136.0,11.0,1.0,98.0,46.0,756,165.0,335.0,12.0
992,9.0,40.0,99.0,68.0,1.0,415.0,931.0,173.0,133.0,163.0,39.0,4.0,15.0,20.0,1.0,329.0,277.0,572,216.0,624.0,25.0
996,25.0,8.0,7.0,25.0,66.0,6.0,45.0,1.0,7.0,6.0,34.0,22.0,9.0,9.0,9.0,14.0,43.0,14,10.0,13.0,5.0
998,3.0,20.0,23.0,4.0,1.0,35.0,3.0,19.0,11.0,21.0,1.0,3.0,14.0,2.0,0.0,11.0,1.0,30,10.0,29.0,1.0
999,9.0,90.0,3.0,37.0,46.0,8.0,0.0,3.0,10.0,0.0,10.0,7.0,3.0,54.0,4.0,3.0,2.0,8,9.0,9.0,6.0
1052,0.0,7.0,0.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,0.0,7.0,0.0
17_2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,5.0,0.0
217,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,2.0,0.0
22,23.0,5.0,14.0,51.0,0.0,26.0,0.0,4.0,5.0,8.0,78.0,0.0,1.0,19.0,0.0,20.0,0.0,26,1.0,9.0,2.0
292,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9,0.0,7.0,0.0
387,0.0,20.0,0.0,12.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,3.0,47.0,5,0.0,3.0,0.0
411,2.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,3.0,1.0,6,4.0,1.0,0.0
44,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0
501,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6,0.0,3.0,0.0
506,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,4.0,0.0
59,0.0,0.0,1.0,6.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0.0,10.0,0.0
607,1.0,1.0,1.0,2.0,0.0,7.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,9.0,9.0,8,1.0,12.0,0.0
643,0.0,9.0,2.0,13.0,1.0,1.0,3.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,26,1.0,22.0,0.0
753,1.0,17.0,4.0,30.0,1.0,11.0,4.0,12.0,25.0,1.0,5.0,3.0,3.0,0.0,2.0,12.0,9.0,33,10.0,42.0,0.0
79,3.0,3.0,3.0,9.0,1.0,7.0,2.0,9.0,1.0,1.0,3.0,0.0,1.0,5.0,2.0,4.0,0.0,18,7.0,6.0,1.0
917,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10,5.0,8.0,0.0
956,11.0,23.0,15.0,13.0,1.0,29.0,5.0,51.0,17.0,22.0,5.0,1.0,19.0,3.0,0.0,23.0,3.0,58,28.0,47.0,7.0
454,0.0,1.0,1.0,2.0,0.0,8.0,1.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,8,2.0,8.0,0.0
932,1.0,5.0,0.0,11.0,1.0,29.0,2.0,10.0,7.0,1.0,4.0,1.0,2.0,2.0,0.0,12.0,0.0,40,1.0,17.0,0.0
