strain_id,A_MTX_5-FC.RET2_EMP70,A_MTX_Fluconazole.RET2_EMP70,A_MTX_Metformin.RET2_EMP70,A_MTX_Trifluoperazine.RET2_EMP70,A_MTX_noDrug.RET2_EMP70,A_noMTX_5-FC.RET2_EMP70,A_noMTX_Fluconazole.RET2_EMP70,A_noMTX_Metformin.RET2_EMP70,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_noDrug.RET2_EMP70,B_MTX_5-FC.RET2_EMP70,B_MTX_Fluconazole.RET2_EMP70,B_MTX_Metformin.RET2_EMP70,B_MTX_Trifluoperazine.RET2_EMP70,B_MTX_noDrug.RET2_EMP70,B_noMTX_5-FC.RET2_EMP70,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Metformin.RET2_EMP70,B_noMTX_Trifluoperazine.RET2_EMP70,B_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.RET2_EMP70
923,0.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,24.0,5.0,1.0
924,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,2.0,4.0,3.0,0.0
930,0.0,1.0,0.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,10.0,0.0
931,36.0,2.0,6.0,8.0,3.0,5.0,8.0,5.0,8.0,10.0,11.0,0.0,18.0,13.0,5.0,8.0,2.0,10.0,33.0,16.0,4.0
933,6.0,4.0,1.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
936,6.0,7.0,5.0,5.0,3.0,3.0,16.0,6.0,5.0,2.0,7.0,0.0,16.0,0.0,3.0,2.0,1.0,7.0,3.0,6.0,2.0
937,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,0.0
939,20.0,5.0,8.0,21.0,24.0,20.0,7.0,19.0,45.0,15.0,24.0,5.0,15.0,30.0,16.0,12.0,7.0,546.0,150.0,298.0,6.0
94,80.0,52.0,7.0,22.0,16.0,10.0,24.0,2.0,5.0,5.0,54.0,250.0,47.0,42.0,11.0,9.0,9.0,10.0,10.0,11.0,6.0
941,1.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,6.0,1.0,6.0,1.0
942,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0
943,7.0,3.0,7.0,0.0,10.0,6.0,1.0,28.0,10.0,7.0,0.0,2.0,1.0,3.0,1.0,16.0,2.0,100.0,72.0,51.0,3.0
945,1.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0
946,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,5.0,2.0,0.0
953,10.0,10.0,0.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,9.0,7.0,1.0,2.0,1.0,3.0,9.0,5.0,1.0
957,284.0,7.0,13.0,7.0,8.0,38.0,1.0,36.0,10.0,52.0,9.0,5.0,15.0,4.0,6.0,17.0,4.0,342.0,28.0,77.0,5.0
959,35.0,0.0,6.0,7.0,3.0,35.0,38.0,55.0,82.0,49.0,4.0,1.0,12.0,2.0,3.0,41.0,22.0,175.0,288.0,88.0,30.0
960,59.0,1.0,46.0,29.0,19.0,8.0,4.0,21.0,8.0,17.0,70.0,0.0,52.0,43.0,29.0,27.0,2.0,17.0,13.0,16.0,1.0
962,6.0,2.0,0.0,4.0,1.0,5.0,4.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,7.0,0.0
966,3.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,8.0,4.0,6.0,1.0
967,25.0,3.0,14.0,1.0,4.0,15.0,5.0,8.0,4.0,4.0,4.0,1.0,25.0,6.0,0.0,5.0,4.0,13.0,10.0,18.0,9.0
972,56.0,194.0,10.0,32.0,36.0,4.0,3.0,2.0,5.0,2.0,56.0,130.0,26.0,36.0,17.0,4.0,10.0,9.0,18.0,8.0,0.0
973,1.0,0.0,0.0,0.0,0.0,6.0,3.0,12.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,25.0,12.0,3.0
976,5.0,4.0,1.0,5.0,4.0,2.0,27.0,0.0,4.0,0.0,7.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,10.0,8.0,0.0
980,3.0,4.0,0.0,8.0,5.0,81.0,3.0,55.0,6.0,35.0,3.0,7.0,2.0,3.0,3.0,34.0,10.0,218.0,36.0,140.0,2.0
983,33.0,301.0,8.0,19.0,63.0,3.0,7.0,4.0,1.0,2.0,47.0,53.0,16.0,18.0,20.0,9.0,1.0,1.0,4.0,5.0,3.0
984,4.0,9.0,5.0,9.0,1.0,197.0,12.0,206.0,91.0,114.0,3.0,3.0,13.0,1.0,0.0,131.0,104.0,648.0,138.0,703.0,17.0
985,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,10.0,4.0,2.0
987,12.0,5.0,17.0,6.0,2.0,4.0,4.0,5.0,0.0,5.0,8.0,0.0,10.0,11.0,2.0,9.0,3.0,56.0,9.0,33.0,3.0
99,12.0,29.0,5.0,8.0,6.0,3.0,43.0,5.0,4.0,4.0,10.0,6.0,9.0,7.0,6.0,9.0,6.0,7.0,21.0,8.0,5.0
991,2.0,1.0,0.0,1.0,0.0,11.0,30.0,11.0,10.0,5.0,2.0,0.0,2.0,0.0,2.0,5.0,9.0,62.0,19.0,35.0,2.0
992,4.0,3.0,5.0,0.0,0.0,5022.0,74.0,3556.0,1465.0,2031.0,1.0,0.0,4.0,1.0,0.0,4382.0,393.0,15347.0,4008.0,9943.0,51.0
996,5.0,2.0,0.0,3.0,11.0,2.0,10.0,1.0,3.0,1.0,14.0,0.0,2.0,2.0,2.0,0.0,20.0,20.0,2.0,4.0,1.0
998,2.0,0.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0
999,5.0,7.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,9.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
1052,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0
217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
292,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
387,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,95.0,17.0,1.0,0.0,1.0
411,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,3.0,5.0,0.0
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
501,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
506,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
607,292.0,0.0,52.0,10.0,4.0,960.0,66.0,1178.0,340.0,565.0,84.0,0.0,51.0,1.0,4.0,729.0,245.0,6230.0,1289.0,2785.0,79.0
643,0.0,0.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,0.0
753,65.0,11.0,10.0,20.0,23.0,16.0,18.0,12.0,20.0,9.0,31.0,9.0,11.0,13.0,13.0,3.0,18.0,54.0,65.0,32.0,14.0
79,5.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,7.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0
917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
956,14.0,6.0,2.0,5.0,3.0,10.0,7.0,5.0,7.0,3.0,9.0,4.0,8.0,4.0,9.0,2.0,6.0,50.0,33.0,32.0,3.0
454,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0
932,10.0,0.0,0.0,7.0,7.0,1.0,2.0,1.0,2.0,2.0,6.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0
