strain_id,A_MTX_5-FC.ERG27_ACF2,A_MTX_Fluconazole.ERG27_ACF2,A_MTX_Metformin.ERG27_ACF2,A_MTX_Trifluoperazine.ERG27_ACF2,A_MTX_noDrug.ERG27_ACF2,A_noMTX_5-FC.ERG27_ACF2,A_noMTX_Fluconazole.ERG27_ACF2,A_noMTX_Metformin.ERG27_ACF2,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_noDrug.ERG27_ACF2,B_MTX_5-FC.ERG27_ACF2,B_MTX_Fluconazole.ERG27_ACF2,B_MTX_Metformin.ERG27_ACF2,B_MTX_Trifluoperazine.ERG27_ACF2,B_MTX_noDrug.ERG27_ACF2,B_noMTX_5-FC.ERG27_ACF2,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Metformin.ERG27_ACF2,B_noMTX_Trifluoperazine.ERG27_ACF2,B_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ERG27_ACF2
904,1.0,1.0,0.0,11.0,2.0,4.0,13.0,12.0,0.0,6.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
91,593.0,871.0,937.0,1946.0,1524.0,336.0,307.0,1009.0,393.0,966.0,980.0,448.0,2376.0,552.0,329.0,417.0,1403.0,315.0,1505.0,581.0,303.0
911,55.0,6.0,28.0,69.0,81.0,30.0,8.0,14.0,29.0,55.0,40.0,35.0,115.0,37.0,28.0,40.0,12.0,16.0,25.0,28.0,36.0
916,217.0,47.0,535.0,207.0,132.0,237.0,893.0,363.0,210.0,495.0,160.0,18.0,1084.0,194.0,54.0,195.0,143.0,134.0,446.0,254.0,117.0
923,1.0,0.0,0.0,2.0,1.0,272.0,114.0,208.0,148.0,344.0,0.0,3.0,1.0,0.0,0.0,265.0,322.0,25.0,279.0,118.0,245.0
924,4.0,0.0,0.0,8.0,0.0,75.0,0.0,26.0,38.0,98.0,0.0,4.0,3.0,0.0,0.0,50.0,2.0,5.0,42.0,14.0,11.0
930,0.0,4.0,0.0,4.0,0.0,1.0,6.0,7.0,11.0,13.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,7.0,2.0,3.0,2.0
931,122.0,1.0,346.0,117.0,46.0,172.0,128.0,511.0,297.0,485.0,87.0,11.0,773.0,36.0,32.0,116.0,326.0,102.0,551.0,276.0,128.0
933,2.0,14.0,23.0,69.0,7.0,2.0,2.0,13.0,24.0,19.0,114.0,4.0,8.0,6.0,0.0,7.0,1.0,2.0,16.0,3.0,10.0
936,4.0,1.0,6.0,14.0,6.0,7.0,4.0,8.0,9.0,6.0,10.0,4.0,14.0,7.0,6.0,3.0,0.0,3.0,10.0,12.0,2.0
937,1.0,2.0,1.0,5.0,0.0,2.0,7.0,8.0,7.0,9.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,8.0,3.0,6.0
939,51.0,5.0,40.0,193.0,362.0,11.0,2.0,45.0,42.0,47.0,21.0,6.0,200.0,68.0,60.0,56.0,3.0,11.0,92.0,28.0,26.0
94,16.0,40.0,3.0,25.0,13.0,14.0,29.0,2.0,3.0,4.0,28.0,51.0,38.0,9.0,18.0,8.0,4.0,10.0,15.0,6.0,3.0
941,1.0,0.0,0.0,2.0,0.0,2.0,15.0,3.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,6.0,0.0,3.0,2.0
942,24.0,0.0,71.0,113.0,19.0,7.0,4.0,3.0,3.0,15.0,19.0,0.0,232.0,15.0,9.0,13.0,0.0,3.0,29.0,7.0,17.0
943,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
945,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
946,0.0,0.0,0.0,0.0,0.0,21.0,10.0,35.0,36.0,49.0,0.0,0.0,1.0,1.0,1.0,20.0,3.0,6.0,30.0,10.0,33.0
953,15.0,1.0,48.0,157.0,5.0,23.0,9.0,114.0,8.0,56.0,10.0,1.0,140.0,7.0,5.0,13.0,9.0,3.0,21.0,13.0,18.0
957,361.0,7.0,11.0,32.0,16.0,28.0,6.0,59.0,2.0,11.0,13.0,5.0,136.0,5.0,15.0,2.0,0.0,8.0,18.0,6.0,13.0
959,13.0,7.0,14.0,10.0,1.0,135.0,69.0,145.0,126.0,515.0,5.0,6.0,18.0,12.0,6.0,95.0,780.0,80.0,264.0,167.0,135.0
960,12.0,1.0,15.0,19.0,32.0,7.0,4.0,10.0,5.0,5.0,34.0,1.0,18.0,14.0,16.0,8.0,1.0,9.0,7.0,3.0,1.0
962,2.0,0.0,1.0,5.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,3.0,0.0,1.0,8.0,1.0,7.0,7.0,2.0,0.0
966,1.0,1.0,0.0,3.0,0.0,2.0,240.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0,8.0,1.0,4.0,6.0
967,36.0,3.0,88.0,34.0,8.0,111.0,18.0,222.0,61.0,138.0,16.0,3.0,326.0,6.0,4.0,82.0,3.0,28.0,135.0,53.0,48.0
972,1902.0,14875.0,355.0,2399.0,3378.0,302.0,335.0,255.0,304.0,389.0,2424.0,13246.0,1183.0,288.0,441.0,264.0,254.0,45.0,383.0,164.0,142.0
973,1.0,2.0,4.0,1.0,1.0,346.0,225.0,965.0,465.0,890.0,1.0,0.0,10.0,0.0,0.0,393.0,72.0,188.0,1049.0,388.0,272.0
976,2.0,4.0,0.0,19.0,8.0,72.0,24.0,223.0,107.0,182.0,8.0,0.0,4.0,4.0,2.0,69.0,62.0,13.0,176.0,81.0,77.0
980,0.0,13.0,1.0,28.0,5.0,1.0,28.0,3.0,9.0,16.0,7.0,3.0,6.0,0.0,5.0,3.0,3.0,6.0,6.0,5.0,0.0
983,450.0,671.0,66.0,1426.0,1387.0,28.0,3.0,50.0,29.0,160.0,637.0,358.0,154.0,349.0,719.0,67.0,0.0,8.0,49.0,52.0,34.0
984,1.0,6.0,12.0,5.0,2.0,341.0,140.0,1151.0,459.0,809.0,1.0,3.0,17.0,2.0,0.0,427.0,168.0,374.0,856.0,580.0,246.0
985,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0
987,9.0,2.0,11.0,17.0,2.0,7.0,391.0,24.0,16.0,65.0,12.0,0.0,18.0,2.0,22.0,6.0,154.0,7.0,57.0,25.0,15.0
99,179.0,14.0,108.0,338.0,118.0,87.0,111.0,276.0,179.0,231.0,182.0,6.0,239.0,34.0,27.0,40.0,105.0,86.0,390.0,150.0,100.0
991,1.0,0.0,4.0,0.0,0.0,38.0,77.0,62.0,61.0,105.0,2.0,1.0,4.0,1.0,0.0,59.0,1.0,19.0,243.0,45.0,43.0
992,0.0,1.0,2.0,7.0,1.0,90.0,121.0,57.0,42.0,54.0,1.0,1.0,2.0,0.0,1.0,70.0,20.0,96.0,77.0,66.0,11.0
996,3.0,1.0,1.0,3.0,0.0,1.0,18.0,2.0,4.0,7.0,3.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
998,4.0,4.0,0.0,2.0,1.0,97.0,20.0,23.0,33.0,42.0,3.0,3.0,4.0,1.0,5.0,21.0,101.0,2.0,10.0,7.0,21.0
999,79.0,56.0,17.0,97.0,388.0,1.0,3.0,5.0,13.0,10.0,106.0,42.0,53.0,24.0,61.0,1.0,1.0,0.0,8.0,1.0,35.0
1052,1.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17_2,0.0,0.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
292,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
387,3.0,2.0,1.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
44,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
501,1.0,2.0,1.0,10.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
506,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
607,3.0,1.0,0.0,8.0,2.0,21.0,23.0,11.0,8.0,10.0,0.0,0.0,4.0,1.0,0.0,11.0,3.0,41.0,18.0,24.0,1.0
643,0.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
753,1.0,3.0,0.0,15.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,7.0,1.0,2.0,1.0,4.0,1.0,7.0,6.0,0.0
79,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,14.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
917,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
956,1.0,7.0,0.0,0.0,1.0,15.0,11.0,51.0,27.0,54.0,3.0,3.0,1.0,1.0,0.0,14.0,0.0,14.0,85.0,48.0,22.0
454,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,4.0,21.0
932,6.0,1.0,2.0,33.0,4.0,16.0,1.0,24.0,26.0,29.0,6.0,1.0,12.0,2.0,2.0,33.0,1.0,3.0,7.0,14.0,19.0
