strain_id,A_MTX_5-FC.TPO1_MID2,A_MTX_Fluconazole.TPO1_MID2,A_MTX_Metformin.TPO1_MID2,A_MTX_Trifluoperazine.TPO1_MID2,A_MTX_noDrug.TPO1_MID2,A_noMTX_5-FC.TPO1_MID2,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Metformin.TPO1_MID2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_noDrug.TPO1_MID2,B_MTX_5-FC.TPO1_MID2,B_MTX_Fluconazole.TPO1_MID2,B_MTX_Metformin.TPO1_MID2,B_MTX_Trifluoperazine.TPO1_MID2,B_MTX_noDrug.TPO1_MID2,B_noMTX_5-FC.TPO1_MID2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Metformin.TPO1_MID2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.TPO1_MID2
91,103.0,55.0,189.0,82.0,97.0,7.0,6.0,11.0,26.0,20.0,72.0,50.0,118.0,82.0,29.0,56.0,9.0,17.0,22.0,22.0,16.0
911,597.0,89.0,364.0,567.0,430.0,579.0,40.0,287.0,553.0,253.0,728.0,43.0,1795.0,248.0,35.0,737.0,48.0,257.0,137.0,68.0,194.0
916,139.0,34.0,410.0,201.0,267.0,72.0,14.0,57.0,75.0,128.0,194.0,79.0,1319.0,155.0,25.0,198.0,34.0,141.0,60.0,41.0,47.0
923,0.0,0.0,0.0,0.0,0.0,14.0,30.0,6.0,17.0,11.0,1.0,0.0,1.0,0.0,1.0,35.0,6.0,2.0,10.0,7.0,7.0
924,2.0,1.0,1.0,1.0,0.0,2.0,4.0,7.0,9.0,8.0,0.0,2.0,0.0,0.0,1.0,9.0,11.0,16.0,18.0,1.0,3.0
930,1.0,5.0,2.0,1.0,0.0,110.0,332.0,70.0,137.0,211.0,1.0,3.0,22.0,0.0,0.0,461.0,258.0,176.0,48.0,56.0,64.0
931,83.0,6.0,144.0,63.0,60.0,68.0,32.0,136.0,73.0,151.0,64.0,216.0,567.0,99.0,4.0,152.0,17.0,75.0,38.0,29.0,67.0
933,12.0,25.0,8.0,11.0,1.0,5.0,3.0,2.0,8.0,4.0,8.0,10.0,4.0,8.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0
936,10.0,7.0,3.0,4.0,9.0,1.0,1.0,4.0,7.0,5.0,2.0,3.0,7.0,6.0,7.0,4.0,3.0,5.0,9.0,1.0,1.0
937,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,6.0,4.0,5.0
939,244.0,438.0,319.0,511.0,209.0,103.0,333.0,107.0,128.0,97.0,192.0,354.0,1119.0,388.0,28.0,248.0,185.0,127.0,71.0,69.0,61.0
94,541.0,976.0,468.0,720.0,600.0,232.0,2562.0,230.0,229.0,150.0,692.0,9109.0,2965.0,944.0,83.0,592.0,799.0,326.0,124.0,83.0,52.0
941,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,13.0,26.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,0.0,4.0,1.0,6.0
942,8.0,0.0,3.0,11.0,15.0,33.0,254.0,13.0,15.0,46.0,0.0,1.0,36.0,8.0,0.0,57.0,0.0,12.0,4.0,7.0,16.0
943,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
945,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
946,0.0,1.0,4.0,1.0,0.0,14.0,290.0,17.0,25.0,15.0,0.0,4.0,9.0,1.0,0.0,80.0,87.0,41.0,6.0,13.0,23.0
953,7.0,0.0,1.0,8.0,4.0,4.0,3.0,8.0,5.0,9.0,17.0,5.0,2.0,7.0,0.0,23.0,3.0,2.0,4.0,3.0,3.0
957,122.0,79.0,76.0,161.0,161.0,80.0,381.0,44.0,77.0,95.0,142.0,30.0,535.0,125.0,12.0,235.0,9.0,110.0,54.0,47.0,35.0
959,17.0,0.0,5.0,10.0,1.0,43.0,64.0,29.0,62.0,50.0,6.0,0.0,10.0,0.0,2.0,33.0,51.0,78.0,158.0,70.0,24.0
960,673.0,4.0,639.0,629.0,510.0,244.0,64.0,88.0,159.0,186.0,532.0,1.0,1238.0,919.0,64.0,672.0,43.0,201.0,160.0,75.0,50.0
962,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,9.0,2.0,1.0,10.0,2.0,2.0,15.0,11.0,3.0,1.0,2.0,1.0
966,1.0,0.0,0.0,3.0,1.0,5.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,0.0
967,76.0,2.0,70.0,117.0,81.0,94.0,4.0,31.0,69.0,74.0,58.0,4.0,503.0,199.0,6.0,142.0,3.0,31.0,44.0,29.0,24.0
972,38.0,208.0,3.0,14.0,43.0,1.0,4.0,0.0,0.0,0.0,31.0,426.0,11.0,31.0,15.0,3.0,0.0,2.0,7.0,1.0,2.0
973,0.0,3.0,68.0,0.0,0.0,55.0,90.0,135.0,69.0,101.0,0.0,1.0,264.0,0.0,0.0,215.0,130.0,143.0,48.0,53.0,54.0
976,0.0,8.0,4.0,6.0,3.0,16.0,2.0,4.0,8.0,18.0,2.0,1.0,14.0,0.0,0.0,10.0,4.0,2.0,12.0,4.0,17.0
980,4.0,6.0,6.0,0.0,3.0,37.0,12.0,14.0,24.0,53.0,3.0,4.0,18.0,3.0,1.0,63.0,19.0,22.0,16.0,13.0,12.0
983,23.0,389.0,39.0,32.0,28.0,6.0,0.0,8.0,11.0,24.0,35.0,79.0,121.0,28.0,10.0,23.0,0.0,10.0,3.0,4.0,21.0
984,7.0,26.0,531.0,4.0,2.0,1034.0,1037.0,1164.0,523.0,1206.0,0.0,21.0,1683.0,6.0,0.0,2840.0,1072.0,1356.0,406.0,599.0,304.0
985,2.0,2.0,1.0,2.0,0.0,14.0,2.0,3.0,5.0,9.0,0.0,3.0,2.0,0.0,0.0,28.0,2.0,11.0,9.0,8.0,8.0
987,125.0,9.0,216.0,124.0,154.0,24.0,28.0,22.0,27.0,69.0,210.0,1.0,657.0,97.0,14.0,113.0,2.0,39.0,37.0,15.0,28.0
99,46.0,18.0,56.0,90.0,46.0,51.0,85.0,27.0,26.0,37.0,63.0,16.0,220.0,79.0,11.0,92.0,9.0,21.0,18.0,18.0,25.0
991,0.0,1.0,1.0,14.0,1.0,12.0,4.0,5.0,17.0,33.0,2.0,0.0,11.0,2.0,0.0,29.0,13.0,22.0,16.0,12.0,11.0
992,1.0,1.0,2.0,0.0,0.0,243.0,616.0,117.0,83.0,165.0,1.0,0.0,39.0,0.0,0.0,284.0,191.0,329.0,154.0,147.0,27.0
996,34.0,1.0,0.0,3.0,8.0,3.0,9.0,0.0,4.0,3.0,14.0,6.0,2.0,3.0,5.0,10.0,3.0,4.0,3.0,0.0,0.0
998,10.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0
999,9.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0
1052,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
217,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
387,1.0,17.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0
411,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
501,3.0,0.0,0.0,7.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0
506,1.0,2.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
607,6.0,1.0,2.0,1.0,1.0,15.0,10.0,11.0,5.0,8.0,2.0,0.0,3.0,0.0,0.0,19.0,3.0,49.0,9.0,23.0,0.0
643,4.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
753,3.0,13.0,2.0,8.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,9.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0
79,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
917,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
956,2.0,4.0,0.0,1.0,1.0,35.0,125.0,11.0,13.0,70.0,0.0,3.0,39.0,1.0,0.0,103.0,13.0,34.0,25.0,20.0,14.0
454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0
932,11.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
