strain_id,A_MTX_5-FC.SSH1_PIS1,A_MTX_Fluconazole.SSH1_PIS1,A_MTX_Metformin.SSH1_PIS1,A_MTX_Trifluoperazine.SSH1_PIS1,A_MTX_noDrug.SSH1_PIS1,A_noMTX_5-FC.SSH1_PIS1,A_noMTX_Fluconazole.SSH1_PIS1,A_noMTX_Metformin.SSH1_PIS1,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_noDrug.SSH1_PIS1,B_MTX_5-FC.SSH1_PIS1,B_MTX_Fluconazole.SSH1_PIS1,B_MTX_Metformin.SSH1_PIS1,B_MTX_Trifluoperazine.SSH1_PIS1,B_MTX_noDrug.SSH1_PIS1,B_noMTX_5-FC.SSH1_PIS1,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Metformin.SSH1_PIS1,B_noMTX_Trifluoperazine.SSH1_PIS1,B_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.SSH1_PIS1
904,2.0,0.0,1.0,0.0,0.0,627.0,96.0,997.0,446.0,678.0,0.0,1.0,9.0,2.0,0.0,778.0,53.0,1842.0,1064.0,877.0,7.0
91,209.0,111.0,157.0,100.0,18.0,188.0,231.0,682.0,103.0,76.0,380.0,18.0,1691.0,146.0,39.0,124.0,67.0,554.0,357.0,201.0,4.0
911,59.0,20.0,112.0,106.0,13.0,77.0,10.0,82.0,12.0,24.0,168.0,53.0,151.0,157.0,14.0,59.0,3.0,106.0,79.0,115.0,17.0
916,15.0,13.0,11.0,10.0,13.0,6.0,4.0,27.0,7.0,9.0,14.0,3.0,10.0,4.0,21.0,20.0,3.0,23.0,15.0,54.0,0.0
923,0.0,4.0,1.0,2.0,0.0,311.0,87.0,378.0,108.0,86.0,1.0,1.0,8.0,0.0,0.0,413.0,8.0,278.0,296.0,169.0,40.0
924,0.0,5.0,0.0,6.0,1.0,253.0,94.0,407.0,73.0,182.0,1.0,0.0,10.0,0.0,0.0,224.0,11.0,163.0,112.0,45.0,19.0
930,1.0,4.0,1.0,11.0,1.0,6.0,5.0,15.0,5.0,9.0,2.0,4.0,7.0,0.0,2.0,16.0,6.0,9.0,13.0,3.0,2.0
931,249.0,48.0,111.0,56.0,35.0,311.0,136.0,971.0,260.0,242.0,818.0,15.0,581.0,221.0,41.0,264.0,114.0,920.0,948.0,361.0,34.0
933,2.0,10.0,8.0,82.0,5.0,1.0,4.0,16.0,4.0,2.0,7.0,9.0,44.0,9.0,2.0,4.0,2.0,12.0,14.0,8.0,1.0
936,117.0,302.0,1030.0,852.0,258.0,133.0,4236.0,231.0,144.0,86.0,618.0,522.0,4948.0,488.0,390.0,185.0,1059.0,479.0,501.0,135.0,17.0
937,0.0,3.0,4.0,7.0,0.0,16.0,10.0,74.0,37.0,31.0,6.0,2.0,32.0,3.0,4.0,13.0,4.0,72.0,54.0,57.0,3.0
939,15.0,1.0,8.0,36.0,26.0,13.0,6.0,25.0,5.0,8.0,16.0,1.0,46.0,19.0,15.0,17.0,5.0,15.0,22.0,12.0,5.0
94,717.0,607.0,749.0,2005.0,1690.0,262.0,166.0,189.0,99.0,126.0,1986.0,2960.0,6393.0,3427.0,576.0,298.0,14.0,398.0,414.0,181.0,3.0
941,4.0,2.0,1.0,9.0,7.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,18.0,2.0,3.0,0.0,1.0,4.0,4.0,2.0,0.0
942,3.0,0.0,5.0,5.0,8.0,8.0,10.0,13.0,10.0,3.0,5.0,0.0,6.0,2.0,1.0,6.0,0.0,12.0,10.0,10.0,0.0
943,5.0,40.0,0.0,9.0,1.0,10.0,6.0,8.0,4.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,4.0,10.0,3.0,4.0,0.0
945,0.0,5.0,1.0,6.0,2.0,75.0,4.0,46.0,16.0,8.0,3.0,3.0,9.0,2.0,0.0,99.0,0.0,82.0,92.0,385.0,1.0
946,1.0,4.0,0.0,4.0,1.0,3.0,3.0,21.0,4.0,7.0,1.0,0.0,3.0,1.0,1.0,8.0,1.0,4.0,9.0,12.0,0.0
953,8.0,7.0,29.0,23.0,17.0,26.0,6.0,126.0,11.0,82.0,30.0,4.0,141.0,2.0,12.0,22.0,5.0,97.0,67.0,26.0,1.0
957,1393.0,82.0,237.0,238.0,156.0,830.0,4.0,1686.0,143.0,590.0,3273.0,63.0,404.0,180.0,192.0,837.0,16.0,561.0,671.0,461.0,18.0
959,18.0,2.0,146.0,33.0,11.0,15378.0,9362.0,36034.0,13121.0,16984.0,24.0,7.0,295.0,21.0,10.0,16957.0,358.0,39745.0,25124.0,22664.0,650.0
960,222.0,0.0,96.0,91.0,82.0,30.0,1.0,62.0,25.0,13.0,809.0,4.0,208.0,13.0,99.0,164.0,5.0,84.0,58.0,8.0,1.0
962,0.0,0.0,4.0,1.0,3.0,11.0,1.0,36.0,5.0,2.0,1.0,1.0,6.0,1.0,2.0,12.0,0.0,9.0,5.0,5.0,0.0
966,0.0,0.0,5.0,0.0,4.0,152.0,2.0,290.0,155.0,176.0,2.0,0.0,15.0,0.0,1.0,105.0,2.0,269.0,491.0,116.0,1.0
967,3.0,10.0,4.0,11.0,3.0,37.0,369.0,69.0,27.0,18.0,10.0,5.0,19.0,5.0,6.0,50.0,320.0,126.0,27.0,33.0,0.0
972,599.0,2842.0,731.0,1872.0,366.0,518.0,73.0,1158.0,300.0,317.0,2220.0,12890.0,4179.0,3052.0,524.0,566.0,103.0,599.0,846.0,394.0,0.0
973,0.0,0.0,1.0,0.0,0.0,7.0,4.0,10.0,2.0,3.0,0.0,2.0,18.0,2.0,0.0,8.0,0.0,15.0,6.0,9.0,2.0
976,1.0,12.0,1.0,1.0,2.0,5.0,0.0,119.0,6.0,1.0,3.0,12.0,10.0,0.0,1.0,5.0,0.0,9.0,8.0,10.0,0.0
980,0.0,18.0,0.0,10.0,5.0,40.0,2.0,23.0,6.0,3.0,2.0,10.0,12.0,1.0,0.0,10.0,3.0,4.0,3.0,33.0,2.0
983,1249.0,1891.0,178.0,264.0,765.0,117.0,69.0,112.0,81.0,76.0,3042.0,11637.0,1683.0,419.0,657.0,108.0,415.0,183.0,70.0,83.0,28.0
984,1.0,9.0,8.0,8.0,4.0,61.0,12.0,120.0,23.0,72.0,3.0,8.0,23.0,1.0,2.0,109.0,20.0,137.0,28.0,116.0,1.0
985,2.0,2.0,4.0,2.0,0.0,13.0,16.0,44.0,13.0,24.0,0.0,4.0,6.0,0.0,6.0,18.0,1.0,37.0,19.0,30.0,1.0
987,2.0,2.0,10.0,3.0,5.0,6.0,1.0,13.0,8.0,4.0,3.0,1.0,14.0,2.0,10.0,3.0,1.0,5.0,9.0,5.0,2.0
99,6.0,1.0,5.0,2.0,6.0,239.0,31.0,533.0,59.0,355.0,32.0,2.0,21.0,2.0,7.0,326.0,64.0,408.0,220.0,363.0,20.0
991,1.0,0.0,3.0,2.0,2.0,190.0,577.0,157.0,110.0,87.0,1.0,2.0,9.0,0.0,0.0,200.0,297.0,680.0,412.0,83.0,6.0
992,0.0,0.0,1.0,0.0,2.0,20.0,26.0,49.0,11.0,10.0,2.0,0.0,5.0,1.0,1.0,39.0,12.0,11.0,16.0,28.0,3.0
996,236.0,2.0,30.0,140.0,57.0,90.0,12.0,65.0,35.0,31.0,1991.0,32.0,141.0,161.0,155.0,88.0,8.0,48.0,177.0,54.0,27.0
998,1.0,16.0,2.0,0.0,3.0,779.0,18.0,649.0,196.0,344.0,0.0,5.0,5.0,2.0,1.0,709.0,39.0,923.0,558.0,365.0,1.0
999,2.0,10.0,2.0,14.0,4.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,17.0,11.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0
1052,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
22,3.0,21.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,19.0,5.0,8.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0
292,5.0,0.0,2.0,4.0,1.0,1.0,41.0,3.0,3.0,1.0,3.0,2.0,11.0,4.0,3.0,5.0,41.0,15.0,3.0,0.0,0.0
387,17.0,3.0,12.0,1.0,5.0,75.0,1.0,55.0,7.0,21.0,78.0,9.0,71.0,5.0,0.0,42.0,0.0,33.0,56.0,28.0,15.0
411,2.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,3.0,9.0,0.0,0.0
44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
501,0.0,0.0,0.0,2.0,0.0,1.0,8.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,1.0,1.0,1.0
506,3.0,3.0,0.0,10.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,7.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0
607,6.0,0.0,0.0,7.0,7.0,6.0,10.0,10.0,2.0,3.0,6.0,0.0,3.0,2.0,2.0,4.0,11.0,9.0,2.0,11.0,1.0
643,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,10.0,0.0,4.0,4.0,0.0,2.0,8.0,4.0,1.0
753,0.0,14.0,4.0,16.0,20.0,18.0,14.0,28.0,14.0,11.0,0.0,2.0,19.0,1.0,3.0,16.0,3.0,24.0,36.0,23.0,3.0
79,111.0,2.0,219.0,5.0,35.0,355.0,10.0,542.0,67.0,390.0,286.0,5.0,1751.0,48.0,0.0,390.0,3.0,771.0,540.0,411.0,12.0
917,0.0,4.0,0.0,0.0,1.0,3.0,1.0,25.0,10.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,17.0,18.0,11.0,2.0
956,3.0,7.0,8.0,12.0,10.0,20.0,6.0,39.0,12.0,28.0,3.0,4.0,13.0,3.0,9.0,14.0,1.0,28.0,26.0,39.0,0.0
454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
932,0.0,7.0,0.0,5.0,3.0,49.0,0.0,203.0,60.0,41.0,3.0,3.0,18.0,3.0,2.0,83.0,0.0,131.0,14.0,71.0,1.0
