strain_id,A_MTX_5-FC.SSH1_ERV25,A_MTX_Fluconazole.SSH1_ERV25,A_MTX_Metformin.SSH1_ERV25,A_MTX_Trifluoperazine.SSH1_ERV25,A_MTX_noDrug.SSH1_ERV25,A_noMTX_5-FC.SSH1_ERV25,A_noMTX_Fluconazole.SSH1_ERV25,A_noMTX_Metformin.SSH1_ERV25,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_noDrug.SSH1_ERV25,B_MTX_5-FC.SSH1_ERV25,B_MTX_Fluconazole.SSH1_ERV25,B_MTX_Metformin.SSH1_ERV25,B_MTX_Trifluoperazine.SSH1_ERV25,B_MTX_noDrug.SSH1_ERV25,B_noMTX_5-FC.SSH1_ERV25,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Metformin.SSH1_ERV25,B_noMTX_Trifluoperazine.SSH1_ERV25,B_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_ERV25
904,1.0,0.0,2.0,1.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,13.0,2.0
91,1917.0,1918.0,396.0,436.0,895.0,216.0,919.0,518.0,273.0,191.0,631.0,1757.0,249.0,394.0,1007.0,142.0,757.0,320.0,254.0,440.0,65.0
911,574.0,11.0,105.0,50.0,115.0,195.0,15.0,96.0,118.0,121.0,144.0,7.0,61.0,67.0,21.0,39.0,6.0,53.0,58.0,205.0,29.0
916,625.0,398.0,220.0,150.0,363.0,168.0,525.0,226.0,55.0,116.0,240.0,334.0,102.0,99.0,237.0,74.0,340.0,142.0,58.0,255.0,27.0
923,1.0,1.0,4.0,1.0,0.0,119.0,198.0,113.0,45.0,79.0,2.0,2.0,3.0,0.0,0.0,64.0,609.0,166.0,104.0,291.0,85.0
924,4.0,1.0,2.0,1.0,0.0,141.0,4.0,66.0,82.0,67.0,2.0,1.0,0.0,1.0,1.0,80.0,19.0,68.0,120.0,131.0,35.0
930,1.0,8.0,4.0,3.0,1.0,149.0,51.0,85.0,77.0,90.0,0.0,6.0,0.0,1.0,1.0,61.0,434.0,132.0,120.0,136.0,58.0
931,321.0,46.0,40.0,99.0,146.0,114.0,23.0,24.0,59.0,43.0,226.0,58.0,73.0,38.0,57.0,27.0,28.0,26.0,63.0,129.0,29.0
933,7.0,9.0,0.0,6.0,9.0,1.0,5.0,0.0,1.0,2.0,6.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0
936,1060.0,620.0,203.0,186.0,836.0,37.0,12.0,113.0,82.0,13.0,182.0,557.0,100.0,374.0,280.0,51.0,30.0,45.0,25.0,159.0,21.0
937,3.0,0.0,9.0,3.0,0.0,12.0,4.0,13.0,36.0,8.0,2.0,1.0,3.0,1.0,0.0,8.0,4.0,10.0,13.0,55.0,9.0
939,893.0,74.0,338.0,354.0,902.0,103.0,34.0,90.0,75.0,48.0,370.0,232.0,160.0,362.0,447.0,44.0,170.0,78.0,48.0,250.0,24.0
94,506.0,132.0,133.0,284.0,341.0,333.0,18.0,140.0,108.0,204.0,166.0,1021.0,242.0,172.0,76.0,84.0,103.0,89.0,137.0,641.0,55.0
941,8.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,10.0,5.0
942,3.0,0.0,4.0,1.0,0.0,5.0,19.0,13.0,6.0,30.0,1.0,0.0,4.0,3.0,0.0,3.0,29.0,7.0,8.0,11.0,2.0
943,13.0,20.0,2.0,2.0,6.0,10.0,9.0,7.0,2.0,7.0,7.0,24.0,3.0,2.0,3.0,2.0,20.0,9.0,8.0,39.0,3.0
945,0.0,3.0,7.0,0.0,1.0,91.0,11.0,38.0,27.0,61.0,0.0,5.0,6.0,0.0,0.0,15.0,156.0,53.0,30.0,159.0,18.0
946,0.0,0.0,0.0,0.0,1.0,3.0,11.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,10.0,2.0
953,108.0,244.0,4.0,10.0,39.0,101.0,1.0,18.0,50.0,17.0,38.0,704.0,9.0,17.0,14.0,18.0,19.0,44.0,25.0,136.0,18.0
957,226.0,47.0,44.0,40.0,65.0,197.0,20.0,104.0,123.0,120.0,126.0,21.0,27.0,28.0,24.0,90.0,5.0,57.0,121.0,278.0,50.0
959,155.0,5.0,256.0,42.0,20.0,6979.0,1379.0,4182.0,6017.0,3629.0,10.0,1.0,252.0,3.0,122.0,2357.0,708.0,3366.0,6029.0,14580.0,1135.0
960,353.0,198.0,714.0,355.0,487.0,156.0,51.0,170.0,145.0,67.0,383.0,1.0,577.0,770.0,239.0,52.0,9.0,65.0,25.0,161.0,22.0
962,2.0,20.0,3.0,5.0,6.0,83.0,1.0,33.0,19.0,15.0,5.0,4.0,39.0,4.0,3.0,57.0,1.0,33.0,49.0,169.0,32.0
966,3.0,1.0,6.0,2.0,2.0,9.0,1.0,2.0,9.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,2.0,3.0,8.0,1.0,4.0
967,23.0,5.0,63.0,11.0,44.0,56.0,3.0,27.0,20.0,22.0,38.0,12.0,21.0,17.0,2.0,24.0,10.0,22.0,25.0,72.0,16.0
972,1630.0,14831.0,259.0,617.0,702.0,238.0,197.0,144.0,154.0,179.0,442.0,10294.0,197.0,447.0,365.0,118.0,112.0,99.0,231.0,708.0,51.0
973,2.0,5.0,7.0,0.0,1.0,51.0,3.0,68.0,46.0,28.0,2.0,2.0,5.0,0.0,0.0,19.0,15.0,43.0,57.0,206.0,16.0
976,2.0,4.0,1.0,0.0,3.0,27.0,43.0,8.0,15.0,8.0,5.0,3.0,1.0,1.0,1.0,6.0,4.0,0.0,34.0,7.0,3.0
980,2.0,30.0,1.0,2.0,4.0,125.0,2.0,15.0,40.0,35.0,4.0,5.0,1.0,1.0,3.0,32.0,6.0,65.0,75.0,81.0,9.0
983,1081.0,1995.0,320.0,220.0,448.0,88.0,7.0,96.0,135.0,52.0,363.0,1500.0,310.0,153.0,459.0,96.0,58.0,55.0,71.0,153.0,13.0
984,5.0,13.0,62.0,2.0,5.0,335.0,11.0,318.0,173.0,289.0,0.0,5.0,59.0,0.0,1.0,159.0,20.0,180.0,195.0,570.0,45.0
985,1.0,2.0,0.0,0.0,0.0,12.0,5.0,4.0,30.0,5.0,1.0,1.0,3.0,0.0,0.0,10.0,3.0,7.0,7.0,42.0,6.0
987,15.0,12.0,18.0,8.0,20.0,39.0,38.0,28.0,26.0,20.0,11.0,1.0,17.0,7.0,15.0,33.0,5.0,20.0,36.0,43.0,12.0
99,1373.0,54.0,429.0,283.0,769.0,339.0,64.0,441.0,228.0,252.0,308.0,60.0,399.0,249.0,207.0,231.0,75.0,154.0,406.0,569.0,119.0
991,8.0,0.0,12.0,5.0,8.0,315.0,9.0,490.0,348.0,448.0,3.0,1.0,28.0,0.0,0.0,207.0,120.0,385.0,286.0,647.0,43.0
992,0.0,0.0,6.0,1.0,0.0,263.0,44.0,228.0,146.0,187.0,1.0,0.0,8.0,0.0,0.0,125.0,516.0,263.0,111.0,346.0,18.0
996,96.0,78.0,9.0,68.0,94.0,16.0,6.0,2.0,5.0,1.0,110.0,78.0,2.0,24.0,37.0,3.0,173.0,45.0,9.0,21.0,8.0
998,3.0,4.0,2.0,0.0,0.0,91.0,4.0,6.0,12.0,27.0,2.0,2.0,0.0,1.0,0.0,8.0,17.0,20.0,14.0,58.0,7.0
999,85.0,43.0,11.0,42.0,29.0,7.0,2.0,1.0,10.0,0.0,28.0,83.0,5.0,22.0,17.0,0.0,5.0,1.0,4.0,8.0,9.0
1052,1.0,24.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
17_2,3.0,0.0,2.0,2.0,0.0,21.0,3.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,8.0,5.0,4.0
217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0
22,1.0,262.0,1.0,0.0,0.0,1.0,115.0,2.0,1.0,0.0,29.0,15.0,5.0,0.0,11.0,0.0,0.0,2.0,1.0,1.0,2.0
292,66.0,8.0,0.0,9.0,11.0,44.0,0.0,37.0,2.0,4.0,39.0,20.0,4.0,5.0,8.0,7.0,2.0,14.0,6.0,11.0,6.0
387,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,12.0,1.0,1.0,3.0,0.0
411,3.0,3.0,0.0,5.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,6.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,6.0,0.0
506,4.0,0.0,1.0,1.0,2.0,25.0,0.0,29.0,35.0,30.0,1.0,4.0,13.0,0.0,1.0,6.0,1.0,6.0,11.0,55.0,4.0
59,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
607,2.0,0.0,0.0,0.0,2.0,55.0,6.0,13.0,23.0,30.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,88.0,48.0,61.0,12.0
643,6.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,6.0,7.0,0.0,4.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,7.0,1.0
753,7.0,21.0,3.0,7.0,2.0,3.0,14.0,5.0,12.0,4.0,4.0,23.0,4.0,1.0,4.0,8.0,12.0,16.0,22.0,12.0,6.0
79,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,7.0,1.0
917,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,5.0
956,3.0,4.0,0.0,6.0,3.0,7.0,18.0,1.0,7.0,4.0,2.0,3.0,2.0,0.0,4.0,5.0,5.0,8.0,15.0,9.0,4.0
454,0.0,0.0,1.0,1.0,0.0,19.0,1.0,5.0,24.0,20.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,28.0,47.0,7.0
932,12.0,5.0,2.0,5.0,2.0,18.0,1.0,24.0,11.0,9.0,6.0,2.0,4.0,1.0,0.0,9.0,1.0,15.0,24.0,150.0,17.0
