strain_id,A_MTX_5-FC.PLM2_HNM1,A_MTX_Fluconazole.PLM2_HNM1,A_MTX_Metformin.PLM2_HNM1,A_MTX_Trifluoperazine.PLM2_HNM1,A_MTX_noDrug.PLM2_HNM1,A_noMTX_5-FC.PLM2_HNM1,A_noMTX_Fluconazole.PLM2_HNM1,A_noMTX_Metformin.PLM2_HNM1,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_noDrug.PLM2_HNM1,B_MTX_5-FC.PLM2_HNM1,B_MTX_Fluconazole.PLM2_HNM1,B_MTX_Metformin.PLM2_HNM1,B_MTX_Trifluoperazine.PLM2_HNM1,B_MTX_noDrug.PLM2_HNM1,B_noMTX_5-FC.PLM2_HNM1,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Metformin.PLM2_HNM1,B_noMTX_Trifluoperazine.PLM2_HNM1,B_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.PLM2_HNM1
911,99.0,268.0,468.0,54.0,113.0,195.0,39.0,317.0,93.0,248.0,127.0,91.0,480.0,116.0,49.0,135.0,1560.0,438.0,18.0,408.0,208.0
916,52.0,27.0,41.0,3.0,50.0,93.0,842.0,167.0,99.0,73.0,50.0,43.0,84.0,29.0,14.0,108.0,143.0,104.0,25.0,188.0,45.0
923,17.0,14.0,6.0,2.0,1.0,97.0,92.0,49.0,37.0,67.0,2.0,14.0,5.0,38.0,2.0,55.0,179.0,82.0,20.0,122.0,112.0
924,1.0,4.0,1.0,0.0,4.0,42.0,3.0,65.0,33.0,53.0,1.0,2.0,0.0,0.0,0.0,79.0,1.0,35.0,4.0,79.0,21.0
930,1.0,5.0,0.0,0.0,0.0,84.0,7.0,33.0,107.0,20.0,1.0,1.0,2.0,1.0,0.0,68.0,12.0,15.0,19.0,56.0,32.0
931,603.0,49.0,114.0,134.0,271.0,186.0,51.0,377.0,73.0,266.0,120.0,3.0,200.0,227.0,249.0,90.0,6.0,223.0,26.0,274.0,76.0
933,0.0,7.0,3.0,4.0,1.0,4.0,51.0,1.0,11.0,1.0,4.0,3.0,5.0,6.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0
936,354.0,222.0,356.0,253.0,394.0,138.0,21.0,265.0,182.0,252.0,380.0,55.0,582.0,120.0,177.0,263.0,89.0,260.0,91.0,601.0,153.0
937,2.0,4.0,3.0,0.0,3.0,84.0,14.0,31.0,83.0,21.0,13.0,0.0,0.0,3.0,1.0,58.0,25.0,14.0,13.0,26.0,30.0
939,51.0,30.0,157.0,204.0,191.0,136.0,14.0,152.0,73.0,130.0,80.0,18.0,113.0,139.0,50.0,96.0,31.0,86.0,19.0,340.0,72.0
94,400.0,642.0,232.0,139.0,399.0,190.0,433.0,103.0,58.0,98.0,823.0,134.0,200.0,121.0,87.0,138.0,107.0,91.0,13.0,229.0,71.0
941,5.0,0.0,3.0,0.0,1.0,40.0,1.0,37.0,8.0,23.0,4.0,0.0,1.0,4.0,0.0,18.0,2.0,23.0,4.0,114.0,12.0
942,2.0,1.0,2.0,0.0,2.0,4.0,5.0,3.0,8.0,4.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0
943,3.0,16.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,0.0,3.0,30.0,4.0,2.0,0.0,1.0
945,1.0,3.0,1.0,1.0,0.0,32.0,705.0,25.0,15.0,32.0,0.0,5.0,0.0,2.0,0.0,8.0,108.0,31.0,10.0,26.0,11.0
946,0.0,25.0,0.0,0.0,0.0,27.0,3.0,46.0,14.0,71.0,1.0,6.0,1.0,0.0,0.0,6.0,6.0,8.0,3.0,73.0,10.0
953,64.0,18.0,28.0,11.0,26.0,91.0,8.0,21.0,46.0,54.0,107.0,1.0,28.0,61.0,5.0,40.0,5.0,8.0,6.0,38.0,28.0
957,434.0,768.0,160.0,114.0,858.0,299.0,19.0,238.0,231.0,166.0,889.0,96.0,213.0,399.0,226.0,213.0,25.0,82.0,29.0,365.0,108.0
959,11.0,26.0,4.0,4.0,3.0,5309.0,3476.0,1576.0,6235.0,3288.0,18.0,3.0,13.0,4.0,1.0,3099.0,562.0,561.0,906.0,4171.0,808.0
960,410.0,32.0,1895.0,212.0,688.0,728.0,3.0,518.0,222.0,844.0,669.0,1.0,1485.0,366.0,207.0,480.0,42.0,313.0,70.0,1028.0,118.0
962,3.0,2.0,5.0,4.0,3.0,367.0,30.0,60.0,181.0,63.0,3.0,2.0,5.0,2.0,1.0,184.0,5.0,24.0,24.0,130.0,43.0
966,0.0,2.0,2.0,0.0,0.0,45.0,3.0,64.0,39.0,43.0,1.0,0.0,4.0,1.0,0.0,28.0,3.0,7.0,5.0,41.0,10.0
967,17.0,6.0,149.0,1.0,10.0,273.0,29.0,454.0,171.0,330.0,18.0,16.0,358.0,34.0,3.0,166.0,182.0,208.0,31.0,686.0,91.0
972,778.0,19055.0,353.0,258.0,461.0,198.0,66.0,161.0,62.0,89.0,894.0,7947.0,355.0,358.0,246.0,126.0,295.0,126.0,19.0,143.0,88.0
973,0.0,4.0,1.0,0.0,0.0,106.0,7.0,61.0,114.0,58.0,0.0,3.0,3.0,0.0,1.0,108.0,68.0,25.0,7.0,76.0,27.0
976,3.0,13.0,0.0,0.0,1.0,14.0,4.0,53.0,6.0,27.0,2.0,6.0,1.0,5.0,1.0,31.0,4.0,53.0,6.0,90.0,9.0
980,0.0,29.0,3.0,0.0,3.0,310.0,31.0,99.0,136.0,198.0,2.0,15.0,2.0,2.0,0.0,187.0,55.0,33.0,27.0,113.0,52.0
983,212.0,2114.0,165.0,85.0,693.0,97.0,81.0,98.0,62.0,68.0,398.0,497.0,322.0,203.0,215.0,60.0,74.0,42.0,18.0,138.0,31.0
984,101.0,20.0,55.0,30.0,21.0,553.0,26.0,585.0,149.0,715.0,24.0,7.0,28.0,520.0,9.0,449.0,68.0,315.0,69.0,1556.0,125.0
985,4.0,5.0,0.0,0.0,1.0,6.0,10.0,5.0,25.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,10.0,8.0,12.0,3.0
987,41.0,22.0,120.0,33.0,30.0,101.0,176.0,116.0,67.0,140.0,63.0,2.0,168.0,26.0,7.0,128.0,203.0,94.0,20.0,198.0,64.0
99,131.0,128.0,97.0,2.0,45.0,87.0,863.0,125.0,109.0,94.0,99.0,248.0,202.0,76.0,4.0,61.0,844.0,266.0,32.0,288.0,43.0
991,1.0,0.0,0.0,3.0,2.0,135.0,138.0,171.0,159.0,87.0,3.0,0.0,1.0,0.0,2.0,190.0,156.0,85.0,38.0,263.0,45.0
992,1.0,1.0,3.0,0.0,2.0,713.0,416.0,271.0,423.0,520.0,1.0,0.0,9.0,2.0,1.0,476.0,359.0,256.0,109.0,718.0,91.0
996,402.0,24.0,20.0,32.0,100.0,94.0,155.0,41.0,90.0,21.0,762.0,22.0,29.0,163.0,34.0,63.0,189.0,44.0,21.0,56.0,51.0
998,3.0,1.0,1.0,1.0,0.0,3.0,7.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,11.0,2.0,0.0,4.0,2.0
999,4.0,8.0,0.0,5.0,4.0,0.0,1.0,2.0,5.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0
1052,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
17_2,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0
217,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,3.0,8.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,12.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,6.0,2.0
292,2.0,2.0,1.0,1.0,0.0,1.0,18.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,19.0,6.0,2.0,0.0,1.0
387,2.0,5.0,1.0,0.0,3.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,2.0,4.0,2.0,1.0
411,10.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
501,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0
506,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,7.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0
59,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,3.0,2.0
607,7.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0
643,0.0,5.0,0.0,0.0,1.0,10.0,1.0,6.0,14.0,3.0,3.0,1.0,1.0,1.0,0.0,10.0,0.0,3.0,1.0,9.0,15.0
753,0.0,11.0,1.0,1.0,0.0,3.0,1.0,5.0,3.0,2.0,1.0,7.0,1.0,1.0,0.0,3.0,4.0,7.0,3.0,5.0,3.0
79,5.0,1.0,13.0,1.0,0.0,2.0,0.0,4.0,6.0,4.0,0.0,1.0,13.0,4.0,4.0,2.0,2.0,0.0,0.0,6.0,2.0
917,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,5.0,1.0
956,1.0,3.0,0.0,0.0,0.0,3.0,9.0,3.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,10.0,4.0,4.0,9.0,4.0
454,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0
932,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0
