strain_id,A_MTX_5-FC.RET2_EMP47,A_MTX_Fluconazole.RET2_EMP47,A_MTX_Metformin.RET2_EMP47,A_MTX_Trifluoperazine.RET2_EMP47,A_MTX_noDrug.RET2_EMP47,A_noMTX_5-FC.RET2_EMP47,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Metformin.RET2_EMP47,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_noDrug.RET2_EMP47,B_MTX_5-FC.RET2_EMP47,B_MTX_Fluconazole.RET2_EMP47,B_MTX_Metformin.RET2_EMP47,B_MTX_Trifluoperazine.RET2_EMP47,B_MTX_noDrug.RET2_EMP47,B_noMTX_5-FC.RET2_EMP47,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Metformin.RET2_EMP47,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.RET2_EMP47
923,1.0,3.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,3.0,3.0,5.0,1.0
924,2.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,7.0,1.0,3.0,2.0
930,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0,6.0,7.0,2.0
931,28.0,14.0,8.0,16.0,8.0,7.0,6.0,8.0,8.0,12.0,10.0,3.0,24.0,13.0,7.0,29.0,11.0,29.0,14.0,17.0,5.0
933,5.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
936,16.0,12.0,1.0,15.0,6.0,6.0,9.0,6.0,3.0,2.0,3.0,1.0,19.0,5.0,3.0,0.0,5.0,11.0,9.0,6.0,1.0
937,1.0,8.0,1.0,1.0,4.0,13.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,7.0,120.0,0.0
939,8.0,9.0,4.0,18.0,23.0,31.0,11.0,17.0,77.0,18.0,12.0,5.0,9.0,17.0,9.0,27.0,8.0,20.0,15.0,315.0,3.0
94,36.0,67.0,5.0,34.0,21.0,4.0,42.0,6.0,2.0,5.0,25.0,869.0,38.0,57.0,21.0,18.0,10.0,15.0,7.0,13.0,0.0
941,4.0,0.0,1.0,6.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,3.0,0.0,3.0,2.0,16.0,1.0
942,3.0,0.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,3.0,2.0,0.0,3.0,2.0,4.0,5.0,0.0,5.0,3.0,5.0,1.0
943,0.0,5.0,0.0,3.0,11.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,16.0,0.0
945,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
946,1.0,2.0,0.0,1.0,0.0,6.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,1.0,5.0,0.0
953,9.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,8.0,4.0,1.0
957,16.0,17.0,4.0,17.0,12.0,49.0,1.0,4.0,2.0,10.0,15.0,5.0,10.0,21.0,19.0,31.0,3.0,20.0,7.0,8.0,1.0
959,31.0,9.0,2.0,17.0,2.0,96.0,168.0,195.0,179.0,88.0,20.0,0.0,14.0,1.0,3.0,158.0,18.0,369.0,210.0,171.0,15.0
960,29.0,9.0,27.0,43.0,28.0,11.0,3.0,11.0,3.0,8.0,19.0,7.0,8.0,41.0,22.0,24.0,4.0,21.0,9.0,16.0,0.0
962,5.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,6.0,1.0,7.0,1.0
966,5.0,1.0,1.0,3.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,7.0,4.0,4.0,0.0
967,11.0,4.0,5.0,10.0,3.0,7.0,6.0,8.0,10.0,7.0,2.0,3.0,5.0,6.0,8.0,10.0,3.0,14.0,10.0,11.0,7.0
972,20.0,198.0,6.0,14.0,23.0,8.0,4.0,4.0,3.0,5.0,27.0,68.0,19.0,12.0,7.0,6.0,3.0,7.0,2.0,10.0,1.0
973,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,2.0,11.0,15.0,3.0,1.0
976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,4.0,0.0
980,1.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,160.0,43.0,2.0,4.0,0.0
983,19.0,297.0,5.0,22.0,19.0,3.0,0.0,1.0,2.0,1.0,24.0,36.0,8.0,11.0,19.0,11.0,1.0,8.0,1.0,3.0,1.0
984,3.0,18.0,4.0,1.0,0.0,147.0,23.0,163.0,73.0,125.0,2.0,1.0,4.0,1.0,0.0,106.0,18.0,155.0,49.0,313.0,4.0
985,0.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0
987,12.0,1.0,9.0,10.0,5.0,8.0,4.0,5.0,4.0,5.0,7.0,0.0,9.0,5.0,4.0,5.0,1.0,14.0,4.0,43.0,1.0
99,11.0,15.0,14.0,10.0,6.0,10.0,8.0,12.0,9.0,7.0,9.0,6.0,8.0,4.0,11.0,12.0,8.0,22.0,8.0,10.0,1.0
991,3.0,0.0,1.0,2.0,1.0,10.0,7.0,9.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,11.0,3.0,8.0,10.0,32.0,2.0
992,3.0,2.0,7.0,3.0,2.0,7359.0,3773.0,4262.0,1389.0,6783.0,5.0,1.0,3.0,1.0,0.0,5726.0,705.0,3918.0,2289.0,15779.0,7.0
996,11.0,3.0,12.0,12.0,4.0,3.0,17.0,1.0,8.0,5.0,9.0,1.0,7.0,2.0,3.0,18.0,12.0,13.0,5.0,2.0,3.0
998,2.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,5.0,0.0
999,1.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17_2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
292,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
387,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
607,49.0,0.0,49.0,18.0,12.0,1138.0,34.0,1079.0,357.0,875.0,207.0,0.0,51.0,3.0,9.0,1555.0,11.0,1164.0,341.0,3275.0,2.0
643,1.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,9.0,0.0
753,9.0,19.0,9.0,21.0,48.0,11.0,21.0,17.0,18.0,9.0,30.0,5.0,11.0,12.0,11.0,7.0,16.0,18.0,13.0,25.0,4.0
79,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,5.0,0.0,1.0,2.0,7.0,2.0
917,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
956,5.0,6.0,5.0,9.0,13.0,9.0,6.0,1.0,10.0,6.0,4.0,2.0,2.0,8.0,9.0,7.0,1.0,5.0,5.0,12.0,0.0
454,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,1.0,3.0,0.0
932,2.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0
