strain_id,A_MTX_5-FC.TPO1_TCB2,A_MTX_Fluconazole.TPO1_TCB2,A_MTX_Metformin.TPO1_TCB2,A_MTX_Trifluoperazine.TPO1_TCB2,A_MTX_noDrug.TPO1_TCB2,A_noMTX_5-FC.TPO1_TCB2,A_noMTX_Fluconazole.TPO1_TCB2,A_noMTX_Metformin.TPO1_TCB2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_noDrug.TPO1_TCB2,B_MTX_5-FC.TPO1_TCB2,B_MTX_Fluconazole.TPO1_TCB2,B_MTX_Metformin.TPO1_TCB2,B_MTX_Trifluoperazine.TPO1_TCB2,B_MTX_noDrug.TPO1_TCB2,B_noMTX_5-FC.TPO1_TCB2,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Metformin.TPO1_TCB2,B_noMTX_Trifluoperazine.TPO1_TCB2,B_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.TPO1_TCB2
911,323.0,378.0,128.0,13.0,299.0,239.0,39.0,185.0,10.0,107.0,288.0,156.0,173.0,6.0,102.0,152.0,16.0,163.0,200.0,8.0,166.0
916,58.0,93.0,187.0,5.0,20.0,69.0,127.0,136.0,5.0,76.0,129.0,161.0,103.0,0.0,10.0,90.0,12.0,61.0,68.0,1.0,32.0
923,1.0,0.0,0.0,0.0,1.0,14.0,14.0,10.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,34.0,2.0,14.0,13.0,1.0,24.0
924,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0
930,0.0,2.0,0.0,2.0,2.0,233.0,155.0,277.0,4.0,174.0,0.0,0.0,0.0,0.0,1.0,230.0,86.0,125.0,95.0,13.0,92.0
931,50.0,9.0,85.0,6.0,19.0,85.0,10.0,140.0,8.0,57.0,3.0,1.0,130.0,5.0,22.0,68.0,2.0,82.0,56.0,8.0,61.0
933,17.0,196.0,20.0,6.0,32.0,9.0,1.0,9.0,2.0,4.0,6.0,125.0,11.0,0.0,11.0,15.0,10.0,1.0,5.0,1.0,27.0
936,17.0,7.0,10.0,5.0,7.0,10.0,8.0,8.0,7.0,10.0,4.0,7.0,23.0,2.0,3.0,13.0,6.0,9.0,15.0,4.0,8.0
937,0.0,10.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
939,167.0,26.0,136.0,7.0,126.0,57.0,2.0,63.0,5.0,46.0,352.0,94.0,117.0,12.0,213.0,105.0,2.0,61.0,62.0,6.0,50.0
94,1709.0,866.0,243.0,19.0,348.0,204.0,5716.0,249.0,4.0,101.0,2269.0,1303.0,368.0,18.0,255.0,254.0,3.0,301.0,211.0,4.0,62.0
941,3.0,0.0,1.0,1.0,1.0,55.0,39.0,15.0,3.0,29.0,7.0,0.0,0.0,0.0,0.0,38.0,2.0,37.0,18.0,2.0,33.0
942,55.0,0.0,75.0,3.0,19.0,95.0,1.0,51.0,1.0,46.0,35.0,0.0,59.0,0.0,13.0,35.0,18.0,17.0,28.0,0.0,32.0
943,2.0,2.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0
946,0.0,0.0,0.0,0.0,0.0,93.0,697.0,68.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,36.0,126.0,107.0,37.0,1.0,26.0
953,29.0,1.0,10.0,2.0,1.0,32.0,175.0,5.0,1.0,8.0,16.0,137.0,57.0,3.0,1.0,16.0,1.0,14.0,4.0,0.0,10.0
957,314.0,110.0,150.0,5.0,78.0,92.0,85.0,110.0,2.0,85.0,257.0,671.0,98.0,3.0,92.0,130.0,49.0,76.0,48.0,2.0,49.0
959,15.0,0.0,13.0,11.0,0.0,21.0,77.0,10.0,27.0,15.0,4.0,0.0,7.0,1.0,1.0,15.0,25.0,98.0,65.0,22.0,21.0
960,487.0,19.0,1127.0,58.0,305.0,242.0,9.0,253.0,14.0,255.0,1124.0,0.0,1160.0,22.0,263.0,253.0,22.0,215.0,100.0,6.0,47.0
962,4.0,2.0,1.0,4.0,3.0,49.0,12.0,7.0,2.0,7.0,1.0,0.0,2.0,0.0,1.0,37.0,3.0,9.0,7.0,0.0,14.0
966,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0
967,30.0,2.0,54.0,2.0,4.0,35.0,2.0,49.0,1.0,38.0,55.0,1.0,46.0,1.0,12.0,44.0,2.0,94.0,29.0,5.0,18.0
972,99.0,225.0,12.0,53.0,180.0,8.0,26.0,2.0,5.0,2.0,36.0,366.0,19.0,8.0,14.0,9.0,8.0,6.0,6.0,7.0,5.0
973,0.0,4.0,0.0,1.0,1.0,50.0,5.0,72.0,8.0,46.0,0.0,0.0,4.0,0.0,0.0,53.0,1.0,47.0,22.0,4.0,18.0
976,2.0,3.0,1.0,0.0,5.0,93.0,7.0,35.0,3.0,23.0,3.0,2.0,1.0,1.0,0.0,33.0,76.0,38.0,13.0,1.0,17.0
980,0.0,2.0,1.0,3.0,19.0,105.0,24.0,70.0,4.0,51.0,1.0,6.0,0.0,1.0,1.0,130.0,442.0,153.0,52.0,4.0,33.0
983,922.0,17056.0,43.0,13.0,84.0,162.0,12.0,21.0,0.0,33.0,2586.0,4798.0,54.0,9.0,53.0,130.0,37.0,32.0,10.0,4.0,39.0
984,8.0,10.0,13.0,1.0,13.0,1105.0,472.0,864.0,14.0,955.0,1.0,6.0,15.0,0.0,1.0,1166.0,358.0,930.0,363.0,36.0,337.0
985,0.0,3.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,3.0,0.0,11.0
987,154.0,27.0,329.0,8.0,42.0,125.0,131.0,138.0,4.0,89.0,395.0,7.0,180.0,1.0,49.0,78.0,77.0,104.0,48.0,3.0,69.0
99,88.0,11.0,198.0,5.0,22.0,97.0,29.0,75.0,2.0,89.0,106.0,0.0,94.0,1.0,28.0,121.0,13.0,41.0,54.0,8.0,53.0
991,1.0,0.0,0.0,1.0,1.0,34.0,4.0,14.0,2.0,19.0,13.0,0.0,3.0,0.0,0.0,39.0,60.0,31.0,19.0,2.0,17.0
992,2.0,0.0,5.0,0.0,0.0,108.0,68.0,139.0,17.0,118.0,1.0,0.0,1.0,0.0,0.0,132.0,56.0,192.0,85.0,29.0,24.0
996,105.0,10.0,8.0,11.0,42.0,21.0,44.0,7.0,2.0,6.0,143.0,19.0,44.0,14.0,19.0,19.0,16.0,9.0,11.0,2.0,19.0
998,21.0,0.0,2.0,0.0,4.0,7.0,30.0,1.0,0.0,4.0,10.0,0.0,1.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,9.0
999,3.0,18.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,0.0,11.0,15.0,4.0,5.0,8.0,0.0,4.0,0.0,1.0,0.0,2.0
1052,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
17_2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0
387,3.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
411,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
506,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
607,4.0,3.0,1.0,3.0,0.0,18.0,8.0,16.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,17.0,5.0,49.0,8.0,9.0,2.0
643,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
753,6.0,3.0,3.0,3.0,7.0,2.0,7.0,2.0,1.0,0.0,5.0,9.0,2.0,1.0,1.0,3.0,0.0,1.0,5.0,0.0,2.0
79,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
917,0.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
956,2.0,14.0,0.0,1.0,1.0,27.0,4.0,20.0,1.0,24.0,1.0,3.0,1.0,1.0,0.0,81.0,6.0,37.0,5.0,0.0,16.0
454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
932,5.0,3.0,1.0,2.0,10.0,1.0,1.0,2.0,2.0,0.0,8.0,6.0,13.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
