strain_id,A_MTX_5-FC.GTR1_SLM4,A_MTX_Fluconazole.GTR1_SLM4,A_MTX_Metformin.GTR1_SLM4,A_MTX_Trifluoperazine.GTR1_SLM4,A_MTX_noDrug.GTR1_SLM4,A_noMTX_5-FC.GTR1_SLM4,A_noMTX_Fluconazole.GTR1_SLM4,A_noMTX_Metformin.GTR1_SLM4,A_noMTX_Trifluoperazine.GTR1_SLM4,A_noMTX_noDrug.GTR1_SLM4,B_MTX_5-FC.GTR1_SLM4,B_MTX_Fluconazole.GTR1_SLM4,B_MTX_Metformin.GTR1_SLM4,B_MTX_Trifluoperazine.GTR1_SLM4,B_MTX_noDrug.GTR1_SLM4,B_noMTX_5-FC.GTR1_SLM4,B_noMTX_Fluconazole.GTR1_SLM4,B_noMTX_Metformin.GTR1_SLM4,B_noMTX_Trifluoperazine.GTR1_SLM4,B_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.GTR1_SLM4
904,1.0,0.0,24.0,0.0,1.0,39.0,40.0,17.0,43.0,7.0,0.0,1.0,7.0,1.0,1.0,16.0,49.0,32.0,45.0,27.0,5.0
91,1144.0,14000.0,1095.0,368.0,3832.0,286.0,153.0,526.0,489.0,105.0,2130.0,4556.0,1045.0,5183.0,1665.0,531.0,31.0,591.0,550.0,337.0,364.0
911,28.0,257.0,22.0,8.0,51.0,9.0,16.0,13.0,6.0,8.0,36.0,136.0,27.0,27.0,25.0,16.0,15.0,13.0,18.0,22.0,6.0
916,2334.0,2954.0,1900.0,516.0,6643.0,1042.0,476.0,964.0,1295.0,254.0,5177.0,4027.0,1496.0,6855.0,4139.0,1095.0,389.0,1604.0,1047.0,1262.0,736.0
923,8.0,1270.0,224.0,16.0,10.0,2163.0,702.0,1182.0,4034.0,345.0,53.0,686.0,89.0,12.0,5.0,2650.0,997.0,2611.0,3757.0,1793.0,1597.0
924,4.0,7.0,3.0,2.0,3.0,1.0,1.0,4.0,6.0,1.0,3.0,6.0,3.0,5.0,1.0,7.0,2.0,2.0,10.0,4.0,1.0
930,2.0,5.0,5.0,2.0,3.0,4.0,6.0,10.0,14.0,6.0,0.0,0.0,3.0,1.0,2.0,11.0,15.0,5.0,14.0,26.0,1.0
931,10.0,5.0,17.0,4.0,25.0,13.0,8.0,14.0,32.0,8.0,10.0,0.0,17.0,8.0,6.0,15.0,3.0,19.0,17.0,40.0,10.0
933,4.0,8.0,3.0,2.0,7.0,1.0,2.0,4.0,2.0,1.0,13.0,1.0,2.0,1.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0
936,35.0,23.0,30.0,11.0,52.0,17.0,17.0,10.0,19.0,15.0,30.0,8.0,46.0,55.0,19.0,25.0,20.0,10.0,26.0,30.0,9.0
937,5.0,1.0,3.0,1.0,1.0,3.0,6.0,5.0,12.0,7.0,4.0,0.0,4.0,3.0,4.0,10.0,12.0,4.0,11.0,10.0,4.0
939,2107.0,5965.0,1035.0,442.0,2538.0,568.0,24.0,274.0,400.0,55.0,4635.0,4032.0,664.0,5617.0,2486.0,658.0,9.0,598.0,327.0,395.0,575.0
94,69.0,70.0,10.0,13.0,91.0,8.0,14.0,3.0,17.0,4.0,59.0,33.0,26.0,131.0,32.0,8.0,11.0,8.0,15.0,31.0,7.0
941,2.0,2.0,2.0,2.0,2.0,3.0,12.0,3.0,13.0,5.0,3.0,0.0,7.0,1.0,2.0,4.0,2.0,5.0,3.0,10.0,2.0
942,3.0,0.0,4.0,2.0,8.0,4.0,2.0,2.0,6.0,5.0,5.0,0.0,4.0,17.0,4.0,5.0,0.0,6.0,11.0,9.0,1.0
943,3.0,22.0,1.0,3.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,2.0,0.0,4.0,5.0,0.0,2.0,2.0,4.0
945,3.0,9.0,102.0,0.0,2.0,137.0,12.0,238.0,423.0,23.0,9.0,5.0,27.0,1.0,1.0,109.0,36.0,609.0,633.0,234.0,161.0
946,2.0,6.0,0.0,0.0,0.0,1.0,9.0,3.0,13.0,4.0,3.0,0.0,1.0,10.0,0.0,2.0,4.0,8.0,6.0,10.0,0.0
953,9.0,5.0,1.0,1.0,1.0,2.0,3.0,4.0,14.0,6.0,9.0,2.0,7.0,3.0,5.0,9.0,3.0,12.0,10.0,7.0,4.0
957,1525.0,2907.0,1126.0,227.0,3359.0,683.0,1128.0,420.0,512.0,111.0,3718.0,777.0,904.0,3829.0,1804.0,563.0,777.0,647.0,408.0,373.0,565.0
959,37.0,19.0,30.0,5.0,15.0,147.0,288.0,151.0,265.0,193.0,35.0,6.0,67.0,40.0,12.0,374.0,210.0,124.0,537.0,207.0,72.0
960,61.0,4.0,121.0,62.0,112.0,28.0,5.0,35.0,30.0,34.0,77.0,1.0,154.0,228.0,59.0,37.0,11.0,15.0,30.0,60.0,3.0
962,5.0,13.0,5.0,10.0,7.0,9.0,2.0,2.0,26.0,7.0,7.0,9.0,2.0,10.0,4.0,27.0,2.0,4.0,9.0,10.0,1.0
966,2.0,2.0,6.0,3.0,2.0,9.0,2.0,6.0,26.0,5.0,2.0,0.0,10.0,0.0,2.0,7.0,0.0,12.0,10.0,15.0,1.0
967,1299.0,63.0,1939.0,289.0,2557.0,1230.0,892.0,975.0,2135.0,255.0,2638.0,436.0,915.0,5407.0,2914.0,1234.0,906.0,3011.0,2165.0,2029.0,1108.0
972,100.0,1224.0,21.0,80.0,102.0,10.0,17.0,8.0,34.0,3.0,65.0,737.0,41.0,110.0,101.0,18.0,20.0,5.0,16.0,23.0,3.0
973,0.0,6.0,7.0,0.0,0.0,3.0,2.0,14.0,36.0,7.0,1.0,5.0,10.0,1.0,2.0,8.0,4.0,30.0,21.0,49.0,6.0
976,0.0,6.0,1.0,0.0,1.0,6.0,2.0,2.0,15.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,10.0,5.0,19.0,1.0
980,12.0,282.0,603.0,4.0,12.0,3325.0,2525.0,1314.0,3714.0,372.0,11.0,176.0,134.0,40.0,25.0,2027.0,2526.0,5474.0,4449.0,3427.0,2009.0
983,11.0,414.0,9.0,15.0,29.0,3.0,4.0,4.0,11.0,6.0,23.0,92.0,13.0,38.0,19.0,8.0,4.0,5.0,3.0,6.0,7.0
984,5.0,36.0,9.0,3.0,4.0,16.0,20.0,26.0,29.0,13.0,7.0,12.0,19.0,20.0,2.0,36.0,14.0,16.0,20.0,60.0,4.0
985,0.0,8.0,3.0,0.0,3.0,3.0,9.0,7.0,20.0,7.0,4.0,2.0,5.0,8.0,2.0,8.0,5.0,7.0,12.0,15.0,1.0
987,13.0,8.0,9.0,4.0,26.0,3.0,2.0,8.0,12.0,4.0,13.0,1.0,26.0,5.0,17.0,10.0,1.0,10.0,10.0,20.0,4.0
99,39.0,12.0,17.0,4.0,24.0,8.0,18.0,10.0,22.0,7.0,32.0,4.0,39.0,13.0,29.0,14.0,5.0,14.0,11.0,24.0,4.0
991,2.0,1.0,6.0,1.0,4.0,6.0,119.0,26.0,28.0,3.0,13.0,0.0,8.0,20.0,11.0,16.0,5.0,10.0,15.0,21.0,4.0
992,23.0,237.0,462.0,0.0,11.0,3090.0,1615.0,2141.0,5122.0,692.0,19.0,15.0,209.0,1.0,1.0,4079.0,2148.0,4668.0,4858.0,3765.0,1630.0
996,61.0,13.0,4.0,10.0,38.0,8.0,33.0,6.0,39.0,3.0,29.0,10.0,4.0,55.0,18.0,12.0,7.0,19.0,20.0,11.0,2.0
998,2.0,6.0,1.0,0.0,0.0,3.0,5.0,3.0,7.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,4.0,7.0,6.0,2.0
999,11.0,37.0,2.0,2.0,23.0,2.0,0.0,6.0,20.0,0.0,9.0,9.0,3.0,29.0,3.0,6.0,3.0,4.0,7.0,7.0,4.0
1052,1.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
17_2,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0
217,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
22,1.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0
292,2.0,7.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,6.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
387,4.0,7.0,2.0,0.0,5.0,5.0,3.0,4.0,48.0,3.0,6.0,0.0,4.0,51.0,12.0,6.0,1.0,21.0,21.0,11.0,3.0
411,8.0,4.0,2.0,0.0,1.0,4.0,0.0,3.0,9.0,1.0,6.0,0.0,2.0,3.0,3.0,7.0,0.0,5.0,1.0,2.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
501,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,3.0,1.0,7.0,0.0,1.0,6.0,5.0,3.0,0.0,5.0,2.0,1.0,1.0
506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
59,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0
607,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,19.0,4.0,2.0,0.0,3.0,2.0,1.0,9.0,3.0,10.0,9.0,6.0,2.0
643,2.0,4.0,1.0,6.0,0.0,3.0,4.0,0.0,35.0,2.0,2.0,0.0,2.0,4.0,1.0,5.0,3.0,9.0,10.0,15.0,0.0
753,2.0,10.0,0.0,0.0,3.0,6.0,5.0,7.0,4.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0
79,4.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,8.0,4.0,2.0
917,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,1.0,0.0
956,1.0,12.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,8.0,2.0,3.0,7.0,1.0,3.0,1.0,3.0,6.0,2.0,0.0
454,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0
932,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,15.0,1.0,4.0,3.0,5.0,8.0,1.0,2.0,2.0,5.0,3.0,11.0,0.0
