strain_id,A_MTX_5-FC.ALO1_ADE17,A_MTX_Fluconazole.ALO1_ADE17,A_MTX_Metformin.ALO1_ADE17,A_MTX_Trifluoperazine.ALO1_ADE17,A_MTX_noDrug.ALO1_ADE17,A_noMTX_5-FC.ALO1_ADE17,A_noMTX_Fluconazole.ALO1_ADE17,A_noMTX_Metformin.ALO1_ADE17,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_noDrug.ALO1_ADE17,B_MTX_5-FC.ALO1_ADE17,B_MTX_Fluconazole.ALO1_ADE17,B_MTX_Metformin.ALO1_ADE17,B_MTX_Trifluoperazine.ALO1_ADE17,B_MTX_noDrug.ALO1_ADE17,B_noMTX_5-FC.ALO1_ADE17,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Metformin.ALO1_ADE17,B_noMTX_Trifluoperazine.ALO1_ADE17,B_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ALO1_ADE17
904,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0
91,18.0,62.0,25.0,8.0,19.0,10.0,30.0,3.0,21.0,6.0,14.0,8.0,29.0,11.0,11.0,9.0,37.0,18.0,7.0,8.0,21.0
911,1543.0,173.0,1136.0,421.0,12416.0,1563.0,274.0,644.0,579.0,405.0,13626.0,134.0,464.0,401.0,2580.0,1283.0,239.0,466.0,741.0,359.0,405.0
916,19.0,7.0,42.0,13.0,10.0,337.0,258.0,93.0,166.0,164.0,3.0,5.0,31.0,8.0,6.0,246.0,209.0,78.0,69.0,260.0,134.0
923,0.0,1.0,1.0,0.0,0.0,97.0,168.0,13.0,54.0,26.0,0.0,0.0,1.0,0.0,0.0,61.0,364.0,98.0,35.0,20.0,86.0
924,0.0,8.0,1.0,0.0,2.0,409.0,60.0,789.0,204.0,362.0,3.0,25.0,0.0,0.0,2.0,296.0,5.0,387.0,282.0,286.0,71.0
930,3.0,7.0,1.0,1.0,1.0,66.0,30.0,25.0,59.0,24.0,3.0,4.0,4.0,0.0,1.0,68.0,22.0,16.0,25.0,34.0,29.0
931,4.0,1.0,79.0,11.0,11.0,245.0,113.0,192.0,111.0,85.0,9.0,1.0,69.0,13.0,19.0,257.0,153.0,135.0,142.0,146.0,137.0
933,1.0,3.0,6.0,1.0,11.0,19.0,62.0,7.0,8.0,18.0,9.0,3.0,2.0,1.0,6.0,20.0,141.0,38.0,16.0,7.0,15.0
936,16.0,13.0,32.0,20.0,16.0,167.0,1347.0,60.0,206.0,172.0,23.0,7.0,44.0,9.0,28.0,118.0,365.0,141.0,64.0,306.0,76.0
937,1.0,4.0,3.0,0.0,1.0,226.0,295.0,151.0,200.0,123.0,1.0,0.0,3.0,3.0,0.0,230.0,301.0,195.0,76.0,280.0,257.0
939,420.0,5.0,2339.0,1383.0,2526.0,446.0,190.0,572.0,344.0,335.0,2818.0,1.0,1432.0,1960.0,1519.0,414.0,135.0,186.0,245.0,311.0,191.0
94,62.0,100.0,51.0,23.0,37.0,875.0,481.0,270.0,331.0,282.0,27.0,167.0,47.0,33.0,16.0,656.0,955.0,456.0,648.0,271.0,101.0
941,4.0,3.0,3.0,10.0,1.0,84.0,52.0,39.0,43.0,17.0,0.0,0.0,1.0,1.0,6.0,36.0,32.0,14.0,37.0,24.0,60.0
942,1.0,2.0,1.0,1.0,4.0,9.0,2.0,0.0,6.0,2.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0
943,0.0,9.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,10.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0
945,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
946,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0
953,1.0,0.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,6.0
957,43.0,12.0,36.0,8.0,73.0,193.0,496.0,39.0,26.0,27.0,663.0,10.0,25.0,1.0,6.0,117.0,15.0,42.0,10.0,82.0,57.0
959,5.0,3.0,96.0,1.0,5.0,2919.0,2631.0,1388.0,2402.0,2599.0,27.0,1.0,49.0,2.0,1.0,2052.0,2649.0,1240.0,2945.0,2520.0,957.0
960,30.0,24.0,105.0,138.0,369.0,549.0,1294.0,143.0,183.0,144.0,26.0,2.0,130.0,32.0,50.0,274.0,1531.0,434.0,169.0,123.0,115.0
962,1.0,14.0,4.0,7.0,10.0,4.0,9.0,0.0,4.0,3.0,2.0,2.0,1.0,5.0,9.0,9.0,2.0,1.0,3.0,3.0,3.0
966,0.0,4.0,1.0,0.0,0.0,9.0,33.0,2.0,36.0,4.0,0.0,0.0,1.0,0.0,1.0,17.0,9.0,7.0,5.0,2.0,8.0
967,14.0,3.0,40.0,13.0,50.0,468.0,44.0,213.0,160.0,192.0,4.0,5.0,23.0,4.0,2.0,373.0,92.0,134.0,149.0,263.0,208.0
972,33.0,510.0,21.0,104.0,93.0,9.0,8.0,4.0,5.0,8.0,24.0,544.0,39.0,43.0,42.0,14.0,3.0,12.0,6.0,3.0,4.0
973,0.0,11.0,4.0,1.0,0.0,104.0,6.0,65.0,23.0,104.0,0.0,4.0,2.0,0.0,0.0,106.0,4.0,76.0,60.0,110.0,31.0
976,1.0,4.0,2.0,1.0,4.0,71.0,62.0,34.0,16.0,27.0,4.0,2.0,1.0,2.0,1.0,55.0,2.0,25.0,28.0,32.0,34.0
980,0.0,12.0,1.0,5.0,18.0,57.0,55.0,41.0,25.0,24.0,1.0,4.0,2.0,1.0,4.0,103.0,25.0,17.0,29.0,24.0,20.0
983,15.0,382.0,34.0,48.0,41.0,32.0,72.0,18.0,13.0,13.0,274.0,57.0,12.0,22.0,55.0,27.0,48.0,23.0,9.0,37.0,25.0
984,0.0,36.0,4.0,5.0,6.0,333.0,463.0,294.0,251.0,339.0,2.0,2.0,11.0,7.0,3.0,290.0,198.0,253.0,215.0,355.0,159.0
985,0.0,7.0,0.0,0.0,0.0,4.0,5.0,1.0,13.0,5.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,2.0,6.0,2.0,5.0
987,708.0,290.0,1859.0,554.0,3541.0,805.0,82.0,563.0,258.0,463.0,3765.0,7.0,747.0,294.0,14396.0,678.0,49.0,190.0,202.0,897.0,304.0
99,25.0,2.0,42.0,14.0,7.0,180.0,707.0,194.0,96.0,91.0,8.0,3.0,29.0,9.0,18.0,119.0,246.0,174.0,79.0,170.0,167.0
991,4.0,3.0,4.0,1.0,5.0,172.0,226.0,137.0,113.0,126.0,2.0,1.0,7.0,3.0,5.0,110.0,116.0,130.0,148.0,148.0,113.0
992,0.0,1.0,6.0,0.0,0.0,1125.0,1301.0,346.0,508.0,419.0,0.0,0.0,0.0,0.0,1.0,870.0,853.0,364.0,418.0,416.0,199.0
996,16.0,6.0,5.0,15.0,38.0,1.0,27.0,3.0,3.0,5.0,23.0,17.0,12.0,12.0,8.0,6.0,17.0,3.0,1.0,3.0,16.0
998,8.0,0.0,2.0,3.0,1.0,71.0,50.0,22.0,17.0,55.0,12.0,1.0,0.0,1.0,3.0,57.0,102.0,30.0,27.0,18.0,21.0
999,8.0,32.0,0.0,5.0,24.0,2.0,1.0,1.0,0.0,1.0,6.0,23.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0
1052,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17_2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
292,5.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0
387,0.0,2.0,1.0,1.0,6.0,2.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
411,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0,2.0,4.0,528.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,433.0,119.0,2.0,1.0,2.0
506,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
59,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
607,1.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0
643,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
753,3.0,9.0,3.0,1.0,0.0,4.0,2.0,1.0,4.0,7.0,1.0,20.0,0.0,1.0,1.0,5.0,7.0,0.0,2.0,1.0,4.0
79,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
917,1.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,6.0
956,2.0,5.0,1.0,1.0,2.0,56.0,50.0,8.0,15.0,17.0,1.0,5.0,1.0,3.0,4.0,23.0,278.0,69.0,11.0,9.0,37.0
454,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
932,2.0,9.0,5.0,1.0,11.0,2.0,6.0,2.0,4.0,2.0,18.0,5.0,7.0,2.0,5.0,3.0,0.0,4.0,4.0,0.0,1.0
