strain_id,A_MTX_5-FC.HUG1_ALO1,A_MTX_Fluconazole.HUG1_ALO1,A_MTX_Metformin.HUG1_ALO1,A_MTX_Trifluoperazine.HUG1_ALO1,A_MTX_noDrug.HUG1_ALO1,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Metformin.HUG1_ALO1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_noDrug.HUG1_ALO1,B_MTX_5-FC.HUG1_ALO1,B_MTX_Fluconazole.HUG1_ALO1,B_MTX_Metformin.HUG1_ALO1,B_MTX_Trifluoperazine.HUG1_ALO1,B_MTX_noDrug.HUG1_ALO1,B_noMTX_5-FC.HUG1_ALO1,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Metformin.HUG1_ALO1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.HUG1_ALO1
897,30.0,11.0,20.0,0.0,9.0,20.0,6.0,9.0,0.0,5.0,107.0,3.0,45.0,20.0,114.0,4.0,3.0,26.0,4.0,12.0,24.0
904,5.0,6.0,0.0,6.0,4.0,44.0,8.0,8.0,0.0,4.0,1.0,6.0,7.0,2.0,3.0,1.0,48.0,2.0,2.0,7.0,2.0
91,39.0,37.0,10.0,15.0,18.0,10.0,18.0,10.0,8.0,3.0,14.0,25.0,23.0,13.0,18.0,3.0,25.0,5.0,5.0,13.0,6.0
911,18.0,2.0,9.0,7.0,5.0,59.0,10.0,25.0,13.0,18.0,21.0,6.0,41.0,17.0,5.0,8.0,150.0,17.0,9.0,24.0,40.0
916,295.0,431.0,1347.0,35.0,105.0,1286.0,822.0,642.0,34.0,560.0,853.0,606.0,4069.0,164.0,254.0,162.0,1098.0,295.0,227.0,706.0,117.0
923,0.0,0.0,0.0,0.0,1.0,1759.0,501.0,227.0,331.0,485.0,3.0,4.0,6.0,0.0,0.0,286.0,1826.0,213.0,259.0,676.0,126.0
924,5.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,7.0,8.0,1.0,0.0,1.0,15.0,0.0,1.0,6.0,1.0
930,1.0,2.0,0.0,0.0,2.0,56.0,21.0,5.0,3.0,23.0,0.0,17.0,7.0,0.0,1.0,9.0,13.0,5.0,5.0,75.0,12.0
931,338.0,2.0,183.0,367.0,279.0,261.0,43.0,129.0,9.0,103.0,258.0,5.0,527.0,255.0,559.0,39.0,24.0,100.0,59.0,325.0,49.0
933,14.0,13.0,1.0,10.0,13.0,2.0,3.0,1.0,1.0,1.0,7.0,18.0,19.0,5.0,18.0,1.0,14.0,1.0,0.0,9.0,2.0
936,23.0,23.0,2.0,6.0,33.0,9.0,56.0,4.0,15.0,4.0,9.0,24.0,25.0,13.0,14.0,4.0,30.0,9.0,7.0,14.0,4.0
937,4.0,3.0,0.0,0.0,3.0,79.0,4.0,4.0,7.0,7.0,1.0,6.0,22.0,0.0,0.0,4.0,16.0,5.0,10.0,39.0,7.0
939,432.0,602.0,473.0,30.0,381.0,424.0,28.0,184.0,103.0,197.0,748.0,11.0,1472.0,584.0,511.0,94.0,66.0,167.0,149.0,445.0,78.0
94,823.0,3126.0,205.0,44.0,303.0,278.0,68.0,129.0,47.0,41.0,1524.0,989.0,1268.0,291.0,224.0,254.0,24.0,121.0,194.0,154.0,30.0
941,2.0,1.0,12.0,1.0,4.0,264.0,22.0,83.0,14.0,106.0,4.0,3.0,117.0,5.0,1.0,49.0,130.0,123.0,84.0,252.0,141.0
942,4.0,0.0,3.0,1.0,1.0,6.0,4.0,3.0,5.0,0.0,3.0,2.0,18.0,4.0,0.0,2.0,12.0,3.0,1.0,16.0,3.0
943,17.0,55.0,11.0,3.0,21.0,27.0,20.0,11.0,40.0,16.0,106.0,24.0,99.0,8.0,1.0,12.0,1315.0,25.0,7.0,23.0,20.0
945,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,14.0,10.0,0.0,1.0,1.0,13.0,0.0,0.0,4.0,1.0
946,0.0,0.0,0.0,0.0,1.0,382.0,158.0,41.0,90.0,129.0,0.0,2.0,5.0,0.0,0.0,59.0,616.0,96.0,63.0,321.0,45.0
953,45.0,24.0,229.0,4.0,44.0,169.0,342.0,30.0,12.0,44.0,267.0,3.0,583.0,82.0,18.0,45.0,30.0,16.0,43.0,169.0,30.0
957,221.0,24.0,289.0,1.0,462.0,169.0,79.0,60.0,25.0,84.0,719.0,359.0,290.0,90.0,602.0,75.0,24.0,60.0,48.0,163.0,25.0
959,6.0,9.0,4.0,1.0,0.0,158.0,168.0,78.0,229.0,80.0,24.0,5.0,28.0,1.0,0.0,69.0,456.0,83.0,96.0,160.0,22.0
960,988.0,12.0,1277.0,23.0,774.0,662.0,15.0,134.0,114.0,206.0,3508.0,16.0,2932.0,203.0,1270.0,131.0,33.0,200.0,162.0,437.0,52.0
962,11.0,2.0,25.0,4.0,5.0,554.0,18.0,228.0,71.0,316.0,25.0,21.0,191.0,8.0,1.0,62.0,42.0,315.0,212.0,363.0,187.0
966,4.0,0.0,7.0,0.0,0.0,253.0,2.0,96.0,108.0,110.0,0.0,0.0,26.0,2.0,2.0,76.0,648.0,101.0,107.0,148.0,68.0
967,135.0,14.0,598.0,34.0,59.0,2020.0,204.0,291.0,148.0,472.0,125.0,61.0,1688.0,55.0,83.0,377.0,651.0,219.0,408.0,1226.0,127.0
972,1450.0,10602.0,776.0,53.0,670.0,1180.0,71.0,277.0,123.0,238.0,3121.0,35932.0,1719.0,982.0,1254.0,161.0,467.0,223.0,244.0,362.0,110.0
973,1.0,3.0,4.0,0.0,0.0,138.0,6.0,91.0,52.0,59.0,0.0,6.0,34.0,0.0,0.0,30.0,6.0,61.0,41.0,136.0,35.0
976,4.0,11.0,1.0,2.0,8.0,698.0,36.0,107.0,61.0,236.0,11.0,30.0,14.0,3.0,12.0,50.0,31.0,90.0,90.0,336.0,53.0
980,5.0,25.0,5.0,2.0,7.0,823.0,252.0,198.0,107.0,258.0,7.0,37.0,16.0,9.0,9.0,120.0,880.0,147.0,153.0,762.0,59.0
983,1383.0,41632.0,553.0,495.0,2556.0,337.0,180.0,118.0,28.0,107.0,3220.0,67441.0,3365.0,1021.0,3107.0,47.0,804.0,115.0,48.0,174.0,86.0
984,4.0,55.0,20.0,1.0,62.0,2557.0,394.0,1125.0,170.0,1025.0,2.0,59.0,52.0,1.0,1.0,466.0,1792.0,746.0,294.0,1777.0,198.0
985,1.0,15.0,0.0,0.0,0.0,9.0,7.0,7.0,30.0,7.0,1.0,6.0,9.0,0.0,0.0,5.0,10.0,13.0,11.0,27.0,7.0
987,144.0,6.0,134.0,3.0,20.0,97.0,14.0,39.0,24.0,81.0,89.0,7.0,221.0,24.0,53.0,13.0,49.0,54.0,44.0,106.0,36.0
99,221.0,177.0,131.0,7.0,142.0,574.0,398.0,103.0,70.0,227.0,281.0,30.0,777.0,33.0,114.0,110.0,1035.0,270.0,225.0,377.0,51.0
991,3.0,0.0,1.0,0.0,3.0,2582.0,54.0,552.0,264.0,843.0,1.0,4.0,28.0,2.0,1.0,610.0,3248.0,542.0,711.0,1215.0,135.0
992,0.0,0.0,1.0,0.0,1.0,671.0,201.0,379.0,103.0,314.0,1.0,1.0,20.0,0.0,1.0,153.0,545.0,364.0,261.0,756.0,157.0
996,61.0,6.0,18.0,5.0,137.0,5.0,190.0,10.0,5.0,17.0,127.0,108.0,72.0,73.0,105.0,2.0,835.0,12.0,7.0,39.0,22.0
998,3.0,4.0,0.0,1.0,1.0,77.0,5.0,3.0,23.0,20.0,4.0,7.0,5.0,1.0,3.0,16.0,46.0,32.0,7.0,43.0,4.0
999,11.0,22.0,10.0,12.0,29.0,6.0,1.0,1.0,1.0,1.0,9.0,28.0,32.0,16.0,28.0,0.0,16.0,1.0,6.0,7.0,3.0
1052,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,46.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0
17_2,1.0,1.0,2.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0
217,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
22,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,6.0,0.0
292,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,19.0,2.0,1.0,6.0,1.0
387,21.0,7.0,1.0,0.0,5.0,8.0,3.0,3.0,2.0,2.0,6.0,13.0,14.0,3.0,4.0,0.0,111.0,1.0,2.0,2.0,5.0
411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,3.0,1.0
44,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
501,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,5.0,14.0,1.0,1.0,0.0,7.0,2.0,1.0,5.0,0.0
506,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,16.0,12.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,0.0
59,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,0.0
607,1.0,0.0,0.0,0.0,0.0,11.0,6.0,7.0,3.0,5.0,2.0,0.0,5.0,2.0,1.0,4.0,16.0,17.0,3.0,13.0,0.0
643,9.0,6.0,9.0,4.0,2.0,7.0,4.0,5.0,0.0,3.0,4.0,5.0,39.0,4.0,2.0,7.0,3.0,13.0,2.0,7.0,12.0
753,6.0,20.0,2.0,3.0,15.0,10.0,19.0,9.0,10.0,4.0,16.0,18.0,5.0,2.0,2.0,10.0,7.0,17.0,13.0,6.0,2.0
79,305.0,35.0,296.0,18.0,178.0,187.0,2.0,31.0,5.0,63.0,317.0,0.0,326.0,39.0,96.0,30.0,120.0,34.0,48.0,108.0,19.0
917,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,10.0,0.0,1.0,5.0,6.0
956,4.0,33.0,0.0,3.0,8.0,62.0,107.0,12.0,24.0,11.0,3.0,27.0,5.0,0.0,5.0,8.0,244.0,19.0,11.0,48.0,5.0
454,0.0,0.0,0.0,0.0,1.0,49.0,35.0,39.0,1.0,23.0,0.0,1.0,9.0,1.0,0.0,16.0,149.0,49.0,21.0,51.0,61.0
932,8.0,2.0,1.0,5.0,4.0,435.0,9.0,46.0,53.0,101.0,9.0,1.0,20.0,4.0,7.0,56.0,78.0,36.0,84.0,87.0,21.0
