strain_id,A_MTX_5-FC.ERV25_ORM2,A_MTX_Fluconazole.ERV25_ORM2,A_MTX_Metformin.ERV25_ORM2,A_MTX_Trifluoperazine.ERV25_ORM2,A_MTX_noDrug.ERV25_ORM2,A_noMTX_5-FC.ERV25_ORM2,A_noMTX_Fluconazole.ERV25_ORM2,A_noMTX_Metformin.ERV25_ORM2,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_noDrug.ERV25_ORM2,B_MTX_5-FC.ERV25_ORM2,B_MTX_Fluconazole.ERV25_ORM2,B_MTX_Metformin.ERV25_ORM2,B_MTX_Trifluoperazine.ERV25_ORM2,B_MTX_noDrug.ERV25_ORM2,B_noMTX_5-FC.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Metformin.ERV25_ORM2,B_noMTX_Trifluoperazine.ERV25_ORM2,B_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_ORM2
892,2.0,2.0,1.0,0.0,0.0,7.0,8.0,7.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,11.0,7.0,2.0,9.0,2.0,1.0
897,2.0,1.0,0.0,4.0,7.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,6.0,5.0
904,0.0,0.0,9.0,0.0,2.0,4.0,16.0,17.0,5.0,5.0,10.0,0.0,38.0,2.0,7.0,11.0,8.0,16.0,17.0,19.0,4.0
91,152.0,95.0,156.0,134.0,313.0,82.0,255.0,141.0,47.0,81.0,323.0,786.0,418.0,143.0,543.0,127.0,20.0,93.0,168.0,109.0,139.0
911,313.0,10.0,236.0,148.0,329.0,65.0,17.0,146.0,98.0,41.0,759.0,50.0,703.0,74.0,710.0,111.0,6.0,187.0,331.0,113.0,220.0
916,176.0,69.0,218.0,170.0,329.0,40.0,110.0,124.0,33.0,83.0,351.0,35.0,521.0,222.0,1598.0,77.0,2.0,47.0,115.0,64.0,29.0
923,18.0,25.0,84.0,14.0,5.0,1346.0,29.0,1251.0,514.0,1223.0,20.0,42.0,177.0,5.0,27.0,1913.0,326.0,1005.0,1275.0,1138.0,257.0
924,4.0,20.0,11.0,0.0,1.0,106.0,0.0,96.0,13.0,56.0,1.0,1.0,65.0,1.0,5.0,201.0,1.0,80.0,73.0,49.0,52.0
930,3.0,1.0,9.0,5.0,1.0,58.0,9.0,163.0,17.0,140.0,18.0,0.0,50.0,2.0,8.0,255.0,598.0,51.0,147.0,168.0,52.0
931,79.0,1.0,77.0,98.0,157.0,22.0,62.0,79.0,16.0,128.0,211.0,0.0,203.0,48.0,366.0,27.0,66.0,67.0,190.0,126.0,51.0
933,3.0,11.0,2.0,6.0,8.0,1.0,7.0,3.0,1.0,10.0,14.0,4.0,16.0,2.0,10.0,2.0,3.0,9.0,6.0,4.0,2.0
936,54.0,22.0,65.0,122.0,284.0,20.0,62.0,65.0,30.0,40.0,195.0,19.0,305.0,119.0,525.0,31.0,12.0,56.0,75.0,23.0,153.0
937,19.0,7.0,37.0,23.0,5.0,57.0,22.0,112.0,70.0,204.0,10.0,2.0,103.0,3.0,16.0,75.0,98.0,76.0,121.0,294.0,39.0
939,411.0,14.0,191.0,946.0,566.0,109.0,89.0,381.0,144.0,128.0,939.0,15.0,797.0,776.0,2183.0,245.0,136.0,678.0,524.0,292.0,117.0
94,171.0,45.0,90.0,228.0,367.0,33.0,9.0,91.0,14.0,47.0,287.0,104.0,444.0,131.0,564.0,24.0,2.0,39.0,117.0,26.0,61.0
941,6.0,6.0,21.0,1.0,5.0,0.0,3.0,14.0,5.0,9.0,5.0,0.0,22.0,1.0,5.0,14.0,31.0,19.0,9.0,4.0,24.0
942,3.0,0.0,7.0,13.0,4.0,9.0,2.0,14.0,7.0,22.0,5.0,0.0,37.0,0.0,12.0,4.0,1.0,27.0,18.0,5.0,4.0
943,1.0,30.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,10.0,11.0,1.0,2.0,2.0,1.0,2.0,7.0,3.0,0.0
945,19.0,1.0,88.0,16.0,4.0,319.0,130.0,744.0,126.0,158.0,18.0,0.0,315.0,2.0,34.0,242.0,1.0,736.0,311.0,170.0,49.0
946,1.0,4.0,0.0,1.0,0.0,4.0,6.0,13.0,12.0,15.0,2.0,0.0,7.0,0.0,0.0,11.0,6.0,34.0,26.0,12.0,6.0
953,24.0,695.0,68.0,20.0,24.0,163.0,143.0,191.0,71.0,94.0,99.0,1355.0,171.0,6.0,84.0,264.0,2.0,337.0,158.0,333.0,64.0
957,31.0,71.0,22.0,9.0,32.0,29.0,14.0,48.0,25.0,36.0,93.0,22.0,78.0,33.0,97.0,114.0,10.0,64.0,88.0,28.0,37.0
959,1561.0,31.0,6231.0,2299.0,842.0,16134.0,11707.0,44217.0,13224.0,23071.0,3961.0,23.0,20827.0,1242.0,2158.0,20818.0,2426.0,29878.0,32473.0,14232.0,3825.0
960,230.0,3.0,663.0,147.0,173.0,80.0,8.0,1277.0,102.0,246.0,732.0,1.0,2755.0,108.0,280.0,273.0,21.0,337.0,293.0,240.0,56.0
962,20.0,1.0,24.0,3.0,13.0,10.0,3.0,15.0,3.0,4.0,34.0,1.0,51.0,9.0,39.0,16.0,1.0,8.0,13.0,5.0,12.0
966,4.0,0.0,25.0,16.0,4.0,62.0,0.0,238.0,13.0,128.0,20.0,0.0,115.0,2.0,8.0,64.0,4.0,267.0,29.0,138.0,21.0
967,187.0,47.0,168.0,76.0,110.0,729.0,41.0,1030.0,389.0,301.0,323.0,5.0,424.0,46.0,259.0,721.0,25.0,1089.0,1042.0,993.0,73.0
972,80.0,2050.0,70.0,39.0,35.0,63.0,25.0,107.0,56.0,32.0,199.0,649.0,378.0,56.0,203.0,88.0,16.0,56.0,151.0,88.0,44.0
973,0.0,2.0,391.0,9.0,1.0,106.0,1.0,592.0,36.0,142.0,17.0,2.0,412.0,2.0,2.0,143.0,0.0,652.0,183.0,196.0,54.0
976,19.0,17.0,82.0,10.0,13.0,163.0,302.0,333.0,65.0,165.0,144.0,1.0,346.0,13.0,40.0,140.0,1.0,972.0,301.0,83.0,96.0
980,14.0,53.0,39.0,14.0,10.0,62.0,23.0,194.0,31.0,41.0,40.0,31.0,125.0,7.0,4.0,26.0,16.0,129.0,189.0,59.0,65.0
983,413.0,3897.0,393.0,315.0,776.0,70.0,56.0,256.0,55.0,314.0,859.0,1402.0,815.0,480.0,1773.0,203.0,1.0,342.0,234.0,218.0,191.0
984,103.0,67.0,720.0,101.0,27.0,445.0,494.0,1395.0,298.0,816.0,214.0,33.0,1770.0,56.0,114.0,503.0,198.0,710.0,696.0,570.0,100.0
985,1.0,2.0,7.0,8.0,0.0,7.0,9.0,45.0,19.0,50.0,1.0,4.0,132.0,1.0,6.0,13.0,3.0,72.0,81.0,22.0,5.0
987,11.0,5.0,12.0,5.0,13.0,18.0,1.0,122.0,10.0,23.0,5.0,1.0,49.0,5.0,29.0,36.0,8.0,44.0,38.0,30.0,34.0
99,203.0,10.0,138.0,37.0,57.0,133.0,56.0,89.0,36.0,59.0,143.0,2.0,153.0,34.0,194.0,127.0,201.0,160.0,94.0,151.0,101.0
991,8.0,54.0,29.0,6.0,6.0,672.0,30.0,1116.0,239.0,417.0,19.0,173.0,66.0,2.0,11.0,317.0,9.0,298.0,498.0,859.0,119.0
992,8.0,7.0,87.0,6.0,6.0,145.0,299.0,474.0,83.0,174.0,25.0,27.0,167.0,6.0,10.0,103.0,96.0,166.0,228.0,124.0,86.0
996,61.0,103.0,43.0,125.0,164.0,157.0,15.0,436.0,59.0,293.0,215.0,106.0,122.0,43.0,327.0,237.0,776.0,241.0,293.0,403.0,29.0
998,0.0,7.0,2.0,2.0,6.0,72.0,1.0,80.0,2.0,32.0,1.0,4.0,5.0,0.0,0.0,27.0,3.0,69.0,105.0,1.0,16.0
999,102.0,69.0,13.0,120.0,8.0,0.0,1.0,3.0,8.0,1.0,201.0,7.0,29.0,51.0,22.0,3.0,2.0,3.0,10.0,1.0,0.0
1052,0.0,38.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0,14.0,4.0,1.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0
17_2,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0
217,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0
22,2.0,197.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,0.0,2.0,26.0,14.0,20.0,15.0,4.0,3.0,3.0,6.0,3.0,1.0
292,1.0,8.0,1.0,5.0,1.0,4.0,41.0,5.0,1.0,3.0,2.0,5.0,13.0,0.0,8.0,3.0,25.0,4.0,1.0,2.0,0.0
387,2.0,12.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,17.0,1.0,3.0,6.0,0.0,7.0,10.0,3.0,17.0
411,4.0,1.0,2.0,2.0,8.0,1.0,0.0,8.0,0.0,0.0,5.0,1.0,9.0,2.0,4.0,3.0,0.0,1.0,3.0,2.0,1.0
44,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
501,0.0,0.0,2.0,8.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,7.0,0.0,4.0,5.0,7.0,4.0,4.0,1.0,6.0
506,3.0,11.0,19.0,4.0,5.0,2.0,1.0,53.0,7.0,22.0,2.0,1.0,43.0,14.0,8.0,5.0,3.0,40.0,19.0,1.0,11.0
59,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0
607,6.0,1.0,2.0,3.0,4.0,0.0,13.0,6.0,2.0,4.0,6.0,0.0,14.0,3.0,8.0,4.0,30.0,6.0,7.0,3.0,0.0
643,44.0,2.0,14.0,9.0,10.0,3.0,34.0,2.0,5.0,4.0,23.0,1.0,12.0,8.0,59.0,3.0,1.0,13.0,10.0,6.0,17.0
753,0.0,25.0,0.0,6.0,1.0,4.0,6.0,13.0,19.0,9.0,3.0,5.0,19.0,1.0,2.0,11.0,2.0,19.0,32.0,12.0,6.0
79,3.0,1.0,17.0,4.0,4.0,7.0,0.0,38.0,29.0,27.0,12.0,0.0,77.0,3.0,2.0,12.0,1.0,188.0,71.0,28.0,21.0
917,0.0,2.0,1.0,6.0,0.0,4.0,7.0,7.0,8.0,13.0,0.0,1.0,11.0,1.0,5.0,12.0,1.0,17.0,14.0,2.0,4.0
956,4.0,12.0,16.0,16.0,1.0,3.0,7.0,11.0,13.0,28.0,5.0,8.0,39.0,5.0,19.0,14.0,1.0,24.0,46.0,18.0,3.0
454,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,6.0,16.0,2.0,4.0
932,3.0,7.0,2.0,2.0,6.0,6.0,1.0,68.0,128.0,6.0,2.0,2.0,27.0,0.0,5.0,22.0,1.0,7.0,6.0,95.0,2.0
