strain_id,A_MTX_5-FC.MID2_MAM33,A_MTX_Fluconazole.MID2_MAM33,A_MTX_Metformin.MID2_MAM33,A_MTX_Trifluoperazine.MID2_MAM33,A_MTX_noDrug.MID2_MAM33,A_noMTX_5-FC.MID2_MAM33,A_noMTX_Fluconazole.MID2_MAM33,A_noMTX_Metformin.MID2_MAM33,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_noDrug.MID2_MAM33,B_MTX_5-FC.MID2_MAM33,B_MTX_Fluconazole.MID2_MAM33,B_MTX_Metformin.MID2_MAM33,B_MTX_Trifluoperazine.MID2_MAM33,B_MTX_noDrug.MID2_MAM33,B_noMTX_5-FC.MID2_MAM33,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Metformin.MID2_MAM33,B_noMTX_Trifluoperazine.MID2_MAM33,B_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_MAM33
911,88.0,148.0,425.0,375.0,225.0,207.0,3.0,249.0,104.0,71.0,106.0,175.0,239.0,298.0,580.0,164.0,42.0,346.0,161.0,246.0,90.0
916,41.0,5.0,18.0,13.0,24.0,20.0,66.0,15.0,11.0,18.0,23.0,5.0,39.0,10.0,18.0,18.0,28.0,65.0,14.0,16.0,9.0
923,0.0,3.0,2.0,0.0,0.0,450.0,193.0,128.0,117.0,172.0,0.0,0.0,4.0,2.0,0.0,356.0,146.0,226.0,239.0,457.0,134.0
924,4.0,7.0,1.0,3.0,3.0,22.0,1.0,17.0,5.0,9.0,4.0,82.0,1.0,2.0,2.0,12.0,3.0,7.0,20.0,11.0,8.0
930,5.0,5.0,1.0,6.0,7.0,95.0,836.0,41.0,38.0,51.0,1.0,10.0,0.0,4.0,2.0,54.0,54.0,86.0,100.0,166.0,21.0
931,630.0,5.0,113.0,457.0,347.0,98.0,411.0,117.0,46.0,87.0,373.0,5.0,83.0,1563.0,951.0,115.0,100.0,91.0,150.0,279.0,65.0
933,29.0,5.0,12.0,11.0,31.0,2.0,3.0,0.0,2.0,2.0,12.0,12.0,4.0,13.0,23.0,2.0,6.0,3.0,2.0,7.0,2.0
936,55.0,28.0,139.0,9.0,93.0,206.0,133.0,78.0,146.0,80.0,105.0,82.0,136.0,28.0,133.0,131.0,120.0,157.0,117.0,202.0,54.0
937,7.0,4.0,1.0,1.0,12.0,8.0,4.0,1.0,8.0,6.0,2.0,5.0,1.0,1.0,1.0,6.0,11.0,9.0,6.0,17.0,6.0
939,33.0,10.0,124.0,83.0,80.0,17.0,22.0,36.0,19.0,24.0,43.0,10.0,46.0,79.0,176.0,33.0,25.0,25.0,22.0,52.0,22.0
94,733.0,16725.0,1009.0,1796.0,2716.0,255.0,161.0,263.0,193.0,116.0,1403.0,5508.0,381.0,1667.0,1907.0,298.0,191.0,603.0,265.0,316.0,124.0
941,3.0,0.0,4.0,3.0,6.0,6.0,14.0,1.0,2.0,6.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,6.0,1.0
942,53.0,0.0,128.0,22.0,4.0,68.0,1.0,12.0,7.0,36.0,105.0,1.0,13.0,6.0,12.0,34.0,3.0,10.0,18.0,35.0,21.0
943,41.0,11.0,34.0,11.0,2.0,97.0,42.0,18.0,29.0,27.0,96.0,42.0,12.0,8.0,6.0,54.0,8.0,16.0,26.0,76.0,17.0
945,0.0,6.0,2.0,2.0,0.0,206.0,1.0,115.0,53.0,98.0,0.0,1.0,1.0,0.0,0.0,128.0,20.0,121.0,176.0,237.0,33.0
946,2.0,0.0,1.0,1.0,1.0,5.0,17.0,34.0,9.0,20.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,15.0,8.0,36.0,5.0
953,17.0,1.0,9.0,9.0,12.0,89.0,8.0,23.0,22.0,14.0,9.0,3.0,4.0,10.0,11.0,36.0,10.0,26.0,25.0,88.0,20.0
957,117.0,3.0,27.0,57.0,110.0,44.0,11.0,12.0,12.0,29.0,73.0,9.0,65.0,71.0,105.0,29.0,10.0,36.0,17.0,50.0,24.0
959,1.0,1.0,19.0,0.0,4.0,5535.0,5050.0,1616.0,3025.0,2447.0,0.0,480.0,6.0,0.0,2.0,2865.0,2379.0,3092.0,2787.0,4220.0,696.0
960,376.0,4136.0,920.0,1863.0,4653.0,771.0,318.0,223.0,279.0,340.0,954.0,9.0,535.0,1016.0,681.0,457.0,261.0,363.0,441.0,639.0,85.0
962,4.0,5.0,13.0,2.0,14.0,984.0,73.0,165.0,238.0,162.0,2.0,2.0,15.0,5.0,8.0,447.0,173.0,232.0,218.0,352.0,114.0
966,0.0,4.0,3.0,3.0,1.0,140.0,6.0,32.0,95.0,74.0,2.0,1.0,2.0,2.0,2.0,29.0,13.0,23.0,71.0,60.0,29.0
967,14.0,5.0,147.0,12.0,26.0,146.0,15.0,137.0,68.0,109.0,53.0,12.0,99.0,28.0,8.0,136.0,9.0,151.0,125.0,199.0,59.0
972,460.0,7259.0,192.0,393.0,3129.0,826.0,147.0,165.0,144.0,313.0,412.0,2402.0,132.0,1063.0,412.0,543.0,389.0,170.0,257.0,474.0,143.0
973,2.0,8.0,9.0,0.0,2.0,180.0,8.0,157.0,82.0,136.0,0.0,3.0,3.0,0.0,0.0,136.0,4.0,101.0,89.0,206.0,54.0
976,0.0,1.0,2.0,7.0,11.0,137.0,113.0,27.0,9.0,66.0,10.0,8.0,5.0,2.0,7.0,44.0,56.0,95.0,40.0,84.0,16.0
980,16.0,20.0,11.0,19.0,30.0,340.0,695.0,145.0,73.0,111.0,4.0,19.0,5.0,8.0,11.0,155.0,959.0,115.0,274.0,153.0,38.0
983,230.0,500.0,724.0,830.0,1994.0,116.0,12.0,58.0,71.0,110.0,698.0,4537.0,334.0,718.0,688.0,82.0,48.0,117.0,36.0,178.0,46.0
984,2.0,23.0,13.0,10.0,13.0,1079.0,190.0,717.0,634.0,814.0,1.0,113.0,15.0,17.0,3.0,809.0,487.0,1455.0,474.0,1342.0,178.0
985,0.0,10.0,1.0,1.0,0.0,49.0,5.0,13.0,6.0,18.0,0.0,3.0,1.0,0.0,0.0,20.0,5.0,91.0,35.0,20.0,9.0
987,40.0,0.0,21.0,12.0,25.0,20.0,3.0,5.0,10.0,16.0,23.0,4.0,50.0,18.0,67.0,19.0,25.0,9.0,15.0,56.0,5.0
99,66.0,6.0,128.0,24.0,59.0,219.0,44.0,69.0,162.0,184.0,56.0,7.0,48.0,43.0,19.0,154.0,63.0,237.0,126.0,252.0,76.0
991,4.0,1.0,1.0,1.0,9.0,96.0,9.0,161.0,126.0,113.0,6.0,45.0,5.0,3.0,1.0,106.0,59.0,259.0,175.0,230.0,44.0
992,1.0,0.0,10.0,1.0,0.0,615.0,483.0,297.0,256.0,307.0,0.0,3.0,1.0,0.0,1.0,400.0,525.0,342.0,382.0,513.0,95.0
996,1315.0,52.0,314.0,1850.0,3559.0,433.0,2452.0,125.0,175.0,184.0,2521.0,105.0,85.0,2973.0,2211.0,345.0,1750.0,121.0,362.0,242.0,172.0
998,90.0,4.0,3.0,2.0,13.0,51.0,2.0,9.0,6.0,9.0,39.0,9.0,1.0,3.0,18.0,8.0,118.0,3.0,10.0,19.0,4.0
999,336.0,3559.0,393.0,1455.0,2547.0,42.0,15.0,2.0,21.0,8.0,713.0,12766.0,69.0,1390.0,1716.0,13.0,140.0,6.0,113.0,13.0,131.0
1052,0.0,10.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0
17_2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
217,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
292,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0
387,158.0,114.0,43.0,51.0,1698.0,66.0,18.0,14.0,26.0,24.0,269.0,197.0,5.0,141.0,42.0,44.0,64.0,3.0,25.0,40.0,14.0
411,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,2.0,1.0
44,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
501,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0
506,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,51.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0
607,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,3.0,4.0,0.0
643,2.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,5.0,2.0
753,7.0,5.0,1.0,3.0,7.0,0.0,5.0,2.0,0.0,1.0,4.0,13.0,4.0,0.0,2.0,3.0,0.0,1.0,6.0,2.0,1.0
79,8.0,1.0,4.0,2.0,6.0,0.0,2.0,3.0,1.0,1.0,15.0,0.0,1.0,4.0,2.0,0.0,5.0,0.0,0.0,6.0,2.0
917,1.0,14.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,4.0,5.0,1.0,3.0,7.0,1.0
956,4.0,10.0,1.0,2.0,3.0,58.0,3.0,12.0,33.0,37.0,4.0,26.0,1.0,2.0,4.0,50.0,55.0,37.0,30.0,59.0,16.0
454,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,2.0
932,9.0,10.0,4.0,8.0,12.0,3.0,2.0,3.0,0.0,1.0,20.0,44.0,4.0,7.0,10.0,2.0,25.0,1.0,3.0,5.0,1.0
