strain_id,A_MTX_5-FC.HNM1_MAM33,A_MTX_Fluconazole.HNM1_MAM33,A_MTX_Metformin.HNM1_MAM33,A_MTX_Trifluoperazine.HNM1_MAM33,A_MTX_noDrug.HNM1_MAM33,A_noMTX_5-FC.HNM1_MAM33,A_noMTX_Fluconazole.HNM1_MAM33,A_noMTX_Metformin.HNM1_MAM33,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_noDrug.HNM1_MAM33,B_MTX_5-FC.HNM1_MAM33,B_MTX_Fluconazole.HNM1_MAM33,B_MTX_Metformin.HNM1_MAM33,B_MTX_Trifluoperazine.HNM1_MAM33,B_MTX_noDrug.HNM1_MAM33,B_noMTX_5-FC.HNM1_MAM33,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Metformin.HNM1_MAM33,B_noMTX_Trifluoperazine.HNM1_MAM33,B_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.HNM1_MAM33
91,124.0,187.0,439.0,576.0,528.0,133.0,317.0,170.0,241.0,178.0,403.0,1549.0,388.0,431.0,322.0,86.0,95.0,193.0,307.0,32.0,48.0
911,82.0,6.0,189.0,210.0,166.0,295.0,28.0,92.0,127.0,59.0,396.0,13.0,129.0,90.0,15.0,215.0,9.0,213.0,167.0,21.0,107.0
916,43.0,8.0,266.0,286.0,29.0,207.0,179.0,219.0,245.0,290.0,112.0,10.0,142.0,142.0,40.0,150.0,207.0,144.0,159.0,33.0,84.0
923,0.0,3.0,3.0,0.0,1.0,103.0,16.0,38.0,45.0,62.0,0.0,0.0,1.0,2.0,0.0,73.0,17.0,25.0,90.0,16.0,112.0
924,3.0,17.0,4.0,3.0,0.0,8.0,3.0,11.0,20.0,8.0,3.0,5.0,2.0,5.0,0.0,37.0,2.0,15.0,10.0,3.0,10.0
930,0.0,5.0,2.0,2.0,2.0,110.0,38.0,77.0,29.0,31.0,4.0,4.0,2.0,3.0,1.0,139.0,12.0,38.0,98.0,7.0,24.0
931,40.0,6.0,146.0,95.0,36.0,127.0,704.0,108.0,93.0,238.0,257.0,7.0,165.0,70.0,51.0,132.0,239.0,116.0,221.0,26.0,82.0
933,9.0,24.0,18.0,45.0,10.0,4.0,8.0,1.0,2.0,4.0,19.0,19.0,6.0,6.0,13.0,6.0,5.0,2.0,3.0,4.0,2.0
936,252.0,38.0,629.0,348.0,513.0,234.0,217.0,197.0,417.0,378.0,587.0,20.0,516.0,115.0,339.0,145.0,96.0,195.0,486.0,66.0,106.0
937,2.0,1.0,0.0,6.0,2.0,11.0,11.0,3.0,8.0,9.0,6.0,7.0,7.0,2.0,3.0,18.0,0.0,7.0,9.0,7.0,0.0
939,110.0,8.0,238.0,713.0,300.0,240.0,21.0,170.0,102.0,257.0,261.0,6.0,207.0,840.0,432.0,139.0,4.0,126.0,224.0,32.0,92.0
94,1034.0,326.0,323.0,564.0,793.0,424.0,59.0,80.0,151.0,233.0,1235.0,394.0,272.0,593.0,655.0,202.0,12.0,133.0,118.0,18.0,75.0
941,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,6.0,0.0,2.0,3.0,0.0,3.0,7.0,4.0,2.0
942,3.0,0.0,8.0,4.0,7.0,4.0,3.0,4.0,0.0,2.0,7.0,0.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0
943,2.0,23.0,8.0,13.0,2.0,1.0,117.0,1.0,1.0,1.0,1.0,22.0,0.0,7.0,5.0,0.0,17.0,0.0,11.0,1.0,1.0
945,1.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
946,0.0,5.0,0.0,3.0,0.0,2.0,14.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0
953,5.0,16.0,10.0,23.0,6.0,9.0,1.0,3.0,3.0,8.0,3.0,15.0,7.0,7.0,3.0,9.0,5.0,6.0,14.0,9.0,0.0
957,5.0,9.0,5.0,3.0,3.0,7.0,7.0,1.0,3.0,6.0,6.0,11.0,6.0,3.0,2.0,8.0,5.0,5.0,4.0,3.0,1.0
959,2.0,7.0,39.0,7.0,5.0,3483.0,1170.0,4429.0,2996.0,4255.0,26.0,10.0,27.0,3.0,6.0,3793.0,95.0,1421.0,3820.0,698.0,1187.0
960,486.0,2.0,177.0,624.0,591.0,50.0,12.0,66.0,71.0,82.0,312.0,0.0,160.0,158.0,132.0,137.0,64.0,35.0,89.0,16.0,13.0
962,1.0,5.0,5.0,23.0,1.0,21.0,11.0,56.0,19.0,22.0,4.0,1.0,3.0,4.0,1.0,9.0,6.0,3.0,45.0,12.0,8.0
966,4.0,0.0,10.0,4.0,0.0,3.0,2.0,6.0,3.0,4.0,4.0,2.0,9.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0
967,10.0,25.0,69.0,8.0,6.0,63.0,4.0,84.0,34.0,91.0,69.0,7.0,59.0,12.0,6.0,47.0,12.0,30.0,65.0,19.0,25.0
972,796.0,4345.0,269.0,987.0,2812.0,179.0,278.0,104.0,93.0,174.0,2662.0,3737.0,214.0,14838.0,2098.0,118.0,372.0,82.0,120.0,17.0,53.0
973,0.0,11.0,8.0,1.0,0.0,32.0,9.0,36.0,38.0,120.0,1.0,6.0,5.0,2.0,0.0,22.0,20.0,88.0,53.0,18.0,13.0
976,1.0,21.0,3.0,22.0,5.0,3.0,3.0,2.0,4.0,7.0,5.0,17.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,0.0,0.0
980,2.0,68.0,6.0,127.0,17.0,6.0,12.0,1.0,6.0,9.0,7.0,80.0,1.0,14.0,5.0,8.0,7.0,15.0,7.0,8.0,2.0
983,457.0,483.0,259.0,1252.0,378.0,53.0,8.0,75.0,45.0,55.0,1106.0,954.0,133.0,479.0,487.0,44.0,8.0,47.0,26.0,11.0,36.0
984,2.0,19.0,26.0,13.0,8.0,265.0,17.0,149.0,179.0,201.0,18.0,62.0,7.0,4.0,3.0,255.0,58.0,197.0,268.0,46.0,60.0
985,2.0,4.0,1.0,2.0,1.0,9.0,10.0,1.0,7.0,7.0,0.0,23.0,1.0,1.0,1.0,7.0,2.0,8.0,2.0,10.0,1.0
987,5.0,27.0,12.0,5.0,6.0,6.0,7.0,4.0,8.0,4.0,19.0,4.0,12.0,13.0,13.0,11.0,14.0,7.0,9.0,3.0,0.0
99,85.0,36.0,96.0,64.0,19.0,93.0,287.0,191.0,68.0,270.0,346.0,5.0,65.0,52.0,21.0,65.0,17.0,74.0,69.0,19.0,72.0
991,4.0,4.0,7.0,2.0,2.0,100.0,241.0,76.0,149.0,109.0,15.0,1.0,10.0,1.0,2.0,103.0,6061.0,81.0,133.0,26.0,42.0
992,0.0,0.0,1.0,0.0,1.0,106.0,18.0,46.0,27.0,29.0,2.0,0.0,1.0,4.0,2.0,93.0,33.0,42.0,81.0,26.0,9.0
996,488.0,44.0,83.0,308.0,1381.0,84.0,532.0,110.0,69.0,117.0,1584.0,6.0,43.0,239.0,795.0,36.0,32.0,27.0,61.0,12.0,93.0
998,7.0,13.0,6.0,3.0,4.0,5.0,9.0,1.0,4.0,4.0,11.0,5.0,0.0,6.0,1.0,4.0,10.0,4.0,5.0,2.0,5.0
999,26.0,10.0,26.0,90.0,164.0,1.0,2.0,2.0,7.0,2.0,256.0,6.0,17.0,45.0,71.0,0.0,5.0,2.0,10.0,1.0,11.0
1052,1.0,48.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
17_2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
217,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0
292,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
387,1.0,8.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0
411,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
501,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0
506,1.0,1.0,3.0,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
607,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,1.0,1.0
643,5.0,2.0,2.0,7.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
753,0.0,9.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,1.0,4.0,0.0,4.0,1.0,4.0,0.0,7.0,7.0,3.0,1.0
79,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,3.0,2.0
917,0.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,5.0,9.0,0.0,5.0
956,1.0,6.0,2.0,2.0,2.0,18.0,3.0,18.0,14.0,6.0,1.0,29.0,3.0,4.0,1.0,18.0,24.0,24.0,7.0,3.0,10.0
454,0.0,3.0,3.0,2.0,0.0,142.0,2.0,75.0,47.0,51.0,0.0,1.0,2.0,0.0,1.0,83.0,6.0,12.0,55.0,7.0,29.0
932,3.0,7.0,6.0,18.0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,8.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0
