strain_id,A_MTX_5-FC.MID2_TPO4,A_MTX_Fluconazole.MID2_TPO4,A_MTX_Metformin.MID2_TPO4,A_MTX_Trifluoperazine.MID2_TPO4,A_MTX_noDrug.MID2_TPO4,A_noMTX_5-FC.MID2_TPO4,A_noMTX_Fluconazole.MID2_TPO4,A_noMTX_Metformin.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_noDrug.MID2_TPO4,B_MTX_5-FC.MID2_TPO4,B_MTX_Fluconazole.MID2_TPO4,B_MTX_Metformin.MID2_TPO4,B_MTX_Trifluoperazine.MID2_TPO4,B_MTX_noDrug.MID2_TPO4,B_noMTX_5-FC.MID2_TPO4,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Metformin.MID2_TPO4,B_noMTX_Trifluoperazine.MID2_TPO4,B_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.MID2_TPO4
911,443.0,61.0,218.0,143.0,3.0,391.0,117.0,25.0,205.0,131.0,386.0,129.0,675.0,415.0,116.0,205.0,56.0,506.0,201.0,248.0,192.0
916,62.0,43.0,42.0,24.0,0.0,70.0,5.0,16.0,22.0,18.0,129.0,3.0,181.0,55.0,16.0,23.0,6.0,62.0,32.0,40.0,15.0
923,0.0,10.0,5.0,0.0,0.0,198.0,26.0,18.0,70.0,38.0,3.0,0.0,11.0,0.0,0.0,137.0,151.0,185.0,95.0,124.0,85.0
924,1.0,4.0,1.0,0.0,0.0,5.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,6.0,5.0,5.0,0.0,1.0
930,0.0,3.0,1.0,1.0,1.0,68.0,5.0,10.0,27.0,24.0,1.0,0.0,4.0,0.0,0.0,120.0,17.0,150.0,41.0,146.0,42.0
931,209.0,25.0,230.0,36.0,4.0,160.0,73.0,36.0,109.0,81.0,344.0,33.0,861.0,165.0,71.0,84.0,29.0,395.0,99.0,221.0,114.0
933,1.0,23.0,5.0,3.0,0.0,1.0,4.0,4.0,3.0,0.0,10.0,5.0,9.0,2.0,2.0,3.0,1.0,6.0,3.0,1.0,3.0
936,121.0,782.0,46.0,98.0,4.0,38.0,44.0,29.0,36.0,21.0,60.0,351.0,159.0,367.0,48.0,53.0,7.0,108.0,49.0,108.0,47.0
937,0.0,6.0,5.0,0.0,0.0,236.0,28.0,11.0,10.0,19.0,0.0,1.0,53.0,0.0,0.0,67.0,24.0,86.0,43.0,72.0,54.0
939,50.0,10.0,29.0,69.0,14.0,52.0,20.0,22.0,41.0,24.0,86.0,3.0,340.0,148.0,51.0,61.0,1.0,111.0,46.0,56.0,47.0
94,1503.0,1605.0,290.0,725.0,11.0,253.0,108.0,22.0,136.0,127.0,1732.0,4760.0,725.0,1951.0,201.0,252.0,299.0,483.0,176.0,329.0,113.0
941,0.0,1.0,4.0,2.0,2.0,56.0,30.0,13.0,10.0,19.0,2.0,0.0,14.0,0.0,0.0,62.0,279.0,78.0,32.0,65.0,26.0
942,1.0,0.0,7.0,11.0,2.0,47.0,6.0,3.0,9.0,5.0,31.0,0.0,28.0,44.0,4.0,6.0,12.0,30.0,28.0,11.0,18.0
943,1.0,33.0,1.0,4.0,4.0,16.0,16.0,8.0,5.0,2.0,4.0,9.0,10.0,2.0,4.0,14.0,10.0,15.0,10.0,30.0,11.0
945,1.0,3.0,1.0,0.0,0.0,11.0,2.0,3.0,5.0,3.0,0.0,3.0,11.0,0.0,0.0,6.0,4.0,12.0,5.0,13.0,8.0
946,1.0,0.0,0.0,1.0,0.0,85.0,51.0,4.0,36.0,28.0,1.0,0.0,10.0,0.0,0.0,39.0,12.0,116.0,71.0,108.0,24.0
953,4.0,6.0,7.0,1.0,3.0,22.0,3.0,6.0,10.0,6.0,15.0,1.0,20.0,3.0,3.0,32.0,9.0,21.0,13.0,36.0,17.0
957,157.0,461.0,107.0,47.0,3.0,120.0,14.0,17.0,36.0,29.0,402.0,10.0,327.0,44.0,42.0,58.0,273.0,69.0,29.0,85.0,61.0
959,4.0,2.0,5.0,7.0,3.0,292.0,136.0,131.0,353.0,282.0,35.0,0.0,27.0,5.0,3.0,705.0,62.0,328.0,612.0,999.0,232.0
960,760.0,14.0,417.0,361.0,64.0,266.0,47.0,48.0,171.0,103.0,1512.0,0.0,924.0,1006.0,211.0,204.0,106.0,483.0,231.0,236.0,76.0
962,0.0,2.0,13.0,5.0,2.0,89.0,9.0,11.0,22.0,20.0,5.0,0.0,4.0,4.0,2.0,83.0,11.0,59.0,52.0,85.0,40.0
966,0.0,0.0,0.0,3.0,1.0,4.0,51.0,14.0,15.0,10.0,1.0,0.0,3.0,0.0,0.0,17.0,29.0,16.0,16.0,4.0,8.0
967,302.0,14.0,328.0,89.0,1.0,369.0,88.0,41.0,180.0,147.0,308.0,5.0,885.0,241.0,113.0,184.0,265.0,766.0,237.0,356.0,150.0
972,469.0,4639.0,147.0,266.0,8.0,271.0,169.0,32.0,80.0,66.0,1478.0,1573.0,383.0,1748.0,217.0,277.0,436.0,216.0,82.0,309.0,113.0
973,0.0,3.0,5.0,1.0,0.0,37.0,1.0,16.0,24.0,24.0,3.0,1.0,8.0,1.0,0.0,65.0,6.0,81.0,44.0,121.0,45.0
976,1.0,9.0,0.0,1.0,1.0,78.0,105.0,9.0,88.0,51.0,1.0,5.0,5.0,2.0,0.0,110.0,147.0,84.0,62.0,142.0,56.0
980,6.0,42.0,21.0,3.0,0.0,179.0,135.0,27.0,94.0,104.0,3.0,5.0,55.0,8.0,2.0,218.0,157.0,265.0,139.0,264.0,73.0
983,292.0,9455.0,198.0,152.0,12.0,59.0,5.0,22.0,32.0,33.0,756.0,4410.0,734.0,498.0,137.0,144.0,76.0,44.0,34.0,66.0,54.0
984,2.0,22.0,135.0,2.0,0.0,650.0,179.0,230.0,268.0,319.0,3.0,4.0,422.0,2.0,1.0,599.0,389.0,1023.0,349.0,1075.0,294.0
985,0.0,0.0,1.0,1.0,0.0,14.0,3.0,11.0,17.0,6.0,1.0,0.0,3.0,1.0,0.0,25.0,3.0,23.0,14.0,30.0,14.0
987,349.0,10.0,331.0,74.0,0.0,150.0,5.0,40.0,35.0,41.0,418.0,0.0,805.0,269.0,98.0,70.0,207.0,249.0,67.0,86.0,72.0
99,141.0,80.0,68.0,85.0,3.0,153.0,4.0,32.0,98.0,37.0,292.0,12.0,1515.0,143.0,42.0,136.0,50.0,296.0,87.0,193.0,128.0
991,4.0,2.0,18.0,5.0,0.0,284.0,27.0,62.0,146.0,98.0,5.0,1.0,29.0,1.0,0.0,176.0,1106.0,223.0,142.0,309.0,81.0
992,0.0,0.0,48.0,0.0,0.0,937.0,2195.0,142.0,497.0,504.0,3.0,1.0,386.0,2.0,0.0,955.0,2036.0,1257.0,609.0,1226.0,286.0
996,126.0,216.0,8.0,65.0,31.0,95.0,548.0,8.0,65.0,30.0,208.0,85.0,61.0,177.0,26.0,103.0,2511.0,95.0,87.0,144.0,122.0
998,0.0,4.0,1.0,1.0,0.0,15.0,1.0,3.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,13.0,8.0,15.0,8.0,9.0,9.0
999,19.0,1684.0,16.0,30.0,19.0,8.0,3.0,2.0,16.0,1.0,22.0,440.0,60.0,55.0,8.0,5.0,15.0,6.0,19.0,5.0,80.0
1052,1.0,9.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0
17_2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
22,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,4.0,1.0
292,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0
387,4.0,7.0,0.0,3.0,1.0,14.0,8.0,3.0,2.0,4.0,7.0,1.0,2.0,3.0,1.0,24.0,11041.0,22.0,4.0,17.0,13.0
411,5.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0
44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
501,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,0.0,1.0,1.0,0.0,14.0,4.0,16.0,1.0,11.0,5.0
506,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
607,4.0,1.0,1.0,0.0,0.0,12.0,598.0,7.0,11.0,6.0,0.0,0.0,6.0,0.0,2.0,28.0,704.0,78.0,12.0,20.0,9.0
643,1.0,6.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0
753,0.0,18.0,2.0,3.0,0.0,9.0,30.0,8.0,13.0,3.0,3.0,12.0,2.0,3.0,4.0,16.0,5.0,44.0,28.0,2.0,4.0
79,2.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,5.0,7.0,0.0,1.0,0.0
917,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0,0.0
956,2.0,9.0,11.0,3.0,0.0,35.0,16.0,13.0,21.0,15.0,1.0,13.0,9.0,0.0,2.0,42.0,1.0,47.0,38.0,77.0,21.0
454,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,1.0,6.0
932,3.0,4.0,2.0,4.0,3.0,11.0,0.0,4.0,1.0,0.0,6.0,2.0,4.0,2.0,0.0,2.0,4.0,3.0,3.0,0.0,1.0
