strain_id,A_MTX_5-FC.ERG11_ACF2,A_MTX_Fluconazole.ERG11_ACF2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Trifluoperazine.ERG11_ACF2,A_MTX_noDrug.ERG11_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Metformin.ERG11_ACF2,A_noMTX_Trifluoperazine.ERG11_ACF2,A_noMTX_noDrug.ERG11_ACF2,B_MTX_5-FC.ERG11_ACF2,B_MTX_Fluconazole.ERG11_ACF2,B_MTX_Metformin.ERG11_ACF2,B_MTX_Trifluoperazine.ERG11_ACF2,B_MTX_noDrug.ERG11_ACF2,B_noMTX_5-FC.ERG11_ACF2,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Metformin.ERG11_ACF2,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.ERG11_ACF2
904,0.0,1.0,0.0,3.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,7.0,10.0,2.0,0.0
91,86.0,16.0,794.0,113.0,95.0,111.0,1919.0,550.0,4.0,193.0,81.0,311.0,897.0,129.0,82.0,82.0,1381.0,623.0,577.0,48.0,154.0
911,306.0,11.0,665.0,470.0,104.0,697.0,2.0,1202.0,11.0,494.0,205.0,46.0,748.0,236.0,124.0,428.0,2.0,802.0,760.0,40.0,209.0
916,27.0,14.0,95.0,11.0,6.0,54.0,8.0,203.0,4.0,89.0,45.0,4.0,117.0,15.0,11.0,60.0,3.0,119.0,135.0,23.0,55.0
923,0.0,4.0,0.0,0.0,0.0,53.0,6.0,108.0,5.0,29.0,0.0,0.0,2.0,0.0,0.0,84.0,156.0,81.0,151.0,8.0,65.0
924,0.0,1.0,0.0,1.0,0.0,14.0,3.0,68.0,1.0,18.0,1.0,3.0,5.0,0.0,0.0,20.0,0.0,107.0,14.0,4.0,11.0
930,0.0,3.0,2.0,0.0,0.0,12.0,1.0,19.0,2.0,15.0,2.0,0.0,4.0,1.0,1.0,23.0,7.0,5.0,11.0,6.0,21.0
931,52.0,2.0,295.0,10.0,16.0,85.0,8.0,405.0,3.0,161.0,38.0,0.0,228.0,41.0,14.0,106.0,5.0,266.0,235.0,18.0,114.0
933,5.0,3.0,9.0,14.0,9.0,8.0,8.0,26.0,0.0,27.0,3.0,6.0,19.0,2.0,9.0,2.0,1.0,15.0,43.0,4.0,53.0
936,69.0,23.0,1262.0,29.0,22.0,104.0,28.0,256.0,13.0,130.0,95.0,17.0,932.0,108.0,33.0,93.0,386.0,468.0,338.0,19.0,90.0
937,2.0,2.0,1.0,2.0,2.0,24.0,6.0,31.0,7.0,7.0,0.0,2.0,16.0,1.0,2.0,5.0,4.0,27.0,88.0,13.0,25.0
939,143.0,2.0,207.0,268.0,131.0,144.0,4.0,275.0,14.0,202.0,127.0,0.0,227.0,230.0,141.0,85.0,4.0,177.0,164.0,31.0,170.0
94,186.0,34.0,267.0,84.0,428.0,94.0,5.0,225.0,5.0,135.0,155.0,57.0,460.0,189.0,52.0,137.0,6.0,72.0,219.0,17.0,41.0
941,0.0,1.0,1.0,1.0,1.0,25.0,4.0,48.0,0.0,1.0,1.0,0.0,11.0,1.0,0.0,25.0,0.0,62.0,63.0,6.0,36.0
942,8.0,0.0,35.0,1.0,1.0,19.0,0.0,19.0,1.0,22.0,16.0,0.0,31.0,4.0,0.0,13.0,3.0,10.0,12.0,2.0,25.0
943,1.0,10.0,1.0,3.0,1.0,3.0,9.0,4.0,0.0,3.0,4.0,7.0,7.0,2.0,0.0,2.0,7.0,6.0,23.0,1.0,11.0
945,0.0,1.0,0.0,1.0,0.0,16.0,0.0,20.0,4.0,15.0,1.0,1.0,3.0,0.0,0.0,7.0,2.0,25.0,16.0,7.0,6.0
946,0.0,1.0,0.0,0.0,0.0,1.0,4.0,37.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,7.0
953,36.0,10.0,163.0,35.0,53.0,91.0,4.0,324.0,1.0,197.0,12.0,2.0,213.0,61.0,10.0,90.0,321.0,452.0,287.0,9.0,166.0
957,375.0,25.0,235.0,105.0,148.0,165.0,1.0,180.0,2.0,148.0,172.0,16.0,200.0,49.0,342.0,153.0,3.0,167.0,155.0,29.0,62.0
959,10.0,1.0,25.0,17.0,4.0,416.0,185.0,1148.0,240.0,442.0,32.0,4.0,136.0,16.0,6.0,387.0,1677.0,1521.0,3180.0,225.0,708.0
960,793.0,3.0,2756.0,1232.0,10546.0,516.0,2.0,1053.0,10.0,410.0,925.0,0.0,4919.0,871.0,2152.0,260.0,1.0,1155.0,414.0,75.0,182.0
962,3.0,1.0,1.0,7.0,6.0,14.0,1.0,5.0,6.0,1.0,2.0,0.0,11.0,1.0,1.0,7.0,4.0,6.0,40.0,2.0,20.0
966,0.0,1.0,2.0,0.0,0.0,17.0,6.0,43.0,4.0,18.0,1.0,1.0,11.0,0.0,0.0,16.0,294.0,89.0,70.0,11.0,27.0
967,16.0,6.0,254.0,18.0,3.0,253.0,12.0,571.0,6.0,305.0,9.0,8.0,586.0,27.0,2.0,277.0,359.0,538.0,357.0,56.0,100.0
972,403.0,495.0,258.0,517.0,79.0,156.0,16.0,354.0,3.0,125.0,286.0,244.0,390.0,485.0,122.0,123.0,1135.0,410.0,344.0,21.0,66.0
973,1.0,2.0,1.0,0.0,0.0,39.0,9.0,131.0,4.0,59.0,1.0,0.0,7.0,0.0,0.0,37.0,0.0,271.0,170.0,11.0,59.0
976,0.0,11.0,0.0,1.0,5.0,21.0,2.0,19.0,8.0,6.0,1.0,10.0,4.0,0.0,2.0,7.0,0.0,24.0,36.0,2.0,35.0
980,3.0,24.0,0.0,8.0,6.0,47.0,292.0,160.0,5.0,131.0,2.0,18.0,3.0,1.0,0.0,101.0,4.0,155.0,54.0,18.0,22.0
983,313.0,292.0,168.0,64.0,178.0,27.0,8.0,60.0,2.0,43.0,137.0,384.0,356.0,143.0,81.0,29.0,8.0,33.0,37.0,28.0,24.0
984,2.0,17.0,5.0,3.0,1.0,104.0,14.0,280.0,12.0,134.0,4.0,16.0,15.0,2.0,0.0,66.0,14.0,213.0,197.0,38.0,67.0
985,0.0,2.0,3.0,0.0,0.0,8.0,4.0,17.0,2.0,5.0,0.0,2.0,8.0,2.0,0.0,7.0,2.0,19.0,27.0,13.0,1.0
987,21.0,2.0,206.0,0.0,5.0,97.0,1.0,232.0,3.0,109.0,37.0,0.0,240.0,59.0,4.0,87.0,6.0,224.0,87.0,42.0,113.0
99,82.0,1.0,153.0,31.0,13.0,139.0,14.0,208.0,2.0,212.0,62.0,18.0,345.0,30.0,16.0,187.0,18.0,186.0,372.0,42.0,128.0
991,3.0,2.0,0.0,0.0,0.0,227.0,48.0,481.0,13.0,227.0,1.0,1.0,2.0,1.0,0.0,231.0,15.0,561.0,1141.0,120.0,122.0
992,0.0,0.0,0.0,0.0,0.0,86.0,28.0,51.0,10.0,124.0,2.0,0.0,3.0,0.0,1.0,74.0,8.0,58.0,63.0,27.0,54.0
996,39.0,4.0,7.0,11.0,12.0,2.0,8.0,33.0,1.0,15.0,20.0,2.0,10.0,13.0,6.0,4.0,14.0,13.0,26.0,8.0,42.0
998,2.0,4.0,2.0,0.0,0.0,20.0,1.0,37.0,2.0,9.0,1.0,0.0,5.0,0.0,0.0,8.0,1.0,21.0,22.0,1.0,23.0
999,4.0,9.0,5.0,6.0,5.0,1.0,1.0,3.0,2.0,0.0,15.0,1.0,9.0,5.0,3.0,1.0,2.0,3.0,9.0,0.0,6.0
1052,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
217,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
22,0.0,8.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,1.0,11.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0
292,5.0,0.0,0.0,0.0,1.0,2.0,43.0,3.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,36.0,11.0,6.0,1.0,0.0
387,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,1.0,0.0,0.0,19.0,4.0,1.0,2.0,1.0
411,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
501,2.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,69.0,11.0,1.0,0.0,0.0
506,0.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,9.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0
59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
607,2.0,1.0,1.0,2.0,9.0,4.0,18.0,13.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,11.0,6.0,24.0,9.0,3.0,14.0
643,3.0,0.0,0.0,2.0,2.0,0.0,8.0,4.0,4.0,6.0,3.0,0.0,7.0,1.0,0.0,2.0,1.0,2.0,7.0,0.0,4.0
753,1.0,3.0,5.0,5.0,15.0,11.0,26.0,18.0,11.0,3.0,0.0,13.0,13.0,2.0,4.0,16.0,5.0,38.0,49.0,1.0,11.0
79,3.0,0.0,0.0,0.0,5.0,8.0,2.0,8.0,1.0,9.0,2.0,0.0,18.0,1.0,0.0,2.0,4.0,5.0,13.0,3.0,4.0
917,0.0,0.0,2.0,0.0,0.0,3.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,14.0,4.0,1.0
956,2.0,11.0,3.0,4.0,7.0,6.0,17.0,9.0,15.0,3.0,2.0,10.0,4.0,4.0,5.0,11.0,1.0,29.0,50.0,3.0,6.0
454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0
932,1.0,3.0,2.0,1.0,5.0,2.0,0.0,7.0,3.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,8.0,5.0,1.0,1.0
