strain_id,A_MTX_5-FC.DHH1_LSM3,A_MTX_Fluconazole.DHH1_LSM3,A_MTX_Metformin.DHH1_LSM3,A_MTX_Trifluoperazine.DHH1_LSM3,A_MTX_noDrug.DHH1_LSM3,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Metformin.DHH1_LSM3,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_noDrug.DHH1_LSM3,B_MTX_5-FC.DHH1_LSM3,B_MTX_Fluconazole.DHH1_LSM3,B_MTX_Metformin.DHH1_LSM3,B_MTX_Trifluoperazine.DHH1_LSM3,B_MTX_noDrug.DHH1_LSM3,B_noMTX_5-FC.DHH1_LSM3,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Metformin.DHH1_LSM3,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.DHH1_LSM3
897,2.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,11.0,1.0,1.0,0.0,3.0,1.0,0.0,6.0,1.0
904,26.0,13.0,24.0,1.0,6.0,20.0,640.0,81.0,63.0,204.0,3.0,2.0,575.0,9.0,22.0,7.0,6856.0,6.0,129.0,86.0,5.0
91,5700.0,5802.0,622.0,624.0,1488.0,70.0,124.0,545.0,220.0,310.0,1834.0,1148.0,3290.0,2525.0,4093.0,138.0,288.0,39.0,241.0,292.0,24.0
911,746.0,287.0,143.0,109.0,216.0,139.0,662.0,144.0,84.0,327.0,245.0,203.0,376.0,203.0,288.0,58.0,297.0,14.0,211.0,331.0,34.0
916,4309.0,540.0,639.0,163.0,872.0,405.0,14.0,1540.0,241.0,1076.0,1732.0,70.0,7923.0,511.0,1590.0,285.0,44.0,103.0,314.0,1034.0,68.0
923,36.0,210.0,88.0,0.0,2.0,403.0,2129.0,392.0,325.0,701.0,15.0,7.0,519.0,25.0,30.0,172.0,533.0,57.0,625.0,584.0,82.0
924,4.0,14.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,5.0,6.0,3.0,3.0,1.0,6.0,3.0,0.0,7.0,0.0
930,12.0,5.0,3.0,0.0,1.0,10.0,16.0,2.0,3.0,4.0,1.0,1.0,13.0,2.0,5.0,9.0,32.0,2.0,9.0,15.0,1.0
931,2381.0,180.0,197.0,554.0,699.0,79.0,23.0,146.0,91.0,372.0,487.0,31.0,837.0,473.0,1308.0,61.0,52.0,33.0,112.0,193.0,20.0
933,43.0,15.0,11.0,17.0,15.0,6.0,28.0,5.0,1.0,10.0,3.0,7.0,45.0,7.0,31.0,3.0,108.0,1.0,7.0,5.0,0.0
936,3614.0,4321.0,327.0,472.0,621.0,142.0,52.0,649.0,294.0,515.0,1301.0,1204.0,1474.0,2316.0,1407.0,241.0,6.0,59.0,265.0,312.0,48.0
937,15.0,6.0,0.0,1.0,3.0,13.0,9.0,5.0,7.0,14.0,3.0,1.0,30.0,0.0,10.0,17.0,36.0,2.0,6.0,18.0,3.0
939,4511.0,1535.0,86.0,237.0,855.0,102.0,36.0,173.0,109.0,289.0,1725.0,285.0,655.0,950.0,1912.0,89.0,2015.0,24.0,128.0,192.0,40.0
94,69.0,416.0,27.0,19.0,61.0,18.0,7.0,15.0,8.0,6.0,32.0,332.0,56.0,46.0,28.0,20.0,25.0,7.0,31.0,5.0,2.0
941,48.0,3.0,4.0,5.0,7.0,17.0,25.0,11.0,7.0,13.0,1.0,0.0,27.0,4.0,8.0,8.0,9.0,11.0,5.0,37.0,2.0
942,45.0,3.0,11.0,3.0,7.0,5.0,3.0,2.0,2.0,14.0,2.0,0.0,18.0,20.0,20.0,9.0,8.0,4.0,4.0,13.0,0.0
943,14.0,32.0,0.0,3.0,1.0,4.0,4.0,2.0,3.0,8.0,1.0,33.0,11.0,3.0,3.0,3.0,19.0,1.0,0.0,17.0,2.0
945,22.0,10.0,1.0,1.0,4.0,9.0,4.0,3.0,9.0,10.0,2.0,1.0,10.0,0.0,7.0,8.0,11.0,6.0,7.0,20.0,2.0
946,22.0,7.0,0.0,0.0,1.0,34.0,13.0,9.0,19.0,33.0,2.0,5.0,21.0,0.0,2.0,5.0,177.0,6.0,18.0,27.0,3.0
953,719.0,34.0,19.0,55.0,97.0,30.0,9.0,29.0,31.0,72.0,102.0,52.0,173.0,78.0,479.0,13.0,37.0,6.0,36.0,104.0,14.0
957,44.0,26.0,10.0,6.0,43.0,17.0,13.0,13.0,9.0,11.0,12.0,15.0,26.0,38.0,18.0,10.0,13.0,16.0,7.0,26.0,3.0
959,52.0,10.0,23.0,12.0,37.0,242.0,259.0,255.0,158.0,147.0,13.0,7.0,146.0,62.0,17.0,300.0,502.0,198.0,652.0,206.0,26.0
960,9837.0,326.0,483.0,1081.0,1607.0,837.0,1242.0,2195.0,1206.0,3409.0,3814.0,127.0,4386.0,3639.0,4914.0,513.0,1949.0,165.0,1716.0,4430.0,211.0
962,28.0,43.0,2.0,2.0,5.0,19.0,6.0,11.0,4.0,11.0,2.0,19.0,21.0,12.0,11.0,15.0,19.0,10.0,11.0,12.0,2.0
966,17.0,2.0,19.0,7.0,2.0,124.0,6.0,116.0,63.0,171.0,0.0,2.0,147.0,7.0,3.0,36.0,13.0,15.0,59.0,145.0,14.0
967,2431.0,43.0,170.0,153.0,490.0,307.0,574.0,284.0,174.0,629.0,1150.0,21.0,1515.0,388.0,1740.0,135.0,283.0,35.0,213.0,811.0,70.0
972,7618.0,15186.0,684.0,436.0,1230.0,240.0,85.0,214.0,110.0,306.0,2525.0,10623.0,1891.0,2370.0,3540.0,62.0,5396.0,26.0,217.0,364.0,33.0
973,16.0,17.0,28.0,1.0,4.0,85.0,7.0,212.0,108.0,471.0,14.0,9.0,790.0,1.0,19.0,61.0,299.0,16.0,129.0,899.0,74.0
976,24.0,47.0,1.0,3.0,10.0,29.0,12.0,36.0,37.0,91.0,4.0,2.0,36.0,12.0,17.0,5.0,12.0,3.0,65.0,172.0,14.0
980,83.0,231.0,68.0,9.0,23.0,422.0,2911.0,386.0,397.0,921.0,27.0,85.0,689.0,24.0,29.0,118.0,1946.0,38.0,354.0,739.0,46.0
983,1667.0,7197.0,74.0,137.0,635.0,50.0,25.0,98.0,24.0,135.0,540.0,1644.0,1666.0,557.0,903.0,77.0,114.0,18.0,36.0,211.0,35.0
984,75.0,195.0,82.0,5.0,11.0,137.0,65.0,275.0,92.0,275.0,34.0,79.0,734.0,10.0,2.0,150.0,70.0,87.0,86.0,240.0,28.0
985,15.0,11.0,10.0,0.0,4.0,93.0,6.0,220.0,54.0,181.0,1.0,8.0,167.0,0.0,3.0,60.0,27.0,19.0,58.0,91.0,19.0
987,69.0,8.0,22.0,7.0,112.0,50.0,3.0,89.0,13.0,53.0,31.0,11.0,80.0,118.0,131.0,33.0,8.0,19.0,25.0,29.0,4.0
99,5953.0,326.0,165.0,219.0,1038.0,115.0,218.0,287.0,135.0,464.0,2242.0,78.0,1540.0,1310.0,2645.0,135.0,521.0,40.0,125.0,523.0,43.0
991,55.0,5.0,17.0,8.0,8.0,155.0,10.0,555.0,135.0,189.0,2.0,1.0,154.0,23.0,15.0,70.0,385.0,42.0,272.0,90.0,24.0
992,18.0,15.0,30.0,1.0,0.0,241.0,85.0,488.0,276.0,509.0,11.0,15.0,294.0,20.0,2.0,110.0,225.0,55.0,363.0,441.0,48.0
996,56.0,24.0,8.0,8.0,46.0,14.0,37.0,9.0,7.0,9.0,19.0,34.0,30.0,24.0,31.0,15.0,33.0,1.0,9.0,9.0,1.0
998,25.0,28.0,3.0,6.0,7.0,9.0,8.0,6.0,1.0,3.0,0.0,3.0,20.0,4.0,7.0,3.0,10.0,0.0,3.0,10.0,0.0
999,68.0,219.0,6.0,10.0,40.0,5.0,11.0,3.0,3.0,10.0,9.0,73.0,47.0,35.0,38.0,0.0,31.0,1.0,0.0,6.0,3.0
1052,11.0,43.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,69.0,4.0,3.0,3.0,1.0,9.0,1.0,1.0,6.0,0.0
17_2,2.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,13.0,0.0,2.0
217,1.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
22,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
292,8.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,5.0,0.0,1.0,4.0,1.0
387,46.0,35.0,13.0,6.0,9.0,60.0,218.0,88.0,87.0,296.0,3.0,3.0,300.0,4.0,5.0,28.0,427.0,13.0,89.0,340.0,128.0
411,22.0,10.0,2.0,0.0,5.0,2.0,3.0,4.0,5.0,4.0,1.0,3.0,14.0,8.0,7.0,2.0,7.0,0.0,0.0,6.0,0.0
44,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
501,16.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,6.0,4.0,4.0,7.0,0.0,1.0,2.0,0.0
506,12.0,10.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,8.0,5.0,5.0,1.0,17.0,1.0,1.0,0.0,0.0
59,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,0.0
607,2.0,2.0,1.0,1.0,2.0,5.0,13.0,8.0,4.0,10.0,2.0,0.0,15.0,3.0,2.0,9.0,1.0,2.0,0.0,3.0,1.0
643,23.0,18.0,2.0,1.0,7.0,4.0,11.0,5.0,14.0,23.0,2.0,1.0,35.0,6.0,6.0,6.0,10.0,3.0,4.0,40.0,7.0
753,9.0,49.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,7.0,0.0,21.0,14.0,5.0,4.0,6.0,2.0,3.0,1.0,15.0,1.0
79,25.0,0.0,6.0,0.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,21.0,18.0,13.0,3.0,3.0,8.0,1.0,9.0,0.0
917,11.0,4.0,3.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,29.0,3.0,4.0,6.0,30.0,0.0,3.0,6.0,0.0
956,12.0,30.0,2.0,0.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,23.0,12.0,2.0,3.0,6.0,12.0,2.0,2.0,4.0,2.0
454,3.0,5.0,1.0,0.0,0.0,8.0,68.0,15.0,13.0,35.0,1.0,3.0,33.0,0.0,0.0,8.0,334.0,5.0,11.0,53.0,13.0
932,35.0,32.0,86.0,7.0,17.0,110.0,6.0,430.0,212.0,493.0,16.0,6.0,625.0,11.0,19.0,66.0,3075.0,24.0,205.0,431.0,22.0
