strain_id,A_MTX_5-FC.ERV25_RBD2,A_MTX_Fluconazole.ERV25_RBD2,A_MTX_Metformin.ERV25_RBD2,A_MTX_Trifluoperazine.ERV25_RBD2,A_MTX_noDrug.ERV25_RBD2,A_noMTX_5-FC.ERV25_RBD2,A_noMTX_Fluconazole.ERV25_RBD2,A_noMTX_Metformin.ERV25_RBD2,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_noDrug.ERV25_RBD2,B_MTX_5-FC.ERV25_RBD2,B_MTX_Fluconazole.ERV25_RBD2,B_MTX_Metformin.ERV25_RBD2,B_MTX_Trifluoperazine.ERV25_RBD2,B_MTX_noDrug.ERV25_RBD2,B_noMTX_5-FC.ERV25_RBD2,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Metformin.ERV25_RBD2,B_noMTX_Trifluoperazine.ERV25_RBD2,B_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_RBD2
911,39.0,9.0,6.0,19.0,8.0,12.0,7.0,5.0,4.0,12.0,18.0,3.0,14.0,17.0,20.0,8.0,7.0,4.0,3.0,5.0,9.0
916,38.0,9.0,12.0,10.0,8.0,35.0,14.0,12.0,8.0,10.0,39.0,2.0,55.0,28.0,13.0,10.0,33.0,8.0,6.0,19.0,4.0
923,15.0,1.0,6.0,3.0,3.0,51.0,50.0,6.0,16.0,10.0,31.0,7.0,6.0,5.0,3.0,8.0,29.0,8.0,21.0,13.0,9.0
924,5.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0
930,2.0,4.0,1.0,1.0,1.0,8.0,6.0,3.0,6.0,4.0,1.0,4.0,4.0,1.0,0.0,1.0,19.0,2.0,3.0,4.0,4.0
931,101109.0,11.0,7494.0,94093.0,75187.0,163.0,26.0,383.0,109.0,698.0,71485.0,10.0,5293.0,61156.0,134693.0,201.0,11.0,326.0,265.0,255.0,90.0
933,31.0,18.0,2.0,36.0,18.0,2.0,6.0,2.0,4.0,1.0,34.0,11.0,7.0,17.0,38.0,1.0,11.0,1.0,6.0,1.0,1.0
936,30.0,58.0,4.0,16.0,17.0,15.0,9.0,15.0,25.0,6.0,32.0,15.0,24.0,29.0,14.0,7.0,57.0,10.0,14.0,11.0,6.0
937,2.0,7.0,2.0,2.0,2.0,15.0,16.0,18.0,46.0,6.0,5.0,4.0,11.0,4.0,1.0,13.0,63.0,12.0,12.0,8.0,3.0
939,267.0,24.0,1740.0,122.0,188.0,79.0,328.0,119.0,100.0,259.0,758.0,7.0,1080.0,109.0,206.0,84.0,972.0,54.0,126.0,85.0,32.0
94,47.0,167.0,13.0,36.0,21.0,84.0,28.0,11.0,13.0,15.0,59.0,267.0,43.0,47.0,17.0,9.0,76.0,19.0,11.0,16.0,3.0
941,1.0,0.0,0.0,1.0,2.0,15.0,15.0,3.0,2.0,3.0,4.0,1.0,8.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,5.0
942,6.0,5.0,3.0,2.0,2.0,10.0,6.0,4.0,16.0,8.0,10.0,8.0,10.0,5.0,1.0,5.0,25.0,5.0,6.0,5.0,1.0
943,1.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,3.0,13.0,5.0,4.0,1.0,0.0,26.0,2.0,1.0,0.0,0.0
945,1.0,1.0,0.0,0.0,1.0,6.0,13.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,14.0,1.0,12.0,2.0,1.0
946,2.0,35.0,0.0,1.0,0.0,11.0,11.0,4.0,14.0,5.0,7.0,37.0,2.0,0.0,1.0,2.0,39.0,2.0,6.0,4.0,0.0
953,39.0,43.0,2.0,39.0,20.0,10.0,4.0,4.0,4.0,3.0,40.0,17.0,6.0,10.0,11.0,5.0,37.0,2.0,3.0,2.0,1.0
957,31.0,16.0,3.0,12.0,17.0,14.0,22.0,19.0,10.0,8.0,27.0,24.0,5.0,12.0,8.0,8.0,148.0,5.0,4.0,6.0,5.0
959,6.0,28.0,64.0,9.0,4.0,13014.0,22863.0,12106.0,11968.0,12739.0,27.0,36.0,166.0,1.0,3.0,13634.0,72813.0,10671.0,16931.0,11983.0,1288.0
960,64.0,29.0,94.0,42.0,37.0,2083.0,60.0,1759.0,581.0,1580.0,98.0,3.0,103.0,55.0,35.0,2123.0,443.0,1074.0,814.0,1098.0,68.0
962,3.0,13.0,4.0,5.0,4.0,51.0,8.0,8.0,24.0,16.0,5.0,9.0,20.0,7.0,2.0,12.0,4.0,43.0,10.0,30.0,13.0
966,0.0,1.0,2.0,1.0,3.0,26.0,2.0,9.0,15.0,4.0,1.0,1.0,12.0,4.0,2.0,4.0,3.0,9.0,5.0,9.0,7.0
967,11.0,6.0,14.0,7.0,6.0,63.0,12.0,18.0,16.0,17.0,8.0,14.0,39.0,12.0,5.0,23.0,8.0,12.0,25.0,22.0,9.0
972,102.0,1009.0,10.0,29.0,65.0,39.0,11.0,9.0,6.0,10.0,96.0,1235.0,51.0,48.0,57.0,11.0,64.0,8.0,5.0,10.0,2.0
973,2.0,4.0,0.0,0.0,0.0,10.0,7.0,10.0,5.0,40.0,0.0,9.0,6.0,0.0,0.0,17.0,10.0,19.0,11.0,31.0,14.0
976,10.0,4.0,0.0,2.0,5.0,19.0,2.0,4.0,4.0,1.0,8.0,7.0,8.0,6.0,7.0,5.0,1.0,2.0,6.0,9.0,1.0
980,27.0,30.0,5.0,24.0,15.0,30.0,42.0,9.0,10.0,6.0,12.0,12.0,13.0,12.0,22.0,17.0,32.0,6.0,11.0,10.0,7.0
983,38.0,556.0,9.0,51.0,79.0,20.0,2.0,9.0,14.0,1.0,56.0,375.0,46.0,92.0,33.0,7.0,12.0,3.0,5.0,4.0,3.0
984,21.0,28.0,189.0,127.0,23.0,2118.0,120.0,2571.0,818.0,2154.0,40.0,17.0,294.0,32.0,15.0,2540.0,444.0,1653.0,1138.0,2380.0,192.0
985,2.0,3.0,3.0,0.0,0.0,10.0,9.0,15.0,36.0,4.0,0.0,3.0,1.0,0.0,0.0,13.0,47.0,9.0,10.0,11.0,1.0
987,7.0,0.0,0.0,3.0,2.0,15.0,1.0,3.0,2.0,2.0,13.0,3.0,18.0,14.0,12.0,6.0,5.0,6.0,4.0,5.0,5.0
99,27.0,6.0,382.0,7.0,3.0,32.0,14.0,143.0,69.0,56.0,59.0,5.0,441.0,20.0,34.0,8.0,13.0,125.0,72.0,67.0,10.0
991,3.0,1.0,1.0,2.0,1.0,50.0,5.0,14.0,31.0,18.0,6.0,0.0,2.0,4.0,0.0,16.0,29.0,9.0,31.0,20.0,8.0
992,1.0,0.0,0.0,0.0,1.0,53.0,39.0,24.0,28.0,28.0,0.0,5.0,4.0,1.0,1.0,35.0,42.0,22.0,28.0,23.0,8.0
996,2800.0,19.0,348.0,14.0,25.0,92.0,2466.0,59.0,61.0,111.0,1832.0,78.0,740.0,29.0,25.0,74.0,1393.0,56.0,148.0,92.0,35.0
998,13.0,3.0,1.0,7.0,6.0,2.0,4.0,1.0,0.0,3.0,8.0,2.0,1.0,6.0,4.0,1.0,11.0,1.0,1.0,2.0,3.0
999,17.0,41.0,1.0,24.0,8.0,5.0,8.0,0.0,0.0,0.0,19.0,27.0,1.0,31.0,29.0,2.0,8.0,1.0,4.0,2.0,1.0
1052,1.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17_2,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0
217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
22,2.0,21.0,0.0,5.0,6.0,10.0,0.0,3.0,0.0,0.0,0.0,12.0,4.0,13.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0
292,4.0,1.0,0.0,0.0,2.0,2.0,29.0,0.0,6.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,5.0,2.0,3.0,2.0
387,2.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,0.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,0.0,8.0,8.0,0.0
411,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0
501,1.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0
506,1.0,8.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
59,1.0,0.0,0.0,3.0,0.0,5.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0
607,3.0,2.0,0.0,3.0,1.0,7.0,8.0,1.0,3.0,2.0,2.0,0.0,1.0,6.0,0.0,1.0,10.0,5.0,0.0,1.0,1.0
643,4.0,7.0,0.0,0.0,0.0,11.0,1.0,2.0,7.0,0.0,4.0,0.0,3.0,3.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0
753,0.0,2.0,0.0,1.0,0.0,6.0,3.0,6.0,24.0,16.0,4.0,7.0,3.0,1.0,0.0,5.0,14.0,1.0,15.0,3.0,0.0
79,7.0,2.0,5.0,1.0,1.0,4.0,8.0,4.0,7.0,3.0,26.0,0.0,8.0,17.0,2.0,2.0,28.0,3.0,4.0,0.0,3.0
917,3.0,2.0,1.0,0.0,0.0,7.0,7.0,8.0,26.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,54.0,2.0,3.0,5.0,1.0
956,2.0,6.0,0.0,1.0,2.0,11.0,3.0,7.0,9.0,4.0,1.0,9.0,2.0,0.0,1.0,6.0,14.0,4.0,5.0,8.0,0.0
454,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,1.0
932,13.0,2.0,3.0,10.0,6.0,10.0,2.0,7.0,0.0,1.0,24.0,0.0,9.0,11.0,13.0,1.0,20.0,0.0,3.0,3.0,1.0
