strain_id,A_MTX_5-FC.ERV25_ERG5,A_MTX_Fluconazole.ERV25_ERG5,A_MTX_Metformin.ERV25_ERG5,A_MTX_Trifluoperazine.ERV25_ERG5,A_MTX_noDrug.ERV25_ERG5,A_noMTX_5-FC.ERV25_ERG5,A_noMTX_Fluconazole.ERV25_ERG5,A_noMTX_Metformin.ERV25_ERG5,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_noDrug.ERV25_ERG5,B_MTX_5-FC.ERV25_ERG5,B_MTX_Fluconazole.ERV25_ERG5,B_MTX_Metformin.ERV25_ERG5,B_MTX_Trifluoperazine.ERV25_ERG5,B_MTX_noDrug.ERV25_ERG5,B_noMTX_5-FC.ERV25_ERG5,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Metformin.ERV25_ERG5,B_noMTX_Trifluoperazine.ERV25_ERG5,B_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.ERV25_ERG5
897,3.0,1.0,2.0,9.0,2.0,14.0,0.0,4.0,0.0,1.0,33.0,0.0,1.0,6.0,3.0,4.0,1.0,1.0,66.0,4.0,23.0
904,0.0,0.0,0.0,0.0,0.0,7.0,650.0,2.0,2.0,27.0,4.0,0.0,2.0,2.0,3.0,6.0,1.0,14.0,16.0,5.0,9.0
91,109.0,26.0,138.0,37.0,53.0,119.0,178.0,230.0,44.0,64.0,54.0,16.0,41.0,59.0,117.0,24.0,26.0,49.0,193.0,173.0,43.0
911,313.0,825.0,270.0,116.0,215.0,279.0,175.0,630.0,181.0,304.0,642.0,9632.0,317.0,287.0,253.0,226.0,228.0,112.0,427.0,236.0,225.0
916,353.0,35.0,242.0,96.0,596.0,184.0,106.0,517.0,58.0,213.0,554.0,162.0,702.0,157.0,1294.0,164.0,151.0,75.0,234.0,236.0,96.0
923,7.0,172.0,16.0,1.0,0.0,625.0,111.0,594.0,141.0,199.0,8.0,92.0,38.0,4.0,1.0,415.0,116.0,62.0,449.0,328.0,602.0
924,1.0,0.0,1.0,1.0,0.0,34.0,1.0,23.0,8.0,10.0,1.0,0.0,9.0,0.0,0.0,9.0,1.0,2.0,9.0,8.0,8.0
930,2.0,2.0,10.0,1.0,0.0,60.0,4.0,145.0,14.0,83.0,7.0,1.0,94.0,1.0,0.0,55.0,5.0,18.0,60.0,80.0,34.0
931,748.0,19.0,753.0,161.0,1298.0,330.0,321.0,770.0,239.0,553.0,1218.0,8.0,2286.0,273.0,1480.0,338.0,22.0,150.0,592.0,684.0,226.0
933,2.0,7.0,1.0,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,10.0,4.0,9.0,1.0,1.0,1.0,8.0,2.0,3.0
936,356.0,94.0,533.0,444.0,588.0,286.0,103.0,901.0,219.0,401.0,740.0,1383.0,749.0,616.0,874.0,212.0,11.0,167.0,656.0,524.0,154.0
937,2.0,26.0,2.0,4.0,2.0,132.0,14.0,101.0,39.0,17.0,2.0,1.0,12.0,2.0,8.0,18.0,1.0,12.0,169.0,27.0,58.0
939,301.0,10.0,140.0,48.0,395.0,304.0,67.0,248.0,126.0,123.0,941.0,2.0,454.0,243.0,658.0,141.0,99.0,48.0,412.0,221.0,126.0
94,181.0,1041.0,140.0,256.0,487.0,121.0,523.0,267.0,151.0,264.0,326.0,1000.0,721.0,557.0,737.0,276.0,211.0,45.0,223.0,374.0,71.0
941,5.0,0.0,6.0,2.0,6.0,8.0,8.0,28.0,7.0,16.0,2.0,15.0,9.0,0.0,5.0,19.0,8.0,5.0,4.0,1.0,25.0
942,17.0,5.0,45.0,10.0,5.0,72.0,2.0,95.0,34.0,23.0,156.0,0.0,31.0,28.0,8.0,10.0,0.0,8.0,77.0,75.0,41.0
943,3.0,4.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,2.0,1.0
945,1.0,0.0,2.0,0.0,0.0,20.0,1.0,23.0,18.0,24.0,0.0,0.0,12.0,0.0,2.0,28.0,0.0,14.0,39.0,20.0,19.0
946,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,113.0,1.0,7.0,2.0,2.0
953,10.0,43.0,12.0,13.0,5.0,84.0,2.0,37.0,24.0,19.0,16.0,1.0,10.0,13.0,11.0,30.0,2.0,8.0,96.0,21.0,83.0
957,137.0,52.0,57.0,3.0,131.0,73.0,6.0,161.0,23.0,26.0,321.0,199.0,140.0,29.0,353.0,33.0,0.0,8.0,56.0,39.0,48.0
959,284.0,25.0,504.0,206.0,96.0,8648.0,11563.0,8806.0,3877.0,4891.0,172.0,684.0,1781.0,388.0,156.0,2509.0,163.0,1510.0,14725.0,4789.0,3462.0
960,12.0,0.0,32.0,13.0,51.0,10.0,1.0,30.0,13.0,4.0,17.0,0.0,55.0,16.0,41.0,11.0,2.0,13.0,12.0,13.0,3.0
962,58.0,1.0,40.0,65.0,10.0,347.0,126.0,269.0,83.0,92.0,128.0,0.0,115.0,62.0,82.0,69.0,1.0,39.0,461.0,78.0,99.0
966,1.0,0.0,1.0,4.0,1.0,62.0,1.0,93.0,13.0,65.0,0.0,0.0,16.0,1.0,1.0,23.0,3.0,24.0,25.0,24.0,41.0
967,27.0,6.0,83.0,18.0,61.0,71.0,13.0,137.0,50.0,58.0,149.0,8.0,18.0,22.0,186.0,49.0,1.0,22.0,103.0,64.0,40.0
972,237.0,952.0,138.0,205.0,131.0,377.0,7.0,338.0,133.0,90.0,404.0,723.0,300.0,208.0,234.0,174.0,23.0,34.0,677.0,150.0,103.0
973,11.0,3.0,148.0,0.0,0.0,133.0,7.0,251.0,66.0,168.0,11.0,9.0,953.0,7.0,1.0,73.0,2.0,46.0,167.0,116.0,59.0
976,6.0,6.0,33.0,7.0,3.0,118.0,1.0,55.0,53.0,107.0,9.0,7.0,60.0,5.0,8.0,36.0,4.0,22.0,104.0,136.0,58.0
980,1.0,11.0,3.0,10.0,8.0,39.0,7.0,69.0,9.0,45.0,5.0,11.0,17.0,1.0,8.0,6.0,17.0,10.0,39.0,49.0,17.0
983,153.0,339.0,103.0,679.0,500.0,180.0,20.0,222.0,35.0,57.0,386.0,1178.0,367.0,459.0,1371.0,50.0,4.0,21.0,165.0,68.0,111.0
984,55.0,14.0,247.0,13.0,13.0,172.0,201.0,946.0,107.0,574.0,71.0,14.0,332.0,8.0,12.0,312.0,789.0,130.0,368.0,805.0,150.0
985,0.0,1.0,1.0,2.0,1.0,7.0,7.0,32.0,11.0,6.0,0.0,0.0,8.0,2.0,3.0,7.0,3.0,10.0,39.0,5.0,6.0
987,61.0,2.0,37.0,13.0,99.0,60.0,74.0,290.0,3.0,96.0,57.0,0.0,30.0,14.0,144.0,42.0,2.0,26.0,28.0,119.0,14.0
99,518.0,7.0,203.0,76.0,307.0,119.0,101.0,328.0,34.0,33.0,502.0,114.0,240.0,67.0,487.0,76.0,324.0,53.0,111.0,96.0,67.0
991,3.0,241.0,33.0,2.0,2.0,228.0,271.0,744.0,139.0,263.0,4.0,118.0,117.0,0.0,7.0,114.0,11.0,125.0,787.0,344.0,154.0
992,2.0,58.0,6.0,2.0,1.0,214.0,103.0,583.0,201.0,235.0,5.0,0.0,87.0,1.0,1.0,91.0,235.0,86.0,362.0,236.0,72.0
996,17.0,79.0,6.0,8.0,11.0,119.0,3.0,56.0,22.0,23.0,30.0,246.0,5.0,7.0,12.0,28.0,3.0,5.0,114.0,34.0,62.0
998,1.0,31.0,1.0,3.0,1.0,21.0,2.0,40.0,1.0,12.0,0.0,15.0,1.0,2.0,8.0,4.0,2.0,3.0,8.0,4.0,10.0
999,3.0,1.0,0.0,9.0,6.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,7.0,25.0,20.0,1.0,1.0,1.0,6.0,1.0,0.0
1052,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
17_2,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,4.0
217,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
22,5.0,4.0,0.0,3.0,5.0,2.0,0.0,2.0,2.0,0.0,2.0,13.0,2.0,23.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0
292,3.0,1.0,1.0,9.0,4.0,0.0,39.0,4.0,1.0,2.0,5.0,3.0,11.0,6.0,11.0,1.0,27.0,6.0,10.0,2.0,2.0
387,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
411,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,1.0
44,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
501,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0,6.0,1.0,6.0,1.0,2.0,0.0,1.0
506,0.0,4.0,2.0,5.0,18.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,13.0,6.0,1.0,0.0,4.0,5.0,1.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,4.0,0.0,3.0
607,1.0,3.0,0.0,1.0,14.0,5.0,251.0,5.0,4.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,164.0,5.0,2.0,2.0,3.0
643,2.0,1.0,4.0,11.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,10.0,3.0,8.0,2.0,3.0,2.0,9.0,2.0,2.0
753,1.0,6.0,2.0,7.0,2.0,2.0,3.0,13.0,7.0,5.0,1.0,11.0,5.0,4.0,2.0,2.0,3.0,3.0,33.0,1.0,2.0
79,3.0,0.0,2.0,2.0,6.0,52.0,2.0,19.0,1.0,8.0,5.0,0.0,21.0,2.0,3.0,5.0,0.0,5.0,63.0,18.0,6.0
917,0.0,0.0,1.0,1.0,0.0,3.0,4.0,16.0,2.0,0.0,1.0,8.0,4.0,1.0,4.0,2.0,2.0,2.0,11.0,2.0,4.0
956,1.0,2.0,0.0,6.0,3.0,21.0,26.0,11.0,9.0,12.0,3.0,8.0,3.0,4.0,5.0,3.0,2.0,7.0,8.0,9.0,7.0
454,0.0,0.0,1.0,0.0,0.0,28.0,1.0,7.0,9.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,61.0,3.0,5.0
932,1.0,3.0,0.0,8.0,5.0,2.0,2.0,11.0,1.0,2.0,8.0,4.0,9.0,2.0,14.0,1.0,0.0,1.0,6.0,2.0,2.0
