strain_id,A_MTX_5-FC.HNM1_TPO2,A_MTX_Fluconazole.HNM1_TPO2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Trifluoperazine.HNM1_TPO2,A_MTX_noDrug.HNM1_TPO2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Metformin.HNM1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_noDrug.HNM1_TPO2,B_MTX_5-FC.HNM1_TPO2,B_MTX_Fluconazole.HNM1_TPO2,B_MTX_Metformin.HNM1_TPO2,B_MTX_Trifluoperazine.HNM1_TPO2,B_MTX_noDrug.HNM1_TPO2,B_noMTX_5-FC.HNM1_TPO2,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Metformin.HNM1_TPO2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_TPO2
897,0.0,2.0,3.0,0.0,0.0,3.0,10.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
904,2.0,0.0,40.0,5.0,4.0,79.0,956.0,45.0,50.0,96.0,1.0,6.0,16.0,1.0,1.0,39.0,382.0,91.0,71.0,170.0,45.0
91,1438.0,3113.0,5737.0,549.0,382.0,139.0,976.0,604.0,261.0,270.0,834.0,416.0,1195.0,772.0,487.0,148.0,837.0,548.0,497.0,591.0,93.0
911,332.0,317.0,451.0,65.0,136.0,45.0,2.0,64.0,101.0,43.0,130.0,90.0,133.0,48.0,29.0,90.0,5.0,109.0,72.0,45.0,43.0
916,64.0,36.0,488.0,23.0,137.0,69.0,1474.0,60.0,27.0,61.0,9.0,64.0,111.0,26.0,23.0,44.0,176.0,45.0,43.0,97.0,32.0
923,2.0,0.0,58.0,0.0,0.0,92.0,60.0,35.0,37.0,31.0,2.0,1.0,3.0,3.0,0.0,60.0,36.0,40.0,73.0,61.0,81.0
924,3.0,28.0,3.0,2.0,1.0,7.0,14.0,4.0,5.0,13.0,10.0,35.0,2.0,1.0,1.0,14.0,4.0,5.0,4.0,0.0,2.0
930,1.0,13.0,12.0,2.0,9.0,7.0,41.0,7.0,14.0,4.0,5.0,4.0,3.0,2.0,4.0,8.0,8.0,10.0,4.0,2.0,1.0
931,53.0,5.0,196.0,28.0,30.0,31.0,25.0,59.0,23.0,39.0,30.0,4.0,32.0,24.0,15.0,30.0,26.0,65.0,44.0,65.0,32.0
933,10.0,34.0,236.0,40.0,35.0,1.0,27.0,6.0,9.0,4.0,6.0,11.0,3.0,4.0,10.0,2.0,8.0,1.0,5.0,5.0,2.0
936,1026.0,643.0,4019.0,474.0,311.0,337.0,500.0,921.0,625.0,742.0,572.0,225.0,874.0,680.0,273.0,338.0,359.0,749.0,767.0,1251.0,338.0
937,1.0,3.0,38.0,6.0,8.0,6.0,38.0,2.0,19.0,5.0,1.0,6.0,2.0,2.0,4.0,10.0,2.0,8.0,4.0,8.0,3.0
939,282.0,4.0,944.0,132.0,141.0,147.0,102.0,168.0,130.0,122.0,116.0,6.0,112.0,184.0,65.0,117.0,23.0,89.0,144.0,160.0,89.0
94,570.0,288.0,1573.0,340.0,712.0,87.0,57.0,84.0,78.0,108.0,305.0,277.0,212.0,755.0,286.0,88.0,11.0,66.0,178.0,32.0,56.0
941,1.0,0.0,11.0,1.0,2.0,0.0,6.0,2.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,6.0,1.0,6.0,2.0
942,2.0,0.0,9.0,0.0,1.0,2.0,11.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,3.0,0.0,2.0,0.0,1.0
943,2.0,38.0,4.0,2.0,1.0,5.0,717.0,2.0,5.0,1.0,11.0,15.0,3.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,1.0
945,0.0,11.0,5.0,0.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,0.0
946,0.0,1.0,1.0,1.0,0.0,0.0,27.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0
953,0.0,14.0,52.0,6.0,5.0,4.0,18.0,0.0,1.0,4.0,4.0,1.0,2.0,6.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0
957,7.0,1.0,18.0,3.0,6.0,6.0,10.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,0.0,8.0,4.0,4.0,0.0
959,46.0,1.0,3614.0,3.0,6.0,724.0,7919.0,317.0,1190.0,1365.0,18.0,3.0,1043.0,3.0,1.0,582.0,1632.0,666.0,769.0,2787.0,291.0
960,406.0,11.0,210.0,214.0,757.0,110.0,13.0,67.0,29.0,16.0,265.0,0.0,98.0,587.0,104.0,76.0,5.0,70.0,55.0,32.0,9.0
962,0.0,2.0,9.0,2.0,2.0,7.0,4048.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,21.0,1177.0,5.0,3.0,1.0,7.0
966,0.0,0.0,6.0,1.0,0.0,1.0,4.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,1.0
967,3.0,11.0,16.0,1.0,4.0,4.0,10.0,8.0,3.0,7.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,8.0,4.0
972,681.0,14212.0,1074.0,299.0,295.0,211.0,420.0,218.0,109.0,127.0,474.0,13115.0,226.0,366.0,167.0,159.0,399.0,128.0,138.0,102.0,75.0
973,0.0,17.0,554.0,1.0,0.0,75.0,36.0,273.0,89.0,137.0,1.0,3.0,69.0,2.0,1.0,57.0,26.0,342.0,129.0,241.0,62.0
976,3.0,11.0,18.0,6.0,10.0,3.0,5.0,2.0,0.0,3.0,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,10.0,1.0,1.0
980,1.0,58.0,94.0,19.0,20.0,196.0,795.0,81.0,71.0,61.0,5.0,24.0,15.0,9.0,4.0,116.0,13.0,56.0,74.0,187.0,19.0
983,29.0,261.0,39.0,74.0,115.0,29.0,255.0,12.0,12.0,39.0,90.0,8610.0,25.0,28.0,48.0,8.0,146.0,34.0,11.0,27.0,17.0
984,0.0,21.0,1113.0,4.0,6.0,330.0,273.0,361.0,234.0,472.0,0.0,18.0,264.0,4.0,1.0,291.0,70.0,465.0,256.0,565.0,96.0
985,0.0,3.0,14.0,2.0,0.0,5.0,10.0,2.0,6.0,6.0,0.0,5.0,4.0,1.0,0.0,4.0,2.0,3.0,6.0,3.0,0.0
987,69.0,20.0,49.0,30.0,22.0,9.0,10.0,12.0,4.0,16.0,48.0,1.0,25.0,15.0,117.0,11.0,11.0,10.0,17.0,21.0,4.0
99,534.0,28.0,2328.0,263.0,592.0,42.0,11.0,40.0,107.0,27.0,673.0,36.0,301.0,558.0,268.0,37.0,102.0,35.0,39.0,73.0,36.0
991,0.0,1.0,8.0,6.0,3.0,8.0,11.0,8.0,8.0,3.0,3.0,0.0,3.0,1.0,3.0,11.0,35.0,12.0,13.0,3.0,3.0
992,2.0,0.0,2.0,0.0,0.0,19.0,13.0,14.0,15.0,22.0,1.0,0.0,3.0,1.0,0.0,26.0,25.0,31.0,21.0,20.0,6.0
996,46.0,7.0,38.0,39.0,86.0,58.0,53.0,33.0,77.0,100.0,78.0,17.0,48.0,98.0,72.0,57.0,52.0,26.0,61.0,156.0,37.0
998,9.0,3.0,42.0,12.0,10.0,5.0,15.0,0.0,2.0,8.0,15.0,12.0,1.0,4.0,3.0,3.0,15.0,2.0,3.0,5.0,0.0
999,6.0,53.0,66.0,28.0,36.0,3.0,14.0,3.0,4.0,0.0,8.0,48.0,2.0,13.0,14.0,0.0,13.0,0.0,0.0,4.0,1.0
1052,2.0,22.0,3.0,4.0,2.0,1.0,12.0,1.0,1.0,1.0,2.0,22.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0
17_2,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
22,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
292,1.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
387,1.0,5.0,7.0,33.0,7.0,1.0,3.0,0.0,5.0,1.0,5.0,2.0,0.0,14.0,0.0,2.0,5.0,0.0,3.0,12.0,8.0
411,3.0,1.0,18.0,7.0,1.0,2.0,15.0,1.0,7.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,15.0,4.0,1.0,0.0,1.0
44,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
501,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0
506,1.0,3.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0
607,1.0,0.0,10.0,5.0,8.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
643,0.0,3.0,13.0,2.0,3.0,1.0,15.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0
753,5.0,11.0,21.0,6.0,4.0,3.0,2.0,0.0,15.0,2.0,7.0,9.0,3.0,5.0,6.0,5.0,2.0,1.0,6.0,3.0,3.0
79,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0
917,1.0,11.0,6.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,7.0,0.0,2.0,9.0,1.0,2.0
956,2.0,16.0,24.0,0.0,4.0,5.0,8.0,2.0,4.0,2.0,4.0,21.0,8.0,2.0,2.0,8.0,3.0,4.0,4.0,2.0,1.0
454,1.0,0.0,3.0,5.0,0.0,5.0,48.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,5.0,5.0
932,2.0,14.0,63.0,12.0,12.0,1.0,5.0,1.0,6.0,0.0,17.0,32.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0
