strain_id,A_MTX_5-FC.MID2_WSC2,A_MTX_Fluconazole.MID2_WSC2,A_MTX_Metformin.MID2_WSC2,A_MTX_Trifluoperazine.MID2_WSC2,A_MTX_noDrug.MID2_WSC2,A_noMTX_5-FC.MID2_WSC2,A_noMTX_Fluconazole.MID2_WSC2,A_noMTX_Metformin.MID2_WSC2,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_noDrug.MID2_WSC2,B_MTX_5-FC.MID2_WSC2,B_MTX_Fluconazole.MID2_WSC2,B_MTX_Metformin.MID2_WSC2,B_MTX_Trifluoperazine.MID2_WSC2,B_MTX_noDrug.MID2_WSC2,B_noMTX_5-FC.MID2_WSC2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Metformin.MID2_WSC2,B_noMTX_Trifluoperazine.MID2_WSC2,B_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.MID2_WSC2
911,21.0,185.0,9.0,19.0,20.0,11.0,6.0,9.0,8.0,4.0,43.0,148.0,11.0,17.0,10.0,8.0,13.0,27.0,10.0,2.0,4.0
916,11.0,3.0,5.0,13.0,1.0,4.0,25.0,8.0,4.0,7.0,4.0,4.0,3.0,2.0,1.0,9.0,13.0,7.0,9.0,1.0,1.0
923,0.0,5.0,3.0,0.0,0.0,595.0,579.0,373.0,140.0,181.0,1.0,0.0,0.0,1.0,0.0,490.0,12.0,571.0,701.0,39.0,181.0
924,2.0,9.0,2.0,0.0,4.0,4.0,2.0,5.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,2.0,12.0,1.0,3.0,2.0
930,1.0,1.0,2.0,1.0,3.0,5.0,13.0,9.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,9.0,4.0,9.0,4.0,3.0,3.0
931,5.0,11.0,2.0,101.0,18.0,3.0,5.0,12.0,9.0,4.0,5.0,3.0,1.0,20.0,25.0,10.0,6.0,26.0,18.0,7.0,6.0
933,4.0,12.0,5.0,15.0,4.0,2.0,9.0,5.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,11.0,1.0,4.0,0.0
936,14.0,20.0,10.0,10.0,3.0,14.0,14.0,14.0,9.0,6.0,8.0,3.0,12.0,2.0,3.0,30.0,11.0,20.0,14.0,6.0,4.0
937,1.0,6.0,2.0,0.0,0.0,4.0,3.0,12.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,0.0,7.0,6.0,5.0,3.0
939,8.0,2.0,8.0,16.0,9.0,4.0,3.0,6.0,3.0,5.0,16.0,2.0,13.0,14.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0
94,61.0,7778.0,23.0,1326.0,1000.0,5.0,615.0,3.0,3.0,5.0,89.0,888.0,18.0,1277.0,198.0,5.0,626.0,27.0,13.0,6.0,9.0
941,1.0,0.0,8.0,5.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0,5.0,9.0,1.0,3.0,3.0
942,0.0,0.0,1.0,20.0,12.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0
943,1.0,7.0,2.0,1.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
945,0.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0
946,0.0,3.0,0.0,3.0,7.0,0.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,12.0,0.0,1.0
953,2.0,2.0,3.0,14.0,6.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0
957,2.0,25.0,6.0,11.0,2.0,3.0,7.0,0.0,3.0,3.0,1.0,15.0,5.0,2.0,3.0,5.0,6.0,5.0,6.0,1.0,6.0
959,6.0,0.0,11.0,10.0,3.0,43.0,117.0,76.0,26.0,26.0,8.0,0.0,3.0,5.0,3.0,73.0,38.0,85.0,75.0,43.0,46.0
960,2025.0,464.0,3033.0,4858.0,12593.0,1045.0,148.0,940.0,787.0,752.0,2867.0,1.0,1865.0,2291.0,1535.0,2390.0,73.0,1550.0,1757.0,171.0,168.0
962,42.0,4.0,3.0,35.0,38.0,205.0,526.0,151.0,125.0,68.0,1.0,2.0,2.0,2.0,2.0,263.0,288.0,340.0,419.0,20.0,61.0
966,0.0,0.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,10.0,2.0,2.0,3.0
967,8.0,5.0,3.0,10.0,3.0,7.0,11.0,6.0,4.0,3.0,6.0,1.0,21.0,7.0,0.0,2.0,0.0,17.0,4.0,6.0,9.0
972,54.0,533.0,11.0,32.0,37.0,12.0,9.0,15.0,2.0,6.0,15.0,282.0,10.0,32.0,13.0,12.0,11.0,25.0,10.0,4.0,5.0
973,0.0,12.0,1.0,0.0,1.0,2.0,3.0,11.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,7.0,4.0,18.0,4.0,4.0,4.0
976,0.0,6.0,0.0,9.0,4.0,514.0,454.0,308.0,213.0,163.0,0.0,2.0,1.0,0.0,1.0,686.0,317.0,800.0,586.0,22.0,215.0
980,3.0,24.0,4.0,17.0,19.0,580.0,50.0,421.0,424.0,291.0,1.0,13.0,2.0,2.0,3.0,1048.0,108.0,1108.0,1756.0,55.0,112.0
983,78.0,249.0,142.0,136.0,17.0,174.0,118.0,38.0,4.0,11.0,277.0,81.0,43.0,51.0,11.0,167.0,18.0,144.0,27.0,4.0,25.0
984,1.0,25.0,5.0,18.0,4.0,34.0,14.0,46.0,22.0,54.0,0.0,6.0,7.0,6.0,0.0,45.0,5.0,79.0,34.0,20.0,21.0
985,0.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0
987,16.0,2.0,9.0,13.0,14.0,8.0,4.0,9.0,4.0,6.0,16.0,1.0,5.0,4.0,15.0,10.0,15.0,12.0,5.0,6.0,2.0
99,8.0,4.0,9.0,8.0,4.0,259.0,193.0,264.0,22.0,96.0,5.0,0.0,10.0,4.0,0.0,169.0,103.0,255.0,225.0,19.0,152.0
991,0.0,0.0,3.0,12.0,12.0,2.0,11.0,10.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,19.0,12.0,8.0,4.0,7.0
992,1.0,0.0,0.0,2.0,0.0,25.0,22.0,82.0,27.0,23.0,2.0,0.0,5.0,0.0,0.0,44.0,42.0,51.0,28.0,15.0,14.0
996,1772.0,324.0,291.0,1394.0,6389.0,297.0,5412.0,177.0,148.0,123.0,2751.0,6211.0,216.0,1300.0,1172.0,183.0,4638.0,442.0,786.0,38.0,288.0
998,8.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,3.0
999,90.0,6374.0,75.0,524.0,4515.0,0.0,3.0,2.0,4.0,1.0,156.0,600.0,78.0,738.0,135.0,8.0,11.0,7.0,32.0,0.0,19.0
1052,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
17_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,17.0,2.0,0.0,1.0
292,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
387,2.0,6.0,1.0,7.0,12.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,67.0,9.0,2.0,3.0,2.0
411,3.0,1.0,2.0,6.0,8.0,2.0,8.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,26.0,1.0,1.0,0.0,2.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
501,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
506,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0
607,0.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,7.0,18.0,2.0,1.0,1.0
643,0.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0
753,0.0,6.0,0.0,2.0,0.0,5.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,6.0,2.0,0.0,1.0
79,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0
917,2.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0
956,1.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,8.0,2.0,0.0,1.0
454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0
932,2.0,13.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,8.0,3.0,9.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,3.0
