strain_id,A_MTX_5-FC.HNM1_ERG11,A_MTX_Fluconazole.HNM1_ERG11,A_MTX_Metformin.HNM1_ERG11,A_MTX_Trifluoperazine.HNM1_ERG11,A_MTX_noDrug.HNM1_ERG11,A_noMTX_5-FC.HNM1_ERG11,A_noMTX_Fluconazole.HNM1_ERG11,A_noMTX_Metformin.HNM1_ERG11,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_noDrug.HNM1_ERG11,B_MTX_5-FC.HNM1_ERG11,B_MTX_Fluconazole.HNM1_ERG11,B_MTX_Metformin.HNM1_ERG11,B_MTX_Trifluoperazine.HNM1_ERG11,B_MTX_noDrug.HNM1_ERG11,B_noMTX_5-FC.HNM1_ERG11,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Metformin.HNM1_ERG11,B_noMTX_Trifluoperazine.HNM1_ERG11,B_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.HNM1_ERG11
91,102.0,475.0,114.0,66.0,106.0,130.0,1425.0,223.0,59.0,78.0,251.0,104.0,239.0,172.0,172.0,76.0,184.0,117.0,247.0,23.0,61.0
911,43.0,273.0,177.0,29.0,161.0,67.0,24.0,100.0,2.0,21.0,197.0,150.0,58.0,67.0,128.0,42.0,18.0,23.0,73.0,10.0,68.0
916,90.0,33.0,80.0,52.0,87.0,78.0,41.0,97.0,37.0,81.0,196.0,67.0,84.0,115.0,158.0,58.0,12.0,34.0,151.0,21.0,70.0
923,0.0,4.0,5.0,0.0,0.0,135.0,806.0,114.0,39.0,83.0,1.0,4.0,5.0,0.0,0.0,135.0,18.0,59.0,229.0,19.0,284.0
924,4.0,4.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,3.0,5.0
930,1.0,5.0,7.0,2.0,1.0,158.0,14.0,79.0,23.0,35.0,0.0,2.0,3.0,3.0,1.0,75.0,6.0,23.0,270.0,9.0,46.0
931,40.0,3.0,176.0,2.0,73.0,126.0,114.0,257.0,34.0,51.0,211.0,0.0,100.0,55.0,105.0,66.0,16.0,102.0,183.0,15.0,78.0
933,4.0,8.0,2.0,1.0,6.0,1.0,11.0,5.0,4.0,0.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,0.0,40.0,1.0,0.0
936,192.0,51.0,157.0,92.0,264.0,100.0,40.0,90.0,73.0,105.0,731.0,22.0,176.0,482.0,377.0,72.0,78.0,72.0,208.0,27.0,73.0
937,2.0,2.0,3.0,0.0,2.0,11.0,24.0,3.0,10.0,3.0,2.0,2.0,1.0,0.0,5.0,7.0,5.0,4.0,14.0,6.0,0.0
939,170.0,30.0,389.0,102.0,205.0,184.0,316.0,90.0,58.0,42.0,749.0,32.0,411.0,542.0,203.0,112.0,0.0,59.0,281.0,18.0,59.0
94,735.0,627.0,279.0,229.0,437.0,120.0,40.0,127.0,21.0,34.0,2043.0,1913.0,243.0,659.0,876.0,166.0,7.0,40.0,165.0,14.0,90.0
941,1.0,0.0,5.0,3.0,0.0,7.0,188.0,14.0,19.0,10.0,1.0,0.0,6.0,0.0,0.0,30.0,1.0,15.0,26.0,5.0,20.0
942,2.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0
943,6.0,12.0,2.0,4.0,13.0,19.0,1.0,10.0,6.0,5.0,33.0,22.0,1.0,6.0,18.0,17.0,4.0,6.0,14.0,1.0,7.0
945,2.0,3.0,0.0,0.0,0.0,7.0,9.0,11.0,5.0,4.0,0.0,3.0,3.0,1.0,0.0,3.0,57.0,21.0,41.0,3.0,11.0
946,2.0,2.0,0.0,0.0,0.0,12.0,80.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,6.0,3.0,2.0,5.0
953,0.0,29.0,6.0,0.0,4.0,10.0,8.0,11.0,4.0,2.0,2.0,1.0,19.0,0.0,2.0,4.0,1.0,5.0,15.0,2.0,9.0
957,111.0,87.0,79.0,4.0,58.0,50.0,41.0,29.0,15.0,10.0,300.0,16.0,18.0,27.0,121.0,31.0,37.0,27.0,40.0,8.0,15.0
959,38.0,2221.0,298.0,4.0,14.0,5206.0,1071.0,2052.0,1942.0,2329.0,9.0,1542.0,440.0,181.0,80.0,2405.0,231.0,651.0,7037.0,280.0,834.0
960,34.0,1.0,44.0,83.0,97.0,90.0,10.0,57.0,26.0,50.0,55.0,1.0,301.0,68.0,22.0,75.0,4.0,18.0,207.0,15.0,16.0
962,1.0,2.0,6.0,2.0,3.0,48.0,8.0,23.0,16.0,22.0,3.0,5.0,4.0,7.0,5.0,53.0,9.0,9.0,28.0,9.0,18.0
966,1.0,0.0,0.0,1.0,1.0,13.0,7.0,3.0,6.0,5.0,4.0,0.0,3.0,2.0,0.0,5.0,0.0,7.0,11.0,7.0,5.0
967,61.0,13.0,125.0,40.0,42.0,112.0,42.0,114.0,40.0,35.0,85.0,20.0,63.0,91.0,40.0,59.0,10.0,66.0,150.0,26.0,35.0
972,373.0,2679.0,197.0,202.0,505.0,72.0,20.0,61.0,12.0,22.0,858.0,644.0,213.0,390.0,757.0,52.0,6.0,28.0,106.0,8.0,42.0
973,0.0,10.0,8.0,1.0,0.0,38.0,32.0,56.0,10.0,15.0,0.0,6.0,14.0,0.0,0.0,10.0,2.0,18.0,54.0,4.0,14.0
976,0.0,15.0,1.0,0.0,1.0,60.0,17.0,18.0,4.0,31.0,4.0,4.0,6.0,2.0,0.0,31.0,62.0,23.0,40.0,1.0,24.0
980,3.0,18.0,0.0,1.0,4.0,47.0,56.0,21.0,9.0,9.0,5.0,12.0,1.0,5.0,2.0,9.0,5.0,23.0,43.0,8.0,11.0
983,90.0,17859.0,152.0,95.0,140.0,69.0,7.0,53.0,11.0,23.0,637.0,14139.0,185.0,195.0,355.0,27.0,16.0,29.0,81.0,6.0,44.0
984,7.0,19.0,65.0,1.0,3.0,374.0,34.0,611.0,79.0,185.0,6.0,10.0,53.0,6.0,0.0,203.0,115.0,259.0,208.0,68.0,98.0
985,0.0,2.0,2.0,0.0,0.0,9.0,8.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,0.0,6.0,2.0,6.0,13.0,1.0,3.0
987,16.0,0.0,98.0,40.0,33.0,20.0,9.0,56.0,5.0,13.0,41.0,4.0,34.0,18.0,61.0,17.0,2.0,20.0,23.0,6.0,16.0
99,63.0,5.0,123.0,54.0,50.0,105.0,15.0,233.0,61.0,61.0,379.0,3.0,155.0,28.0,112.0,83.0,6.0,48.0,140.0,23.0,45.0
991,1.0,5.0,13.0,5.0,4.0,158.0,7166.0,393.0,86.0,85.0,3.0,3.0,16.0,1.0,0.0,199.0,108.0,144.0,345.0,42.0,121.0
992,0.0,2.0,8.0,1.0,6.0,407.0,51.0,177.0,87.0,124.0,1.0,0.0,8.0,1.0,0.0,170.0,305.0,159.0,568.0,28.0,77.0
996,419.0,56.0,61.0,217.0,215.0,115.0,1057.0,50.0,26.0,47.0,1081.0,127.0,65.0,643.0,610.0,64.0,393.0,111.0,170.0,9.0,67.0
998,0.0,7.0,2.0,0.0,0.0,57.0,9.0,2.0,2.0,1.0,1.0,15.0,0.0,1.0,1.0,6.0,0.0,9.0,7.0,5.0,2.0
999,15.0,4.0,7.0,11.0,8.0,3.0,3.0,2.0,2.0,1.0,51.0,3.0,5.0,67.0,31.0,2.0,0.0,0.0,9.0,0.0,4.0
1052,2.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,32.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
17_2,1.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,2.0
217,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
22,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0
292,1.0,1.0,2.0,0.0,2.0,2.0,18.0,2.0,4.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
387,13.0,3.0,3.0,4.0,11.0,50.0,143.0,15.0,6.0,18.0,78.0,3.0,7.0,9.0,40.0,26.0,0.0,4.0,44.0,3.0,15.0
411,9.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
44,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0
501,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
506,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,9.0,0.0,2.0
59,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
607,2.0,0.0,3.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,3.0
643,3.0,2.0,0.0,4.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,10.0,4.0,1.0,0.0,1.0
753,1.0,9.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,5.0,10.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0
79,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,14.0,1.0,3.0,0.0,5.0,4.0,1.0,0.0
917,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0
956,0.0,6.0,2.0,0.0,2.0,14.0,1.0,12.0,8.0,6.0,3.0,3.0,1.0,2.0,0.0,12.0,3.0,15.0,11.0,3.0,7.0
454,0.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,11.0,0.0,5.0
932,8.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,9.0,3.0,5.0,2.0,1.0,2.0,1.0,16.0,1.0,2.0,30.0,3.0,6.0
