strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
421,69.0,6.0,105.0,20.0,5.0,29.0,167.0,6.0,47.0,11.0,5.0,14.0,17.0,31.0,48.0,13.0,12.0,9.0,5.0,2.0,1.0,7.0,13.0,34.0,2.0,39.0,9.0,29.0,6.0,15.0,28.0,32.0,0.0,2.0,0.0,14.0,21.0,18.0,67.0,4.0,0.0,11.0,1.0,8.0,6.0,24.0,2.0,13.0,79.0,26.0,6.0,68.0,21.0,2.0,26.0,8.0,69.0,23.0,23.0,552.0,8.0,1.0
426,1.0,1.0,0.0,3.0,5.0,2.0,3.0,0.0,1.0,0.0,5.0,4.0,2.0,2.0,4.0,0.0,33.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,3.0,1.0,5.0,4.0,0.0,2.0,0.0,0.0,7.0,4.0,6.0,2.0,2.0,4.0,6.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,0.0,1.0,5.0,0.0,5.0
43,4.0,1.0,20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,1.0,2.0,1.0,6.0,1.0,6.0,23.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,6.0,6.0,19.0,23.0,4.0,7.0,2.0,14.0,0.0
431,61.0,15.0,4.0,105.0,240.0,48.0,105.0,14.0,15.0,62.0,131.0,12.0,12.0,2.0,123.0,98.0,174.0,20.0,6.0,53.0,57.0,201.0,23.0,43.0,7.0,85.0,373.0,23.0,5.0,26.0,196.0,10.0,10.0,231.0,7.0,47.0,13.0,16.0,34.0,140.0,0.0,125.0,30.0,18.0,7.0,23.0,2.0,199.0,6.0,61.0,349.0,2.0,226.0,10.0,18.0,78.0,56.0,37.0,28.0,4.0,1.0,26.0
433,32.0,44.0,18.0,54.0,18.0,7.0,21.0,4.0,62.0,3.0,9.0,176.0,3.0,65.0,23.0,5.0,5.0,3.0,167.0,0.0,3.0,4.0,4.0,31.0,7.0,4.0,6.0,39.0,29.0,7.0,5.0,8.0,1.0,1.0,2.0,20.0,161.0,25.0,23.0,3.0,2.0,5.0,6.0,68.0,73.0,99.0,7.0,4.0,111.0,10.0,8.0,72.0,3.0,141.0,16.0,24.0,95.0,21.0,7.0,24.0,7.0,1.0
434,24.0,117.0,22.0,35.0,123.0,70.0,191.0,53.0,5.0,54.0,8.0,45.0,26.0,0.0,39.0,16.0,19.0,25.0,2.0,9.0,34.0,24.0,29.0,15.0,3.0,33.0,89.0,69.0,23.0,80.0,60.0,81.0,3.0,9.0,1.0,40.0,2.0,25.0,53.0,45.0,0.0,42.0,18.0,38.0,2.0,37.0,64.0,34.0,27.0,163.0,43.0,4.0,57.0,15.0,60.0,23.0,27.0,20.0,4.0,5158.0,3.0,7.0
437,6.0,0.0,6.0,8.0,9.0,6.0,2.0,2.0,15.0,1.0,10.0,3.0,0.0,6.0,3.0,0.0,6.0,4.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,1.0,7.0,46.0,7.0,13.0,3.0,1.0,1.0,1.0,6.0,3.0,5.0,2.0,0.0,9.0,5.0,4.0,2.0,1.0,9.0,4.0,4.0,9.0,10.0,12.0,4.0,1.0,0.0
438,273.0,86.0,633.0,59.0,25.0,22.0,26.0,6.0,56.0,5.0,23.0,125.0,2.0,177.0,159.0,13.0,26.0,53.0,5.0,3.0,5.0,34.0,44.0,298.0,5.0,194.0,3.0,51.0,3.0,3.0,35.0,9.0,2.0,8.0,2.0,13.0,115.0,11.0,36.0,13.0,2.0,68.0,8.0,110.0,169.0,154.0,1.0,14.0,231.0,49.0,11.0,51.0,37.0,63.0,17.0,86.0,464.0,157.0,231.0,14.0,44.0,2.0
439,96.0,21.0,234.0,25.0,8.0,85.0,53.0,13.0,2.0,38.0,84.0,103.0,10.0,2.0,77.0,17.0,124.0,1.0,4.0,30.0,4.0,94.0,59.0,89.0,8.0,3.0,1.0,10.0,1.0,43.0,79.0,14.0,3.0,9.0,0.0,50.0,3.0,15.0,34.0,59.0,4.0,104.0,24.0,8.0,4.0,10.0,0.0,50.0,67.0,74.0,26.0,2.0,85.0,2.0,61.0,14.0,121.0,55.0,46.0,3.0,60.0,2.0
43_ref1,386.0,293.0,592.0,233.0,785.0,179.0,914.0,184.0,1082.0,259.0,116.0,303.0,96.0,492.0,911.0,77.0,128.0,265.0,408.0,262.0,348.0,128.0,274.0,209.0,62.0,113.0,233.0,741.0,178.0,276.0,221.0,216.0,210.0,439.0,29.0,205.0,896.0,28.0,649.0,80.0,20.0,196.0,171.0,204.0,1198.0,379.0,147.0,231.0,329.0,339.0,262.0,206.0,195.0,1166.0,516.0,389.0,336.0,212.0,199.0,372.0,139.0,237.0
43_ref2,559.0,449.0,737.0,355.0,1757.0,362.0,1547.0,233.0,1275.0,374.0,209.0,437.0,185.0,688.0,1345.0,142.0,247.0,310.0,658.0,444.0,567.0,214.0,359.0,301.0,135.0,206.0,405.0,894.0,130.0,483.0,380.0,294.0,471.0,576.0,70.0,372.0,1002.0,50.0,885.0,146.0,29.0,320.0,282.0,390.0,1416.0,593.0,247.0,424.0,494.0,620.0,486.0,352.0,426.0,1385.0,907.0,539.0,490.0,289.0,278.0,773.0,236.0,422.0
442,18.0,6.0,43.0,0.0,4.0,6.0,3.0,3.0,2.0,0.0,12.0,12.0,0.0,1.0,2.0,2.0,31.0,1.0,3.0,1.0,1.0,51.0,3.0,8.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,12.0,0.0,8.0,2.0,9.0,0.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,9.0,3.0,5.0
446,27.0,19.0,2.0,0.0,21.0,69.0,74.0,25.0,1.0,53.0,28.0,1.0,8.0,1.0,4.0,26.0,21.0,6.0,1.0,2.0,0.0,19.0,18.0,21.0,6.0,4.0,25.0,29.0,49.0,6.0,72.0,27.0,4.0,2.0,1.0,15.0,2.0,19.0,52.0,41.0,2.0,19.0,28.0,12.0,46.0,25.0,0.0,23.0,34.0,26.0,3.0,1.0,56.0,34.0,21.0,2.0,126.0,21.0,34.0,0.0,2.0,1.0
45,2.0,3.0,5.0,1.0,3.0,8.0,5.0,1.0,0.0,9.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,13.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,4.0,3.0,0.0
450,27.0,101.0,3.0,38.0,1.0,4.0,53.0,4.0,0.0,5.0,14.0,18.0,1.0,3.0,36.0,11.0,44.0,6.0,65.0,4.0,4.0,8.0,9.0,22.0,2.0,48.0,10.0,26.0,44.0,2.0,48.0,6.0,1.0,4.0,6.0,7.0,17.0,26.0,31.0,23.0,3.0,47.0,15.0,30.0,5.0,17.0,84.0,29.0,18.0,43.0,12.0,2.0,45.0,1.0,10.0,3.0,21.0,21.0,14.0,275.0,1.0,2.0
454,6.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,5.0,7.0,20.0,3.0,0.0,0.0,5.0,1.0,61.0,0.0,2.0,21.0,2.0,21.0,1.0,1.0,2.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,29.0,9.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,5.0,5.0,2.0,0.0,4.0,14.0,1.0,2.0,10.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0
458,323.0,11.0,360.0,95.0,344.0,21.0,19.0,22.0,62.0,46.0,45.0,22.0,7.0,7.0,104.0,163.0,117.0,24.0,4.0,138.0,0.0,49.0,41.0,125.0,5.0,26.0,79.0,25.0,23.0,7.0,150.0,4.0,9.0,45.0,11.0,68.0,20.0,29.0,84.0,204.0,2.0,66.0,22.0,65.0,21.0,88.0,47.0,34.0,11.0,193.0,139.0,24.0,123.0,38.0,11.0,55.0,206.0,147.0,151.0,7.0,8.0,4.0
459,54.0,29.0,9.0,36.0,31.0,88.0,55.0,25.0,2.0,15.0,11.0,10.0,5.0,4.0,53.0,6.0,42.0,23.0,6.0,0.0,6.0,24.0,70.0,21.0,5.0,217.0,6.0,30.0,4.0,36.0,59.0,12.0,5.0,6.0,3.0,26.0,68.0,19.0,54.0,2.0,2.0,74.0,20.0,19.0,131.0,40.0,2.0,10.0,45.0,41.0,12.0,252.0,42.0,20.0,26.0,147.0,14.0,18.0,18.0,755.0,113.0,6.0
460,207.0,30.0,31.0,374.0,42.0,33.0,86.0,15.0,215.0,30.0,40.0,188.0,18.0,228.0,178.0,20.0,111.0,133.0,43.0,299.0,24.0,48.0,21.0,163.0,22.0,44.0,45.0,197.0,78.0,42.0,60.0,49.0,13.0,16.0,21.0,12.0,575.0,14.0,232.0,5.0,5.0,98.0,23.0,76.0,795.0,112.0,305.0,34.0,199.0,134.0,91.0,134.0,33.0,436.0,41.0,46.0,274.0,78.0,81.0,42.0,82.0,21.0
466,5.0,3.0,5.0,3.0,4.0,6.0,8.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,7.0,5.0,1.0,0.0,2.0,0.0
468,338.0,134.0,184.0,85.0,80.0,136.0,286.0,36.0,88.0,134.0,46.0,347.0,28.0,12.0,322.0,125.0,64.0,41.0,273.0,92.0,10.0,25.0,69.0,160.0,13.0,34.0,28.0,35.0,5.0,64.0,137.0,159.0,9.0,16.0,2.0,267.0,125.0,20.0,125.0,69.0,3.0,113.0,172.0,105.0,151.0,187.0,24.0,23.0,129.0,163.0,65.0,37.0,97.0,119.0,150.0,166.0,224.0,152.0,153.0,1272.0,12.0,4.0
470,79.0,302.0,291.0,11.0,151.0,31.0,88.0,29.0,2.0,132.0,4.0,15.0,14.0,4.0,11.0,13.0,6.0,3.0,1.0,3.0,103.0,6.0,176.0,45.0,2.0,26.0,57.0,10.0,5.0,8.0,1.0,59.0,3.0,4.0,1.0,107.0,2.0,20.0,19.0,48.0,2.0,1.0,43.0,12.0,8.0,39.0,2.0,6.0,41.0,28.0,7.0,3.0,6.0,2.0,75.0,229.0,48.0,37.0,28.0,14.0,45.0,1.0
473,103.0,19.0,181.0,41.0,125.0,18.0,47.0,25.0,17.0,15.0,64.0,17.0,7.0,93.0,137.0,19.0,92.0,20.0,25.0,83.0,53.0,67.0,43.0,38.0,7.0,40.0,106.0,20.0,3.0,14.0,61.0,15.0,12.0,19.0,7.0,21.0,103.0,25.0,54.0,33.0,8.0,78.0,39.0,21.0,75.0,38.0,5.0,55.0,14.0,112.0,167.0,5.0,61.0,50.0,22.0,28.0,42.0,22.0,37.0,10.0,9.0,14.0
475,746.0,935.0,473.0,1033.0,1858.0,988.0,1591.0,334.0,2040.0,694.0,323.0,1708.0,217.0,675.0,1846.0,424.0,625.0,812.0,1913.0,2079.0,796.0,660.0,466.0,487.0,154.0,280.0,1380.0,1115.0,265.0,570.0,238.0,569.0,62.0,200.0,67.0,1034.0,1847.0,103.0,852.0,619.0,72.0,436.0,423.0,2889.0,3118.0,3073.0,349.0,1084.0,1232.0,1221.0,2288.0,3118.0,231.0,3944.0,692.0,445.0,377.0,239.0,372.0,2095.0,1496.0,72.0
476,12604.0,1721.0,8606.0,486.0,490.0,3022.0,2048.0,879.0,583.0,937.0,2501.0,920.0,409.0,1149.0,1156.0,815.0,3387.0,314.0,135.0,778.0,477.0,3676.0,3112.0,5083.0,278.0,5041.0,922.0,768.0,624.0,1187.0,31681.0,951.0,579.0,448.0,277.0,2102.0,1868.0,322.0,375.0,1376.0,340.0,27610.0,1228.0,1847.0,431.0,1889.0,703.0,561.0,2915.0,2451.0,1211.0,319.0,27783.0,891.0,2109.0,1073.0,10032.0,6319.0,7500.0,234.0,128.0,623.0
48,14.0,9.0,177.0,46.0,5.0,9.0,26.0,4.0,54.0,12.0,2.0,77.0,8.0,5.0,86.0,32.0,11.0,37.0,113.0,96.0,4.0,7.0,4.0,40.0,2.0,2.0,9.0,60.0,24.0,5.0,17.0,3.0,4.0,4.0,0.0,6.0,91.0,17.0,156.0,21.0,1.0,9.0,19.0,35.0,113.0,97.0,5.0,16.0,23.0,65.0,4.0,3.0,7.0,77.0,11.0,110.0,50.0,6.0,19.0,5.0,0.0,2.0
485,8.0,4.0,2.0,4.0,39.0,47.0,55.0,7.0,1.0,5.0,8.0,8.0,7.0,0.0,7.0,11.0,20.0,25.0,2.0,0.0,78.0,22.0,20.0,5.0,3.0,3.0,41.0,25.0,2.0,23.0,3.0,17.0,2.0,2.0,0.0,15.0,4.0,20.0,43.0,4.0,1.0,3.0,1.0,6.0,2.0,12.0,0.0,0.0,11.0,6.0,1.0,1.0,2.0,0.0,36.0,55.0,1.0,2.0,9.0,4.0,2.0,2.0
486,62.0,2.0,142.0,54.0,137.0,42.0,27.0,11.0,0.0,2.0,12.0,28.0,5.0,4.0,88.0,31.0,47.0,6.0,3.0,41.0,63.0,63.0,21.0,40.0,5.0,85.0,115.0,9.0,2.0,7.0,156.0,3.0,8.0,7.0,2.0,35.0,4.0,17.0,4.0,67.0,1.0,113.0,7.0,6.0,5.0,18.0,2.0,51.0,17.0,57.0,63.0,4.0,177.0,2.0,13.0,6.0,20.0,20.0,22.0,26.0,1.0,4.0
491,49.0,134.0,12.0,225.0,51.0,104.0,101.0,25.0,21.0,31.0,44.0,97.0,13.0,6.0,216.0,32.0,69.0,13.0,48.0,96.0,13.0,83.0,34.0,50.0,8.0,13.0,30.0,22.0,7.0,108.0,90.0,51.0,10.0,4.0,3.0,127.0,86.0,30.0,54.0,25.0,5.0,44.0,220.0,50.0,54.0,82.0,6.0,10.0,99.0,91.0,9.0,14.0,58.0,50.0,98.0,49.0,83.0,24.0,37.0,18.0,24.0,2.0
493,22.0,1.0,9.0,36.0,106.0,30.0,82.0,11.0,21.0,33.0,17.0,17.0,3.0,6.0,127.0,34.0,34.0,8.0,53.0,53.0,5.0,93.0,46.0,36.0,9.0,57.0,101.0,13.0,1.0,5.0,70.0,34.0,6.0,11.0,0.0,48.0,34.0,17.0,35.0,24.0,3.0,62.0,39.0,40.0,15.0,28.0,1.0,81.0,11.0,107.0,44.0,3.0,87.0,21.0,7.0,67.0,46.0,37.0,38.0,2.0,3.0,3.0
495,204.0,91.0,18.0,81.0,350.0,75.0,119.0,23.0,200.0,31.0,44.0,318.0,12.0,90.0,464.0,226.0,125.0,135.0,458.0,141.0,69.0,65.0,50.0,80.0,9.0,70.0,149.0,249.0,90.0,121.0,64.0,54.0,6.0,99.0,48.0,77.0,228.0,45.0,166.0,151.0,5.0,38.0,43.0,268.0,115.0,391.0,6.0,153.0,92.0,819.0,98.0,140.0,25.0,267.0,72.0,272.0,59.0,82.0,106.0,18.0,155.0,12.0
50,111.0,4.0,5.0,6.0,8.0,19.0,41.0,9.0,6.0,793.0,2.0,6.0,24.0,1.0,9.0,1.0,44.0,2.0,3.0,4.0,4.0,7.0,10.0,5.0,7.0,7.0,0.0,2.0,13.0,4.0,42.0,45.0,2.0,7.0,1.0,5.0,6.0,84.0,4.0,1.0,0.0,18.0,2.0,4.0,2.0,2.0,4.0,9.0,17.0,10.0,6.0,2.0,53.0,2.0,24.0,4.0,3.0,9.0,2.0,6.0,3.0,1.0
501,5.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0
503,24.0,12.0,150.0,41.0,59.0,39.0,29.0,25.0,17.0,35.0,32.0,68.0,6.0,13.0,67.0,19.0,53.0,47.0,11.0,118.0,49.0,45.0,28.0,16.0,4.0,1.0,43.0,48.0,0.0,24.0,90.0,26.0,7.0,81.0,7.0,20.0,59.0,19.0,53.0,4.0,1.0,18.0,39.0,52.0,71.0,83.0,2.0,31.0,44.0,53.0,36.0,12.0,44.0,107.0,16.0,227.0,51.0,14.0,15.0,1.0,42.0,3.0
507,95.0,13.0,122.0,129.0,10.0,57.0,46.0,4.0,202.0,10.0,103.0,61.0,13.0,83.0,472.0,17.0,64.0,84.0,507.0,284.0,44.0,130.0,21.0,66.0,10.0,10.0,53.0,65.0,31.0,17.0,10.0,16.0,4.0,24.0,10.0,30.0,337.0,24.0,115.0,24.0,3.0,3.0,47.0,138.0,640.0,228.0,7.0,46.0,101.0,196.0,95.0,153.0,9.0,564.0,56.0,59.0,78.0,32.0,49.0,11.0,17.0,5.0
508,185.0,70.0,263.0,308.0,102.0,106.0,415.0,37.0,7.0,80.0,19.0,212.0,15.0,4.0,191.0,122.0,3.0,31.0,8.0,66.0,1.0,33.0,125.0,103.0,5.0,6.0,91.0,6.0,4.0,71.0,65.0,113.0,3.0,3.0,3.0,148.0,134.0,30.0,41.0,167.0,1.0,102.0,162.0,48.0,2.0,95.0,4.0,7.0,158.0,155.0,15.0,25.0,68.0,5.0,154.0,108.0,83.0,84.0,59.0,436.0,4.0,9.0
52,30.0,5.0,4.0,19.0,15.0,4.0,16.0,2.0,0.0,0.0,52.0,43.0,6.0,2.0,36.0,45.0,108.0,5.0,3.0,1.0,1.0,44.0,5.0,28.0,5.0,13.0,3.0,3.0,0.0,5.0,185.0,6.0,3.0,2.0,0.0,30.0,8.0,9.0,9.0,43.0,0.0,222.0,1.0,13.0,1.0,24.0,28.0,1.0,23.0,21.0,12.0,1.0,173.0,8.0,14.0,65.0,19.0,12.0,13.0,3.0,4.0,5.0
520,2.0,3.0,3.0,5.0,12.0,5.0,6.0,0.0,2.0,2.0,1.0,11.0,1.0,0.0,9.0,6.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0,1.0,1.0,0.0,4.0,1.0,4.0,6.0,0.0,4.0,2.0,13.0,3.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0
521,33.0,18.0,14.0,163.0,28.0,213.0,182.0,9.0,14.0,101.0,8.0,11.0,23.0,39.0,124.0,49.0,26.0,8.0,12.0,28.0,22.0,26.0,11.0,16.0,25.0,16.0,49.0,11.0,7.0,367.0,38.0,24.0,8.0,85.0,7.0,54.0,431.0,210.0,25.0,47.0,8.0,28.0,51.0,244.0,16.0,246.0,3.0,639.0,57.0,55.0,99.0,9.0,27.0,27.0,73.0,29.0,12.0,18.0,15.0,23.0,6.0,12.0
522,129.0,20.0,12.0,45.0,12.0,10.0,50.0,8.0,27.0,10.0,132.0,26.0,5.0,9.0,105.0,11.0,212.0,17.0,132.0,158.0,18.0,161.0,8.0,94.0,5.0,56.0,23.0,26.0,1.0,9.0,43.0,12.0,15.0,7.0,1.0,47.0,38.0,13.0,64.0,2.0,3.0,33.0,47.0,65.0,79.0,103.0,6.0,12.0,39.0,61.0,21.0,64.0,49.0,83.0,25.0,65.0,99.0,39.0,49.0,832.0,68.0,19.0
523,213.0,91.0,34.0,243.0,306.0,318.0,986.0,49.0,248.0,155.0,98.0,238.0,118.0,320.0,662.0,47.0,138.0,104.0,33.0,717.0,74.0,170.0,50.0,133.0,49.0,56.0,162.0,148.0,34.0,209.0,136.0,399.0,30.0,25.0,37.0,387.0,219.0,61.0,334.0,55.0,20.0,120.0,104.0,308.0,221.0,431.0,23.0,102.0,195.0,619.0,171.0,261.0,124.0,213.0,466.0,602.0,119.0,128.0,103.0,28.0,123.0,27.0
524,150.0,7.0,260.0,41.0,13.0,30.0,104.0,22.0,28.0,13.0,40.0,44.0,2.0,111.0,148.0,11.0,73.0,32.0,12.0,101.0,4.0,44.0,43.0,102.0,2.0,2.0,9.0,44.0,55.0,7.0,36.0,24.0,5.0,17.0,1.0,9.0,33.0,8.0,63.0,5.0,3.0,38.0,11.0,25.0,119.0,26.0,58.0,25.0,25.0,146.0,40.0,43.0,64.0,41.0,14.0,19.0,201.0,30.0,82.0,10.0,5.0,2.0
525,38.0,17.0,4.0,100.0,195.0,75.0,126.0,24.0,195.0,42.0,70.0,127.0,16.0,34.0,197.0,23.0,90.0,91.0,218.0,1362.0,32.0,44.0,94.0,28.0,16.0,19.0,19.0,90.0,36.0,64.0,52.0,36.0,18.0,10.0,26.0,44.0,319.0,29.0,146.0,16.0,8.0,61.0,75.0,97.0,286.0,124.0,38.0,15.0,128.0,239.0,69.0,92.0,66.0,442.0,67.0,206.0,14.0,10.0,20.0,7.0,364.0,19.0
531,2.0,2.0,1.0,4.0,1.0,24.0,57.0,2.0,0.0,15.0,2.0,7.0,3.0,0.0,2.0,1.0,9.0,2.0,0.0,7.0,0.0,6.0,38.0,1.0,4.0,3.0,43.0,1.0,1.0,0.0,7.0,20.0,2.0,2.0,0.0,9.0,0.0,12.0,7.0,4.0,2.0,0.0,13.0,12.0,0.0,9.0,0.0,15.0,1.0,9.0,17.0,0.0,7.0,4.0,16.0,31.0,0.0,3.0,0.0,0.0,0.0,1.0
535,463.0,77.0,623.0,129.0,452.0,291.0,801.0,125.0,6.0,40.0,143.0,140.0,67.0,6.0,380.0,7.0,235.0,80.0,15.0,8.0,14.0,190.0,208.0,333.0,30.0,13.0,171.0,211.0,84.0,160.0,627.0,127.0,21.0,20.0,18.0,307.0,30.0,27.0,445.0,5.0,6.0,284.0,98.0,100.0,231.0,96.0,9.0,90.0,198.0,595.0,134.0,59.0,647.0,124.0,320.0,263.0,584.0,276.0,159.0,13.0,141.0,23.0
538,120.0,25.0,15.0,19.0,106.0,63.0,215.0,64.0,150.0,37.0,27.0,285.0,20.0,88.0,137.0,21.0,47.0,103.0,202.0,6.0,85.0,39.0,56.0,44.0,18.0,4.0,66.0,81.0,31.0,58.0,22.0,48.0,28.0,13.0,10.0,143.0,304.0,21.0,151.0,26.0,8.0,12.0,105.0,122.0,280.0,167.0,57.0,52.0,121.0,228.0,41.0,135.0,19.0,174.0,43.0,90.0,77.0,32.0,24.0,11.0,301.0,31.0
539,244.0,49.0,100.0,123.0,203.0,83.0,359.0,67.0,10.0,80.0,110.0,168.0,46.0,13.0,102.0,31.0,141.0,84.0,6.0,43.0,6.0,99.0,74.0,152.0,20.0,168.0,73.0,226.0,33.0,57.0,20.0,107.0,11.0,21.0,10.0,95.0,38.0,39.0,396.0,63.0,5.0,10.0,52.0,53.0,104.0,80.0,7.0,64.0,207.0,291.0,42.0,59.0,19.0,29.0,129.0,171.0,204.0,130.0,117.0,19.0,4.0,7.0
540,1069.0,83.0,588.0,450.0,55.0,221.0,380.0,156.0,659.0,110.0,183.0,464.0,21.0,420.0,735.0,675.0,328.0,59.0,1140.0,1077.0,65.0,203.0,272.0,796.0,38.0,294.0,46.0,76.0,173.0,26.0,615.0,133.0,40.0,104.0,12.0,160.0,687.0,54.0,252.0,301.0,24.0,435.0,274.0,377.0,1347.0,554.0,95.0,56.0,201.0,437.0,132.0,531.0,478.0,520.0,143.0,342.0,994.0,299.0,689.0,2876.0,300.0,40.0
541,17.0,9.0,4.0,18.0,69.0,27.0,47.0,4.0,1.0,4.0,19.0,30.0,7.0,104.0,42.0,24.0,70.0,2.0,3.0,11.0,7.0,42.0,5.0,18.0,3.0,5.0,57.0,22.0,2.0,3.0,119.0,3.0,7.0,46.0,2.0,44.0,2.0,18.0,27.0,22.0,3.0,89.0,16.0,16.0,6.0,26.0,0.0,37.0,35.0,48.0,52.0,0.0,135.0,0.0,24.0,136.0,36.0,29.0,24.0,776.0,0.0,10.0
543,165.0,46.0,20.0,3.0,3.0,19.0,37.0,3.0,2.0,4.0,88.0,89.0,2.0,44.0,81.0,6.0,128.0,12.0,3.0,188.0,2.0,88.0,86.0,85.0,5.0,3.0,1.0,10.0,13.0,6.0,110.0,17.0,3.0,6.0,1.0,6.0,46.0,11.0,11.0,17.0,2.0,107.0,1.0,52.0,39.0,48.0,83.0,3.0,101.0,65.0,2.0,1.0,74.0,35.0,14.0,5.0,130.0,90.0,84.0,3.0,4.0,5.0
