strain_id,B_MTX_noDrug.SRO9_SGN1,B_MTX_noDrug.SRO9_DHH1,B_MTX_noDrug.MID2_TPO2,B_MTX_noDrug.ALO1_HYR1,B_MTX_noDrug.TPO1_MID2,B_MTX_noDrug.ALO1_UIP4,B_MTX_noDrug.ERG11_PIS1,B_MTX_noDrug.FMP45_HNM1,B_MTX_noDrug.ERG11_TPO4,B_MTX_noDrug.TPO1_TPO2,B_MTX_noDrug.MID2_MAM33,B_MTX_noDrug.ERG27_ACF2,B_MTX_noDrug.PLM2_SNA3,B_MTX_noDrug.MID2_RSN1,B_MTX_noDrug.ALO1_ADE17,B_MTX_noDrug.MID2_WSC2,B_MTX_noDrug.RET2_EMP70,B_MTX_noDrug.ERG11_ERG5,B_MTX_noDrug.ERG11_ORM2,B_MTX_noDrug.HNM1_MAM33,B_MTX_noDrug.ERV25_UIP4,B_MTX_noDrug.FMP45_MID2,B_MTX_noDrug.ERV25_RBD2,B_MTX_noDrug.ADE17_GIS2,B_MTX_noDrug.HUG1_ALO1,B_MTX_noDrug.DHH1_LSM3,B_MTX_noDrug.noPPI_reference,B_MTX_noDrug.ERV25_PIS1,B_MTX_noDrug.HNM1_MID2,B_MTX_noDrug.SRO9_GIS2,B_MTX_noDrug.HUG1_ADE17,B_MTX_noDrug.ERG11_HYR1,B_MTX_noDrug.SSH1_ERV25,B_MTX_noDrug.SSH1_ORM2,B_MTX_noDrug.ERG11_ERV25,B_MTX_noDrug.ADE17_PGM2,B_MTX_noDrug.HNM1_TPO1,B_MTX_noDrug.SSH1_ERG11,B_MTX_noDrug.RET2_EMP47,B_MTX_noDrug.ERV25_EMP47,B_MTX_noDrug.HNM1_ERG11,B_MTX_noDrug.SNA4_GTR2,B_MTX_noDrug.ERG11_MID2,B_MTX_noDrug.ERV25_ORM2,B_MTX_noDrug.HNM1_TPO4,B_MTX_noDrug.FMP45_MEP1,B_MTX_noDrug.ERV25_ERG5,B_MTX_noDrug.PMC1_CTR2,B_MTX_noDrug.HNM1_TPO2,B_MTX_noDrug.PMC1_GTR2,B_MTX_noDrug.MID2_TPO4,B_MTX_noDrug.ADE17_HYR1,B_MTX_noDrug.TPO1_TCB2,B_MTX_noDrug.SSH1_PIS1,B_MTX_noDrug.ERG11_ACF2,B_MTX_noDrug.HUG1_PGM2,B_MTX_noDrug.GTR1_SLM4,B_MTX_noDrug.PLM2_HNM1,B_MTX_noDrug.SNA4_VAC8,B_MTX_noDrug.RET2_SNA3,B_MTX_noDrug.MID2_PIN2,B_MTX_noDrug.HNM1_RBD2
400,823.0,93.0,169.0,56.0,516.0,129.0,78.0,821.0,2580.0,1088.0,51.0,30.0,150.0,171.0,26.0,11.0,22.0,26.0,285.0,445.0,93.0,941.0,40.0,10.0,396.0,1035.0,52.0,37.0,445.0,12.0,32.0,531.0,800.0,425.0,46.0,14.0,4634.0,1585.0,20.0,164.0,524.0,556.0,147.0,665.0,2128.0,71.0,3461.0,83.0,910.0,115.0,460.0,41.0,82.0,206.0,16.0,359.0,153.0,42.0,18.0,10.0,351.0,29.0
406,43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
408,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,3370.0,635.0,192.0,25.0,4.0,97.0,111.0,10.0,556.0,69.0,2946.0,5.0,1423.0,66.0,294.0,1519.0,3.0,15.0,193.0,669.0,130.0,10.0,14.0,11.0,26.0,539.0,72.0,15.0,140.0,49.0,26.0,36.0,276.0,527.0,16.0,17.0,38.0,216.0,6.0,447.0,819.0,20.0,91.0,1531.0,51.0,114.0,128.0,862.0,99.0,354.0,110.0,7.0,31.0,72.0,61.0,24.0,48.0,224.0,9.0,4.0,714.0,127.0
40_2,35.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,17.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,11.0,0.0,1.0,4.0,2597.0,3.0,0.0,0.0,1.0,10.0,1.0,2.0,1.0,0.0,9.0,7.0,0.0,1.0,0.0,5.0,1.0,14.0,13.0,2.0,16.0,1.0,2.0,0.0,0.0,7.0,0.0,12.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,0.0
411,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0
412,1.0,1.0,1.0,0.0,1.0,355.0,11.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,1.0,177.0,4.0,2166.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,10.0,36.0,1.0,4.0,17.0,0.0,35.0,25.0,4.0,1.0,149.0,1.0,1.0,2.0,1.0,3.0,0.0,10.0,2.0,3.0,0.0,5.0,0.0,0.0,3.0,17.0
418,39.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
419,67.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,48.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,1.0,2.0,186.0,4.0,0.0,8.0,0.0,0.0,3.0,9.0,1.0,5.0,2.0,1.0,2.0,50.0,1.0,0.0,8.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
420,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
421,99.0,26.0,5.0,9.0,8.0,25.0,130.0,7.0,891.0,83.0,142.0,3.0,967.0,56.0,62.0,53.0,2.0,57.0,665.0,529.0,20.0,6.0,8.0,101.0,3.0,1765.0,44.0,11.0,58.0,14.0,11.0,101.0,288.0,250.0,16.0,14509.0,327.0,216.0,5.0,45.0,87.0,253.0,135.0,506.0,6.0,109.0,266.0,116.0,133.0,52.0,58.0,73.0,143.0,191.0,41.0,41.0,3036.0,27.0,99.0,4.0,31.0,30.0
426,49.0,3.0,1.0,15.0,1.0,2.0,11.0,5.0,139.0,1.0,2.0,6.0,2.0,8.0,7.0,3.0,4.0,9.0,12.0,6.0,7.0,1.0,4.0,23.0,4.0,22.0,4.0,12.0,4.0,3.0,5.0,32.0,4.0,8.0,10.0,15.0,6.0,25.0,6.0,20.0,12.0,26.0,3.0,30.0,4.0,20.0,102.0,2.0,12.0,2.0,1.0,5.0,4.0,6.0,1.0,3.0,23.0,2.0,19.0,3.0,10.0,0.0
431,147.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,1.0,2.0,3.0,13.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
433,193.0,8.0,2.0,10.0,4.0,5.0,0.0,2.0,221.0,1.0,6.0,14.0,0.0,7.0,46.0,1.0,4.0,0.0,23.0,4.0,0.0,2.0,2.0,3.0,5.0,23.0,3.0,7.0,3.0,6.0,6.0,151.0,2.0,13.0,4.0,0.0,1.0,17.0,8.0,46.0,3.0,3.0,5.0,21.0,4.0,2.0,26.0,5.0,7.0,2.0,0.0,1.0,5.0,6.0,2.0,8.0,5.0,0.0,2.0,3.0,8.0,5.0
434,1693.0,102.0,6.0,233.0,19.0,79.0,66.0,1.0,657.0,111.0,53.0,21.0,11.0,5.0,4499.0,5.0,2.0,26.0,3216.0,10.0,7.0,5.0,4.0,9.0,25.0,1752.0,3.0,6.0,12.0,2.0,17.0,2811.0,197.0,161.0,16.0,11.0,3.0,231.0,14.0,163.0,25.0,88.0,74.0,1046.0,13.0,49.0,45.0,140.0,10.0,45.0,22.0,3.0,31.0,9.0,60.0,28.0,19.0,9.0,498.0,3.0,93.0,1.0
437,174.0,19.0,6.0,31.0,1.0,9.0,8.0,2.0,109.0,2.0,5.0,3.0,5.0,14.0,13.0,2.0,3.0,1.0,10.0,10.0,9.0,6.0,4.0,6.0,13.0,49.0,31.0,31.0,7.0,12.0,15.0,27.0,13.0,29.0,11.0,2.0,9.0,27.0,3.0,18.0,20.0,11.0,26.0,105.0,5.0,10.0,75.0,70.0,18.0,16.0,4.0,2.0,3.0,37.0,5.0,10.0,12.0,1.0,5.0,3.0,33.0,11.0
438,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
439,48.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,39.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,28.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0
43_ref1,9.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,128.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,6.0,1.0,2.0,3.0,7.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0
43_ref2,72.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,211.0,2.0,6.0,3.0,0.0,3.0,7.0,2.0,0.0,5.0,6.0,4.0,1.0,2.0,2.0,4.0,4.0,20.0,3.0,9.0,3.0,5.0,3.0,78.0,3.0,4.0,2.0,1.0,3.0,15.0,3.0,7.0,2.0,4.0,2.0,32.0,1.0,5.0,11.0,14.0,4.0,0.0,4.0,0.0,2.0,12.0,0.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0
44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,499.0,13.0,6.0,37.0,7.0,12.0,10.0,6.0,400.0,4.0,9.0,12.0,11.0,27.0,37.0,10.0,5.0,2.0,77.0,16.0,12.0,10.0,4.0,15.0,4.0,51.0,9.0,33.0,6.0,17.0,6.0,149.0,10.0,5.0,21.0,3.0,11.0,64.0,17.0,70.0,32.0,11.0,12.0,144.0,9.0,12.0,103.0,15.0,20.0,6.0,10.0,2.0,8.0,12.0,5.0,16.0,73.0,4.0,7.0,6.0,26.0,4.0
444,37.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
446,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0
45,16.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,23.0,0.0,0.0,6.0,11.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,3.0,1.0,20.0,1.0,0.0,2.0,2.0,2.0,0.0,8.0,20.0,2.0,8.0,3.0,0.0,2.0,1.0,28.0,1.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,1.0,0.0
450,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,4.0,5.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,5.0,5.0,7.0,0.0,2.0,0.0,6.0,1.0,22.0,3.0,1.0,13.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,8.0,3.0,3.0,0.0,1.0,0.0
452,24.0,1.0,1.0,4.0,1.0,0.0,8.0,1.0,26.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,8.0,6.0,10.0,4.0,13.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0
454,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,12.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
459,618.0,118.0,13.0,4.0,11.0,0.0,187.0,1.0,74.0,28.0,1.0,3.0,2.0,3.0,5.0,6.0,0.0,4.0,46.0,78.0,5.0,4.0,0.0,3.0,6.0,17.0,1.0,4.0,1.0,13.0,1.0,93.0,27.0,101.0,35.0,0.0,2.0,84.0,6.0,13.0,163.0,35.0,30.0,41.0,5.0,1.0,9.0,0.0,81.0,4.0,11.0,1.0,1.0,1.0,2.0,34.0,510.0,1.0,4.0,0.0,26.0,1743.0
460,568.0,57.0,65.0,48.0,38.0,137.0,48.0,10.0,530.0,448.0,152.0,15.0,53.0,47.0,61.0,22.0,11.0,57.0,320.0,479.0,652.0,28.0,19.0,7.0,163.0,2008.0,27.0,82.0,163.0,24.0,145.0,732.0,369.0,351.0,49.0,19.0,2211.0,1817.0,15.0,129.0,75.0,477.0,189.0,141.0,202.0,32.0,565.0,19.0,3156.0,55.0,61.0,30.0,25.0,45.0,31.0,576.0,17.0,14.0,155.0,5.0,256.0,4969.0
466,75.0,12.0,2.0,11.0,1.0,1.0,4.0,1.0,19.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,4.0,25.0,1.0,1.0,1.0,1.0,2.0,13.0,2.0,2.0,2.0,1.0,0.0,11.0,3.0,8.0,0.0,2.0,1.0,32.0,1.0,0.0,11.0,8.0,1.0,1.0,4.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0
468,6161.0,1917.0,836.0,99.0,143.0,152.0,602.0,178.0,6921.0,700.0,352.0,92.0,976.0,2246.0,86.0,133.0,33.0,598.0,5502.0,925.0,101.0,118.0,44.0,37.0,168.0,6798.0,148.0,49.0,877.0,143.0,978.0,3796.0,1236.0,982.0,281.0,16.0,689.0,1753.0,40.0,486.0,2271.0,415.0,863.0,10892.0,1809.0,697.0,4184.0,176.0,310.0,485.0,2172.0,34.0,221.0,60.0,389.0,104.0,11837.0,178.0,919.0,22.0,1967.0,25.0
470,8690.0,1862.0,65.0,1539.0,2.0,134.0,102.0,8.0,151.0,2.0,467.0,15.0,1721.0,40.0,2868.0,632.0,2.0,75.0,28.0,24.0,17.0,24.0,8.0,17.0,11.0,318.0,128.0,38.0,18.0,77.0,26.0,508.0,9.0,52.0,15.0,16.0,16.0,115.0,3.0,99.0,104.0,22.0,111.0,104.0,5.0,244.0,37.0,552.0,42.0,105.0,18.0,6.0,11.0,7.0,31.0,7.0,36.0,7.0,19.0,2.0,51.0,3.0
473,46.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,168.0,3.0,1.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,24.0,1.0,5.0,0.0,2.0,2.0,1.0,9.0,1.0,6.0,1.0,3.0,1.0,70.0,3.0,1.0,3.0,1.0,0.0,7.0,1.0,11.0,5.0,5.0,2.0,26.0,5.0,1.0,10.0,6.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0
475,126.0,3.0,2.0,6.0,6.0,2.0,7.0,5.0,61.0,8.0,6.0,9.0,0.0,5.0,6.0,6.0,3.0,36.0,1217.0,7.0,4.0,4.0,26.0,37.0,1.0,27.0,6.0,7.0,29.0,14.0,19.0,1098.0,3.0,1.0,136.0,81.0,14.0,10.0,6.0,33.0,7.0,10.0,146.0,176.0,11.0,5.0,36.0,6.0,9.0,6.0,0.0,6.0,5.0,5.0,1.0,7.0,9.0,5.0,6.0,1.0,9.0,2.0
476,117.0,2.0,0.0,2.0,1.0,2.0,5.0,5.0,31.0,10.0,0.0,5.0,0.0,1.0,1.0,6.0,2.0,12.0,116.0,1.0,2.0,2.0,0.0,0.0,1.0,12.0,2.0,0.0,3.0,1.0,4.0,419.0,1.0,1.0,8.0,2.0,1.0,102.0,1.0,7.0,4.0,3.0,18.0,166.0,1.0,3.0,8.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,61.0,0.0,1.0,4.0,9.0,1.0
48,43.0,2.0,1.0,5.0,6.0,2.0,4.0,1.0,72.0,1.0,4.0,5.0,1.0,0.0,12.0,0.0,2.0,2.0,4.0,5.0,7.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,39.0,2.0,1.0,5.0,6.0,3.0,23.0,0.0,6.0,5.0,3.0,4.0,37.0,7.0,5.0,32.0,36.0,2.0,0.0,2.0,4.0,3.0,3.0,1.0,3.0,7.0,1.0,3.0,2.0,1.0,0.0
485,17.0,19.0,1.0,6.0,2.0,6.0,35.0,0.0,218.0,1.0,3.0,2.0,1.0,0.0,266.0,1.0,0.0,7.0,99.0,0.0,5.0,1.0,1.0,1.0,17.0,10.0,51.0,2.0,1.0,2.0,4.0,589.0,6.0,5.0,86.0,1.0,0.0,75.0,2.0,13.0,32.0,4.0,4.0,6.0,1.0,4.0,5.0,9.0,3.0,5.0,9.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0
486,233.0,242.0,13.0,74.0,14.0,94.0,55.0,3.0,17.0,215.0,26.0,3.0,2.0,23.0,171.0,54.0,2.0,6.0,533.0,3.0,9.0,0.0,12.0,1.0,42.0,3437.0,7.0,2.0,51.0,8.0,17.0,73.0,2.0,15.0,104.0,1.0,2.0,6.0,1.0,35.0,19.0,47.0,49.0,54.0,4.0,9.0,626.0,174.0,10.0,32.0,103.0,3.0,25.0,6.0,2.0,26.0,13.0,1.0,4.0,2.0,54.0,1.0
491,737.0,640.0,31.0,13.0,45.0,9.0,94.0,14.0,2890.0,108.0,77.0,61.0,1122.0,151.0,26.0,11.0,11.0,40.0,803.0,21.0,4.0,5.0,19.0,16.0,259.0,273.0,55.0,14.0,90.0,13.0,201.0,1336.0,111.0,24.0,20.0,9.0,60.0,72.0,17.0,58.0,186.0,954.0,177.0,685.0,64.0,167.0,1313.0,89.0,12.0,77.0,42.0,18.0,62.0,13.0,25.0,605.0,92.0,12.0,23.0,4.0,161.0,9.0
493,118.0,82.0,21.0,3.0,4.0,16.0,23.0,1.0,32.0,55.0,12.0,2.0,1.0,20.0,0.0,1.0,1.0,29.0,35.0,4.0,7.0,0.0,2.0,0.0,3.0,123.0,12.0,4.0,22.0,9.0,5.0,30.0,4.0,37.0,29.0,7.0,5.0,9.0,1.0,28.0,61.0,15.0,3.0,121.0,2.0,5.0,74.0,2.0,0.0,14.0,9.0,2.0,20.0,3.0,2.0,10.0,3.0,1.0,4.0,2.0,31.0,1.0
495,72.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,30.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,24.0,4.0,0.0,1.0,2.0,1.0,0.0,30.0,12.0,2.0,0.0,0.0,1.0,1.0,261.0,1.0,0.0,12.0,1.0,4.0,7.0,0.0,12.0,2.0,4.0,4.0,235.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,8.0,0.0,3.0,0.0,7.0,0.0
50,112.0,3.0,3.0,8.0,14.0,5.0,8.0,3.0,142.0,29.0,5.0,1.0,9.0,2.0,14.0,4.0,6.0,247.0,28.0,12.0,7.0,10.0,4.0,13.0,5.0,16.0,3.0,7.0,5.0,2.0,3.0,80.0,3.0,3.0,2.0,5.0,7.0,17.0,11.0,21.0,5.0,13.0,5.0,45.0,4.0,7.0,15.0,6.0,9.0,13.0,9.0,11.0,6.0,5.0,3.0,5.0,6.0,4.0,4.0,6.0,11.0,8.0
501,12.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0
503,17.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,21.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,17.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,49.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,3.0,4.0,21.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
506,18.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,15.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,1.0,2.0,0.0,3.0,5.0,655.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,8.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
507,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,21.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
508,82.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,18.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0,15.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,9.0,2.0,1528.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,2.0,0.0,14.0,53.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0
52,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,43.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,13.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
