strain_id,B_noMTX_Trifluoperazine.PMC1_CTR2,B_noMTX_Trifluoperazine.MID2_PIN2,B_noMTX_Trifluoperazine.HUG1_PGM2,B_noMTX_Trifluoperazine.SSH1_PIS1,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_Trifluoperazine.SNA4_VAC8,B_noMTX_Trifluoperazine.MID2_MAM33,B_noMTX_Trifluoperazine.ALO1_ADE17,B_noMTX_Trifluoperazine.HNM1_TPO1,B_noMTX_Trifluoperazine.SSH1_ERV25,B_noMTX_Trifluoperazine.HNM1_TPO4,B_noMTX_Trifluoperazine.ALO1_UIP4,B_noMTX_Trifluoperazine.GTR1_SLM4,B_noMTX_Trifluoperazine.HNM1_MID2,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_Trifluoperazine.FMP45_MID2,B_noMTX_Trifluoperazine.RET2_SNA3,B_noMTX_Trifluoperazine.ERV25_ERG5,B_noMTX_Trifluoperazine.PMC1_GTR2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_Trifluoperazine.ERG11_MID2,B_noMTX_Trifluoperazine.ERV25_RBD2,B_noMTX_Trifluoperazine.SSH1_ERG11,B_noMTX_Trifluoperazine.SRO9_DHH1,B_noMTX_Trifluoperazine.ADE17_HYR1,B_noMTX_Trifluoperazine.noPPI_reference,B_noMTX_Trifluoperazine.HNM1_MAM33,B_noMTX_Trifluoperazine.MID2_WSC2,B_noMTX_Trifluoperazine.HUG1_ADE17,B_noMTX_Trifluoperazine.ADE17_GIS2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_Trifluoperazine.ERG11_ERG5,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_Trifluoperazine.ADE17_PGM2,B_noMTX_Trifluoperazine.ERV25_UIP4,B_noMTX_Trifluoperazine.ERG11_ERV25,B_noMTX_Trifluoperazine.FMP45_HNM1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_Trifluoperazine.TPO1_TCB2,B_noMTX_Trifluoperazine.ERV25_ORM2,B_noMTX_Trifluoperazine.ERG11_PIS1,B_noMTX_Trifluoperazine.FMP45_MEP1,B_noMTX_Trifluoperazine.HNM1_ERG11,B_noMTX_Trifluoperazine.ERG27_ACF2,B_noMTX_Trifluoperazine.MID2_RSN1,B_noMTX_Trifluoperazine.ERV25_EMP47,B_noMTX_Trifluoperazine.ERG11_TPO4,B_noMTX_Trifluoperazine.PLM2_SNA3,B_noMTX_Trifluoperazine.MID2_TPO2,B_noMTX_Trifluoperazine.ALO1_HYR1,B_noMTX_Trifluoperazine.SNA4_GTR2,B_noMTX_Trifluoperazine.MID2_TPO4,B_noMTX_Trifluoperazine.SSH1_ORM2,B_noMTX_Trifluoperazine.RET2_EMP70,B_noMTX_Trifluoperazine.HNM1_RBD2,B_noMTX_Trifluoperazine.SRO9_SGN1,B_noMTX_Trifluoperazine.ERV25_PIS1,B_noMTX_Trifluoperazine.ERG11_ORM2,B_noMTX_Trifluoperazine.ERG11_HYR1,B_noMTX_Trifluoperazine.PLM2_HNM1,B_noMTX_Trifluoperazine.SRO9_GIS2,B_noMTX_Trifluoperazine.TPO1_TPO2
420,12.0,109,18.0,7.0,4.0,7.0,82.0,25.0,4.0,6.0,0.0,18.0,22.0,60.0,2.0,32,8.0,10.0,11.0,22.0,4.0,3.0,0.0,646.0,2.0,131.0,7.0,9.0,4.0,3.0,5.0,5.0,7.0,6.0,30,54,63.0,5.0,17.0,57.0,91.0,77.0,69.0,9.0,126.0,17.0,3.0,2.0,7.0,13,20.0,12.0,11.0,6.0,8.0,709.0,33.0,8.0,72.0,3.0,65.0,6.0
421,25.0,299,11.0,1138.0,432.0,6.0,169.0,4.0,412.0,224.0,1.0,24.0,927.0,49.0,5.0,10,5.0,102.0,39.0,10.0,479.0,8.0,67.0,92.0,8.0,241.0,142.0,665.0,22.0,71.0,21.0,64.0,461.0,131.0,43,32,43.0,6.0,38.0,77.0,247.0,15.0,173.0,4.0,306.0,15.0,57.0,10.0,50.0,5,111.0,84.0,668.0,8.0,371.0,95.0,10.0,64.0,101.0,15.0,61.0,52.0
426,7.0,37,8.0,12.0,13.0,18.0,6.0,3.0,2.0,5.0,3.0,4.0,8.0,17.0,28.0,25,213.0,24.0,6.0,2.0,8.0,6.0,5.0,10.0,4.0,95.0,7.0,5.0,6.0,6.0,4.0,9.0,20.0,3.0,31,39,5.0,9.0,2.0,23.0,38.0,6.0,36.0,9.0,32.0,4.0,5.0,3.0,7.0,17,20.0,10.0,126.0,22.0,7.0,23.0,6.0,8.0,12.0,4.0,3.0,1.0
431,190.0,418,210.0,10.0,488.0,4.0,122.0,474.0,43.0,30.0,15.0,178.0,9.0,15.0,81.0,134,552.0,241.0,277.0,26.0,54.0,3260.0,43.0,70.0,13.0,96.0,26.0,3.0,295.0,5.0,62.0,31.0,81.0,4.0,894,128,26.0,398.0,182.0,222.0,29.0,59.0,46.0,48.0,152.0,31.0,107.0,41.0,27.0,662,331.0,50.0,306.0,387.0,8.0,239.0,10.0,5.0,38.0,17.0,13.0,114.0
433,8.0,97,9.0,174.0,16.0,10.0,57.0,4.0,340.0,33.0,31.0,7.0,81.0,53.0,2.0,37,14.0,40.0,7.0,27.0,85.0,10.0,8.0,36.0,25.0,134.0,57.0,2.0,9.0,28.0,7.0,11.0,22.0,2.0,45,89,19.0,6.0,4.0,38.0,73.0,8.0,138.0,6.0,81.0,8.0,7.0,15.0,4.0,44,90.0,15.0,46.0,9.0,59.0,49.0,6.0,6.0,41.0,23.0,5.0,5.0
434,93.0,269,40.0,140.0,119.0,943.0,121.0,170.0,16.0,349.0,6.0,103.0,5308.0,50.0,7.0,25,49.0,193.0,165.0,10.0,124.0,3.0,52.0,137.0,9.0,176.0,11.0,39.0,27.0,9.0,38.0,209.0,599.0,14.0,142,1014,79.0,25.0,84.0,962.0,424.0,39.0,142.0,19.0,123.0,31.0,296.0,292.0,19.0,567,152.0,40.0,63.0,19.0,9.0,305.0,9.0,305.0,212.0,27.0,121.0,48.0
437,6.0,92,5.0,17.0,13.0,12.0,19.0,1.0,3.0,11.0,2.0,6.0,12.0,6.0,2.0,38,6.0,26.0,2.0,2.0,13.0,4.0,3.0,29.0,5.0,8.0,28.0,6.0,14.0,3.0,3.0,10.0,29.0,7.0,29,28,8.0,3.0,3.0,51.0,29.0,14.0,24.0,7.0,56.0,4.0,5.0,4.0,15.0,34,29.0,13.0,12.0,4.0,11.0,47.0,8.0,14.0,13.0,4.0,14.0,1.0
438,3.0,256,4.0,44.0,86.0,4.0,166.0,6.0,112.0,21.0,19.0,1.0,10.0,51.0,1.0,25,3.0,57.0,2.0,51.0,165.0,4.0,4.0,23.0,4.0,18.0,20.0,299.0,10.0,5.0,2.0,4.0,8.0,93.0,11,13,10.0,17.0,4.0,24.0,18.0,2.0,136.0,1.0,288.0,3.0,1.0,67.0,26.0,8,20.0,40.0,20.0,2.0,163.0,14.0,2.0,0.0,38.0,9.0,5.0,7.0
439,33.0,449,37.0,11.0,38.0,12.0,397.0,4.0,17.0,134.0,1.0,15.0,15.0,15.0,5.0,36,8.0,609.0,39.0,24.0,559.0,2.0,1.0,353.0,12.0,185.0,15.0,1830.0,59.0,5.0,27.0,17.0,33.0,1259.0,111,2789,147.0,88.0,46.0,846.0,278.0,134.0,117.0,38.0,824.0,18.0,62.0,22.0,64.0,21,67.0,110.0,493.0,33.0,12.0,388.0,13.0,37.0,859.0,54.0,48.0,51.0
43_ref1,3.0,34,2.0,1.0,54.0,14.0,2.0,0.0,156.0,43.0,18.0,2.0,186.0,19.0,5.0,6,17.0,11.0,4.0,7.0,23.0,13.0,18.0,6.0,2.0,4.0,9.0,1.0,0.0,1.0,12.0,1.0,5.0,36.0,9,12,14.0,2.0,2.0,17.0,13.0,0.0,66.0,8.0,3.0,9.0,1.0,37.0,3.0,4,22.0,4.0,0.0,123.0,85.0,18.0,2.0,3.0,2002.0,1.0,0.0,8.0
43_ref2,11.0,366,11.0,30.0,261.0,179.0,17.0,8.0,324.0,46.0,276.0,25.0,2795.0,72.0,41.0,135,99.0,16.0,14.0,133.0,91.0,477.0,50.0,96.0,171.0,9.0,194.0,64.0,16.0,64.0,80.0,76.0,20.0,637.0,74,191,81.0,9.0,32.0,78.0,661.0,27.0,116.0,67.0,50.0,46.0,16.0,165.0,56.0,111,174.0,32.0,9.0,208.0,869.0,780.0,13.0,39.0,12082.0,22.0,61.0,31.0
44,1.0,3,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3,4,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,0.0,5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
442,8.0,55,15.0,17.0,9.0,14.0,3.0,4.0,8.0,11.0,3.0,4.0,73.0,18.0,4.0,31,1.0,33.0,5.0,9.0,7.0,7.0,5.0,22.0,4.0,10.0,15.0,54.0,11.0,2.0,4.0,9.0,32.0,6.0,28,128,12.0,21.0,3.0,30.0,68.0,8.0,9.0,6.0,38.0,7.0,11.0,2.0,7.0,43,4.0,14.0,9.0,13.0,10.0,71.0,3.0,6.0,10.0,4.0,4.0,6.0
444,1.0,7,0.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,5.0,1.0,5,1.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,16,7,4.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,10.0,2.0,1.0,1.0,0.0,7,4.0,2.0,0.0,3.0,1.0,7.0,1.0,0.0,6.0,1.0,2.0,1.0
446,19.0,211,22.0,255.0,6.0,2.0,554.0,16.0,2.0,51.0,28.0,16.0,1.0,39.0,3.0,16,3.0,16.0,26.0,56.0,323.0,7.0,1.0,143.0,2.0,246.0,5.0,5.0,19.0,3.0,9.0,26.0,35.0,4.0,11,92,39.0,5.0,25.0,41.0,168.0,148.0,126.0,2.0,175.0,6.0,2.0,15.0,22.0,9,12.0,23.0,1724.0,7.0,6.0,600.0,3.0,366.0,52.0,5.0,45.0,27.0
45,3.0,63,3.0,13.0,9.0,3.0,7.0,3.0,10.0,5.0,8.0,14.0,9.0,4.0,6.0,34,12.0,34.0,10.0,9.0,3.0,15.0,4.0,12.0,14.0,47.0,11.0,9.0,5.0,1.0,7.0,7.0,22.0,7.0,36,93,9.0,10.0,7.0,17.0,24.0,10.0,11.0,10.0,60.0,5.0,1.0,2.0,14.0,53,7.0,6.0,23.0,11.0,10.0,66.0,5.0,4.0,23.0,13.0,4.0,17.0
450,24.0,146,30.0,218.0,182.0,263.0,45.0,4.0,8.0,80.0,8.0,23.0,415.0,84.0,2.0,11,4.0,316.0,51.0,7.0,108.0,10.0,8.0,31.0,45.0,166.0,35.0,5.0,24.0,1.0,46.0,7.0,130.0,8.0,24,14,12.0,64.0,45.0,75.0,32.0,27.0,59.0,6.0,80.0,24.0,5.0,786.0,9.0,16,81.0,23.0,80.0,5.0,5.0,29.0,16.0,0.0,9.0,5.0,11.0,81.0
452,3.0,38,6.0,9.0,7.0,5.0,8.0,4.0,0.0,88.0,1.0,5.0,8.0,3.0,2.0,37,4.0,15.0,6.0,2.0,6.0,3.0,19.0,16.0,3.0,118.0,3.0,6.0,3.0,2.0,2.0,4.0,18.0,9.0,13,15,3.0,3.0,2.0,25.0,22.0,11.0,81.0,1.0,65.0,2.0,1.0,5.0,2.0,12,7.0,5.0,15.0,51.0,6.0,64.0,4.0,4.0,10.0,1.0,5.0,2.0
454,1.0,3,4.0,0.0,11.0,2.0,2.0,1.0,2.0,28.0,1.0,3.0,3.0,5.0,1.0,8,1.0,61.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,12.0,55.0,2.0,4.0,1.0,0.0,1.0,2.0,12.0,23,10,1.0,21.0,0.0,16.0,4.0,2.0,11.0,6.0,5.0,2.0,0.0,1.0,1.0,6,1.0,4.0,3.0,1.0,1.0,145.0,1.0,1.0,3.0,4.0,2.0,0.0
458,222.0,1062,50.0,73.0,76.0,270.0,361.0,193.0,106.0,16.0,43.0,113.0,15.0,70.0,10.0,107,8.0,108.0,393.0,36.0,35.0,173.0,49.0,152.0,13.0,173.0,37.0,596.0,36.0,8.0,50.0,19.0,29.0,7.0,289,99,55.0,128.0,112.0,126.0,66.0,42.0,160.0,283.0,587.0,22.0,5.0,12.0,247.0,56,146.0,309.0,113.0,47.0,17.0,337.0,30.0,14.0,19.0,17.0,44.0,150.0
459,9.0,108,12.0,15.0,198.0,17.0,35.0,6.0,9.0,156.0,35.0,9.0,750.0,42.0,7.0,754,15.0,323.0,9.0,231.0,208.0,9.0,155.0,281.0,12.0,176.0,220.0,11.0,10.0,180.0,29.0,19.0,66.0,500.0,51,1448,43.0,17.0,25.0,113.0,369.0,68.0,70.0,13.0,155.0,15.0,85.0,13.0,57.0,43,62.0,46.0,208.0,12.0,8.0,254.0,14.0,26.0,578.0,11.0,35.0,29.0
460,43.0,549,78.0,2272.0,196.0,2098.0,615.0,48.0,1470.0,627.0,1062.0,68.0,35.0,154.0,169.0,136,193.0,508.0,70.0,1479.0,1084.0,8.0,641.0,109.0,60.0,178.0,1598.0,21.0,99.0,356.0,114.0,152.0,202.0,318.0,344,160,35.0,155.0,44.0,424.0,387.0,77.0,322.0,465.0,922.0,45.0,128.0,16.0,88.0,56,902.0,158.0,508.0,806.0,1045.0,244.0,234.0,191.0,362.0,64.0,57.0,106.0
466,7.0,58,2.0,24.0,9.0,16.0,10.0,6.0,6.0,7.0,2.0,3.0,7.0,4.0,5.0,55,2.0,20.0,11.0,4.0,3.0,6.0,1.0,31.0,3.0,5.0,8.0,19.0,6.0,6.0,2.0,11.0,16.0,11.0,19,21,12.0,4.0,0.0,15.0,13.0,3.0,10.0,5.0,37.0,5.0,3.0,14.0,6.0,23,19.0,15.0,14.0,3.0,11.0,68.0,6.0,6.0,16.0,7.0,6.0,1.0
468,218.0,1470,42.0,555.0,484.0,91.0,468.0,112.0,587.0,82.0,183.0,101.0,3316.0,94.0,11.0,450,27.0,610.0,663.0,196.0,336.0,174.0,161.0,495.0,128.0,764.0,314.0,410.0,385.0,41.0,358.0,653.0,1537.0,19.0,936,392,265.0,172.0,204.0,259.0,1273.0,289.0,311.0,312.0,898.0,82.0,497.0,477.0,175.0,79,239.0,500.0,458.0,37.0,32.0,2303.0,27.0,616.0,291.0,110.0,219.0,343.0
470,23.0,329,6.0,22.0,54.0,18.0,255.0,269.0,12.0,9.0,3.0,50.0,41.0,25.0,5.0,718,10.0,31.0,11.0,24.0,139.0,9.0,45.0,1139.0,12.0,364.0,36.0,1197.0,13.0,13.0,7.0,126.0,83.0,146.0,55,93,131.0,6.0,15.0,59.0,193.0,78.0,67.0,16.0,434.0,15.0,26.0,1854.0,33.0,507,34.0,91.0,22.0,13.0,37.0,2349.0,15.0,128.0,659.0,17.0,348.0,2.0
473,82.0,116,45.0,24.0,72.0,19.0,70.0,65.0,30.0,13.0,68.0,155.0,38.0,16.0,17.0,60,13.0,205.0,51.0,108.0,43.0,6.0,187.0,110.0,10.0,115.0,343.0,523.0,51.0,6.0,105.0,14.0,49.0,16.0,429,133,33.0,43.0,45.0,230.0,104.0,63.0,181.0,321.0,108.0,27.0,34.0,6.0,27.0,470,125.0,64.0,84.0,20.0,402.0,157.0,49.0,21.0,87.0,9.0,95.0,105.0
475,791.0,1125,1023.0,10749.0,1016.0,2297.0,569.0,6767.0,17220.0,2479.0,12412.0,2576.0,2428.0,4418.0,131.0,804,198.0,6946.0,1235.0,6524.0,3164.0,143.0,2807.0,1758.0,663.0,1544.0,4358.0,1811.0,1247.0,1836.0,478.0,1626.0,6821.0,8366.0,14004,6935,1355.0,1305.0,246.0,4484.0,14705.0,1009.0,8478.0,5709.0,2087.0,1298.0,4783.0,3899.0,523.0,11030,3239.0,750.0,5975.0,291.0,2121.0,3649.0,762.0,6308.0,3375.0,439.0,775.0,339.0
476,500.0,32646,1760.0,11703.0,8059.0,1699.0,13913.0,1381.0,4476.0,1011.0,532.0,600.0,314.0,2738.0,195.0,1636,223.0,4637.0,768.0,392.0,7672.0,251.0,421.0,7286.0,126.0,1478.0,2415.0,22419.0,1653.0,187.0,4020.0,382.0,3346.0,251.0,2105,29218,2062.0,1704.0,5547.0,10939.0,10566.0,2369.0,4158.0,478.0,22889.0,261.0,1030.0,3254.0,3022.0,1519,997.0,6099.0,3246.0,482.0,4047.0,3352.0,2056.0,4935.0,7903.0,241.0,1197.0,7145.0
48,71.0,46,9.0,12.0,7.0,4.0,34.0,3.0,146.0,62.0,62.0,34.0,12.0,40.0,2.0,380,7.0,77.0,138.0,111.0,23.0,3.0,114.0,7.0,51.0,512.0,125.0,372.0,11.0,4.0,18.0,36.0,48.0,6.0,28,38,5.0,21.0,15.0,119.0,24.0,11.0,140.0,246.0,79.0,47.0,39.0,7.0,24.0,25,184.0,35.0,115.0,21.0,4.0,189.0,4.0,5.0,70.0,34.0,10.0,63.0
485,5.0,14,5.0,5.0,5.0,2.0,0.0,18.0,3.0,21.0,1.0,22.0,8.0,1.0,3.0,25,2.0,11.0,6.0,1.0,140.0,1.0,33.0,42.0,0.0,125.0,6.0,4.0,6.0,3.0,1.0,13.0,92.0,1.0,15,365,29.0,26.0,1.0,6.0,130.0,3.0,5.0,1.0,8.0,3.0,39.0,0.0,0.0,103,7.0,12.0,43.0,1.0,1.0,12.0,2.0,3.0,122.0,4.0,11.0,2.0
486,352.0,336,53.0,18.0,600.0,18.0,54.0,457.0,10.0,22.0,5.0,183.0,96.0,11.0,7.0,7,13.0,419.0,238.0,22.0,48.0,93.0,15.0,249.0,7.0,170.0,18.0,204.0,61.0,9.0,99.0,20.0,33.0,10.0,309,369,71.0,140.0,255.0,30.0,1140.0,31.0,106.0,121.0,434.0,46.0,116.0,8.0,34.0,1732,240.0,109.0,21.0,14.0,10.0,45.0,22.0,40.0,17.0,13.0,73.0,229.0
491,46.0,344,111.0,60.0,39.0,60.0,50.0,15.0,16.0,35.0,16.0,16.0,23.0,55.0,8.0,134,9.0,84.0,109.0,30.0,103.0,17.0,18.0,112.0,19.0,435.0,73.0,31.0,98.0,9.0,17.0,51.0,127.0,30.0,82,328,50.0,216.0,64.0,606.0,322.0,113.0,59.0,144.0,210.0,14.0,113.0,104.0,44.0,83,342.0,41.0,88.0,16.0,18.0,136.0,14.0,38.0,220.0,26.0,49.0,68.0
493,23.0,295,27.0,9.0,43.0,4.0,52.0,58.0,22.0,8.0,10.0,173.0,12.0,17.0,5.0,129,4.0,89.0,146.0,12.0,11.0,13.0,16.0,129.0,7.0,332.0,22.0,7.0,15.0,2.0,45.0,62.0,58.0,5.0,154,125,28.0,45.0,95.0,66.0,165.0,36.0,48.0,74.0,95.0,30.0,4.0,3.0,44.0,16,54.0,42.0,23.0,7.0,18.0,209.0,6.0,23.0,16.0,7.0,28.0,111.0
495,591.0,2175,215.0,1419.0,1338.0,111.0,304.0,1498.0,1021.0,915.0,720.0,558.0,63.0,652.0,24.0,1464,45.0,1529.0,1412.0,462.0,495.0,236.0,956.0,337.0,819.0,855.0,676.0,65.0,126.0,200.0,99.0,335.0,238.0,1407.0,2026,1324,163.0,117.0,127.0,1136.0,1148.0,163.0,2177.0,304.0,1322.0,288.0,1046.0,702.0,369.0,2025,549.0,531.0,242.0,57.0,1022.0,660.0,374.0,800.0,979.0,170.0,121.0,91.0
50,3.0,100,4.0,68.0,18.0,12.0,3.0,2.0,40.0,7.0,9.0,8.0,21.0,7.0,6.0,19,13.0,68.0,2.0,8.0,19.0,40.0,2.0,14.0,39.0,7339.0,21.0,13.0,4.0,6.0,4.0,15.0,48.0,8.0,73,84,3.0,0.0,9.0,65.0,39.0,11.0,4.0,14.0,21.0,11.0,4.0,13.0,27.0,59,26.0,141.0,48.0,7.0,8.0,3813.0,15.0,91.0,33.0,21.0,4.0,29.0
503,17.0,144,133.0,27.0,8.0,8.0,167.0,139.0,33.0,56.0,107.0,73.0,16.0,65.0,7.0,1240,7.0,260.0,52.0,62.0,276.0,583.0,115.0,92.0,7.0,468.0,66.0,804.0,57.0,9.0,69.0,66.0,161.0,161.0,300,13,52.0,226.0,80.0,507.0,778.0,65.0,119.0,185.0,294.0,39.0,191.0,20.0,13.0,241,131.0,43.0,645.0,12.0,13.0,92.0,36.0,321.0,86.0,43.0,116.0,169.0
506,1.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,0.0,5.0,1.0,0.0,1.0,1,3.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,1.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,7,10,2.0,1.0,1.0,19.0,4.0,1.0,9.0,0.0,0.0,2.0,2.0,1.0,1.0,2,1.0,0.0,11.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
507,19.0,204,268.0,118.0,51.0,8.0,206.0,5.0,241.0,93.0,350.0,33.0,6.0,75.0,8.0,58,2.0,505.0,26.0,397.0,153.0,24.0,112.0,61.0,71.0,341.0,205.0,656.0,134.0,38.0,6.0,21.0,13.0,14.0,249,66,16.0,127.0,3.0,441.0,249.0,38.0,250.0,309.0,270.0,19.0,10.0,10.0,24.0,404,171.0,58.0,296.0,26.0,94.0,16.0,77.0,94.0,119.0,14.0,8.0,6.0
508,255.0,1350,35.0,34.0,51.0,16.0,191.0,333.0,6.0,56.0,5.0,165.0,882.0,37.0,7.0,256,11.0,271.0,271.0,16.0,447.0,7.0,123.0,1003.0,10.0,616.0,122.0,748.0,10.0,20.0,133.0,295.0,1281.0,7.0,399,708,152.0,9.0,148.0,181.0,465.0,191.0,147.0,32.0,471.0,19.0,485.0,127.0,89.0,41,1113.0,225.0,24.0,18.0,23.0,668.0,15.0,85.0,416.0,32.0,214.0,177.0
52,123.0,56,68.0,6.0,39.0,214.0,12.0,17.0,3.0,3.0,3.0,1.0,12.0,14.0,6.0,69,5.0,26.0,256.0,1.0,99.0,3.0,1.0,17.0,6.0,48.0,5.0,1.0,71.0,1.0,118.0,10.0,66.0,8.0,17,25,31.0,69.0,151.0,15.0,115.0,6.0,29.0,7.0,85.0,4.0,3.0,3.0,7.0,8,23.0,31.0,19.0,5.0,6.0,8.0,0.0,39.0,29.0,5.0,2.0,167.0
520,4.0,46,4.0,13.0,10.0,10.0,5.0,7.0,4.0,4.0,0.0,6.0,10.0,3.0,2.0,87,1.0,11.0,4.0,8.0,7.0,7.0,2.0,27.0,7.0,9.0,10.0,20.0,7.0,5.0,3.0,10.0,21.0,5.0,44,37,8.0,2.0,1.0,16.0,40.0,9.0,11.0,7.0,25.0,3.0,3.0,8.0,6.0,37,13.0,10.0,9.0,6.0,9.0,41.0,6.0,7.0,10.0,9.0,4.0,5.0
521,83.0,279,20.0,573.0,40.0,51.0,19.0,13.0,182.0,33.0,404.0,31.0,52.0,86.0,11.0,61,27.0,748.0,135.0,32.0,24.0,479.0,24.0,45.0,350.0,80671.0,602.0,31.0,11.0,36.0,23.0,54.0,2145.0,41.0,99,228,27.0,23.0,17.0,563.0,4860.0,90.0,157.0,26.0,248.0,1570.0,528.0,19.0,265.0,76,785.0,48.0,566.0,20.0,35.0,107.0,16.0,32.0,53.0,267.0,22.0,265.0
522,29.0,466,273.0,38.0,270.0,21.0,107.0,8.0,121.0,49.0,350.0,50.0,1463.0,148.0,32.0,268,240.0,161.0,38.0,136.0,363.0,13.0,68.0,52.0,62.0,320.0,160.0,24.0,333.0,48.0,54.0,25.0,198.0,544.0,140,117,187.0,511.0,69.0,583.0,56.0,77.0,529.0,461.0,396.0,41.0,56.0,20.0,102.0,257,186.0,160.0,593.0,562.0,14.0,105.0,10.0,40.0,203.0,29.0,20.0,74.0
523,138.0,1959,336.0,4392.0,605.0,137.0,494.0,373.0,1296.0,722.0,844.0,576.0,169.0,820.0,89.0,5077,135.0,3062.0,385.0,745.0,1826.0,38.0,842.0,469.0,89.0,533.0,1318.0,51.0,168.0,1517.0,224.0,1778.0,9409.0,3241.0,1668,2832,1044.0,402.0,202.0,4435.0,8753.0,491.0,2539.0,4964.0,1135.0,224.0,1526.0,424.0,332.0,378,1740.0,390.0,2583.0,237.0,1852.0,2526.0,639.0,2407.0,6302.0,188.0,311.0,312.0
524,17.0,1490,137.0,1483.0,24.0,332.0,856.0,34.0,239.0,58.0,34.0,14.0,30.0,58.0,11.0,29,7.0,329.0,44.0,147.0,100.0,103.0,33.0,130.0,16.0,113.0,48.0,650.0,70.0,17.0,18.0,38.0,272.0,16.0,445,424,14.0,179.0,31.0,1292.0,212.0,23.0,112.0,93.0,1322.0,16.0,17.0,9.0,66.0,11,87.0,103.0,401.0,23.0,595.0,182.0,11.0,20.0,55.0,8.0,36.0,25.0
525,103.0,121,240.0,939.0,136.0,228.0,51.0,516.0,536.0,229.0,842.0,48.0,22.0,69.0,62.0,576,31.0,729.0,173.0,441.0,279.0,23.0,365.0,437.0,146.0,1450.0,695.0,17.0,399.0,101.0,159.0,131.0,420.0,2302.0,1175,1707,62.0,607.0,86.0,404.0,1178.0,128.0,227.0,6782.0,131.0,50.0,321.0,58.0,26.0,1091,412.0,44.0,1092.0,184.0,95.0,497.0,365.0,196.0,649.0,41.0,87.0,111.0
531,8.0,9,11.0,9.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,10.0,5.0,15.0,0.0,33,1.0,12.0,2.0,2.0,8.0,1.0,1.0,100.0,1.0,92.0,3.0,2.0,9.0,2.0,0.0,35.0,69.0,4.0,17,18,7.0,8.0,4.0,84.0,37.0,14.0,27.0,18.0,23.0,2.0,5.0,1.0,1.0,11,3.0,6.0,3.0,7.0,0.0,76.0,1.0,3.0,18.0,1.0,14.0,4.0
532,4.0,17,3.0,13.0,10.0,6.0,1.0,0.0,2.0,6.0,2.0,2.0,7.0,74.0,0.0,7,2.0,12.0,5.0,5.0,4.0,7.0,3.0,12.0,1.0,13.0,4.0,5.0,5.0,2.0,3.0,4.0,24.0,3.0,32,24,4.0,3.0,4.0,21.0,33.0,4.0,98.0,6.0,10.0,4.0,3.0,5.0,2.0,27,12.0,3.0,4.0,1.0,2.0,16.0,1.0,2.0,36.0,3.0,3.0,3.0
535,28.0,1266,101.0,2320.0,86.0,37.0,993.0,196.0,18.0,648.0,147.0,197.0,47.0,216.0,36.0,1199,36.0,1435.0,17.0,156.0,1102.0,15.0,137.0,588.0,12.0,379.0,60.0,2861.0,67.0,34.0,99.0,110.0,1952.0,326.0,277,1840,623.0,157.0,135.0,3950.0,439.0,305.0,478.0,38.0,1436.0,67.0,173.0,265.0,132.0,49,237.0,268.0,3019.0,51.0,50.0,384.0,310.0,928.0,2887.0,81.0,344.0,242.0
538,56.0,638,36.0,2144.0,42.0,802.0,355.0,234.0,933.0,302.0,505.0,431.0,26.0,311.0,33.0,766,78.0,726.0,94.0,1031.0,795.0,15.0,864.0,775.0,194.0,972.0,1369.0,38.0,57.0,283.0,15.0,592.0,1411.0,5454.0,972,407,256.0,36.0,50.0,1209.0,1760.0,389.0,641.0,43.0,460.0,125.0,674.0,25.0,54.0,5813,215.0,277.0,738.0,218.0,587.0,1223.0,349.0,214.0,744.0,160.0,651.0,112.0
