strain_id,B_MTX_Fluconazole.MID2_WSC2,B_MTX_Fluconazole.HNM1_TPO2,B_MTX_Fluconazole.ADE17_GIS2,B_MTX_Fluconazole.ERV25_PIS1,B_MTX_Fluconazole.ALO1_UIP4,B_MTX_Fluconazole.RET2_SNA3,B_MTX_Fluconazole.MID2_RSN1,B_MTX_Fluconazole.FMP45_MEP1,B_MTX_Fluconazole.noPPI_reference,B_MTX_Fluconazole.SNA4_VAC8,B_MTX_Fluconazole.PLM2_SNA3,B_MTX_Fluconazole.SSH1_PIS1,B_MTX_Fluconazole.SSH1_ERV25,B_MTX_Fluconazole.TPO1_MID2,B_MTX_Fluconazole.ERG11_ERV25,B_MTX_Fluconazole.SSH1_ERG11,B_MTX_Fluconazole.PMC1_CTR2,B_MTX_Fluconazole.ALO1_HYR1,B_MTX_Fluconazole.MID2_TPO2,B_MTX_Fluconazole.RET2_EMP70,B_MTX_Fluconazole.ERV25_EMP47,B_MTX_Fluconazole.ERG11_ERG5,B_MTX_Fluconazole.PLM2_HNM1,B_MTX_Fluconazole.ERG11_ORM2,B_MTX_Fluconazole.SRO9_SGN1,B_MTX_Fluconazole.FMP45_HNM1,B_MTX_Fluconazole.ERG27_ACF2,B_MTX_Fluconazole.HNM1_ERG11,B_MTX_Fluconazole.ERG11_HYR1,B_MTX_Fluconazole.DHH1_LSM3,B_MTX_Fluconazole.GTR1_SLM4,B_MTX_Fluconazole.ERG11_MID2,B_MTX_Fluconazole.MID2_MAM33,B_MTX_Fluconazole.SRO9_DHH1,B_MTX_Fluconazole.ALO1_ADE17,B_MTX_Fluconazole.ERV25_RBD2,B_MTX_Fluconazole.ERV25_UIP4,B_MTX_Fluconazole.ADE17_HYR1,B_MTX_Fluconazole.ERV25_ERG5,B_MTX_Fluconazole.RET2_EMP47,B_MTX_Fluconazole.ADE17_PGM2,B_MTX_Fluconazole.SSH1_ORM2,B_MTX_Fluconazole.TPO1_TPO2,B_MTX_Fluconazole.PMC1_GTR2,B_MTX_Fluconazole.FMP45_MID2,B_MTX_Fluconazole.ERG11_PIS1,B_MTX_Fluconazole.ERG11_ACF2,B_MTX_Fluconazole.SRO9_GIS2,B_MTX_Fluconazole.ERV25_ORM2,B_MTX_Fluconazole.ERG11_TPO4,B_MTX_Fluconazole.HNM1_MID2,B_MTX_Fluconazole.TPO1_TCB2,B_MTX_Fluconazole.HUG1_ALO1,B_MTX_Fluconazole.HNM1_MAM33,B_MTX_Fluconazole.MID2_PIN2,B_MTX_Fluconazole.SNA4_GTR2,B_MTX_Fluconazole.MID2_TPO4,B_MTX_Fluconazole.HUG1_ADE17,B_MTX_Fluconazole.HNM1_TPO4,B_MTX_Fluconazole.HNM1_RBD2,B_MTX_Fluconazole.HNM1_TPO1,B_MTX_Fluconazole.HUG1_PGM2
598,6.0,5.0,30060.0,198.0,0.0,4.0,12.0,218.0,24.0,338.0,4.0,90.0,4.0,28.0,0.0,75.0,375.0,188.0,210.0,2.0,10.0,265.0,7.0,2.0,7.0,38.0,64.0,85.0,20.0,4480.0,23.0,67.0,392.0,637.0,2.0,5369.0,1.0,101.0,151.0,38.0,169.0,1.0,117.0,420.0,2.0,143.0,3.0,31.0,55.0,403.0,45.0,3.0,342.0,9.0,14.0,171.0,102.0,58423.0,10.0,4.0,483.0,164.0
599,10.0,10.0,7.0,1.0,5.0,9.0,5.0,19.0,5.0,62.0,1.0,124.0,80.0,18.0,3.0,0.0,3.0,1.0,4.0,5.0,3.0,25.0,7.0,21.0,29.0,10.0,0.0,1.0,2.0,18.0,222.0,78.0,7.0,12.0,0.0,4.0,5.0,0.0,3.0,0.0,1.0,547.0,14.0,574.0,1.0,11.0,16.0,17.0,11.0,58.0,30.0,14.0,19.0,4.0,11.0,24.0,2321.0,5.0,0.0,16.0,38.0,9.0
6,92.0,111.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,6.0,31.0,1.0,2.0,0.0,3.0,0.0,2.0,11.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,3.0,1.0,4.0,0.0,2.0,3.0,3.0,70.0,4.0,24.0,1.0,8.0,0.0,2.0,0.0,37.0,4.0,2.0,2.0,2.0,6.0,0.0,10.0,1.0,0.0,1.0,13.0,2.0,4.0,3.0,0.0,2.0,4.0,0.0,4.0,3.0,4.0
60,2.0,5.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,91.0,0.0,1.0,0.0,1.0,2.0,8.0,382.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
607,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
611,1.0,8.0,10.0,14.0,1.0,1.0,0.0,2.0,1.0,19.0,5.0,7.0,2.0,5.0,0.0,20.0,23.0,20.0,1.0,0.0,12.0,4.0,1.0,2.0,24.0,1.0,6.0,15.0,10.0,20.0,5.0,261.0,17.0,8.0,5.0,7.0,7.0,1.0,14.0,12.0,3.0,0.0,2.0,39.0,9.0,5.0,3.0,9.0,7.0,43.0,3.0,3.0,15.0,7.0,4.0,6.0,2.0,39.0,3.0,4.0,4.0,3.0
616,2.0,107.0,7.0,1.0,36.0,5.0,6.0,23.0,7.0,802.0,1.0,108.0,421.0,3.0,6.0,8.0,9.0,40.0,29.0,655.0,4.0,355.0,0.0,41.0,0.0,0.0,18.0,15.0,6.0,179.0,2.0,1.0,4.0,27.0,5.0,4.0,2.0,3.0,493.0,8.0,4.0,2.0,6.0,13.0,18.0,13.0,1.0,306.0,7.0,3.0,2.0,1.0,10.0,51.0,204.0,95.0,27.0,7.0,20.0,7.0,2.0,436.0
622,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,23.0,1.0,36.0,89.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,18.0,0.0,1.0,1.0,0.0,0.0
627,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,390.0,0.0,0.0,4.0,1.0,0.0,32.0,0.0,0.0,12.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,96.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,54.0,0.0,4.0,1.0,2.0,0.0,12.0,1.0,0.0,2.0,0.0,55.0,1.0,2.0,22.0,2.0,0.0,2.0,3.0,0.0,1.0
631,1.0,56.0,10.0,42.0,21.0,1.0,11.0,99.0,2.0,9.0,2.0,2.0,3.0,2.0,9643.0,2.0,5.0,40.0,23.0,16.0,2.0,19.0,0.0,69.0,56.0,39.0,1.0,4.0,2.0,88.0,2.0,66.0,2.0,1.0,0.0,7.0,34.0,3.0,6.0,1.0,34.0,29.0,0.0,8.0,8.0,1131.0,6.0,1.0,36.0,0.0,11.0,2.0,13.0,73.0,43.0,41.0,30.0,1.0,2.0,1.0,16.0,90.0
639,469.0,6.0,29.0,2.0,0.0,0.0,146.0,15.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,41.0,817.0,131.0,3.0,2.0,8.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,57.0,3.0,12.0,18.0,154.0,2.0,4.0,3.0,2.0,6.0,1.0,9.0,2.0,1.0,35.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,2.0,16.0,7.0,107.0,4.0,12.0,10.0,1.0,5.0,2.0,12.0
64,2.0,0.0,8.0,16.0,0.0,2.0,1.0,3.0,0.0,2.0,12.0,9.0,11.0,4.0,4.0,0.0,5.0,22.0,1.0,1.0,4.0,8.0,2.0,3.0,31.0,2.0,1.0,0.0,741.0,62.0,5.0,4.0,2.0,72.0,0.0,0.0,10.0,1.0,4.0,4.0,1.0,5.0,1.0,14.0,4.0,50.0,3.0,45.0,7.0,4.0,7.0,3.0,3.0,14.0,4.0,5.0,8.0,0.0,2.0,14.0,4.0,1.0
642,6.0,15.0,49.0,72.0,10.0,13.0,11.0,15.0,6.0,8.0,246.0,38.0,21.0,14.0,19.0,5.0,149.0,17.0,4.0,8.0,22.0,16.0,1.0,22.0,45.0,13.0,19.0,8.0,23.0,88.0,19.0,69.0,51.0,6.0,15.0,28.0,32.0,3.0,8.0,34.0,7.0,6.0,3.0,166.0,17.0,26.0,19.0,19.0,14.0,58.0,26.0,24.0,320.0,35.0,9.0,20.0,11.0,419.0,13.0,5.0,348.0,153.0
648,602.0,37.0,1795.0,11.0,29.0,18.0,421.0,521.0,19.0,31.0,11744.0,761.0,1099.0,32.0,12.0,274.0,48.0,4.0,1484.0,8.0,22.0,102.0,566.0,26.0,70.0,457.0,2.0,167.0,26.0,52.0,67.0,141.0,2326.0,32.0,63.0,46.0,24.0,2529.0,64.0,4.0,68.0,32.0,91.0,4501.0,3267.0,296.0,14.0,275.0,23.0,7.0,113.0,256.0,329.0,93.0,944.0,2446.0,943.0,28.0,29.0,4524.0,49.0,22.0
652,2.0,14.0,18.0,2.0,3.0,3.0,13.0,34.0,7.0,101.0,7.0,5.0,15.0,17.0,7.0,14.0,44.0,27.0,7.0,1.0,17.0,257.0,44.0,24.0,138.0,7.0,5.0,25.0,11.0,142.0,19.0,6.0,188.0,16.0,1.0,43.0,5.0,35.0,469.0,3.0,76.0,28.0,3.0,12042.0,27.0,73.0,9.0,2.0,64.0,2.0,88.0,11.0,66.0,41.0,4.0,368.0,11.0,52.0,91.0,13.0,46.0,63.0
653,166.0,550.0,221.0,30.0,20.0,19.0,88.0,354.0,13.0,5388.0,16.0,63.0,691.0,1581.0,16.0,99.0,44.0,26.0,362.0,151.0,19.0,160.0,41.0,19.0,50.0,45.0,62.0,18.0,19.0,118.0,27.0,369.0,1441.0,19.0,16.0,49.0,20.0,95.0,226.0,10.0,154.0,34.0,116.0,494.0,831.0,406.0,186.0,21.0,66.0,8.0,62.0,181.0,1268.0,62.0,97.0,323.0,1954.0,434.0,222.0,24.0,262.0,2787.0
657,13.0,1823.0,48.0,6.0,172.0,9.0,39.0,389.0,2.0,40.0,26.0,12.0,1131.0,528.0,36.0,574.0,705.0,13.0,13.0,6.0,54.0,4178.0,44.0,241.0,430.0,104.0,12.0,45.0,79.0,8237.0,70.0,89.0,135.0,1462.0,7.0,77.0,73.0,26.0,109.0,3.0,39.0,10.0,70.0,17867.0,302.0,110.0,19.0,90.0,81.0,16.0,3631.0,374.0,165.0,195.0,41.0,281.0,31.0,90.0,10.0,36.0,8.0,127.0
658,10.0,2.0,4.0,5.0,0.0,0.0,19.0,3.0,0.0,5.0,7.0,6.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,4.0,6.0,5.0,0.0,2.0,7.0,0.0,3.0,0.0,28.0,8.0,1030.0,10.0,7.0,1.0,5.0,1.0,3.0,1.0,1.0,8.0,1.0,0.0,16.0,8.0,7.0,0.0,324.0,3.0,5.0,1.0,0.0,14.0,1.0,3.0,14.0,2.0,7.0,1.0,3.0,0.0,9.0
660,12.0,4.0,8.0,3.0,7.0,1.0,20.0,11.0,0.0,12.0,3.0,3.0,457.0,3.0,714.0,4.0,14.0,5.0,56.0,4.0,5.0,13.0,2.0,2.0,6.0,2.0,9.0,0.0,0.0,39.0,2.0,108.0,24.0,2.0,3.0,14.0,3.0,10.0,2.0,1.0,8.0,4.0,1.0,771.0,27.0,9.0,1.0,14.0,0.0,4.0,14.0,1.0,241.0,5.0,2.0,29.0,65.0,133.0,2.0,2.0,12.0,351.0
666,102.0,2950.0,52.0,19.0,431.0,190.0,1288.0,2435.0,1380.0,8208.0,241.0,203.0,5454.0,13491.0,63.0,233.0,113.0,812.0,1262.0,143.0,2237.0,299.0,378.0,163.0,483.0,730.0,496.0,534.0,4223.0,2077.0,113.0,92.0,826.0,450.0,94.0,253.0,112.0,113.0,931.0,132.0,107.0,104.0,13253.0,17253.0,8257.0,538.0,71.0,286.0,138.0,74.0,1756.0,6749.0,7112.0,620.0,277.0,3000.0,2292.0,501.0,3394.0,102.0,1144.0,9208.0
667,15.0,69.0,14.0,29.0,22.0,9.0,11.0,17.0,13.0,37.0,17.0,8.0,73.0,17.0,26.0,196.0,58.0,27.0,8.0,9.0,62.0,73.0,16.0,31.0,2153.0,17.0,12.0,17.0,89.0,607.0,43.0,1195.0,72.0,14.0,24.0,63.0,28.0,8.0,26.0,9.0,13.0,19.0,20.0,272.0,27.0,421.0,7.0,6.0,717.0,27.0,25.0,18.0,110.0,29.0,25.0,106.0,15.0,50.0,29.0,13.0,112.0,70.0
668,3.0,3.0,9.0,6.0,16.0,4.0,10.0,13.0,2.0,20.0,1.0,7.0,10.0,16.0,33.0,12.0,19.0,9.0,3.0,15.0,19.0,6.0,2.0,13.0,24.0,18.0,1.0,5.0,23.0,62.0,13.0,8.0,377.0,5.0,3.0,6.0,5.0,2.0,7.0,6.0,1.0,6.0,34.0,102.0,8.0,4.0,7.0,13.0,14.0,10.0,14.0,89.0,22.0,18.0,11.0,8.0,6.0,107.0,3.0,4.0,2.0,59.0
673,24.0,362.0,27.0,212.0,138.0,107.0,244.0,162.0,25.0,1863.0,19.0,35.0,274.0,183.0,30053.0,276.0,4352.0,242.0,3002.0,42.0,67.0,360.0,29.0,1777.0,30952.0,64.0,4.0,20.0,35.0,1448.0,50.0,259.0,949.0,783.0,572.0,81.0,192.0,16.0,106.0,11.0,19.0,70.0,244.0,10721.0,232.0,240.0,8.0,38.0,147.0,20.0,2013.0,12.0,87.0,418.0,130.0,412.0,279.0,68.0,35.0,33.0,216.0,295.0
674,18.0,16.0,45.0,13.0,252.0,15.0,34.0,5091.0,22.0,62.0,129.0,7.0,915.0,86.0,25.0,62.0,409.0,1657.0,22.0,28.0,4556.0,354.0,237.0,52.0,179.0,169.0,23.0,286.0,83.0,175.0,11455.0,342.0,638.0,2771.0,31.0,47.0,507.0,68.0,213.0,8.0,91.0,38.0,242.0,10337.0,716.0,4186.0,23.0,581.0,554.0,25.0,585.0,407.0,86.0,67.0,88.0,455.0,138.0,952.0,34.0,498.0,10.0,397.0
676,38.0,271.0,120.0,4.0,19.0,3.0,57.0,203.0,1.0,12567.0,32.0,41.0,60.0,43.0,104.0,37.0,18.0,121.0,68.0,1.0,349.0,221.0,54.0,14.0,91.0,11.0,52.0,25.0,35.0,56.0,8.0,49.0,194.0,24.0,110.0,5.0,8.0,86.0,46.0,192.0,21511.0,4.0,8.0,1254.0,4.0,148.0,7.0,51.0,19.0,7.0,5.0,63.0,1139.0,58.0,13.0,3066.0,32.0,64.0,53.0,12.0,24.0,207.0
677,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,7.0,2.0,3.0,9.0,0.0,4.0,1.0,3.0,0.0,1.0,39.0,1.0,6.0,2.0,5.0,1.0,2.0,2.0,6.0,1.0,21.0,4.0,0.0,5.0,4.0,12.0,0.0,0.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0
685,4.0,28.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,9.0,16.0,2.0,7.0,0.0,68.0,48.0,3.0,5.0,1.0,0.0,0.0,8.0,5.0,8.0,57.0,4.0,1.0,12.0,4.0,9.0,4.0,544.0,26.0,2.0,4.0,0.0,1.0,0.0,88.0,0.0,22.0,1.0,0.0,1.0,4.0,83.0,0.0,24.0,25.0,12.0,25.0,2.0,3.0,3.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0
689,50.0,6.0,25.0,3.0,164.0,38.0,2963.0,1310.0,14749.0,142.0,165.0,905.0,1122.0,25.0,27.0,25105.0,42.0,55.0,4143.0,51.0,146.0,25.0,12880.0,149.0,11.0,93.0,3709.0,212.0,22.0,57.0,84.0,551.0,827.0,532.0,108.0,175.0,13.0,117.0,192.0,20.0,20.0,1519.0,138.0,73.0,992.0,31.0,114.0,42.0,88.0,120.0,84.0,12.0,831.0,851.0,771.0,1171.0,3069.0,157.0,234.0,74.0,65.0,7162.0
690,157.0,530.0,454.0,8.0,1581.0,7.0,32.0,344.0,43.0,653.0,189.0,21.0,218.0,22.0,21.0,45.0,8.0,13.0,17.0,22.0,42.0,1227.0,32.0,5514.0,22.0,969.0,21.0,181.0,5.0,19.0,7.0,136.0,783.0,1865.0,314.0,9.0,836.0,2849.0,37.0,6.0,151699.0,3852.0,17.0,57.0,42.0,624.0,25.0,109.0,24.0,362.0,289.0,171.0,1108.0,28.0,42.0,541.0,16.0,18.0,38.0,764.0,11.0,266.0
692,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,147.0,4.0,0.0,4.0,1.0,0.0,3.0,45.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0
693,1.0,1.0,0.0,1.0,4.0,11.0,6.0,4.0,13.0,2.0,1.0,4.0,1.0,3.0,4.0,6.0,2.0,3.0,9.0,6.0,9.0,16.0,7.0,1.0,17.0,3.0,15.0,103.0,7.0,8.0,4.0,1.0,2.0,6.0,0.0,5.0,2.0,5.0,9.0,0.0,1.0,14.0,16.0,15.0,4.0,0.0,2.0,3.0,10.0,0.0,5.0,1.0,5.0,0.0,3.0,3.0,3.0,9.0,6.0,3.0,7.0,9.0
695,13.0,56.0,2.0,3.0,3.0,3.0,7.0,4.0,3.0,5.0,40.0,6.0,123.0,28.0,2.0,4.0,7.0,32.0,8.0,4.0,3.0,3.0,81.0,1.0,61.0,3.0,27.0,2.0,4.0,57.0,0.0,1.0,115.0,14.0,31.0,2.0,11.0,0.0,18.0,3.0,59.0,3.0,65.0,97.0,15.0,4.0,6.0,2.0,44.0,0.0,10.0,99.0,335.0,4.0,0.0,15.0,0.0,7.0,2.0,2.0,1.0,6.0
697,2.0,4.0,3.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,2.0,4.0,0.0,2.0,97.0,4.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,9.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,0.0,15.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
7,5.0,30.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,19.0,0.0,1.0,0.0,0.0,2.0,1.0,19.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,56.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,52.0,0.0,8.0,0.0,3.0,134.0
702,15.0,28.0,4.0,38.0,10.0,2.0,6.0,33.0,4.0,9.0,9.0,1.0,11.0,3.0,4860.0,21.0,2.0,15.0,0.0,10.0,10.0,174.0,0.0,3.0,58.0,8.0,0.0,4.0,3.0,104.0,2.0,25.0,15.0,4.0,19.0,1.0,13.0,2.0,31.0,0.0,30.0,19.0,0.0,6.0,2.0,61.0,1.0,34.0,5.0,16.0,18.0,7.0,1.0,26.0,4.0,7.0,1.0,1.0,1.0,2.0,12.0,37.0
703,1.0,2.0,2.0,153.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,3.0,1.0,2.0,2.0,4.0,239.0,8.0,0.0,30.0,0.0,0.0,1.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0
709,4.0,7.0,3.0,6.0,13.0,1.0,0.0,2.0,4.0,8.0,11.0,0.0,18.0,55.0,4.0,26.0,0.0,76.0,5.0,2.0,310.0,535.0,100.0,9.0,87.0,41.0,2.0,63.0,1.0,147.0,4.0,14.0,3.0,254.0,5.0,8.0,3.0,9.0,6.0,1.0,4.0,1.0,3.0,144.0,5.0,23.0,0.0,4.0,33.0,360.0,37.0,61.0,3.0,11.0,1.0,147.0,0.0,2.0,11.0,2.0,873.0,2.0
711,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,4.0,1.0,31.0,2.0,0.0,0.0,1.0,8.0,0.0,7.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
715,6.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,11.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0
717,19.0,183.0,9.0,11.0,75.0,62.0,2.0,64.0,4.0,11.0,125.0,4.0,300.0,205.0,2.0,3.0,3.0,0.0,46.0,21.0,3.0,2298.0,45.0,15.0,23.0,54.0,239.0,63.0,880.0,147.0,90.0,68.0,13.0,378.0,5.0,10.0,287.0,7.0,6.0,18.0,10.0,1.0,1583.0,712.0,130.0,116.0,74.0,29.0,43.0,18.0,18139.0,1280.0,203.0,122.0,5.0,24.0,21.0,4.0,9.0,11.0,25.0,194.0
724,5.0,3.0,0.0,0.0,1.0,41.0,1.0,2.0,4.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,22.0,3.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,10.0,15.0,3.0,0.0,3.0,2.0,9.0,0.0,1.0,0.0,8.0,11.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,20.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
727,154.0,680.0,494.0,69.0,38.0,4.0,12.0,485.0,6.0,351.0,160.0,10.0,15.0,4.0,10313.0,38.0,10.0,33.0,3.0,27.0,23.0,798.0,4.0,24.0,73.0,29.0,11.0,7.0,10.0,14.0,1030.0,15.0,908.0,12.0,304.0,3.0,54.0,999.0,14.0,6.0,154414.0,71.0,3.0,28.0,9.0,469.0,15.0,14.0,22.0,1210.0,39.0,185.0,145.0,100.0,6.0,598.0,8.0,6.0,14.0,3.0,101.0,88.0
729,1305.0,2146.0,109.0,286.0,23.0,50.0,429.0,591.0,42.0,51.0,50.0,2102.0,1251.0,565.0,93.0,694.0,422.0,466.0,186.0,58.0,17.0,5032.0,1412.0,80.0,1263.0,783.0,123.0,37.0,63.0,211.0,27.0,1611.0,759.0,1490.0,125.0,80.0,52.0,70.0,1298.0,396.0,115.0,81.0,2547.0,4554.0,923.0,1333.0,620.0,1094.0,42.0,1290.0,62.0,6230.0,3159.0,173.0,225.0,189.0,208.0,50.0,602.0,54.0,3266.0,433.0
731,1.0,8.0,3.0,4.0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,1130.0,1.0,7.0,0.0,1.0,1.0,3.0,156.0,2.0,45.0,36.0,2.0,1.0,2.0,1.0,68.0,4.0,364.0,87.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,79.0,5.0,4.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,2.0,2.0,5.0,11.0
732,3.0,9.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,8.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,54.0,2.0,49.0,7.0,1.0,0.0,88.0,233.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,38.0,2.0,7.0,2.0,0.0,2.0,2.0,4.0,1.0,120.0,2.0,0.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0
734,54.0,2.0,13.0,11.0,0.0,1.0,22.0,4.0,4.0,2.0,11.0,10.0,3.0,11.0,2.0,3.0,11.0,3.0,37.0,1.0,1.0,7.0,69.0,6.0,0.0,207.0,2.0,13.0,0.0,6.0,10.0,1780.0,120.0,2.0,2.0,3.0,4.0,3.0,415.0,5.0,1.0,0.0,1.0,684.0,13.0,251.0,4.0,2.0,4.0,265.0,14.0,0.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0
738,1220.0,89.0,16.0,4.0,148.0,13.0,224.0,23.0,475.0,5.0,70.0,53.0,2356.0,25.0,15.0,54.0,379.0,1.0,864.0,3.0,100.0,81.0,19.0,140.0,47.0,59.0,1.0,12.0,34.0,3724.0,34.0,1496.0,5627.0,410.0,18240.0,76.0,217.0,26.0,8.0,7.0,307.0,117.0,7.0,15678.0,1014.0,106.0,21.0,29.0,32.0,62.0,25.0,45.0,577.0,124.0,417.0,977.0,968.0,56.0,1774.0,49.0,8.0,488.0
741,14.0,39.0,2.0,14.0,42.0,3.0,2.0,5.0,2.0,0.0,16.0,19.0,3.0,8.0,9.0,10.0,4.0,2.0,2.0,9.0,2117.0,2.0,3.0,11.0,14.0,6.0,6.0,3.0,12.0,10.0,5.0,6.0,51.0,2.0,29.0,1.0,138.0,1.0,100.0,5.0,32.0,12.0,3.0,15.0,8.0,80.0,16.0,8.0,13.0,6.0,4.0,36.0,4.0,7.0,6.0,11.0,2.0,4.0,11.0,2.0,2.0,10.0
