strain_id,B_noMTX_5-FC.ERG11_PIS1,B_noMTX_5-FC.HNM1_RBD2,B_noMTX_5-FC.SSH1_ERG11,B_noMTX_5-FC.ERV25_RBD2,B_noMTX_5-FC.TPO1_TPO2,B_noMTX_5-FC.HNM1_MAM33,B_noMTX_5-FC.HUG1_ADE17,B_noMTX_5-FC.ERG27_ACF2,B_noMTX_5-FC.ERG11_TPO4,B_noMTX_5-FC.PLM2_HNM1,B_noMTX_5-FC.ERV25_EMP47,B_noMTX_5-FC.ERG11_ERG5,B_noMTX_5-FC.SSH1_ORM2,B_noMTX_5-FC.SNA4_GTR2,B_noMTX_5-FC.SSH1_PIS1,B_noMTX_5-FC.SRO9_DHH1,B_noMTX_5-FC.RET2_EMP70,B_noMTX_5-FC.TPO1_TCB2,B_noMTX_5-FC.ERG11_ERV25,B_noMTX_5-FC.HNM1_TPO1,B_noMTX_5-FC.MID2_PIN2,B_noMTX_5-FC.ERV25_UIP4,B_noMTX_5-FC.TPO1_MID2,B_noMTX_5-FC.PLM2_SNA3,B_noMTX_5-FC.ALO1_UIP4,B_noMTX_5-FC.FMP45_MID2,B_noMTX_5-FC.RET2_EMP47,B_noMTX_5-FC.ADE17_HYR1,B_noMTX_5-FC.PMC1_CTR2,B_noMTX_5-FC.ERG11_MID2,B_noMTX_5-FC.HNM1_MID2,B_noMTX_5-FC.MID2_TPO4,B_noMTX_5-FC.ERV25_ERG5,B_noMTX_5-FC.ERV25_ORM2,B_noMTX_5-FC.ADE17_GIS2,B_noMTX_5-FC.SNA4_VAC8,B_noMTX_5-FC.FMP45_MEP1,B_noMTX_5-FC.SRO9_SGN1,B_noMTX_5-FC.HUG1_ALO1,B_noMTX_5-FC.RET2_SNA3,B_noMTX_5-FC.HNM1_ERG11,B_noMTX_5-FC.ERG11_HYR1,B_noMTX_5-FC.ALO1_HYR1,B_noMTX_5-FC.ERV25_PIS1,B_noMTX_5-FC.MID2_TPO2,B_noMTX_5-FC.HNM1_TPO4,B_noMTX_5-FC.DHH1_LSM3,B_noMTX_5-FC.HUG1_PGM2,B_noMTX_5-FC.PMC1_GTR2,B_noMTX_5-FC.FMP45_HNM1,B_noMTX_5-FC.noPPI_reference,B_noMTX_5-FC.ALO1_ADE17,B_noMTX_5-FC.MID2_WSC2,B_noMTX_5-FC.MID2_MAM33,B_noMTX_5-FC.SSH1_ERV25,B_noMTX_5-FC.HNM1_TPO2,B_noMTX_5-FC.ERG11_ACF2,B_noMTX_5-FC.ERG11_ORM2,B_noMTX_5-FC.GTR1_SLM4,B_noMTX_5-FC.SRO9_GIS2,B_noMTX_5-FC.ADE17_PGM2,B_noMTX_5-FC.MID2_RSN1
412,172.0,3670.0,11.0,2.0,2.0,16.0,4.0,0.0,2.0,6.0,22,0.0,353.0,11.0,4.0,9.0,3.0,2.0,3.0,3.0,63,12.0,17.0,2.0,3.0,145.0,3.0,13.0,21.0,221.0,112.0,15.0,7.0,6.0,13.0,0.0,2.0,18,1.0,5.0,33.0,0.0,2.0,4.0,49.0,3.0,4.0,4.0,38.0,9.0,81.0,2.0,21.0,5.0,6.0,2.0,3.0,4.0,8.0,108.0,17.0,19.0
418,3.0,9.0,3.0,4.0,1.0,5.0,2.0,1.0,5.0,3.0,38,1.0,2.0,1.0,4.0,3.0,0.0,2.0,0.0,2.0,41,2.0,1.0,10.0,6.0,8.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,28,0.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,9.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,0.0,2.0
419,237.0,15.0,609.0,16.0,192.0,10.0,176.0,3.0,16.0,56.0,55,39.0,847.0,118.0,164.0,58.0,12.0,401.0,175.0,83.0,270,176.0,437.0,11.0,110.0,23.0,10.0,6.0,569.0,264.0,120.0,99.0,87.0,726.0,64.0,7.0,256.0,975,170.0,5.0,45.0,13.0,6.0,5.0,420.0,208.0,99.0,93.0,99.0,39.0,64.0,113.0,8.0,215.0,256.0,15.0,32.0,727.0,1052.0,79.0,9.0,164.0
420,71.0,5.0,16.0,3.0,8.0,12.0,20.0,4.0,11.0,3.0,1881,5.0,6.0,71.0,11.0,954.0,4.0,144.0,31.0,8.0,412,13.0,40.0,1.0,87.0,30.0,9.0,3.0,41.0,8.0,59.0,12.0,7.0,22.0,3.0,5.0,67.0,2169,2.0,3.0,18.0,21.0,17.0,513.0,215.0,12.0,15.0,15.0,9.0,41.0,177.0,27.0,8.0,86.0,6.0,60.0,2.0,7.0,6.0,219.0,4.0,76.0
421,240.0,1244.0,401.0,7.0,110.0,117.0,4.0,1.0,43.0,35.0,437,228.0,1197.0,208.0,613.0,42.0,7.0,57.0,10.0,589.0,452,10.0,66.0,15.0,31.0,19.0,9.0,30.0,34.0,595.0,23.0,132.0,55.0,29.0,371.0,7.0,8.0,421,8.0,4.0,84.0,15.0,7.0,11.0,377.0,8.0,128.0,13.0,16.0,50.0,266.0,8.0,543.0,273.0,124.0,12.0,185.0,34.0,877.0,75.0,84.0,159.0
426,7.0,22.0,21.0,6.0,5.0,10.0,5.0,5.0,6.0,5.0,60,7.0,204.0,7.0,7.0,10.0,6.0,2.0,5.0,11.0,73,8.0,11.0,4.0,7.0,4.0,240.0,4.0,7.0,4.0,15.0,2.0,8.0,15.0,6.0,3.0,5.0,98,5.0,259.0,4.0,14.0,8.0,7.0,15.0,6.0,6.0,4.0,7.0,4.0,43.0,2.0,7.0,6.0,9.0,9.0,5.0,14.0,9.0,12.0,3.0,8.0
43,3.0,1.0,31.0,1.0,0.0,4.0,5.0,14.0,16.0,2.0,12,2.0,0.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,27,1.0,1.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,8,2.0,0.0,0.0,3.0,2.0,1.0,14.0,1.0,2.0,0.0,3.0,0.0,14.0,1.0,46.0,17.0,1.0,0.0,0.0,71.0,0.0,1.0,3.0,1.0
431,92.0,6.0,267.0,1025.0,200.0,37.0,215.0,109.0,118.0,17.0,4541,31.0,132.0,256.0,7.0,36.0,266.0,364.0,32.0,30.0,452,600.0,292.0,357.0,455.0,188.0,373.0,7.0,565.0,30.0,16.0,35.0,101.0,43.0,7.0,1.0,73.0,746,258.0,286.0,45.0,35.0,19.0,43.0,50.0,27.0,118.0,158.0,173.0,64.0,145.0,725.0,5.0,93.0,28.0,17.0,23.0,33.0,14.0,39.0,3.0,42.0
433,16.0,361.0,22.0,11.0,5.0,30.0,4.0,2.0,10.0,150.0,95,18.0,82.0,43.0,90.0,10.0,4.0,2.0,17.0,141.0,207,8.0,7.0,16.0,12.0,12.0,6.0,39.0,10.0,185.0,62.0,14.0,12.0,19.0,173.0,7.0,4.0,197,4.0,2.0,53.0,12.0,9.0,13.0,15.0,83.0,12.0,8.0,12.0,11.0,111.0,11.0,9.0,73.0,19.0,25.0,11.0,12.0,18.0,12.0,3.0,22.0
434,206.0,7.0,197.0,9.0,59.0,16.0,23.0,4.0,353.0,49.0,1350,387.0,447.0,170.0,490.0,92.0,7.0,125.0,305.0,14.0,307,106.0,174.0,1642.0,388.0,39.0,13.0,9.0,388.0,138.0,29.0,50.0,68.0,388.0,7.0,468.0,79.0,1532,45.0,56.0,26.0,66.0,74.0,13.0,48.0,27.0,53.0,103.0,74.0,132.0,163.0,596.0,25.0,158.0,104.0,13.0,427.0,292.0,2740.0,263.0,12.0,35.0
437,7.0,32.0,29.0,5.0,4.0,61.0,10.0,2.0,5.0,5.0,37,10.0,68.0,39.0,12.0,15.0,3.0,1.0,9.0,8.0,375,8.0,9.0,12.0,3.0,31.0,4.0,5.0,18.0,34.0,9.0,12.0,8.0,16.0,5.0,8.0,6.0,143,5.0,3.0,8.0,7.0,1.0,7.0,81.0,4.0,8.0,3.0,12.0,17.0,14.0,4.0,22.0,27.0,4.0,12.0,2.0,7.0,19.0,41.0,7.0,33.0
438,27.0,1512.0,242.0,6.0,5.0,45.0,27.0,1.0,3.0,108.0,106,11.0,45.0,86.0,151.0,35.0,1.0,21.0,9.0,130.0,1354,10.0,27.0,520.0,3.0,95.0,6.0,6.0,8.0,312.0,84.0,148.0,53.0,13.0,55.0,3.0,19.0,29,8.0,1.0,98.0,31.0,5.0,3.0,558.0,59.0,32.0,5.0,7.0,13.0,61.0,13.0,370.0,388.0,24.0,75.0,7.0,6.0,22.0,22.0,83.0,227.0
439,268.0,15.0,14.0,9.0,25.0,2.0,147.0,7.0,40.0,252.0,1492,36.0,1099.0,119.0,24.0,185.0,12.0,195.0,171.0,12.0,1082,29.0,119.0,11.0,13.0,13.0,5.0,4.0,10.0,494.0,8.0,83.0,57.0,481.0,5.0,5.0,62.0,395,21.0,1.0,19.0,169.0,5.0,3.0,538.0,10.0,14.0,24.0,7.0,45.0,128.0,9.0,508.0,331.0,18.0,19.0,15.0,13.0,20.0,60.0,292.0,238.0
43_ref1,7.0,22.0,11.0,16.0,2.0,12.0,0.0,1.0,2.0,13.0,14,1.0,77.0,5.0,37.0,0.0,6.0,0.0,1.0,49.0,17,2.0,1.0,43.0,2.0,10.0,0.0,1.0,0.0,83.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,22,2.0,0.0,8.0,109.0,2.0,10.0,7.0,12.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,10.0,2.0,1.0,5.0,3.0,4.0,8.0,2.0
43_ref2,32.0,949.0,192.0,89.0,10.0,134.0,7.0,4.0,30.0,71.0,349,38.0,227.0,33.0,97.0,11.0,4.0,23.0,66.0,800.0,162,216.0,12.0,23.0,160.0,42.0,6.0,44.0,9.0,80.0,19.0,24.0,30.0,52.0,7.0,15.0,39.0,602,10.0,6.0,19.0,899.0,65.0,18.0,78.0,98.0,13.0,10.0,21.0,67.0,9.0,210.0,3.0,10.0,89.0,82.0,18.0,56.0,9.0,20.0,22.0,31.0
442,4.0,21.0,31.0,8.0,3.0,19.0,20.0,2.0,11.0,4.0,89,10.0,9.0,16.0,10.0,9.0,3.0,6.0,17.0,12.0,184,5.0,9.0,11.0,9.0,17.0,4.0,4.0,12.0,10.0,3.0,42.0,7.0,5.0,4.0,8.0,4.0,288,13.0,5.0,6.0,18.0,13.0,19.0,35.0,6.0,4.0,19.0,4.0,12.0,19.0,7.0,78.0,2.0,5.0,10.0,8.0,17.0,17.0,13.0,8.0,26.0
444,1.0,5.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,51,3.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,39,1.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,59,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,3.0,9.0,7.0,3.0,2.0
446,50.0,13.0,38.0,2.0,28.0,7.0,23.0,3.0,6.0,2.0,501,42.0,1999.0,10.0,83.0,50.0,6.0,136.0,103.0,10.0,353,4.0,20.0,392.0,32.0,2.0,2.0,1.0,39.0,109.0,15.0,37.0,0.0,21.0,0.0,1.0,78.0,1983,4.0,2.0,49.0,37.0,6.0,3.0,107.0,38.0,15.0,19.0,12.0,8.0,239.0,19.0,4.0,187.0,10.0,21.0,18.0,412.0,6.0,101.0,0.0,52.0
45,6.0,16.0,11.0,6.0,4.0,15.0,4.0,2.0,4.0,4.0,104,4.0,15.0,14.0,10.0,2.0,2.0,5.0,13.0,10.0,116,6.0,13.0,3.0,5.0,4.0,4.0,5.0,14.0,7.0,3.0,8.0,1.0,12.0,6.0,1.0,5.0,145,4.0,2.0,3.0,4.0,7.0,15.0,17.0,11.0,9.0,5.0,6.0,5.0,22.0,7.0,6.0,5.0,5.0,7.0,2.0,12.0,20.0,15.0,3.0,7.0
450,9.0,8.0,115.0,9.0,57.0,21.0,85.0,2.0,7.0,43.0,828,3.0,330.0,67.0,197.0,12.0,6.0,154.0,5.0,5.0,411,8.0,354.0,1643.0,48.0,15.0,6.0,103.0,96.0,53.0,100.0,18.0,117.0,28.0,4.0,93.0,136.0,64,57.0,2.0,35.0,11.0,6.0,53.0,153.0,17.0,191.0,28.0,19.0,16.0,146.0,7.0,6.0,63.0,55.0,8.0,52.0,10.0,435.0,15.0,2.0,53.0
452,1.0,3.0,32.0,0.0,2.0,6.0,3.0,4.0,13.0,1.0,57,1.0,33.0,20.0,9.0,8.0,39.0,3.0,7.0,4.0,136,5.0,4.0,3.0,3.0,4.0,6.0,1.0,5.0,9.0,2.0,1.0,7.0,21.0,2.0,6.0,5.0,215,2.0,2.0,10.0,9.0,12.0,3.0,6.0,3.0,10.0,2.0,6.0,4.0,69.0,4.0,7.0,2.0,63.0,6.0,5.0,5.0,12.0,5.0,5.0,22.0
458,46.0,23.0,134.0,69.0,93.0,54.0,62.0,71.0,10.0,24.0,347,33.0,125.0,149.0,325.0,69.0,6.0,246.0,47.0,205.0,1830,137.0,166.0,8.0,118.0,26.0,6.0,3.0,926.0,16.0,75.0,252.0,32.0,30.0,5.0,95.0,56.0,549,76.0,3.0,54.0,19.0,7.0,40.0,892.0,26.0,87.0,39.0,240.0,58.0,77.0,230.0,369.0,384.0,30.0,26.0,8.0,7.0,18.0,79.0,5.0,165.0
459,225.0,16.0,280.0,9.0,29.0,95.0,39.0,1.0,62.0,23.0,266,7.0,333.0,63.0,21.0,121.0,7.0,59.0,266.0,14.0,417,13.0,42.0,34.0,12.0,284.0,8.0,8.0,11.0,128.0,19.0,40.0,20.0,187.0,543.0,4.0,32.0,295,10.0,4.0,29.0,117.0,16.0,8.0,223.0,58.0,107.0,17.0,11.0,19.0,132.0,11.0,17.0,18.0,70.0,96.0,31.0,48.0,900.0,55.0,539.0,58.0
460,237.0,6928.0,2836.0,18.0,154.0,1669.0,186.0,288.0,168.0,450.0,896,515.0,1649.0,1411.0,2051.0,69.0,308.0,86.0,148.0,2142.0,2049,350.0,1158.0,124.0,168.0,177.0,338.0,113.0,100.0,1123.0,235.0,357.0,353.0,604.0,2131.0,1573.0,158.0,593,303.0,482.0,264.0,274.0,43.0,1253.0,792.0,2086.0,179.0,254.0,64.0,32.0,224.0,82.0,57.0,962.0,329.0,1816.0,102.0,91.0,69.0,170.0,320.0,505.0
466,6.0,39.0,39.0,9.0,5.0,9.0,2.0,2.0,14.0,22.0,50,5.0,10.0,25.0,14.0,15.0,5.0,2.0,5.0,5.0,255,10.0,5.0,32.0,5.0,23.0,7.0,7.0,23.0,44.0,8.0,11.0,4.0,21.0,8.0,22.0,13.0,136,4.0,5.0,4.0,11.0,11.0,13.0,21.0,0.0,12.0,5.0,3.0,12.0,4.0,5.0,39.0,9.0,4.0,10.0,2.0,7.0,15.0,47.0,6.0,21.0
468,465.0,49.0,684.0,131.0,406.0,386.0,624.0,105.0,616.0,685.0,418,920.0,1057.0,226.0,317.0,338.0,25.0,446.0,271.0,809.0,3207,905.0,1806.0,2668.0,180.0,185.0,54.0,342.0,1985.0,353.0,172.0,666.0,686.0,162.0,64.0,115.0,865.0,5263,142.0,10.0,258.0,153.0,50.0,33.0,1664.0,321.0,375.0,98.0,512.0,549.0,619.0,161.0,187.0,617.0,73.0,332.0,936.0,589.0,2061.0,231.0,21.0,349.0
470,225.0,32.0,62.0,6.0,12.0,33.0,6.0,6.0,63.0,37.0,140,352.0,22.0,58.0,28.0,1071.0,5.0,24.0,30.0,35.0,1267,35.0,6.0,7082.0,84.0,1060.0,16.0,8.0,22.0,204.0,22.0,254.0,14.0,47.0,7.0,14.0,131.0,6714,3.0,1.0,89.0,160.0,133.0,28.0,311.0,10.0,41.0,8.0,16.0,129.0,265.0,1008.0,1062.0,251.0,15.0,60.0,30.0,529.0,59.0,436.0,285.0,243.0
473,70.0,1054.0,171.0,12.0,71.0,290.0,142.0,212.0,52.0,6.0,956,35.0,203.0,101.0,12.0,56.0,4.0,108.0,33.0,70.0,326,350.0,490.0,11.0,136.0,39.0,14.0,16.0,255.0,108.0,46.0,118.0,77.0,388.0,8.0,8.0,135.0,229,53.0,10.0,36.0,22.0,131.0,181.0,223.0,97.0,169.0,144.0,79.0,38.0,213.0,118.0,371.0,110.0,50.0,125.0,12.0,26.0,9.0,101.0,7.0,78.0
475,2836.0,5867.0,6908.0,115.0,203.0,2969.0,1168.0,1604.0,2133.0,1862.0,16461,1927.0,11388.0,1624.0,5699.0,1034.0,97.0,462.0,2705.0,13931.0,2753,5347.0,2283.0,7792.0,2282.0,500.0,119.0,1566.0,2528.0,3777.0,4908.0,588.0,3777.0,2707.0,6262.0,1400.0,1909.0,10559,680.0,55.0,3148.0,1015.0,915.0,1404.0,1192.0,13360.0,846.0,958.0,631.0,864.0,1001.0,4739.0,215.0,461.0,1704.0,4434.0,1601.0,3395.0,2007.0,897.0,4922.0,600.0
476,2633.0,12232.0,1624.0,238.0,2808.0,1072.0,2839.0,274.0,910.0,682.0,6961,384.0,2212.0,642.0,4123.0,3319.0,152.0,17358.0,3028.0,1222.0,49039,621.0,10436.0,13896.0,425.0,643.0,259.0,58.0,751.0,4376.0,1377.0,5158.0,923.0,3698.0,177.0,776.0,1214.0,9763,422.0,107.0,1036.0,1685.0,216.0,6981.0,22503.0,538.0,2241.0,718.0,382.0,665.0,1217.0,1431.0,8237.0,8875.0,559.0,419.0,395.0,2785.0,276.0,1534.0,113.0,3462.0
48,56.0,5.0,224.0,3.0,11.0,46.0,0.0,90.0,14.0,122.0,179,23.0,433.0,58.0,21.0,6.0,5.0,8.0,10.0,200.0,170,7.0,77.0,4.0,31.0,63.0,8.0,13.0,52.0,9.0,18.0,9.0,43.0,51.0,2.0,4.0,25.0,168,30.0,1.0,59.0,23.0,10.0,7.0,152.0,66.0,3.0,6.0,23.0,6.0,109.0,5.0,72.0,57.0,90.0,32.0,20.0,3.0,6.0,16.0,5.0,58.0
485,178.0,7.0,255.0,5.0,2.0,3.0,103.0,1.0,166.0,6.0,30,124.0,1196.0,6.0,21.0,220.0,7.0,2.0,493.0,4.0,47,4.0,3.0,0.0,22.0,89.0,3.0,3.0,100.0,47.0,0.0,11.0,3.0,6.0,4.0,6.0,2.0,16,34.0,1.0,1.0,183.0,178.0,6.0,94.0,4.0,5.0,67.0,20.0,175.0,360.0,162.0,3.0,0.0,46.0,4.0,101.0,5.0,7.0,150.0,0.0,16.0
486,52.0,14.0,42.0,41.0,233.0,9.0,32.0,69.0,136.0,64.0,2287,3.0,12.0,194.0,15.0,87.0,6.0,501.0,94.0,12.0,423,128.0,403.0,7.0,241.0,12.0,22.0,8.0,1389.0,33.0,25.0,137.0,119.0,20.0,9.0,6.0,30.0,56,51.0,7.0,55.0,21.0,72.0,101.0,201.0,27.0,102.0,76.0,123.0,166.0,180.0,368.0,58.0,35.0,16.0,3.0,14.0,68.0,40.0,91.0,5.0,58.0
491,72.0,35.0,97.0,26.0,33.0,79.0,88.0,69.0,91.0,74.0,106,69.0,145.0,240.0,29.0,50.0,12.0,54.0,196.0,32.0,496,24.0,106.0,377.0,21.0,28.0,9.0,21.0,106.0,147.0,35.0,36.0,61.0,610.0,15.0,16.0,211.0,427,126.0,3.0,20.0,111.0,24.0,19.0,106.0,32.0,44.0,90.0,72.0,67.0,206.0,28.0,20.0,57.0,29.0,24.0,57.0,50.0,19.0,33.0,19.0,77.0
493,32.0,10.0,28.0,2.0,61.0,10.0,11.0,24.0,12.0,4.0,1252,69.0,11.0,110.0,3.0,92.0,7.0,108.0,39.0,9.0,340,42.0,260.0,3.0,85.0,56.0,12.0,4.0,95.0,12.0,7.0,25.0,19.0,92.0,1.0,6.0,75.0,654,47.0,5.0,13.0,17.0,5.0,17.0,92.0,19.0,28.0,8.0,46.0,42.0,124.0,26.0,5.0,80.0,6.0,7.0,37.0,26.0,12.0,30.0,5.0,57.0
495,370.0,3142.0,2297.0,216.0,167.0,799.0,212.0,152.0,606.0,810.0,5913,592.0,730.0,247.0,1618.0,215.0,17.0,65.0,630.0,1109.0,3696,907.0,376.0,1939.0,491.0,787.0,48.0,4376.0,2578.0,539.0,841.0,442.0,1017.0,579.0,551.0,54.0,376.0,996,114.0,13.0,882.0,318.0,199.0,2237.0,1525.0,992.0,563.0,242.0,888.0,217.0,606.0,1216.0,49.0,329.0,665.0,299.0,130.0,903.0,76.0,220.0,1507.0,415.0
50,5.0,15.0,19.0,1.0,7.0,41.0,5.0,3.0,2.0,12.0,151,7.0,14.0,39.0,21.0,6.0,2.0,4.0,30.0,54.0,79,24.0,15.0,4.0,2.0,3.0,5.0,10.0,3.0,90.0,2.0,2.0,12.0,65.0,4.0,6.0,1.0,8401,79.0,2.0,5.0,19.0,29.0,23.0,17.0,23.0,21.0,1.0,4.0,2.0,2746.0,5.0,10.0,6.0,3.0,31.0,11.0,6.0,22.0,10.0,2.0,6.0
503,184.0,11.0,189.0,870.0,99.0,68.0,61.0,51.0,82.0,276.0,346,94.0,888.0,117.0,15.0,32.0,8.0,17.0,11.0,35.0,203,125.0,77.0,2.0,62.0,593.0,4.0,4.0,35.0,154.0,75.0,30.0,121.0,175.0,6.0,4.0,77.0,613,46.0,2.0,111.0,8.0,10.0,115.0,124.0,113.0,25.0,49.0,31.0,47.0,170.0,80.0,521.0,149.0,36.0,56.0,14.0,390.0,14.0,87.0,25.0,62.0
507,79.0,293.0,866.0,12.0,11.0,235.0,132.0,235.0,24.0,20.0,608,34.0,2417.0,160.0,60.0,47.0,20.0,7.0,97.0,430.0,987,141.0,1.0,8.0,73.0,12.0,10.0,212.0,31.0,251.0,155.0,156.0,328.0,455.0,176.0,6.0,58.0,79,128.0,5.0,155.0,108.0,55.0,736.0,318.0,495.0,20.0,142.0,5.0,31.0,215.0,20.0,518.0,273.0,33.0,334.0,23.0,51.0,5.0,25.0,8.0,141.0
508,264.0,24.0,381.0,10.0,208.0,137.0,17.0,47.0,225.0,196.0,59,434.0,34.0,401.0,30.0,318.0,14.0,174.0,46.0,28.0,1530,56.0,552.0,332.0,279.0,154.0,16.0,9.0,470.0,448.0,24.0,193.0,207.0,67.0,11.0,10.0,324.0,2639,4.0,6.0,55.0,338.0,17.0,10.0,409.0,6.0,27.0,29.0,102.0,180.0,268.0,199.0,45.0,303.0,36.0,18.0,474.0,72.0,420.0,191.0,10.0,159.0
52,16.0,18.0,34.0,3.0,116.0,16.0,174.0,11.0,5.0,72.0,30,17.0,13.0,43.0,7.0,5.0,5.0,574.0,1.0,5.0,111,11.0,659.0,6.0,2.0,51.0,39.0,8.0,521.0,157.0,39.0,35.0,72.0,44.0,2.0,151.0,4.0,11,120.0,7.0,81.0,17.0,2.0,5.0,64.0,15.0,48.0,55.0,176.0,17.0,86.0,26.0,5.0,30.0,6.0,2.0,15.0,21.0,15.0,10.0,3.0,20.0
520,7.0,1.0,22.0,9.0,2.0,7.0,5.0,2.0,4.0,6.0,44,6.0,5.0,18.0,9.0,7.0,1.0,3.0,6.0,6.0,136,6.0,4.0,10.0,7.0,5.0,4.0,3.0,27.0,5.0,5.0,6.0,7.0,11.0,2.0,3.0,9.0,116,5.0,2.0,3.0,7.0,6.0,8.0,9.0,2.0,6.0,9.0,11.0,7.0,2.0,6.0,10.0,13.0,3.0,7.0,4.0,4.0,8.0,4.0,3.0,7.0
521,1539.0,64.0,106.0,29.0,30.0,1515.0,13.0,13.0,674.0,46.0,18505,26.0,88.0,193.0,111.0,32.0,17.0,18.0,45.0,91.0,602,35.0,17.0,12.0,2399.0,28.0,18.0,59.0,181.0,48.0,668.0,29.0,2305.0,266.0,20.0,24.0,147.0,1451,10.0,17.0,701.0,54.0,31.0,40.0,71.0,163.0,61.0,18.0,65.0,472.0,12791.0,124.0,12.0,10.0,84.0,27.0,573.0,309.0,94.0,46.0,16.0,27.0
522,51.0,25.0,111.0,11.0,37.0,68.0,566.0,227.0,48.0,48.0,240,43.0,859.0,83.0,40.0,25.0,112.0,79.0,24.0,151.0,860,34.0,214.0,17.0,15.0,59.0,84.0,133.0,46.0,156.0,108.0,61.0,88.0,120.0,55.0,8.0,194.0,158,361.0,744.0,165.0,141.0,74.0,19.0,319.0,235.0,238.0,426.0,10.0,55.0,202.0,16.0,25.0,129.0,57.0,51.0,89.0,41.0,1281.0,35.0,501.0,252.0
523,2756.0,4886.0,2481.0,39.0,210.0,1009.0,519.0,1836.0,1444.0,1021.0,3124,4820.0,4127.0,1371.0,3061.0,299.0,60.0,459.0,1307.0,1328.0,3379,973.0,676.0,608.0,856.0,1810.0,92.0,130.0,471.0,1202.0,1578.0,381.0,1674.0,3694.0,2992.0,98.0,782.0,4987,327.0,42.0,1498.0,1781.0,150.0,3831.0,947.0,1066.0,259.0,644.0,275.0,1354.0,426.0,715.0,76.0,624.0,494.0,577.0,3509.0,1816.0,140.0,342.0,1588.0,467.0
524,47.0,4874.0,595.0,45.0,49.0,153.0,73.0,114.0,31.0,42.0,1181,57.0,853.0,62.0,1002.0,137.0,11.0,61.0,104.0,183.0,1644,150.0,130.0,3.0,11.0,33.0,43.0,5.0,76.0,126.0,59.0,326.0,285.0,414.0,59.0,138.0,25.0,1638,140.0,3.0,73.0,38.0,12.0,12.0,486.0,55.0,24.0,121.0,57.0,18.0,138.0,68.0,575.0,414.0,47.0,214.0,58.0,48.0,12.0,164.0,3.0,164.0
525,483.0,176.0,1344.0,24.0,69.0,939.0,667.0,4714.0,482.0,283.0,189,127.0,2696.0,254.0,1134.0,365.0,24.0,141.0,690.0,846.0,431,306.0,800.0,111.0,50.0,415.0,62.0,375.0,416.0,497.0,176.0,52.0,639.0,214.0,198.0,127.0,452.0,1204,539.0,13.0,235.0,573.0,147.0,2733.0,147.0,1122.0,74.0,198.0,85.0,133.0,742.0,875.0,24.0,83.0,158.0,698.0,219.0,130.0,29.0,310.0,2053.0,73.0
531,22.0,10.0,12.0,2.0,8.0,5.0,2.0,7.0,8.0,3.0,467,133.0,7.0,17.0,2.0,65.0,3.0,3.0,4.0,6.0,44,17.0,2.0,2.0,48.0,26.0,9.0,4.0,31.0,3.0,6.0,1.0,3.0,19.0,3.0,1.0,10.0,389,8.0,3.0,11.0,17.0,3.0,3.0,9.0,11.0,11.0,4.0,3.0,10.0,124.0,2.0,6.0,1.0,2.0,2.0,23.0,7.0,5.0,8.0,3.0,2.0
532,1.0,8.0,15.0,9.0,7.0,3.0,2.0,2.0,7.0,2.0,62,5.0,3.0,10.0,1.0,9.0,1.0,5.0,0.0,2.0,56,3.0,8.0,4.0,2.0,5.0,8.0,1.0,3.0,7.0,152.0,3.0,5.0,10.0,4.0,2.0,2.0,36,1.0,1.0,54.0,18.0,4.0,6.0,5.0,6.0,3.0,1.0,4.0,5.0,18.0,4.0,4.0,3.0,5.0,8.0,3.0,2.0,9.0,9.0,0.0,3.0
535,1056.0,107.0,1242.0,55.0,138.0,78.0,333.0,27.0,448.0,651.0,3387,686.0,3329.0,651.0,1634.0,1043.0,30.0,1760.0,574.0,59.0,8493,220.0,303.0,597.0,276.0,1252.0,40.0,25.0,80.0,1018.0,263.0,997.0,348.0,5825.0,238.0,21.0,287.0,1202,83.0,17.0,154.0,1293.0,25.0,2384.0,2566.0,309.0,88.0,123.0,24.0,266.0,492.0,1036.0,2115.0,2024.0,771.0,171.0,561.0,1293.0,94.0,586.0,736.0,1134.0
