strain_id,A_noMTX_Fluconazole.SNA4_VAC8,A_noMTX_Fluconazole.HNM1_ERG11,A_noMTX_Fluconazole.HUG1_ADE17,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Fluconazole.TPO1_TPO2,A_noMTX_Fluconazole.HNM1_MAM33,A_noMTX_Fluconazole.SRO9_GIS2,A_noMTX_Fluconazole.MID2_RSN1,A_noMTX_Fluconazole.ERG27_ACF2,A_noMTX_Fluconazole.HNM1_RBD2,A_noMTX_Fluconazole.SSH1_ERV25,A_noMTX_Fluconazole.MID2_WSC2,A_noMTX_Fluconazole.PMC1_CTR2,A_noMTX_Fluconazole.PLM2_SNA3,A_noMTX_Fluconazole.MID2_PIN2,A_noMTX_Fluconazole.ERG11_TPO4,A_noMTX_Fluconazole.ERV25_UIP4,A_noMTX_Fluconazole.ALO1_UIP4,A_noMTX_Fluconazole.ERG11_ERV25,A_noMTX_Fluconazole.MID2_TPO2,A_noMTX_Fluconazole.SSH1_ORM2,A_noMTX_Fluconazole.RET2_EMP70,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Fluconazole.ERG11_PIS1,A_noMTX_Fluconazole.noPPI_reference,A_noMTX_Fluconazole.FMP45_MEP1,A_noMTX_Fluconazole.ALO1_HYR1,A_noMTX_Fluconazole.ERV25_EMP47,A_noMTX_Fluconazole.MID2_MAM33,A_noMTX_Fluconazole.PLM2_HNM1,A_noMTX_Fluconazole.HUG1_PGM2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Fluconazole.ALO1_ADE17,A_noMTX_Fluconazole.ERV25_ERG5,A_noMTX_Fluconazole.ADE17_GIS2,A_noMTX_Fluconazole.SNA4_GTR2,A_noMTX_Fluconazole.ERV25_ORM2,A_noMTX_Fluconazole.SRO9_SGN1,A_noMTX_Fluconazole.HNM1_TPO4,A_noMTX_Fluconazole.HNM1_MID2,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Fluconazole.MID2_TPO4,A_noMTX_Fluconazole.SRO9_DHH1,A_noMTX_Fluconazole.ADE17_PGM2,A_noMTX_Fluconazole.ADE17_HYR1,A_noMTX_Fluconazole.RET2_SNA3,A_noMTX_Fluconazole.ERG11_ORM2,A_noMTX_Fluconazole.ERG11_HYR1,A_noMTX_Fluconazole.SSH1_ERG11,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Fluconazole.ERG11_MID2,A_noMTX_Fluconazole.SSH1_PIS1,A_noMTX_Fluconazole.TPO1_TCB2,A_noMTX_Fluconazole.ERV25_PIS1,A_noMTX_Fluconazole.ERG11_ERG5,A_noMTX_Fluconazole.GTR1_SLM4,A_noMTX_Fluconazole.PMC1_GTR2,A_noMTX_Fluconazole.FMP45_MID2,A_noMTX_Fluconazole.FMP45_HNM1,A_noMTX_Fluconazole.HNM1_TPO1,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Fluconazole.ERV25_RBD2
400,15.0,3.0,5.0,21.0,99.0,110.0,15.0,59.0,4.0,384.0,373.0,34.0,102.0,7.0,209.0,4.0,6.0,16.0,5.0,8683.0,9.0,3.0,2.0,6.0,71.0,164.0,3.0,3.0,85.0,55.0,109.0,22.0,9.0,30.0,43.0,55.0,7.0,4.0,218.0,3.0,3.0,182.0,93.0,39.0,101.0,1.0,6.0,3.0,30.0,13.0,26.0,14.0,84.0,5.0,379.0,4.0,3.0,3.0,8.0,188.0,463.0,87.0
406,11.0,111.0,65.0,84.0,16703.0,247.0,34.0,96.0,451.0,17.0,1791.0,1710.0,105.0,28.0,105.0,57.0,1002.0,153.0,2645.0,118.0,20.0,108.0,99.0,12.0,62.0,22.0,70.0,208.0,334.0,40.0,61.0,11.0,888.0,755.0,6.0,167.0,582.0,197.0,127.0,205.0,4578.0,28.0,27.0,148.0,173.0,72.0,625.0,98.0,18.0,2151.0,49.0,11.0,1285.0,19.0,475.0,31.0,430.0,12.0,19.0,451.0,3315.0,2527.0
408,6.0,7.0,24.0,82.0,6.0,2.0,2.0,2.0,3.0,0.0,5.0,6.0,5.0,16.0,81.0,40.0,16.0,4.0,2.0,3.0,4.0,6.0,9.0,5.0,16.0,3.0,3.0,26.0,19.0,12.0,230.0,3.0,6.0,3.0,2.0,34.0,14.0,11.0,1.0,3.0,514.0,41.0,7.0,28.0,5.0,8.0,2.0,13.0,2.0,6.0,46.0,2.0,1149.0,1.0,1.0,23.0,6.0,77.0,61.0,2.0,9.0,5.0
409,47.0,106.0,14.0,13.0,217.0,373.0,2311.0,136.0,6.0,26106.0,72.0,2153.0,112.0,1238.0,3794.0,2821.0,18.0,10.0,15.0,1111.0,633.0,6.0,16.0,3054.0,20.0,17.0,15.0,64.0,527.0,159.0,17.0,29.0,24.0,16.0,42.0,41.0,693.0,787.0,43.0,159.0,37.0,596.0,1251.0,47.0,60.0,10.0,79.0,47.0,42.0,118.0,576.0,604.0,139.0,32.0,105.0,46.0,284.0,1155.0,863.0,547.0,27.0,13.0
40_2,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
411,11.0,2.0,2.0,0.0,11.0,0.0,1.0,7.0,0.0,3.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,3.0,6.0,16.0,0.0,2.0,0.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0,6.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,15.0,1.0
412,11.0,27.0,6.0,56.0,8.0,74.0,18.0,13.0,71.0,1512.0,6.0,25.0,3.0,4.0,26.0,0.0,40.0,58.0,5.0,15.0,18.0,3.0,2.0,12.0,2784.0,87.0,5.0,7.0,5.0,10.0,511.0,26.0,0.0,543.0,5.0,12.0,32.0,20.0,7.0,235.0,6.0,17.0,11.0,6.0,12.0,2.0,6.0,1.0,138.0,7.0,2.0,20.0,0.0,3.0,10.0,9.0,3.0,65.0,24.0,6.0,6.0,8.0
418,4.0,6.0,6.0,5.0,2.0,6.0,2.0,2.0,3.0,2.0,1.0,0.0,5.0,4.0,7.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,2.0,4.0,7.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,0.0,3.0,1.0,2.0,1.0,8.0,2.0,4.0,1.0,4.0,0.0,3.0,6.0,2.0,2.0,1.0,0.0,9.0,4.0,4.0,1.0,1.0,2.0,9.0,5.0
419,3.0,9.0,34.0,192.0,53.0,3.0,248.0,4.0,5.0,11.0,19.0,3.0,49.0,7.0,26.0,4.0,95.0,18.0,1.0,50.0,0.0,2.0,8.0,6.0,4.0,134.0,1.0,2.0,10.0,49.0,206.0,3.0,35.0,28.0,6.0,5.0,8.0,1.0,5.0,3.0,197.0,1.0,5.0,18.0,6.0,2.0,6.0,4.0,1.0,94.0,0.0,2.0,308.0,4.0,4.0,41.0,80.0,1.0,3.0,5.0,7.0,9.0
420,9.0,10.0,8.0,5.0,13.0,2.0,55.0,11.0,2.0,3.0,6.0,6.0,3.0,6.0,24.0,3.0,3.0,8.0,4.0,87.0,3.0,2.0,1.0,3.0,2.0,82.0,0.0,21.0,5.0,6.0,3.0,4.0,68.0,4.0,2.0,9.0,13.0,72.0,2.0,5.0,12.0,2.0,226.0,8.0,3.0,2.0,3.0,1.0,6.0,0.0,4.0,0.0,3.0,27.0,1.0,16.0,2.0,5.0,143.0,37.0,3.0,4.0
421,6.0,24.0,7.0,13.0,4.0,272.0,18.0,753.0,0.0,1348.0,1634.0,108.0,20.0,9.0,58.0,109.0,8.0,133.0,11.0,404.0,247.0,4.0,1.0,10.0,39.0,372.0,2.0,17.0,11.0,10.0,13.0,64.0,10.0,228.0,127.0,8.0,206.0,4.0,9.0,14.0,595.0,12.0,11.0,75.0,22.0,5.0,14.0,8.0,145.0,163.0,126.0,633.0,11.0,7.0,519.0,221.0,184.0,14.0,6.0,229.0,1.0,10.0
426,11.0,26.0,36.0,380.0,18.0,4.0,2.0,16.0,11.0,7.0,220.0,2.0,8.0,5.0,19.0,2.0,158.0,4.0,10.0,25.0,78.0,6.0,194.0,3.0,8128.0,2.0,1.0,4.0,5.0,34.0,363.0,48.0,3.0,153.0,0.0,5.0,45.0,3.0,13.0,9.0,23.0,4.0,11.0,2.0,26.0,4.0,6.0,6.0,43.0,5.0,3.0,59.0,2.0,2.0,13.0,8.0,11.0,2.0,8.0,27.0,9.0,26.0
431,10.0,18.0,1751.0,182.0,29.0,6.0,5.0,8.0,32.0,5.0,36.0,2.0,58.0,4.0,31.0,5.0,171.0,62.0,10.0,7.0,164.0,131.0,7.0,1.0,10.0,75.0,55.0,20.0,19.0,2.0,177.0,9.0,138.0,14.0,4.0,2.0,22.0,18.0,0.0,1.0,166.0,6.0,108.0,3.0,4.0,1.0,1.0,7.0,9.0,462.0,3.0,5.0,60.0,384.0,89.0,1.0,81.0,3.0,145.0,16.0,8.0,62.0
433,6.0,31.0,3.0,6.0,17.0,13.0,6.0,6.0,6.0,34.0,13.0,1.0,11.0,44.0,97.0,10.0,13.0,16.0,12.0,6.0,9.0,15.0,8.0,8.0,23.0,13.0,9.0,9.0,6.0,963.0,10.0,10.0,8.0,6.0,22.0,30.0,7.0,5.0,847.0,550.0,20.0,7.0,4.0,11.0,124.0,6.0,8.0,10.0,2.0,6.0,19.0,919.0,8.0,7.0,6.0,9.0,4.0,9.0,33.0,70.0,641.0,11.0
434,1520.0,359.0,14.0,1.0,18.0,2.0,379.0,6.0,12.0,2.0,175.0,6.0,105.0,68.0,47.0,81.0,11.0,20.0,1.0,2.0,8.0,1.0,4.0,18.0,35.0,87.0,7.0,24.0,28.0,51.0,41.0,3.0,328.0,13.0,4.0,184.0,1224.0,147.0,4.0,40.0,48.0,9.0,24.0,13.0,18.0,1.0,6.0,48.0,12.0,48.0,57.0,44.0,12.0,2.0,76.0,11656.0,33.0,31.0,45.0,2.0,28.0,5.0
437,39.0,10.0,9.0,4.0,1.0,10.0,15.0,43.0,6.0,16.0,1.0,13.0,1.0,2.0,37.0,8.0,11.0,8.0,25.0,10.0,8.0,7.0,0.0,19.0,8.0,19.0,10.0,4.0,4.0,1.0,7.0,3.0,3.0,4.0,7.0,20.0,11.0,8.0,5.0,9.0,18.0,72.0,11.0,6.0,12.0,2.0,9.0,6.0,4.0,0.0,3.0,6.0,3.0,4.0,13.0,6.0,2.0,8.0,5.0,9.0,29.0,2.0
438,4.0,452.0,11.0,30.0,247.0,75.0,47.0,44.0,6.0,1476.0,74.0,5486.0,10.0,907.0,2024.0,14.0,50.0,8.0,5.0,1155.0,212.0,4.0,3.0,9.0,13.0,6.0,4.0,31.0,1886.0,455.0,5.0,18.0,50.0,5.0,8.0,43.0,42.0,12.0,1146.0,625.0,268.0,1177.0,143.0,58.0,33.0,8.0,11.0,31.0,4.0,37.0,977.0,648.0,315.0,11.0,12.0,39.0,60.0,58.0,56.0,348.0,269.0,12.0
439,70.0,174.0,7878.0,451.0,185.0,4.0,105.0,37.0,43.0,34.0,9.0,1145.0,112.0,313.0,1819.0,2.0,18.0,12.0,6.0,2203.0,96.0,3.0,2.0,87.0,41.0,42.0,21.0,169.0,2086.0,27.0,73.0,2922.0,90.0,69.0,99.0,261.0,4791.0,30.0,21.0,18.0,129.0,66.0,328.0,19739.0,286.0,16.0,1560.0,36.0,40.0,215.0,5.0,27.0,995.0,3.0,67.0,24.0,185.0,18.0,8.0,11.0,152.0,59.0
43_ref1,398.0,18682.0,138.0,29.0,428.0,1573.0,75.0,73.0,724.0,1275.0,937.0,356.0,12.0,446.0,947.0,666.0,248.0,175.0,2391.0,680.0,48.0,790.0,106.0,553.0,26.0,53.0,98.0,604.0,210.0,187.0,26.0,30.0,80.0,88.0,352.0,476.0,371.0,570.0,1030.0,501.0,495.0,119.0,245.0,238.0,135.0,319.0,17989.0,72013.0,3133.0,403.0,1933.0,108.0,227.0,31.0,458.0,797.0,137.0,316.0,538.0,3761.0,2106.0,1747.0
43_ref2,3.0,623.0,10.0,12.0,38.0,9158.0,55.0,8.0,52.0,468.0,66.0,4.0,1.0,30.0,138.0,5.0,39.0,5.0,416.0,127.0,2.0,298.0,7.0,1.0,3.0,4.0,73.0,49.0,5.0,42.0,2.0,2.0,3.0,8.0,19.0,23.0,20.0,84.0,56.0,42.0,40.0,5.0,17.0,15.0,42.0,31.0,49.0,6104.0,23.0,52.0,1.0,1.0,18.0,38.0,33.0,63.0,23.0,37.0,8.0,127.0,276.0,46.0
44,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
442,21.0,18.0,277.0,17.0,4.0,3.0,8.0,8.0,3.0,8.0,9.0,4.0,3.0,4.0,107.0,6.0,4.0,14.0,7.0,9.0,5.0,2.0,1.0,503.0,35.0,15.0,6.0,6.0,5.0,5.0,28.0,6.0,4.0,6.0,9.0,13.0,9.0,0.0,7.0,3.0,16.0,375.0,10.0,5.0,10.0,4.0,4.0,5.0,6.0,2.0,3.0,4.0,1.0,3.0,8.0,6.0,4.0,8.0,12.0,5.0,15.0,6.0
444,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,4.0,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,8.0,1.0,3.0,0.0,1.0,18.0,3.0
446,5.0,44.0,733.0,438.0,273.0,5.0,5.0,22.0,7.0,5.0,110.0,11.0,86.0,49.0,703.0,6.0,5.0,6.0,2.0,40.0,52.0,8.0,4.0,11.0,25.0,2.0,4.0,9.0,49.0,6.0,12.0,5.0,590.0,12.0,4.0,8.0,24.0,392.0,2.0,7.0,22.0,14.0,48.0,12.0,8.0,5.0,42.0,15.0,11.0,8.0,152.0,1087.0,38.0,7.0,1.0,5.0,322.0,10.0,477.0,3.0,546.0,9.0
45,4.0,4.0,3.0,2.0,5.0,5.0,3.0,8.0,1.0,7.0,2.0,4.0,8.0,4.0,12.0,4.0,7.0,1.0,6.0,3.0,8.0,1.0,4.0,3.0,17.0,4.0,7.0,3.0,1.0,5.0,1.0,4.0,5.0,8.0,2.0,3.0,8.0,3.0,4.0,6.0,8.0,8.0,4.0,1.0,1.0,1.0,18.0,3.0,7.0,5.0,1.0,6.0,3.0,4.0,7.0,2.0,6.0,6.0,5.0,6.0,14.0,2.0
450,64.0,798.0,35.0,12.0,9.0,761.0,7.0,6.0,13.0,5.0,15.0,11.0,27.0,21.0,273.0,44.0,108.0,2.0,18.0,6.0,21.0,5.0,10.0,6.0,45.0,17.0,12.0,6.0,16.0,11.0,89.0,7.0,6.0,22.0,9.0,16.0,288.0,15.0,8.0,15.0,85.0,3.0,22.0,18.0,5.0,5.0,5.0,11.0,2.0,12.0,68.0,22.0,721.0,1414.0,14.0,93.0,7.0,14.0,9.0,19.0,36.0,10.0
452,2.0,23.0,7.0,19.0,24.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,0.0,6.0,11.0,1.0,37.0,4.0,7.0,29.0,42.0,830.0,9.0,2.0,6521.0,4.0,5.0,2.0,5.0,15.0,16.0,39.0,5.0,27.0,2.0,5.0,46.0,1.0,20.0,2.0,9.0,5.0,7.0,6.0,25.0,5.0,3.0,6.0,2.0,2.0,3.0,49.0,4.0,0.0,443.0,1.0,6.0,4.0,8.0,32.0,3.0,16.0
454,23.0,1.0,4.0,35.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,217.0,1.0,2.0,1.0,0.0,5.0,1.0,33.0,3.0,6.0,68.0,2.0,2.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,48.0,0.0
458,211.0,38.0,8.0,14.0,131.0,90.0,35.0,5.0,15.0,4.0,154.0,72.0,157.0,13.0,414.0,7.0,95.0,13.0,4.0,406.0,4.0,2.0,8.0,12.0,16.0,5.0,5.0,14.0,210.0,9.0,11.0,3.0,43.0,12.0,3.0,65.0,13.0,1.0,188.0,4.0,118.0,110.0,27.0,19.0,17.0,4.0,2.0,15.0,4.0,31.0,12.0,8.0,78.0,8.0,9.0,18.0,219.0,4.0,9.0,16.0,80.0,22.0
459,6.0,10.0,12.0,28.0,43.0,13.0,67.0,8.0,6.0,3.0,115.0,9.0,10.0,12.0,12.0,218.0,11.0,6.0,9.0,9.0,7.0,5.0,7.0,117.0,6.0,341.0,4.0,6.0,258.0,6.0,34.0,7.0,19.0,6.0,63.0,31.0,11.0,23.0,10.0,271.0,169.0,486.0,51.0,57.0,10.0,8.0,2.0,12.0,2.0,4.0,27.0,2.0,83.0,4.0,5.0,286.0,6.0,84.0,9.0,2.0,7.0,9.0
460,6938.0,697.0,229.0,76.0,185.0,3190.0,20.0,925.0,72.0,554.0,249.0,46.0,11.0,32.0,527.0,39.0,81.0,62.0,64.0,892.0,72.0,1139.0,17.0,56.0,46.0,174.0,47.0,53.0,599.0,170.0,100.0,6.0,164.0,72.0,861.0,2049.0,101.0,81.0,2050.0,52.0,1213.0,270.0,59.0,81.0,103.0,9.0,4997.0,61.0,276.0,426.0,1927.0,1205.0,44.0,47.0,755.0,27.0,92.0,52.0,88.0,3217.0,8724.0,34.0
466,11.0,3.0,2.0,0.0,4.0,5.0,21.0,7.0,3.0,7.0,4.0,13.0,1.0,4.0,22.0,5.0,7.0,2.0,7.0,15.0,7.0,2.0,3.0,6.0,3.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,3.0,10.0,13.0,6.0,8.0,5.0,3.0,3.0,6.0,6.0,12.0,20.0,0.0,3.0,5.0,3.0,1.0,7.0,4.0,2.0,10.0,8.0,5.0,2.0,2.0,4.0,7.0,10.0,2.0
468,203.0,338.0,15.0,48.0,216.0,211.0,57.0,46.0,45.0,9.0,211.0,46.0,66.0,29.0,233.0,749.0,72.0,21661.0,105.0,378.0,101.0,58.0,13.0,2183.0,17.0,625.0,7.0,155.0,133.0,374.0,98.0,721.0,442.0,479.0,29.0,201.0,11.0,96.0,452.0,26.0,17.0,221.0,54.0,43.0,31.0,11.0,271.0,140.0,220.0,1190.0,99.0,10.0,161.0,13.0,49.0,153.0,282.0,37.0,120.0,241.0,560.0,17.0
470,19.0,1815.0,23.0,9.0,5.0,7.0,1364.0,24.0,24.0,22.0,10.0,1114.0,17.0,86.0,539.0,5.0,11.0,175.0,12.0,21.0,11.0,9.0,7.0,9.0,3.0,726.0,18.0,21.0,319.0,61.0,11.0,14.0,66.0,445.0,17.0,26.0,28.0,619.0,7.0,34.0,22.0,913.0,883.0,30.0,26.0,8.0,10.0,1214.0,12.0,12.0,31.0,20.0,14.0,12.0,58.0,40.0,33.0,1976.0,773.0,10.0,24.0,12.0
473,8.0,44.0,445.0,379.0,29.0,420.0,134.0,4.0,324.0,28.0,17.0,198.0,82.0,10.0,45.0,723.0,233.0,414.0,14.0,49.0,14.0,7.0,12.0,16.0,10.0,59.0,80.0,58.0,24.0,7.0,23.0,27.0,463.0,21.0,12.0,36.0,80.0,102.0,94.0,33.0,64.0,48.0,24.0,14.0,7.0,9.0,32.0,48.0,17.0,304.0,6.0,7.0,329.0,2.0,35.0,29.0,32.0,37.0,567.0,14.0,35.0,15.0
475,9193.0,32440.0,484.0,2476.0,392.0,14941.0,1062.0,154.0,2766.0,213.0,2802.0,1125.0,755.0,944.0,513.0,7242.0,2702.0,1520.0,1163.0,2435.0,1464.0,69.0,63.0,6181.0,304.0,3170.0,8752.0,2285.0,782.0,3537.0,1065.0,16150.0,3941.0,4581.0,3668.0,4642.0,320.0,485.0,17845.0,7836.0,5527.0,456.0,835.0,610.0,895.0,134.0,3735.0,90.0,2369.0,2670.0,614.0,4010.0,274.0,288.0,1175.0,1168.0,1696.0,1880.0,2383.0,13660.0,23016.0,17262.0
476,805.0,241.0,1325.0,712.0,6057.0,1198.0,578.0,393.0,177.0,432.0,428.0,5025.0,209.0,11378.0,24483.0,13442.0,120.0,180.0,67.0,5577.0,145.0,144.0,164.0,850.0,124.0,71.0,312.0,1568.0,8211.0,4630.0,1025.0,49.0,3161.0,343.0,81.0,328.0,1488.0,4865.0,199.0,1777.0,9778.0,2787.0,3961.0,356.0,413.0,110.0,3116.0,8889.0,572.0,9230.0,2571.0,3964.0,6201.0,579.0,65.0,354.0,821.0,3519.0,696.0,831.0,197.0,167.0
48,10.0,10.0,2.0,23.0,3.0,10.0,44.0,13.0,5.0,8.0,15.0,417.0,19.0,8.0,6.0,41.0,240.0,24.0,8.0,12.0,70.0,7.0,1.0,3.0,19.0,141.0,11.0,34.0,17.0,10.0,14.0,3.0,12.0,79.0,2.0,13.0,26.0,10.0,61.0,28.0,3.0,55.0,11.0,9.0,16.0,0.0,7.0,2.0,139.0,1.0,4.0,2.0,53.0,4.0,7.0,3.0,16.0,397.0,15.0,487.0,285.0,5.0
485,4.0,6.0,3.0,2.0,3.0,6.0,0.0,1.0,2.0,0.0,7.0,4.0,0.0,1.0,10.0,1.0,7.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,27.0,17.0,1.0,2.0,1.0,5.0,0.0,2.0,1.0,11.0,4.0,2.0,1.0,1.0,11.0,2.0,6.0,0.0,1.0,4.0,16.0,15.0,23.0,0.0,0.0,1.0,2.0,1.0,5.0,9.0,5.0,3.0,1.0,0.0,3.0,3.0
486,26.0,2966.0,47.0,37.0,438.0,42.0,5.0,4.0,31.0,9.0,13.0,18.0,39.0,10.0,14.0,853.0,408.0,222.0,9.0,8.0,5.0,16.0,14.0,44.0,148.0,7.0,1120.0,273.0,76.0,28.0,29.0,19.0,152.0,191.0,11.0,72.0,3.0,9.0,17.0,26.0,141.0,208.0,48.0,13.0,17.0,14.0,12.0,14.0,41.0,1724.0,9.0,5.0,108.0,8.0,15.0,314.0,968.0,24.0,22.0,24.0,39.0,13.0
491,19.0,44.0,4274.0,250.0,394.0,21.0,3.0,6.0,68.0,11.0,11.0,5.0,17.0,13.0,69.0,158.0,1.0,1.0,3.0,23.0,10.0,2.0,4.0,4.0,51.0,96.0,11.0,5.0,27.0,15.0,39.0,18.0,13.0,33.0,3.0,54.0,4.0,6.0,165.0,6.0,51.0,4.0,47.0,9.0,12.0,7.0,18.0,7.0,35.0,11.0,10.0,6.0,17.0,6.0,2.0,6.0,24.0,2.0,27.0,8.0,43.0,32.0
493,11.0,15.0,13.0,21.0,242.0,34.0,72.0,4.0,101.0,14.0,4.0,3.0,14.0,4.0,19.0,1.0,117.0,5.0,3.0,89.0,6.0,5.0,3.0,731.0,14.0,25.0,3.0,7.0,29.0,12.0,348.0,8.0,36.0,3.0,9.0,32.0,12.0,354.0,46.0,28.0,145.0,3.0,64.0,9.0,19.0,5.0,23.0,7.0,3.0,246.0,345.0,2.0,13.0,5.0,661.0,6.0,2555.0,96.0,13.0,11.0,11.0,16.0
495,26.0,2107.0,28.0,26.0,285.0,172.0,101.0,23.0,13.0,120.0,69.0,16.0,285.0,360.0,628.0,74.0,87.0,122.0,8.0,116.0,733.0,6.0,9.0,14.0,22.0,66.0,245.0,71.0,33.0,851.0,36.0,14.0,1692.0,298.0,33.0,42.0,19.0,188.0,85.0,242.0,130.0,30.0,514.0,114.0,4264.0,3.0,22.0,8.0,196.0,274.0,29.0,109.0,54.0,190.0,219.0,42.0,73.0,1736.0,26.0,44.0,36.0,40.0
50,21.0,17.0,6.0,8.0,813.0,8.0,5.0,3.0,9.0,2.0,3.0,7.0,1.0,5.0,8.0,4.0,4.0,2.0,3.0,9.0,14.0,2.0,7.0,1.0,12.0,5.0,9.0,6.0,6.0,11.0,1.0,4.0,5.0,34.0,5.0,7.0,20.0,7.0,6.0,3.0,14.0,3.0,14.0,14.0,16.0,4.0,7.0,12.0,11.0,6.0,4.0,8.0,10.0,1.0,5.0,1.0,52.0,6.0,3.0,7.0,35.0,8.0
503,10.0,234.0,888.0,271.0,150.0,21.0,70.0,7.0,34.0,8.0,132.0,135.0,12.0,17.0,453.0,10.0,72.0,135.0,4.0,144.0,32.0,5.0,4.0,9.0,2.0,47.0,11.0,16.0,406.0,81.0,16.0,5.0,368.0,75.0,29.0,21.0,60.0,5.0,57.0,62.0,27.0,72.0,70.0,71.0,68.0,9.0,4.0,25.0,52.0,41.0,39.0,2.0,236.0,13.0,46.0,10.0,406.0,165.0,6.0,5.0,310.0,783.0
506,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
507,4.0,95.0,9.0,7.0,11.0,224.0,12.0,8.0,48.0,274.0,39.0,1213.0,12.0,8.0,455.0,136.0,504.0,21.0,11.0,17.0,18.0,7.0,3.0,7.0,10.0,108.0,31.0,6.0,54.0,5.0,196.0,8.0,10.0,78.0,32.0,139.0,629.0,21.0,169.0,11.0,131.0,531.0,16.0,20.0,121.0,7.0,4.0,1376.0,97.0,12.0,1.0,6.0,8.0,293.0,4.0,12.0,7.0,11.0,3.0,503.0,1192.0,5.0
508,11.0,27.0,69.0,6.0,22.0,64.0,20.0,20.0,4.0,5.0,24.0,108.0,56.0,21.0,172.0,446.0,7.0,247.0,6.0,121.0,26.0,4.0,2.0,212.0,64.0,90.0,5.0,22.0,29.0,10.0,8.0,5.0,1115.0,4.0,13.0,135.0,42.0,367.0,12.0,46.0,23.0,136.0,46.0,9.0,3.0,5.0,10.0,13.0,14.0,201.0,28.0,5.0,42.0,2.0,176.0,178.0,763.0,23.0,23.0,8.0,10.0,9.0
52,5973.0,38.0,413.0,315.0,602.0,6.0,1.0,0.0,45.0,5.0,283.0,6.0,697.0,29.0,25.0,4.0,2.0,8.0,8.0,1.0,14.0,15.0,19.0,42.0,1.0,144.0,6.0,3.0,35.0,243.0,323.0,1.0,161.0,25.0,17.0,91.0,4.0,1.0,8.0,3.0,155.0,0.0,61.0,57.0,40.0,12.0,4.0,17.0,39.0,332.0,6.0,1.0,1797.0,5.0,54.0,9.0,535.0,770.0,11.0,4.0,4.0,18.0
