strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
426,12.0,29.0,44.0,1.0,2.0,1.0,11.0,4.0,6.0,10.0,2.0,3.0,21.0,4.0,1.0,7.0,7.0,3.0,23.0,20.0,31.0,4.0,16.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,20.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,48.0,2.0,0.0,15.0,1.0,4.0,1.0,3.0,4.0,4.0,6.0,5.0,27.0,6.0,1.0,2.0,3.0,5.0,14.0,19.0,5.0,0.0,283.0,11.0
431,1398.0,438.0,370.0,32.0,19.0,150.0,182.0,7.0,124.0,316.0,16.0,12.0,1184.0,80.0,252.0,33.0,81.0,118.0,24.0,456.0,73.0,137.0,83.0,131.0,36.0,275.0,24.0,4.0,2.0,20.0,675.0,27.0,7.0,11.0,47.0,8.0,8.0,39.0,348.0,427.0,29.0,182.0,285.0,267.0,3.0,36.0,450.0,316.0,98.0,42.0,2653.0,7.0,483.0,6.0,8.0,28.0,148.0,82.0,438.0,58.0,283.0,15.0
433,20.0,77.0,110.0,9.0,52.0,3.0,21.0,15.0,47.0,6.0,28.0,43.0,40.0,9.0,3.0,51.0,2.0,36.0,67.0,4.0,68.0,3.0,24.0,4.0,36.0,6.0,5.0,2.0,3.0,8.0,143.0,54.0,10.0,15.0,3.0,1.0,1.0,11.0,7.0,4.0,3.0,19.0,7.0,6.0,8.0,1.0,4.0,4.0,5.0,5.0,40.0,26.0,3.0,17.0,3.0,30.0,24.0,50.0,5.0,5.0,40.0,9.0
434,7.0,773.0,297.0,24.0,18.0,35.0,28.0,6.0,20.0,159.0,11.0,4.0,323.0,56.0,107.0,12.0,26.0,163.0,1319.0,53.0,609.0,15.0,1168.0,19.0,97.0,180.0,77.0,29.0,140.0,7.0,253.0,7.0,433.0,14.0,53.0,12.0,26.0,392.0,6.0,156.0,41.0,229.0,385.0,115.0,6.0,28.0,269.0,291.0,128.0,406.0,459.0,407.0,336.0,28.0,8.0,9.0,625.0,17.0,79.0,210.0,510.0,211.0
437,6.0,35.0,69.0,4.0,9.0,3.0,10.0,3.0,6.0,3.0,3.0,6.0,41.0,5.0,2.0,65.0,0.0,8.0,5.0,10.0,30.0,16.0,3.0,0.0,13.0,1.0,6.0,3.0,2.0,6.0,52.0,8.0,4.0,1.0,2.0,3.0,4.0,8.0,1.0,4.0,2.0,11.0,9.0,1.0,2.0,3.0,2.0,5.0,8.0,1.0,10.0,9.0,6.0,2.0,3.0,11.0,8.0,15.0,3.0,2.0,8.0,6.0
438,3.0,5.0,164.0,33.0,29.0,4.0,0.0,38.0,57.0,6.0,13.0,3.0,249.0,65.0,5.0,41.0,0.0,102.0,11.0,12.0,8.0,8.0,0.0,1.0,59.0,10.0,0.0,1.0,1.0,2.0,67.0,70.0,3.0,1.0,23.0,59.0,2.0,12.0,0.0,3.0,4.0,33.0,0.0,5.0,2.0,1.0,1.0,46.0,7.0,2.0,26.0,31.0,10.0,19.0,31.0,103.0,6.0,15.0,13.0,2.0,4.0,2.0
439,4.0,452.0,324.0,64.0,118.0,18.0,44.0,7.0,3.0,33.0,4.0,4.0,15.0,81.0,63.0,3.0,0.0,226.0,156.0,107.0,25.0,66.0,7.0,6.0,145.0,159.0,49.0,18.0,4.0,0.0,176.0,4.0,6.0,18.0,26.0,286.0,0.0,13.0,1.0,44.0,172.0,113.0,78.0,14.0,3.0,3.0,6.0,2.0,104.0,51.0,513.0,5.0,7.0,12.0,331.0,2.0,944.0,9.0,112.0,26.0,70.0,196.0
43_ref1,15.0,2.0,4.0,0.0,3.0,0.0,2.0,4.0,3.0,0.0,1.0,2.0,5.0,1.0,0.0,2.0,1.0,5.0,62.0,0.0,5.0,0.0,3.0,3.0,15.0,2.0,0.0,4.0,4.0,1.0,5.0,4.0,0.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,3.0,3.0,3.0,5.0,12.0,6.0,5.0,14.0,0.0,2.0,2.0,0.0
43_ref2,481.0,93.0,213.0,31.0,84.0,3.0,19.0,291.0,207.0,13.0,16.0,266.0,40.0,14.0,17.0,24.0,10.0,17.0,4902.0,18.0,368.0,10.0,17.0,4.0,180.0,26.0,45.0,47.0,28.0,5.0,67.0,111.0,23.0,11.0,26.0,41.0,0.0,38.0,12.0,17.0,8.0,3.0,2.0,8.0,25.0,4.0,4.0,331.0,12.0,8.0,43.0,17.0,77.0,23.0,189.0,25.0,29.0,261.0,9.0,52.0,16.0,2.0
442,13.0,75.0,71.0,4.0,7.0,5.0,18.0,1.0,3.0,12.0,6.0,4.0,24.0,11.0,1.0,8.0,0.0,6.0,18.0,15.0,42.0,6.0,12.0,3.0,4.0,1.0,3.0,2.0,2.0,7.0,23.0,1.0,6.0,6.0,8.0,20.0,3.0,3.0,4.0,0.0,4.0,13.0,6.0,6.0,2.0,3.0,3.0,3.0,5.0,12.0,37.0,11.0,3.0,1.0,6.0,2.0,19.0,17.0,36.0,3.0,10.0,2.0
444,1.0,14.0,15.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0
446,2.0,1334.0,143.0,43.0,1.0,2.0,0.0,6.0,3.0,65.0,48.0,7.0,4.0,63.0,63.0,10.0,0.0,326.0,9.0,7.0,70.0,25.0,51.0,4.0,187.0,65.0,33.0,5.0,2.0,1.0,12.0,4.0,2.0,28.0,25.0,2.0,4.0,58.0,2.0,58.0,46.0,8.0,6.0,28.0,6.0,3.0,39.0,25.0,676.0,985.0,135.0,12.0,11.0,48.0,3.0,56.0,23.0,2.0,36.0,41.0,540.0,137.0
45,5.0,30.0,65.0,3.0,1.0,1.0,9.0,0.0,5.0,14.0,1.0,1.0,16.0,2.0,6.0,8.0,1.0,1.0,10.0,2.0,12.0,1.0,5.0,1.0,6.0,3.0,2.0,0.0,1.0,3.0,14.0,2.0,4.0,1.0,4.0,6.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,56.0,8.0,5.0,2.0,6.0,6.0,10.0,21.0,5.0,2.0,13.0,4.0
450,16.0,10.0,174.0,17.0,57.0,2.0,7.0,5.0,4.0,60.0,2.0,190.0,456.0,28.0,58.0,17.0,5.0,35.0,16.0,144.0,18.0,38.0,85.0,3.0,14.0,138.0,5.0,11.0,180.0,23.0,168.0,2.0,68.0,13.0,36.0,6.0,10.0,41.0,1.0,81.0,8.0,95.0,5.0,27.0,11.0,4.0,13.0,1743.0,58.0,5.0,259.0,145.0,6.0,23.0,14.0,4.0,53.0,20.0,72.0,24.0,42.0,4.0
452,2.0,65.0,42.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,0.0,2.0,23.0,6.0,1.0,2.0,2.0,3.0,16.0,1.0,25.0,3.0,9.0,30.0,2.0,0.0,1.0,1.0,2.0,0.0,37.0,1.0,1.0,8.0,0.0,5.0,5.0,20.0,1.0,1.0,2.0,6.0,6.0,2.0,0.0,2.0,4.0,2.0,5.0,6.0,13.0,5.0,1.0,16.0,2.0,5.0,48.0,23.0,5.0,2.0,8.0,1.0
458,164.0,211.0,1238.0,185.0,35.0,64.0,286.0,13.0,91.0,570.0,13.0,8.0,112.0,136.0,171.0,26.0,4.0,398.0,26.0,232.0,53.0,57.0,39.0,10.0,7.0,119.0,20.0,51.0,81.0,16.0,435.0,5.0,9.0,14.0,228.0,155.0,10.0,26.0,4.0,199.0,44.0,68.0,7.0,363.0,30.0,4.0,82.0,10.0,65.0,18.0,169.0,208.0,217.0,36.0,3.0,33.0,59.0,212.0,109.0,32.0,90.0,39.0
459,9.0,264.0,112.0,39.0,0.0,6.0,10.0,5.0,6.0,18.0,20.0,5.0,475.0,20.0,28.0,226.0,3.0,25.0,88.0,23.0,45.0,8.0,19.0,6.0,65.0,76.0,71.0,8.0,9.0,10.0,190.0,238.0,92.0,24.0,18.0,8.0,39.0,42.0,5.0,23.0,122.0,61.0,87.0,16.0,14.0,11.0,8.0,11.0,34.0,45.0,87.0,5.0,9.0,36.0,209.0,489.0,310.0,250.0,17.0,18.0,71.0,386.0
460,15.0,164.0,615.0,112.0,417.0,164.0,962.0,515.0,1753.0,79.0,1325.0,126.0,516.0,168.0,67.0,2629.0,70.0,529.0,337.0,249.0,449.0,56.0,191.0,138.0,501.0,130.0,50.0,12.0,628.0,379.0,2020.0,1255.0,16.0,27.0,96.0,16.0,128.0,428.0,169.0,155.0,41.0,275.0,310.0,19.0,37.0,29.0,90.0,5.0,82.0,134.0,321.0,1324.0,52.0,77.0,211.0,2064.0,293.0,156.0,206.0,120.0,559.0,50.0
466,2.0,50.0,41.0,4.0,2.0,3.0,6.0,3.0,4.0,8.0,1.0,6.0,21.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,24.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,40.0,6.0,0.0,0.0,4.0,2.0,4.0,5.0,0.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,9.0,2.0,9.0,10.0,3.0,0.0,4.0,4.0,9.0,21.0,4.0,1.0,9.0,5.0
468,168.0,1080.0,1382.0,272.0,705.0,71.0,243.0,26.0,430.0,567.0,112.0,327.0,494.0,311.0,240.0,472.0,7.0,515.0,447.0,113.0,1139.0,159.0,886.0,12.0,202.0,394.0,129.0,134.0,25.0,13.0,361.0,50.0,382.0,15.0,363.0,171.0,27.0,79.0,7.0,287.0,252.0,581.0,364.0,185.0,36.0,12.0,58.0,850.0,444.0,698.0,147.0,462.0,109.0,124.0,28.0,176.0,123.0,577.0,92.0,257.0,421.0,54.0
470,3.0,3281.0,289.0,45.0,12.0,8.0,7.0,10.0,8.0,38.0,13.0,7.0,132.0,77.0,11.0,25.0,1.0,185.0,165.0,3.0,456.0,5.0,39.0,1.0,56.0,6.0,15.0,50.0,5.0,8.0,79.0,8.0,15.0,33.0,64.0,634.0,7.0,8.0,2.0,1.0,798.0,11.0,16.0,23.0,9.0,75.0,291.0,2363.0,236.0,776.0,34.0,10.0,797.0,61.0,114.0,22.0,32.0,451.0,7.0,197.0,6.0,11.0
473,12.0,117.0,211.0,33.0,3.0,225.0,274.0,145.0,36.0,86.0,54.0,46.0,244.0,36.0,108.0,215.0,5.0,55.0,108.0,157.0,77.0,72.0,22.0,9.0,32.0,106.0,13.0,7.0,1.0,74.0,237.0,14.0,9.0,27.0,65.0,190.0,13.0,33.0,8.0,76.0,64.0,58.0,32.0,98.0,10.0,59.0,226.0,9.0,75.0,21.0,274.0,18.0,46.0,59.0,14.0,114.0,316.0,54.0,162.0,92.0,68.0,13.0
475,178.0,3324.0,1721.0,593.0,2676.0,2820.0,4917.0,1005.0,13021.0,1678.0,11201.0,2087.0,2019.0,597.0,434.0,7887.0,46.0,571.0,4475.0,1492.0,3806.0,1096.0,3216.0,74.0,2334.0,1006.0,1217.0,529.0,601.0,798.0,4775.0,6087.0,385.0,177.0,356.0,891.0,589.0,1929.0,96.0,410.0,592.0,6148.0,4655.0,682.0,976.0,565.0,2223.0,7966.0,1175.0,4589.0,13590.0,3991.0,4615.0,2138.0,5754.0,10805.0,1741.0,875.0,1608.0,2205.0,5009.0,2383.0
476,165.0,8734.0,25573.0,3177.0,374.0,510.0,596.0,1198.0,1026.0,1006.0,713.0,99.0,22671.0,2586.0,8839.0,2508.0,155.0,7773.0,2182.0,1750.0,778.0,1345.0,953.0,340.0,2599.0,19782.0,1302.0,307.0,1251.0,4456.0,2430.0,219.0,165.0,168.0,2839.0,4614.0,100.0,837.0,280.0,10476.0,2827.0,1582.0,1475.0,574.0,294.0,126.0,1022.0,2715.0,3884.0,4430.0,1648.0,3825.0,1092.0,1047.0,142.0,414.0,4289.0,565.0,3254.0,938.0,3352.0,2587.0
48,5.0,162.0,37.0,26.0,69.0,3.0,133.0,1.0,145.0,94.0,35.0,20.0,8.0,15.0,23.0,54.0,1.0,74.0,31.0,40.0,57.0,0.0,15.0,3.0,18.0,20.0,11.0,4.0,4.0,3.0,231.0,0.0,7.0,16.0,9.0,131.0,9.0,42.0,1.0,14.0,2.0,63.0,25.0,44.0,6.0,4.0,5.0,3.0,25.0,7.0,124.0,7.0,4.0,106.0,9.0,76.0,129.0,202.0,9.0,5.0,151.0,7.0
485,3.0,2.0,30.0,13.0,15.0,1.0,6.0,0.0,5.0,23.0,1.0,1.0,5.0,3.0,1.0,2.0,0.0,2.0,141.0,40.0,27.0,20.0,60.0,0.0,8.0,0.0,13.0,6.0,0.0,2.0,4.0,6.0,2.0,13.0,10.0,2.0,4.0,87.0,4.0,0.0,52.0,2.0,23.0,9.0,1.0,8.0,38.0,2.0,3.0,12.0,15.0,4.0,4.0,6.0,3.0,0.0,4.0,152.0,40.0,76.0,65.0,59.0
486,57.0,19.0,292.0,45.0,63.0,38.0,201.0,6.0,11.0,276.0,17.0,3.0,1318.0,90.0,307.0,7.0,7.0,31.0,22.0,111.0,26.0,20.0,36.0,20.0,55.0,539.0,15.0,31.0,10.0,89.0,538.0,17.0,10.0,19.0,123.0,228.0,11.0,26.0,14.0,590.0,51.0,162.0,281.0,304.0,3.0,78.0,397.0,5.0,71.0,211.0,1203.0,8.0,346.0,10.0,8.0,10.0,26.0,5.0,162.0,106.0,50.0,139.0
491,19.0,66.0,276.0,29.0,78.0,23.0,72.0,5.0,13.0,99.0,17.0,19.0,78.0,36.0,44.0,84.0,3.0,45.0,210.0,204.0,107.0,36.0,124.0,2.0,89.0,69.0,43.0,20.0,17.0,13.0,591.0,10.0,15.0,9.0,18.0,15.0,4.0,31.0,7.0,97.0,16.0,76.0,146.0,58.0,9.0,4.0,46.0,183.0,139.0,58.0,56.0,19.0,14.0,9.0,16.0,24.0,457.0,60.0,145.0,66.0,114.0,38.0
493,2.0,349.0,263.0,33.0,13.0,28.0,56.0,13.0,3.0,79.0,16.0,5.0,135.0,39.0,73.0,20.0,1.0,42.0,18.0,62.0,63.0,15.0,40.0,7.0,4.0,64.0,7.0,9.0,3.0,5.0,200.0,6.0,4.0,8.0,14.0,1.0,2.0,12.0,5.0,70.0,69.0,41.0,3.0,15.0,5.0,3.0,74.0,2.0,35.0,27.0,348.0,4.0,52.0,6.0,3.0,33.0,66.0,96.0,41.0,19.0,12.0,30.0
495,436.0,422.0,1254.0,221.0,759.0,116.0,378.0,260.0,701.0,1091.0,624.0,5869.0,1591.0,243.0,30.0,758.0,11.0,183.0,379.0,262.0,788.0,131.0,207.0,9.0,248.0,106.0,87.0,49.0,21.0,327.0,376.0,333.0,29.0,54.0,195.0,12.0,103.0,713.0,17.0,91.0,127.0,922.0,534.0,681.0,104.0,81.0,355.0,522.0,173.0,179.0,2125.0,747.0,469.0,445.0,588.0,210.0,460.0,942.0,190.0,100.0,257.0,382.0
50,1.0,42.0,23.0,1.0,5.0,5.0,15.0,2.0,5.0,2.0,3.0,8.0,18.0,3.0,72.0,7.0,1.0,2.0,13.0,137.0,202.0,3.0,14.0,0.0,18.0,9.0,2.0,2.0,4.0,4.0,25.0,9.0,2.0,308.0,81.0,1.0,0.0,3.0,2.0,2.0,1.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,46.0,7.0,2.0,1.0,7.0,4.0,18.0,16.0,3.0,1.0,7.0,5.0
503,1048.0,277.0,120.0,26.0,134.0,33.0,182.0,4.0,47.0,39.0,128.0,7.0,12.0,37.0,27.0,57.0,2.0,129.0,36.0,137.0,96.0,42.0,26.0,1.0,89.0,47.0,24.0,7.0,2.0,63.0,225.0,8.0,11.0,15.0,11.0,108.0,4.0,64.0,5.0,139.0,20.0,75.0,115.0,20.0,9.0,3.0,42.0,1.0,81.0,312.0,241.0,2.0,45.0,55.0,31.0,55.0,91.0,473.0,148.0,75.0,219.0,5.0
507,13.0,20.0,201.0,30.0,19.0,36.0,649.0,33.0,165.0,21.0,192.0,141.0,48.0,46.0,7.0,121.0,2.0,75.0,106.0,130.0,52.0,46.0,8.0,1.0,70.0,1.0,13.0,5.0,3.0,155.0,232.0,63.0,2.0,7.0,45.0,86.0,24.0,69.0,7.0,2.0,12.0,201.0,19.0,17.0,3.0,19.0,42.0,3.0,109.0,42.0,197.0,22.0,3.0,56.0,6.0,275.0,278.0,14.0,155.0,3.0,321.0,30.0
508,6.0,432.0,753.0,72.0,184.0,10.0,81.0,8.0,26.0,226.0,4.0,9.0,20.0,146.0,89.0,79.0,8.0,138.0,936.0,3.0,432.0,13.0,688.0,7.0,347.0,211.0,45.0,47.0,5.0,5.0,843.0,8.0,67.0,19.0,104.0,322.0,7.0,15.0,8.0,163.0,182.0,199.0,363.0,120.0,2.0,3.0,188.0,270.0,240.0,22.0,11.0,5.0,76.0,18.0,6.0,8.0,49.0,88.0,68.0,265.0,19.0,176.0
52,8.0,6.0,71.0,6.0,138.0,4.0,2.0,6.0,5.0,243.0,2.0,3.0,137.0,90.0,291.0,3.0,7.0,17.0,73.0,175.0,44.0,73.0,123.0,6.0,86.0,457.0,13.0,24.0,45.0,1.0,57.0,1.0,4.0,5.0,8.0,1.0,4.0,101.0,29.0,305.0,2.0,48.0,2.0,109.0,6.0,1.0,3.0,2.0,2.0,8.0,6.0,1.0,9.0,30.0,7.0,4.0,7.0,167.0,104.0,20.0,4.0,28.0
520,3.0,14.0,44.0,2.0,3.0,0.0,1.0,3.0,1.0,6.0,2.0,2.0,14.0,1.0,0.0,1.0,2.0,3.0,8.0,1.0,25.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,45.0,1.0,7.0,1.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,7.0,7.0,1.0,1.0,5.0,4.0,14.0,33.0,5.0,4.0,10.0,2.0
521,16.0,45.0,318.0,13.0,11.0,24.0,27.0,21.0,31.0,242.0,38.0,18.0,99.0,6.0,13.0,673.0,14.0,21.0,61.0,75.0,64.0,11.0,2564.0,12.0,9.0,24.0,242.0,36.0,4.0,12.0,797.0,20.0,19.0,1207.0,8.0,8.0,20.0,18.0,10.0,18.0,6.0,221.0,885.0,104.0,70.0,3.0,18.0,6.0,82.0,35.0,7989.0,18.0,18.0,76.0,17.0,25.0,100.0,36.0,21.0,13.0,241.0,17.0
522,14.0,85.0,407.0,94.0,64.0,51.0,318.0,10.0,68.0,62.0,107.0,268.0,497.0,91.0,74.0,289.0,38.0,133.0,239.0,865.0,120.0,329.0,69.0,50.0,104.0,78.0,17.0,58.0,8.0,21.0,198.0,76.0,191.0,21.0,55.0,7.0,13.0,46.0,60.0,76.0,6.0,127.0,35.0,17.0,55.0,18.0,33.0,8.0,56.0,54.0,188.0,17.0,11.0,95.0,365.0,411.0,440.0,244.0,596.0,14.0,159.0,16.0
523,37.0,1087.0,2138.0,339.0,1079.0,546.0,3020.0,674.0,1888.0,345.0,675.0,137.0,631.0,337.0,229.0,1487.0,41.0,400.0,8091.0,744.0,5946.0,272.0,5786.0,51.0,1097.0,354.0,847.0,922.0,55.0,1676.0,2483.0,3817.0,94.0,67.0,226.0,28.0,158.0,651.0,84.0,315.0,237.0,2185.0,2125.0,123.0,428.0,69.0,731.0,444.0,433.0,2345.0,2339.0,1678.0,546.0,1029.0,1918.0,1073.0,3166.0,4643.0,867.0,264.0,1106.0,1347.0
524,47.0,833.0,903.0,62.0,135.0,23.0,239.0,96.0,174.0,25.0,41.0,7.0,56.0,163.0,26.0,36.0,3.0,185.0,197.0,87.0,87.0,29.0,169.0,21.0,140.0,84.0,9.0,7.0,30.0,9.0,300.0,33.0,9.0,20.0,162.0,105.0,7.0,116.0,38.0,76.0,38.0,340.0,24.0,23.0,12.0,2.0,16.0,2.0,46.0,36.0,488.0,683.0,20.0,16.0,6.0,303.0,303.0,21.0,101.0,48.0,1445.0,45.0
525,13.0,161.0,137.0,40.0,258.0,169.0,3244.0,16.0,581.0,137.0,863.0,424.0,145.0,57.0,51.0,1067.0,7.0,31.0,556.0,481.0,341.0,192.0,235.0,6.0,204.0,107.0,75.0,26.0,32.0,1253.0,343.0,145.0,8.0,29.0,15.0,10.0,101.0,203.0,16.0,60.0,181.0,807.0,383.0,72.0,27.0,87.0,54.0,36.0,136.0,88.0,143.0,733.0,381.0,62.0,935.0,869.0,222.0,542.0,185.0,163.0,400.0,602.0
531,2.0,143.0,13.0,0.0,10.0,0.0,45.0,0.0,2.0,7.0,0.0,3.0,17.0,1.0,4.0,2.0,1.0,4.0,16.0,31.0,157.0,2.0,54.0,4.0,3.0,2.0,6.0,7.0,3.0,1.0,11.0,2.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,17.0,41.0,8.0,4.0,3.0,1.0,1.0,99.0,0.0,16.0,12.0,165.0,2.0,4.0,7.0,4.0,6.0,35.0,56.0,9.0,12.0,7.0,1.0
532,3.0,2.0,28.0,0.0,1.0,2.0,19.0,3.0,4.0,5.0,4.0,3.0,10.0,0.0,2.0,1.0,1.0,0.0,31.0,0.0,18.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,1.0,2.0,29.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,9.0,2.0,2.0,13.0,0.0,2.0,2.0,1.0,4.0,30.0,3.0,2.0,18.0,5.0,1.0,11.0,10.0,2.0,3.0,7.0,1.0
535,20.0,605.0,1741.0,210.0,215.0,103.0,17.0,22.0,24.0,21.0,88.0,21.0,50.0,308.0,396.0,94.0,9.0,802.0,608.0,350.0,422.0,127.0,437.0,22.0,363.0,490.0,261.0,176.0,10.0,642.0,1380.0,54.0,33.0,49.0,177.0,720.0,114.0,590.0,18.0,264.0,495.0,179.0,314.0,18.0,43.0,9.0,408.0,78.0,766.0,995.0,544.0,1107.0,816.0,165.0,152.0,464.0,2509.0,571.0,273.0,261.0,1345.0,130.0
538,14.0,714.0,425.0,76.0,1194.0,100.0,5.0,184.0,916.0,61.0,522.0,563.0,28.0,107.0,42.0,1118.0,12.0,349.0,451.0,72.0,581.0,50.0,698.0,34.0,448.0,12.0,97.0,106.0,107.0,425.0,169.0,355.0,30.0,52.0,91.0,24.0,103.0,241.0,40.0,32.0,143.0,311.0,370.0,55.0,66.0,217.0,329.0,12.0,531.0,141.0,1538.0,1197.0,115.0,184.0,2873.0,801.0,1124.0,440.0,51.0,536.0,1226.0,77.0
539,47.0,1112.0,1960.0,310.0,878.0,66.0,201.0,27.0,65.0,299.0,246.0,35.0,2126.0,447.0,24.0,336.0,14.0,1060.0,767.0,350.0,1028.0,279.0,926.0,28.0,1311.0,23.0,259.0,134.0,14.0,217.0,1478.0,1687.0,46.0,39.0,260.0,256.0,134.0,1293.0,26.0,43.0,346.0,256.0,821.0,154.0,69.0,18.0,334.0,212.0,501.0,1127.0,890.0,1179.0,754.0,139.0,36.0,878.0,416.0,682.0,724.0,727.0,2172.0,689.0
540,243.0,1215.0,3489.0,636.0,940.0,96.0,1463.0,293.0,1827.0,1561.0,240.0,657.0,4450.0,986.0,473.0,635.0,20.0,746.0,947.0,744.0,426.0,334.0,771.0,37.0,364.0,728.0,70.0,35.0,55.0,58.0,1826.0,311.0,204.0,36.0,738.0,301.0,12.0,215.0,37.0,1106.0,278.0,1899.0,138.0,925.0,42.0,61.0,67.0,51.0,319.0,88.0,495.0,1124.0,58.0,86.0,391.0,968.0,561.0,252.0,465.0,426.0,427.0,109.0
541,922.0,18.0,235.0,41.0,113.0,70.0,24.0,445.0,5.0,127.0,7.0,13.0,38.0,33.0,198.0,4.0,5.0,63.0,24.0,253.0,21.0,51.0,43.0,64.0,117.0,290.0,23.0,19.0,2.0,92.0,107.0,5.0,144.0,19.0,7.0,5.0,7.0,120.0,8.0,295.0,30.0,28.0,3.0,46.0,6.0,5.0,99.0,5.0,94.0,28.0,525.0,27.0,56.0,18.0,1.0,11.0,421.0,353.0,209.0,19.0,153.0,17.0
543,4.0,9.0,120.0,13.0,21.0,1.0,90.0,12.0,1.0,4.0,6.0,0.0,10.0,11.0,5.0,3.0,3.0,31.0,7.0,22.0,16.0,9.0,2.0,1.0,20.0,31.0,2.0,1.0,12.0,0.0,12.0,5.0,1.0,3.0,13.0,2.0,2.0,1.0,1.0,8.0,36.0,2.0,1.0,2.0,3.0,1.0,3.0,14.0,5.0,2.0,7.0,9.0,1.0,5.0,0.0,16.0,79.0,3.0,21.0,3.0,10.0,12.0
