strain_id,A_noMTX_5-FC.SNA4_VAC8,A_noMTX_5-FC.MID2_RSN1,A_noMTX_5-FC.HNM1_MAM33,A_noMTX_5-FC.ERG11_HYR1,A_noMTX_5-FC.TPO1_MID2,A_noMTX_5-FC.RET2_SNA3,A_noMTX_5-FC.ERV25_RBD2,A_noMTX_5-FC.PLM2_HNM1,A_noMTX_5-FC.SRO9_GIS2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_5-FC.ERG11_PIS1,A_noMTX_5-FC.RET2_EMP70,A_noMTX_5-FC.SSH1_PIS1,A_noMTX_5-FC.RET2_EMP47,A_noMTX_5-FC.HNM1_MID2,A_noMTX_5-FC.ERV25_ORM2,A_noMTX_5-FC.FMP45_MID2,A_noMTX_5-FC.ERV25_ERG5,A_noMTX_5-FC.HUG1_ADE17,A_noMTX_5-FC.GTR1_SLM4,A_noMTX_5-FC.ERG11_ERG5,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_5-FC.MID2_MAM33,A_noMTX_5-FC.HNM1_RBD2,A_noMTX_5-FC.TPO1_TPO2,A_noMTX_5-FC.ALO1_ADE17,A_noMTX_5-FC.MID2_TPO2,A_noMTX_5-FC.MID2_PIN2,A_noMTX_5-FC.PMC1_GTR2,A_noMTX_5-FC.FMP45_HNM1,A_noMTX_5-FC.ALO1_HYR1,A_noMTX_5-FC.ADE17_GIS2,A_noMTX_5-FC.SSH1_ERG11,A_noMTX_5-FC.noPPI_reference,A_noMTX_5-FC.ERG11_ORM2,A_noMTX_5-FC.ERV25_PIS1,A_noMTX_5-FC.ERG27_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_5-FC.FMP45_MEP1,A_noMTX_5-FC.ADE17_PGM2,A_noMTX_5-FC.MID2_TPO4,A_noMTX_5-FC.ALO1_UIP4,A_noMTX_5-FC.HUG1_PGM2,A_noMTX_5-FC.HNM1_TPO1,A_noMTX_5-FC.ADE17_HYR1,A_noMTX_5-FC.MID2_WSC2,A_noMTX_5-FC.ERG11_ERV25,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_5-FC.ERV25_UIP4,A_noMTX_5-FC.ERV25_EMP47,A_noMTX_5-FC.HNM1_ERG11,A_noMTX_5-FC.SNA4_GTR2,A_noMTX_5-FC.ERG11_TPO4,A_noMTX_5-FC.HNM1_TPO4,A_noMTX_5-FC.SSH1_ORM2,A_noMTX_5-FC.SSH1_ERV25,A_noMTX_5-FC.ERG11_MID2,A_noMTX_5-FC.TPO1_TCB2,A_noMTX_5-FC.SRO9_DHH1,A_noMTX_5-FC.PLM2_SNA3,A_noMTX_5-FC.PMC1_CTR2,A_noMTX_5-FC.SRO9_SGN1
412,2.0,8.0,12.0,3.0,3.0,2.0,1.0,5.0,68.0,2.0,102.0,5.0,6.0,3.0,168.0,4.0,57.0,6.0,16.0,6.0,4.0,25.0,2.0,615.0,0.0,2.0,29.0,12.0,47.0,18.0,2.0,5.0,7.0,61.0,2.0,0.0,1.0,4.0,5.0,10.0,9.0,0.0,4.0,1.0,110.0,2.0,4.0,4.0,1.0,1.0,51.0,4.0,3.0,2.0,203.0,1.0,160.0,1.0,5.0,5.0,2.0,1.0
418,2.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,5.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,9.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,0.0,0.0,1.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0
419,1.0,140.0,11.0,9.0,220.0,10.0,22.0,86.0,128.0,6.0,452.0,12.0,268.0,9.0,315.0,435.0,28.0,146.0,225.0,756.0,38.0,963.0,181.0,10.0,242.0,86.0,426.0,726.0,158.0,98.0,10.0,68.0,245.0,57.0,475.0,8.0,6.0,70.0,103.0,8.0,139.0,193.0,132.0,99.0,8.0,4.0,537.0,105.0,126.0,20.0,157.0,116.0,8.0,228.0,149.0,655.0,317.0,337.0,73.0,7.0,137.0,343.0
420,5.0,32.0,5.0,61.0,9.0,6.0,3.0,7.0,298.0,67.0,49.0,5.0,3.0,5.0,132.0,23.0,34.0,1.0,21.0,9.0,3.0,7.0,168.0,4.0,15.0,41.0,115.0,227.0,37.0,83.0,8.0,6.0,2.0,81.0,3.0,178.0,3.0,3.0,67.0,1.0,13.0,83.0,11.0,4.0,1.0,5.0,67.0,11.0,11.0,84.0,27.0,46.0,10.0,5.0,5.0,0.0,4.0,351.0,349.0,5.0,11.0,540.0
421,6.0,134.0,209.0,51.0,18.0,7.0,9.0,17.0,95.0,8.0,182.0,4.0,588.0,6.0,114.0,23.0,16.0,70.0,40.0,739.0,219.0,18.0,371.0,547.0,60.0,3.0,406.0,800.0,81.0,33.0,11.0,367.0,114.0,120.0,121.0,12.0,0.0,154.0,6.0,59.0,159.0,52.0,12.0,736.0,124.0,512.0,20.0,236.0,17.0,31.0,57.0,52.0,24.0,16.0,216.0,466.0,826.0,29.0,84.0,10.0,15.0,52.0
426,9.0,3.0,10.0,4.0,4.0,160.0,23.0,9.0,4.0,7.0,9.0,9.0,5.0,61.0,26.0,6.0,6.0,7.0,8.0,5.0,6.0,31.0,4.0,5.0,2.0,5.0,27.0,20.0,14.0,8.0,6.0,2.0,5.0,21.0,7.0,7.0,4.0,7.0,8.0,4.0,10.0,11.0,10.0,8.0,12.0,1.0,9.0,15.0,14.0,5.0,16.0,15.0,1.0,6.0,64.0,11.0,33.0,6.0,1.0,6.0,2.0,6.0
431,5.0,54.0,104.0,23.0,155.0,258.0,1067.0,84.0,61.0,19.0,161.0,299.0,9.0,426.0,39.0,108.0,161.0,121.0,491.0,7.0,74.0,597.0,194.0,5.0,256.0,995.0,355.0,590.0,393.0,86.0,201.0,5.0,28.0,47.0,33.0,16.0,49.0,83.0,96.0,5.0,130.0,548.0,220.0,46.0,18.0,6.0,158.0,323.0,373.0,130.0,87.0,150.0,62.0,10.0,100.0,48.0,49.0,378.0,33.0,112.0,201.0,173.0
433,6.0,11.0,69.0,9.0,8.0,3.0,29.0,146.0,7.0,46.0,27.0,2.0,65.0,7.0,96.0,6.0,21.0,24.0,9.0,22.0,21.0,17.0,226.0,60.0,10.0,5.0,37.0,63.0,8.0,26.0,7.0,100.0,13.0,65.0,12.0,12.0,3.0,4.0,11.0,5.0,15.0,12.0,8.0,214.0,712.0,4.0,13.0,16.0,8.0,12.0,34.0,32.0,8.0,58.0,28.0,31.0,190.0,2.0,9.0,11.0,10.0,14.0
434,202.0,49.0,18.0,229.0,230.0,74.0,16.0,62.0,708.0,7.0,428.0,9.0,496.0,9.0,42.0,561.0,26.0,60.0,34.0,2937.0,266.0,267.0,150.0,9.0,128.0,802.0,105.0,600.0,99.0,244.0,203.0,16.0,67.0,103.0,283.0,14.0,35.0,472.0,26.0,5.0,59.0,479.0,181.0,11.0,7.0,28.0,428.0,143.0,75.0,52.0,89.0,87.0,860.0,22.0,94.0,390.0,212.0,96.0,140.0,681.0,151.0,278.0
437,12.0,16.0,68.0,2.0,1.0,6.0,12.0,7.0,11.0,4.0,25.0,6.0,4.0,2.0,10.0,4.0,13.0,3.0,47.0,8.0,10.0,7.0,34.0,12.0,3.0,6.0,71.0,136.0,16.0,12.0,10.0,3.0,5.0,6.0,8.0,6.0,2.0,12.0,11.0,11.0,19.0,9.0,6.0,10.0,22.0,8.0,13.0,12.0,5.0,8.0,8.0,26.0,4.0,6.0,4.0,13.0,26.0,1.0,10.0,10.0,11.0,9.0
438,5.0,138.0,71.0,25.0,14.0,0.0,8.0,132.0,6.0,172.0,42.0,2.0,196.0,1.0,193.0,19.0,32.0,196.0,45.0,7.0,12.0,11.0,566.0,330.0,4.0,41.0,591.0,582.0,11.0,6.0,5.0,66.0,79.0,21.0,3.0,4.0,2.0,9.0,7.0,99.0,90.0,1.0,14.0,142.0,28.0,328.0,3.0,43.0,2.0,12.0,102.0,36.0,6.0,52.0,6.0,87.0,459.0,34.0,15.0,157.0,5.0,2.0
439,7.0,122.0,4.0,108.0,45.0,2.0,7.0,304.0,82.0,4.0,306.0,5.0,7.0,8.0,29.0,325.0,12.0,389.0,126.0,8.0,27.0,107.0,469.0,8.0,34.0,5.0,201.0,410.0,100.0,101.0,4.0,3.0,5.0,78.0,21.0,7.0,10.0,4.0,35.0,167.0,84.0,2.0,34.0,4.0,10.0,538.0,421.0,19.0,59.0,79.0,29.0,59.0,232.0,5.0,178.0,20.0,528.0,259.0,109.0,32.0,29.0,57.0
43_ref1,2.0,0.0,16.0,113.0,0.0,2.0,29.0,2.0,3.0,21.0,3.0,3.0,24.0,0.0,6.0,4.0,6.0,8.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,7.0,12.0,3.0,10.0,1.0,2.0,8.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,27.0,18.0,0.0,1.0,3.0,1.0,2.0,8.0,5.0,1.0,18.0,22.0,14.0,89.0,2.0,2.0,9.0,1.0,5.0
43_ref2,25.0,21.0,187.0,1842.0,13.0,9.0,66.0,34.0,24.0,150.0,64.0,8.0,96.0,11.0,55.0,37.0,40.0,32.0,12.0,8.0,21.0,10.0,9.0,617.0,6.0,281.0,206.0,228.0,12.0,135.0,111.0,9.0,60.0,5.0,48.0,13.0,12.0,45.0,6.0,21.0,53.0,270.0,4.0,903.0,359.0,14.0,134.0,51.0,145.0,88.0,28.0,88.0,25.0,79.0,47.0,70.0,124.0,6.0,16.0,15.0,8.0,42.0
442,7.0,8.0,11.0,0.0,3.0,4.0,14.0,5.0,5.0,8.0,42.0,2.0,9.0,2.0,13.0,7.0,12.0,8.0,38.0,10.0,8.0,80.0,6.0,9.0,5.0,6.0,58.0,73.0,12.0,13.0,10.0,7.0,5.0,6.0,19.0,15.0,5.0,9.0,10.0,7.0,30.0,7.0,33.0,6.0,20.0,28.0,16.0,19.0,8.0,3.0,12.0,13.0,17.0,5.0,6.0,9.0,6.0,4.0,5.0,6.0,6.0,14.0
444,1.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,2.0,5.0,3.0,2.0,1.0,0.0,12.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0
446,3.0,27.0,3.0,6.0,10.0,4.0,9.0,5.0,120.0,64.0,80.0,3.0,52.0,6.0,76.0,7.0,6.0,0.0,81.0,10.0,48.0,7.0,361.0,4.0,26.0,47.0,277.0,213.0,78.0,29.0,4.0,4.0,16.0,86.0,483.0,5.0,0.0,21.0,56.0,3.0,10.0,22.0,12.0,1.0,5.0,4.0,95.0,8.0,2.0,18.0,31.0,3.0,2.0,25.0,81.0,112.0,302.0,240.0,19.0,9.0,21.0,520.0
45,3.0,6.0,7.0,5.0,6.0,3.0,11.0,5.0,1.0,9.0,8.0,5.0,6.0,4.0,3.0,8.0,9.0,3.0,2.0,3.0,6.0,13.0,6.0,11.0,8.0,6.0,36.0,51.0,7.0,4.0,5.0,3.0,6.0,10.0,6.0,5.0,1.0,6.0,5.0,5.0,11.0,3.0,5.0,12.0,28.0,4.0,10.0,9.0,8.0,6.0,3.0,11.0,6.0,7.0,5.0,10.0,7.0,3.0,3.0,7.0,2.0,9.0
450,53.0,22.0,41.0,16.0,72.0,2.0,21.0,63.0,27.0,5.0,26.0,2.0,419.0,2.0,159.0,22.0,5.0,158.0,64.0,324.0,2.0,275.0,67.0,5.0,41.0,3.0,185.0,392.0,33.0,4.0,2.0,4.0,28.0,98.0,3.0,25.0,3.0,51.0,35.0,5.0,45.0,34.0,52.0,6.0,1172.0,4.0,6.0,271.0,15.0,59.0,32.0,71.0,12.0,8.0,19.0,70.0,69.0,50.0,19.0,421.0,66.0,14.0
452,7.0,7.0,3.0,1.0,1.0,2.0,8.0,2.0,1.0,4.0,5.0,1.0,11.0,4.0,6.0,5.0,1.0,3.0,5.0,2.0,1.0,10.0,4.0,0.0,1.0,4.0,14.0,34.0,2.0,5.0,5.0,2.0,9.0,46.0,6.0,0.0,1.0,1.0,7.0,2.0,6.0,2.0,3.0,5.0,15.0,8.0,5.0,8.0,6.0,6.0,43.0,16.0,7.0,5.0,4.0,158.0,8.0,0.0,5.0,7.0,1.0,26.0
458,76.0,188.0,37.0,9.0,37.0,10.0,51.0,49.0,100.0,58.0,40.0,13.0,395.0,6.0,111.0,28.0,83.0,68.0,73.0,9.0,7.0,418.0,480.0,4.0,103.0,262.0,1241.0,2215.0,354.0,105.0,7.0,7.0,46.0,53.0,19.0,20.0,77.0,24.0,27.0,7.0,452.0,98.0,50.0,269.0,18.0,259.0,42.0,91.0,174.0,50.0,101.0,125.0,9.0,23.0,33.0,18.0,17.0,281.0,78.0,8.0,313.0,111.0
459,14.0,35.0,123.0,70.0,20.0,1.0,8.0,4.0,145.0,164.0,346.0,5.0,19.0,12.0,37.0,160.0,110.0,151.0,24.0,437.0,12.0,11.0,16.0,4.0,12.0,17.0,141.0,181.0,9.0,13.0,10.0,492.0,228.0,80.0,11.0,13.0,6.0,32.0,19.0,310.0,29.0,6.0,13.0,12.0,7.0,14.0,692.0,82.0,15.0,18.0,82.0,25.0,357.0,25.0,50.0,91.0,268.0,45.0,67.0,28.0,9.0,36.0
460,1494.0,479.0,2598.0,217.0,233.0,291.0,62.0,739.0,321.0,2621.0,436.0,565.0,1854.0,468.0,620.0,425.0,107.0,568.0,254.0,52.0,365.0,1291.0,1576.0,3776.0,231.0,88.0,1099.0,1864.0,125.0,84.0,40.0,2199.0,920.0,157.0,134.0,707.0,221.0,126.0,151.0,236.0,399.0,187.0,235.0,3451.0,446.0,33.0,116.0,265.0,361.0,105.0,297.0,748.0,219.0,1346.0,422.0,856.0,1617.0,82.0,134.0,49.0,40.0,152.0
466,17.0,7.0,5.0,2.0,2.0,3.0,6.0,5.0,7.0,8.0,11.0,1.0,8.0,3.0,12.0,5.0,7.0,6.0,3.0,7.0,3.0,18.0,8.0,8.0,1.0,7.0,22.0,39.0,6.0,10.0,11.0,5.0,7.0,3.0,2.0,9.0,4.0,15.0,7.0,3.0,10.0,11.0,8.0,7.0,21.0,11.0,2.0,9.0,8.0,4.0,7.0,19.0,7.0,8.0,5.0,14.0,12.0,5.0,11.0,9.0,12.0,8.0
468,56.0,583.0,414.0,147.0,548.0,18.0,200.0,903.0,260.0,339.0,509.0,14.0,272.0,14.0,496.0,88.0,308.0,633.0,634.0,1655.0,788.0,717.0,784.0,31.0,474.0,257.0,2930.0,3019.0,591.0,868.0,43.0,69.0,147.0,370.0,838.0,24.0,140.0,1266.0,369.0,20.0,909.0,138.0,70.0,1120.0,2292.0,221.0,187.0,291.0,618.0,72.0,413.0,185.0,489.0,322.0,228.0,158.0,463.0,442.0,345.0,1021.0,299.0,1076.0
470,22.0,74.0,22.0,105.0,9.0,5.0,11.0,13.0,767.0,40.0,172.0,6.0,20.0,5.0,33.0,20.0,591.0,13.0,15.0,28.0,262.0,17.0,467.0,10.0,3.0,1142.0,199.0,768.0,28.0,220.0,492.0,16.0,28.0,117.0,297.0,20.0,5.0,34.0,75.0,377.0,169.0,116.0,10.0,7.0,14.0,1295.0,13.0,63.0,19.0,16.0,88.0,36.0,135.0,6.0,4.0,21.0,240.0,29.0,506.0,2816.0,30.0,1334.0
473,7.0,54.0,280.0,20.0,120.0,9.0,18.0,10.0,411.0,243.0,92.0,9.0,11.0,9.0,65.0,218.0,44.0,178.0,217.0,6.0,10.0,254.0,48.0,237.0,54.0,104.0,344.0,298.0,90.0,73.0,225.0,5.0,125.0,99.0,61.0,90.0,141.0,24.0,66.0,6.0,161.0,139.0,113.0,51.0,95.0,428.0,25.0,93.0,505.0,82.0,62.0,45.0,125.0,71.0,32.0,42.0,51.0,96.0,61.0,24.0,79.0,30.0
475,841.0,891.0,4404.0,1724.0,529.0,105.0,251.0,2609.0,1730.0,6167.0,3682.0,83.0,5334.0,96.0,8163.0,2230.0,502.0,2827.0,1479.0,1106.0,1999.0,2941.0,828.0,2712.0,208.0,6651.0,2188.0,2487.0,1769.0,2432.0,3634.0,5356.0,2502.0,638.0,3634.0,1002.0,1856.0,1635.0,568.0,4003.0,744.0,2472.0,1289.0,17345.0,9329.0,285.0,1970.0,614.0,5568.0,1359.0,5065.0,1096.0,2054.0,7263.0,2152.0,3009.0,3405.0,299.0,1079.0,2318.0,906.0,2622.0
476,1032.0,2417.0,1730.0,1966.0,4025.0,217.0,305.0,1126.0,2538.0,612.0,4147.0,217.0,4924.0,295.0,3548.0,3562.0,817.0,4201.0,3787.0,138.0,898.0,2404.0,14066.0,3265.0,5407.0,2158.0,24476.0,27166.0,1648.0,1892.0,751.0,539.0,510.0,446.0,2518.0,4489.0,272.0,525.0,1096.0,193.0,4682.0,458.0,1103.0,1220.0,355.0,9037.0,7081.0,2730.0,923.0,404.0,2198.0,814.0,3426.0,564.0,573.0,1123.0,10429.0,32431.0,2050.0,3614.0,458.0,2173.0
48,4.0,33.0,71.0,13.0,64.0,3.0,11.0,131.0,18.0,96.0,23.0,2.0,14.0,6.0,65.0,92.0,64.0,80.0,4.0,2.0,8.0,154.0,69.0,5.0,18.0,5.0,117.0,108.0,63.0,8.0,5.0,3.0,163.0,82.0,2.0,9.0,78.0,26.0,3.0,4.0,47.0,19.0,8.0,193.0,143.0,161.0,11.0,4.0,12.0,19.0,85.0,43.0,35.0,33.0,95.0,102.0,42.0,11.0,16.0,4.0,51.0,50.0
485,5.0,17.0,8.0,196.0,5.0,7.0,12.0,3.0,78.0,1.0,185.0,4.0,6.0,0.0,12.0,3.0,162.0,4.0,91.0,2.0,65.0,379.0,4.0,4.0,1.0,221.0,165.0,45.0,58.0,82.0,397.0,2.0,34.0,152.0,19.0,5.0,4.0,118.0,4.0,2.0,10.0,37.0,85.0,4.0,2.0,4.0,223.0,16.0,3.0,2.0,3.0,10.0,39.0,2.0,308.0,15.0,7.0,0.0,94.0,3.0,13.0,7.0
486,5.0,92.0,8.0,14.0,299.0,12.0,43.0,65.0,167.0,8.0,140.0,12.0,3.0,11.0,25.0,4.0,12.0,132.0,67.0,24.0,23.0,251.0,65.0,6.0,373.0,450.0,498.0,374.0,163.0,289.0,306.0,6.0,10.0,81.0,65.0,19.0,40.0,20.0,18.0,12.0,155.0,337.0,160.0,5.0,33.0,106.0,153.0,230.0,106.0,72.0,36.0,131.0,108.0,7.0,6.0,19.0,96.0,736.0,42.0,4.0,272.0,14.0
491,34.0,53.0,92.0,64.0,14.0,8.0,48.0,50.0,47.0,42.0,89.0,5.0,16.0,8.0,65.0,276.0,45.0,42.0,145.0,3.0,45.0,472.0,68.0,14.0,74.0,20.0,324.0,348.0,65.0,111.0,14.0,10.0,17.0,105.0,28.0,10.0,39.0,82.0,77.0,15.0,64.0,26.0,70.0,40.0,65.0,7.0,278.0,43.0,25.0,12.0,47.0,87.0,78.0,36.0,20.0,19.0,301.0,29.0,51.0,51.0,66.0,38.0
493,4.0,64.0,17.0,10.0,55.0,4.0,12.0,7.0,32.0,24.0,40.0,6.0,10.0,2.0,72.0,57.0,39.0,48.0,14.0,7.0,41.0,142.0,75.0,23.0,50.0,42.0,247.0,345.0,61.0,72.0,3.0,1.0,3.0,72.0,23.0,9.0,24.0,32.0,15.0,4.0,60.0,173.0,39.0,16.0,80.0,6.0,126.0,37.0,83.0,94.0,38.0,50.0,3.0,4.0,6.0,8.0,37.0,41.0,67.0,6.0,27.0,144.0
495,96.0,470.0,1141.0,454.0,187.0,18.0,314.0,845.0,198.0,510.0,673.0,18.0,1609.0,21.0,1969.0,589.0,869.0,853.0,332.0,43.0,600.0,805.0,498.0,1028.0,337.0,1396.0,3451.0,4149.0,1341.0,418.0,671.0,395.0,788.0,400.0,1593.0,713.0,276.0,323.0,191.0,1734.0,974.0,825.0,121.0,1419.0,33639.0,33.0,598.0,623.0,484.0,580.0,1647.0,590.0,755.0,993.0,147.0,1494.0,888.0,70.0,323.0,654.0,1200.0,271.0
50,3.0,4.0,13.0,6.0,4.0,5.0,5.0,6.0,2.0,12.0,10.0,1.0,15.0,4.0,2.0,16.0,3.0,9.0,2.0,8.0,6.0,5.0,9.0,5.0,13.0,3.0,12.0,86.0,4.0,3.0,18.0,6.0,3.0,1290.0,215.0,9.0,3.0,14.0,3.0,4.0,7.0,6.0,2.0,16.0,17.0,3.0,9.0,11.0,7.0,10.0,1.0,16.0,3.0,7.0,7.0,27.0,8.0,192.0,5.0,7.0,4.0,1224.0
501,1.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,4.0,0.0,36.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
503,4.0,42.0,69.0,7.0,34.0,7.0,839.0,335.0,266.0,66.0,107.0,3.0,5.0,8.0,170.0,150.0,415.0,126.0,88.0,2.0,116.0,909.0,258.0,4.0,88.0,122.0,160.0,223.0,36.0,67.0,39.0,5.0,46.0,95.0,253.0,41.0,79.0,23.0,39.0,24.0,60.0,55.0,96.0,50.0,10.0,393.0,5.0,19.0,133.0,17.0,145.0,56.0,118.0,214.0,228.0,73.0,122.0,33.0,37.0,8.0,10.0,96.0
506,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,2.0,1.0,2.0,0.0,2.0,1.0
507,8.0,94.0,312.0,115.0,3.0,6.0,28.0,53.0,23.0,576.0,99.0,4.0,43.0,9.0,239.0,565.0,19.0,827.0,162.0,7.0,75.0,385.0,255.0,144.0,5.0,18.0,479.0,695.0,41.0,56.0,282.0,139.0,241.0,105.0,86.0,396.0,143.0,33.0,38.0,4.0,94.0,37.0,215.0,772.0,1781.0,437.0,11.0,32.0,127.0,39.0,153.0,146.0,74.0,345.0,466.0,89.0,277.0,16.0,22.0,14.0,27.0,25.0
508,7.0,274.0,201.0,375.0,270.0,7.0,11.0,257.0,325.0,6.0,139.0,11.0,19.0,11.0,77.0,53.0,94.0,197.0,36.0,365.0,371.0,7.0,300.0,6.0,131.0,215.0,314.0,1695.0,253.0,271.0,7.0,15.0,63.0,168.0,40.0,11.0,70.0,841.0,230.0,5.0,331.0,241.0,14.0,8.0,17.0,85.0,72.0,44.0,63.0,6.0,69.0,181.0,252.0,6.0,18.0,91.0,601.0,121.0,291.0,97.0,190.0,464.0
52,71.0,28.0,28.0,33.0,307.0,8.0,13.0,173.0,8.0,2.0,86.0,7.0,6.0,66.0,45.0,12.0,89.0,32.0,238.0,4.0,7.0,295.0,32.0,3.0,160.0,33.0,402.0,102.0,213.0,75.0,4.0,0.0,10.0,48.0,33.0,4.0,5.0,10.0,7.0,10.0,42.0,3.0,90.0,1.0,20.0,3.0,19.0,81.0,20.0,2.0,64.0,27.0,8.0,7.0,5.0,67.0,111.0,476.0,13.0,1.0,144.0,2.0
520,5.0,3.0,2.0,2.0,1.0,1.0,9.0,2.0,7.0,5.0,5.0,1.0,9.0,4.0,4.0,7.0,8.0,4.0,7.0,3.0,3.0,10.0,9.0,5.0,2.0,8.0,29.0,31.0,12.0,8.0,3.0,3.0,1.0,6.0,1.0,4.0,4.0,8.0,4.0,3.0,13.0,4.0,13.0,5.0,10.0,8.0,4.0,9.0,2.0,5.0,6.0,7.0,4.0,8.0,4.0,8.0,11.0,3.0,14.0,1.0,5.0,6.0
521,28.0,20.0,1243.0,25.0,17.0,13.0,37.0,37.0,17.0,24.0,573.0,17.0,81.0,16.0,863.0,446.0,32.0,1015.0,12.0,26.0,30.0,36.0,11.0,25.0,31.0,21.0,113.0,158.0,34.0,139.0,23.0,25.0,15.0,6079.0,14.0,26.0,17.0,871.0,197.0,16.0,39.0,30.0,14.0,43.0,60.0,12.0,24.0,30.0,23.0,999.0,393.0,907.0,1525.0,49.0,67.0,24.0,41.0,19.0,16.0,18.0,32.0,437.0
522,15.0,220.0,92.0,86.0,45.0,240.0,57.0,44.0,15.0,109.0,74.0,277.0,21.0,128.0,174.0,384.0,60.0,154.0,591.0,926.0,34.0,2141.0,129.0,11.0,57.0,15.0,475.0,754.0,23.0,247.0,85.0,52.0,112.0,146.0,31.0,20.0,236.0,85.0,60.0,401.0,234.0,43.0,475.0,235.0,788.0,19.0,12.0,291.0,78.0,57.0,246.0,64.0,10.0,101.0,211.0,68.0,273.0,62.0,22.0,33.0,22.0,41.0
523,104.0,644.0,1029.0,2558.0,233.0,63.0,92.0,1324.0,569.0,743.0,3377.0,46.0,2834.0,68.0,3353.0,3215.0,1762.0,2281.0,687.0,84.0,2665.0,1852.0,566.0,1677.0,259.0,895.0,2157.0,6220.0,295.0,3574.0,262.0,3045.0,1133.0,220.0,2269.0,1756.0,1618.0,3907.0,369.0,1204.0,854.0,741.0,672.0,1954.0,387.0,36.0,1440.0,455.0,894.0,466.0,2377.0,938.0,1710.0,649.0,973.0,927.0,1966.0,361.0,253.0,214.0,256.0,721.0
524,177.0,147.0,62.0,9.0,99.0,9.0,98.0,139.0,136.0,243.0,67.0,8.0,761.0,43.0,472.0,367.0,34.0,278.0,176.0,5.0,36.0,828.0,482.0,935.0,82.0,122.0,1557.0,337.0,39.0,10.0,7.0,88.0,46.0,68.0,60.0,8.0,131.0,83.0,41.0,7.0,159.0,20.0,157.0,234.0,46.0,215.0,157.0,48.0,45.0,14.0,90.0,72.0,24.0,134.0,207.0,242.0,191.0,68.0,26.0,7.0,35.0,113.0
525,118.0,111.0,1202.0,515.0,176.0,49.0,91.0,410.0,426.0,1093.0,601.0,34.0,1199.0,43.0,333.0,239.0,390.0,574.0,948.0,13.0,218.0,3661.0,68.0,68.0,71.0,1118.0,548.0,418.0,145.0,170.0,457.0,211.0,625.0,440.0,296.0,1286.0,4524.0,352.0,197.0,1306.0,92.0,81.0,648.0,1842.0,2663.0,10.0,1318.0,156.0,351.0,43.0,228.0,333.0,383.0,919.0,602.0,579.0,711.0,191.0,353.0,120.0,177.0,286.0
531,4.0,3.0,3.0,14.0,3.0,2.0,3.0,2.0,18.0,0.0,45.0,7.0,3.0,4.0,25.0,4.0,39.0,4.0,8.0,2.0,125.0,60.0,1.0,2.0,5.0,15.0,62.0,24.0,2.0,7.0,2.0,1.0,3.0,53.0,37.0,1.0,8.0,22.0,7.0,2.0,5.0,42.0,5.0,3.0,2.0,1.0,0.0,8.0,15.0,31.0,17.0,3.0,10.0,2.0,4.0,4.0,6.0,2.0,77.0,3.0,4.0,51.0
