strain_id,A_MTX_noDrug.FMP45_HNM1,A_MTX_noDrug.HNM1_ERG11,A_MTX_noDrug.ERV25_EMP47,A_MTX_noDrug.HNM1_RBD2,A_MTX_noDrug.ERG11_TPO4,A_MTX_noDrug.ERG27_ACF2,A_MTX_noDrug.ERV25_RBD2,A_MTX_noDrug.ADE17_GIS2,A_MTX_noDrug.ERV25_ERG5,A_MTX_noDrug.MID2_TPO4,A_MTX_noDrug.ERG11_PIS1,A_MTX_noDrug.ERG11_ACF2,A_MTX_noDrug.ERG11_ORM2,A_MTX_noDrug.ERV25_UIP4,A_MTX_noDrug.MID2_RSN1,A_MTX_noDrug.RET2_EMP70,A_MTX_noDrug.FMP45_MID2,A_MTX_noDrug.ALO1_ADE17,A_MTX_noDrug.HNM1_MAM33,A_MTX_noDrug.SNA4_VAC8,A_MTX_noDrug.SRO9_DHH1,A_MTX_noDrug.MID2_PIN2,A_MTX_noDrug.HNM1_TPO4,A_MTX_noDrug.HNM1_TPO1,A_MTX_noDrug.ALO1_HYR1,A_MTX_noDrug.FMP45_MEP1,A_MTX_noDrug.SRO9_GIS2,A_MTX_noDrug.HUG1_ADE17,A_MTX_noDrug.GTR1_SLM4,A_MTX_noDrug.SSH1_ORM2,A_MTX_noDrug.HNM1_TPO2,A_MTX_noDrug.noPPI_reference,A_MTX_noDrug.RET2_EMP47,A_MTX_noDrug.SSH1_ERG11,A_MTX_noDrug.HUG1_PGM2,A_MTX_noDrug.MID2_WSC2,A_MTX_noDrug.ERG11_MID2,A_MTX_noDrug.MID2_TPO2,A_MTX_noDrug.ERG11_HYR1,A_MTX_noDrug.HNM1_MID2,A_MTX_noDrug.ERG11_ERG5,A_MTX_noDrug.HUG1_ALO1,A_MTX_noDrug.PMC1_GTR2,A_MTX_noDrug.PMC1_CTR2,A_MTX_noDrug.ERV25_PIS1,A_MTX_noDrug.SSH1_PIS1,A_MTX_noDrug.MID2_MAM33,A_MTX_noDrug.RET2_SNA3,A_MTX_noDrug.PLM2_HNM1,A_MTX_noDrug.ADE17_PGM2,A_MTX_noDrug.SSH1_ERV25,A_MTX_noDrug.SRO9_SGN1,A_MTX_noDrug.PLM2_SNA3,A_MTX_noDrug.ERG11_ERV25,A_MTX_noDrug.DHH1_LSM3,A_MTX_noDrug.TPO1_TPO2,A_MTX_noDrug.ALO1_UIP4,A_MTX_noDrug.SNA4_GTR2,A_MTX_noDrug.ERV25_ORM2,A_MTX_noDrug.TPO1_TCB2,A_MTX_noDrug.ADE17_HYR1,A_MTX_noDrug.TPO1_MID2
473,3.0,3.0,5.0,2.0,3.0,1.0,4.0,7.0,2.0,2.0,8.0,0.0,17.0,3.0,2.0,2.0,7.0,0.0,3.0,5.0,0.0,28.0,2.0,1.0,4.0,7.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,6.0,2.0,18.0,1.0,8.0,4.0,20.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,9.0,2.0,3.0,8.0,10.0,5.0,9.0,2.0
475,15.0,15.0,8.0,4.0,8.0,6.0,18.0,49.0,7.0,2.0,22.0,2.0,222.0,18.0,11.0,7.0,4.0,10.0,7.0,35.0,2.0,20.0,9.0,31.0,14.0,18.0,1.0,12.0,25.0,12.0,28.0,5.0,2.0,8.0,10.0,8.0,173.0,8.0,253.0,8.0,224.0,2.0,4.0,3.0,10.0,4.0,26.0,4.0,9.0,58.0,4.0,23.0,13.0,1891.0,40.0,5.0,14.0,19.0,75.0,9.0,21.0,3.0
476,4.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,17.0,0.0,19.0,3.0,6.0,1.0,2.0,0.0,4.0,10.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,163.0,71.0,74.0,3.0,26.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,6.0,82.0,4.0,192.0,13.0,8.0,1.0,16.0,39.0,1.0,2.0,1.0
48,6.0,6.0,7.0,11.0,10.0,3.0,3.0,8.0,5.0,7.0,6.0,3.0,11.0,4.0,11.0,3.0,7.0,9.0,3.0,1.0,5.0,36.0,12.0,4.0,2.0,6.0,8.0,2.0,10.0,5.0,6.0,2.0,2.0,5.0,11.0,8.0,30.0,6.0,5.0,1.0,9.0,2.0,2.0,1.0,3.0,3.0,5.0,0.0,5.0,3.0,4.0,3.0,9.0,13.0,6.0,0.0,18.0,3.0,14.0,6.0,6.0,0.0
485,3.0,5.0,4.0,2.0,261.0,3.0,5.0,1.0,1.0,2.0,183.0,12.0,21.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,3.0,3.0,25.0,2.0,0.0,4.0,6.0,10.0,3.0,110.0,1.0,138.0,6.0,0.0,39.0,1.0,200.0,2.0,40.0,8.0,0.0,6.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,6.0,15.0,7.0,31.0,9.0,3.0,1.0,4.0,0.0
486,5.0,28.0,80.0,2.0,13.0,18.0,11.0,9.0,259.0,1.0,502.0,2.0,42.0,71.0,1.0,4.0,4.0,560.0,7.0,21.0,3.0,44.0,10.0,13.0,32.0,3.0,6.0,15.0,15.0,4.0,20.0,20.0,6.0,9.0,22.0,87.0,340.0,1.0,9.0,111.0,20.0,36.0,40.0,128.0,3.0,2.0,28.0,5.0,4.0,14.0,10.0,44.0,8.0,11.0,1118.0,300.0,91.0,84.0,47.0,50.0,12.0,367.0
491,61.0,138.0,34.0,10.0,1100.0,2348.0,32.0,17.0,624.0,11.0,343.0,52.0,270.0,3.0,9.0,25.0,35.0,27.0,130.0,163.0,20.0,516.0,117.0,38.0,18.0,148.0,11.0,39.0,73.0,19.0,11.0,93.0,17.0,63.0,2100.0,22.0,1063.0,13.0,169.0,112.0,249.0,144.0,93.0,40.0,11.0,12.0,238.0,18.0,36.0,42.0,312.0,161.0,368.0,64.0,96.0,40.0,20.0,1101.0,240.0,103.0,50.0,243.0
493,14.0,24.0,38.0,3.0,5.0,12.0,3.0,5.0,81.0,0.0,80.0,3.0,7.0,33.0,1.0,1.0,28.0,0.0,2.0,8.0,1.0,66.0,8.0,3.0,2.0,2.0,4.0,6.0,5.0,23.0,7.0,15.0,3.0,0.0,89.0,2.0,26.0,2.0,4.0,17.0,108.0,11.0,7.0,9.0,3.0,2.0,4.0,2.0,1.0,4.0,12.0,65.0,3.0,7.0,37.0,23.0,25.0,14.0,123.0,10.0,5.0,31.0
495,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,8.0,1.0,4.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,1.0,4.0,0.0,7.0,4.0,3.0,2.0,4.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,5.0,2.0,17.0,0.0,54.0,3.0,138.0,46.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,16.0,1.0,26.0,8.0,0.0,0.0,6.0,46.0,2.0,1.0,1.0
50,9.0,9.0,23.0,15.0,33.0,3.0,5.0,5.0,6.0,10.0,9.0,10.0,1894.0,6.0,7.0,5.0,7.0,28.0,13.0,6.0,7.0,45.0,16.0,7.0,6.0,7.0,9.0,3.0,7.0,6.0,20.0,54.0,5.0,9.0,7.0,51.0,34.0,10.0,10.0,11.0,18.0,3.0,10.0,7.0,8.0,3.0,21.0,3.0,4.0,10.0,11.0,343.0,31.0,13.0,9.0,6.0,16.0,12.0,9.0,150.0,14.0,6.0
501,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
503,3.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,35.0,0.0,10.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,6.0,5.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0
506,2.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,18.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,6.0,3.0,0.0,0.0,1.0,0.0,17.0,3.0,1689.0,0.0,1.0,1.0,0.0,6.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,15.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,13.0,6.0,1.0,5.0,0.0,9.0,0.0
507,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,1.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,5.0,0.0,1.0,0.0
52,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,7.0,1.0,11.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,32.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
520,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,3.0,10.0,0.0,9.0,2.0,7.0,0.0,1.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,1.0,4.0,4.0,4.0,10.0,1.0,3.0,3.0,2.0,0.0,6.0,3.0,1.0,3.0,4.0,1.0,1.0,20.0,3.0,2.0,5.0,2.0,7.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0
521,5.0,1.0,1.0,1.0,8.0,10.0,25.0,5.0,4.0,1.0,5.0,4.0,11.0,22.0,1.0,1.0,1.0,1.0,6.0,5.0,0.0,2.0,17.0,9.0,1.0,7.0,0.0,1.0,4.0,5.0,3.0,14.0,1.0,1.0,11.0,2.0,7.0,14.0,16.0,4.0,6.0,0.0,4.0,0.0,0.0,2.0,3.0,1.0,12.0,2.0,2.0,5.0,1.0,13.0,7.0,5.0,3.0,7.0,7.0,1.0,31.0,2.0
522,14.0,5.0,12.0,7.0,17.0,5.0,2.0,16.0,5.0,6.0,16.0,4.0,14.0,9.0,7.0,5.0,18.0,3.0,8.0,7.0,3.0,43.0,5.0,5.0,2.0,24.0,8.0,3.0,12.0,7.0,7.0,2.0,4.0,3.0,7.0,4.0,39.0,3.0,13.0,5.0,12.0,2.0,1.0,6.0,3.0,7.0,7.0,2.0,5.0,8.0,4.0,17.0,6.0,21.0,12.0,2.0,14.0,24.0,27.0,3.0,11.0,3.0
523,936.0,2472.0,1255.0,75.0,8393.0,5795.0,58.0,1579.0,3511.0,72.0,4797.0,3170.0,16522.0,12857.0,46.0,144.0,2648.0,727.0,1006.0,112.0,38.0,2392.0,713.0,1764.0,274.0,264.0,73.0,128.0,564.0,739.0,1625.0,133.0,148.0,982.0,4553.0,42.0,4935.0,35.0,7796.0,3087.0,5207.0,807.0,528.0,835.0,195.0,349.0,2140.0,144.0,239.0,113.0,1198.0,2397.0,126.0,2969.0,2747.0,481.0,2279.0,1307.0,9899.0,197.0,67.0,774.0
524,13.0,175.0,17.0,6.0,14.0,70.0,35.0,2.0,549.0,4.0,193.0,16.0,174.0,118.0,4.0,33.0,9.0,8.0,6.0,45.0,6.0,284.0,37.0,210.0,18.0,20.0,9.0,1121.0,12.0,387.0,1848.0,6.0,7.0,170.0,2565.0,763.0,865.0,12.0,29.0,95.0,122.0,180.0,26.0,147.0,16.0,57.0,309.0,3.0,47.0,11.0,106.0,52.0,16.0,65.0,55.0,86.0,18.0,15.0,297.0,31.0,8.0,105.0
525,6166.0,997.0,119.0,68.0,2699.0,2817.0,26.0,51.0,3155.0,20.0,510.0,45.0,197.0,1147.0,20.0,48.0,13765.0,2480.0,414.0,3495.0,22.0,1363.0,6783.0,1576.0,220.0,136.0,24.0,97.0,250.0,421.0,3785.0,54.0,38.0,1089.0,907.0,23.0,3103.0,28.0,873.0,819.0,474.0,373.0,129.0,69.0,80.0,94.0,54.0,36.0,201.0,92.0,1453.0,194.0,250.0,70.0,422.0,200.0,98.0,378.0,1375.0,88.0,55.0,712.0
531,5.0,6.0,8.0,3.0,13.0,3.0,1.0,1.0,3.0,1.0,6.0,4.0,3.0,4.0,0.0,1.0,9.0,2.0,4.0,2.0,2.0,9.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,12.0,3.0,1.0,1.0,9.0,0.0,21.0,0.0,3.0,5.0,5.0,6.0,2.0,5.0,3.0,3.0,8.0,1.0,0.0,4.0,6.0,3.0,5.0,9.0,7.0,2.0,8.0,4.0,8.0,10.0,3.0,2.0
532,6.0,5.0,10.0,2.0,13.0,1.0,1.0,6.0,5.0,1.0,4.0,3.0,6.0,8.0,0.0,3.0,5.0,8.0,4.0,4.0,0.0,19.0,4.0,3.0,2.0,7.0,2.0,1.0,5.0,4.0,19.0,2.0,0.0,2.0,11.0,1.0,30.0,0.0,11.0,8.0,6.0,4.0,3.0,7.0,9.0,6.0,16.0,3.0,3.0,9.0,4.0,4.0,20.0,5.0,6.0,2.0,5.0,5.0,5.0,7.0,1.0,5.0
535,295.0,653.0,853.0,38.0,632.0,17.0,60.0,80.0,368.0,71.0,4892.0,463.0,1892.0,2153.0,119.0,119.0,217.0,24232.0,199.0,55.0,46.0,5056.0,134.0,18.0,32.0,320.0,81.0,532.0,328.0,2553.0,1775.0,256.0,38.0,702.0,7809.0,4483.0,3689.0,38.0,150.0,386.0,106.0,1689.0,75.0,111.0,140.0,251.0,6245.0,35.0,181.0,319.0,963.0,94.0,212.0,1006.0,192.0,1768.0,13554.0,2140.0,10258.0,343.0,31.0,181.0
538,152.0,415.0,162.0,8.0,1920.0,83.0,12.0,245.0,1903.0,15.0,803.0,349.0,619.0,149.0,5.0,22.0,122.0,118.0,1185.0,7277.0,31.0,215.0,843.0,2256.0,546.0,215.0,33.0,53.0,89.0,275.0,2012.0,168.0,37.0,1182.0,30.0,65.0,3919.0,9.0,518.0,809.0,940.0,209.0,161.0,116.0,359.0,701.0,157.0,23.0,377.0,15264.0,1648.0,541.0,3224.0,48.0,59.0,293.0,163.0,247.0,2590.0,1064.0,200.0,56.0
539,77.0,192.0,338.0,32.0,2670.0,139.0,46.0,1466.0,956.0,52.0,827.0,933.0,1274.0,535.0,35.0,31.0,111.0,136.0,64.0,60.0,29.0,4196.0,123.0,721.0,35.0,106.0,88.0,2971.0,158.0,2388.0,1721.0,1088.0,26.0,2264.0,2745.0,33.0,3755.0,21.0,439.0,399.0,1128.0,351.0,307.0,438.0,61.0,3591.0,3145.0,18.0,190.0,52.0,6722.0,937.0,129.0,260.0,654.0,69.0,911.0,1101.0,339.0,33.0,32.0,62.0
540,9459.0,1827.0,375.0,238.0,634.0,4241.0,11352.0,64770.0,3999.0,159.0,1158.0,335.0,186.0,4664.0,155.0,93.0,17821.0,2183.0,2417.0,3801.0,146.0,24587.0,1350.0,2998.0,822.0,1153.0,492.0,1052.0,2488.0,315.0,540.0,991.0,190.0,316.0,2302.0,16975.0,3772.0,145.0,416.0,1547.0,1344.0,2133.0,6292.0,2264.0,330.0,704.0,5173.0,75.0,1227.0,544.0,959.0,569.0,587.0,353.0,2787.0,1063.0,586.0,2802.0,667.0,1883.0,398.0,3233.0
541,18.0,5.0,0.0,2.0,16.0,6.0,3.0,12.0,5.0,0.0,18.0,3.0,5.0,9.0,4.0,18.0,3.0,4.0,0.0,4.0,1.0,6.0,3.0,1.0,2.0,16.0,2.0,7.0,13.0,3.0,4.0,0.0,18.0,2.0,33.0,2.0,35.0,1.0,9.0,17.0,5.0,20.0,3.0,28.0,10.0,4.0,10.0,7.0,3.0,3.0,8.0,3.0,6.0,21.0,6.0,3.0,10.0,4.0,3.0,2.0,1.0,0.0
543,3.0,2.0,2.0,0.0,13.0,1.0,3.0,12.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,2.0,2.0,0.0,9.0,6.0,4.0,2.0,3.0,2.0,3.0,0.0,5.0,3.0,19.0,1.0,2.0,1.0,0.0,1.0,2.0,14.0,4.0,3.0,8.0,2.0,3.0,6.0,1.0,1.0,3.0,5.0,8.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0
545,37.0,126.0,977.0,5.0,1002.0,22.0,15.0,47.0,1516.0,10.0,391.0,135.0,332.0,3303.0,6.0,49.0,135.0,2483.0,168.0,34.0,32.0,442.0,62.0,53.0,262.0,56.0,10.0,3885.0,22.0,98.0,99.0,351.0,57.0,219.0,644.0,9.0,603.0,4.0,34.0,209.0,295.0,275.0,190.0,425.0,133.0,39.0,53.0,52.0,90.0,28.0,188.0,619.0,25.0,181.0,162.0,553.0,467.0,297.0,266.0,228.0,5.0,788.0
546,2.0,3.0,2.0,1.0,11.0,0.0,2.0,9.0,5.0,1.0,6.0,3.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,13.0,1.0,6.0,4.0,3.0,3.0,2.0,3.0,2.0,10.0,2.0,5.0,2.0,1.0,0.0,36.0,0.0,13.0,9.0,25.0,2.0,3.0,7.0,6.0,7.0,3.0,0.0,1.0,8.0,4.0,15.0,6.0,109.0,19.0,1.0,2.0,0.0,79.0,2.0,1.0,0.0
557,9.0,9.0,8.0,16.0,23.0,3.0,6.0,19.0,6.0,7.0,16.0,4.0,5.0,4.0,8.0,3.0,12.0,10.0,4.0,16.0,4.0,221.0,7.0,3.0,6.0,14.0,29.0,3.0,24.0,5.0,5.0,3.0,6.0,7.0,8.0,67.0,72.0,8.0,24.0,8.0,78.0,1.0,7.0,14.0,10.0,10.0,8.0,1.0,3.0,17.0,3.0,4.0,16.0,542.0,27.0,1.0,4.0,19.0,16.0,5.0,8.0,5.0
559,7.0,5.0,8.0,5.0,6.0,3.0,6.0,7.0,3.0,4.0,10.0,8.0,3.0,6.0,3.0,1.0,5.0,6.0,1.0,10.0,2.0,26.0,8.0,1.0,6.0,5.0,2.0,6.0,7.0,8.0,7.0,35.0,4.0,6.0,6.0,13.0,10.0,2.0,5.0,32.0,5.0,4.0,2.0,1.0,2.0,3.0,10.0,6.0,2.0,15.0,10.0,3.0,7.0,12.0,9.0,1.0,5.0,8.0,2.0,2.0,4.0,102.0
564,11.0,46.0,148.0,2.0,14.0,3.0,92.0,17.0,33.0,5.0,51.0,6.0,17.0,13.0,7.0,2.0,129.0,20.0,13.0,14.0,5.0,167.0,17.0,136.0,4.0,47.0,12.0,8.0,20.0,7.0,28.0,223.0,2.0,126.0,172.0,51.0,282.0,2.0,24.0,36.0,20.0,30.0,54.0,18.0,5.0,4.0,73.0,5.0,11.0,45.0,62.0,24.0,20.0,6.0,34.0,36.0,6.0,57.0,20.0,29.0,13.0,22.0
567,10.0,91.0,49.0,8.0,1208.0,148.0,9.0,18.0,699.0,5.0,115.0,38.0,154.0,30.0,4.0,6.0,47.0,7.0,6.0,10.0,9.0,89.0,30.0,4.0,53.0,57.0,9.0,1.0,31.0,20.0,3.0,132.0,17.0,15.0,14.0,4.0,816.0,2.0,389.0,161.0,286.0,15.0,162.0,166.0,9.0,16.0,17.0,10.0,11.0,5.0,214.0,63.0,6.0,188.0,801.0,943.0,6.0,46.0,85.0,302.0,7.0,632.0
57,2.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,7.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,6.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,7.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0
571,32.0,91.0,15.0,7.0,138.0,554.0,13.0,11.0,6.0,5.0,73.0,12.0,46.0,651.0,5.0,16.0,385.0,1084.0,82.0,23.0,10.0,432.0,375.0,48.0,14.0,104.0,8.0,1208.0,27.0,183.0,57.0,49.0,17.0,267.0,1231.0,390.0,608.0,11.0,11.0,58.0,61.0,458.0,203.0,120.0,5.0,25.0,61.0,9.0,42.0,7.0,165.0,14.0,29.0,34.0,42.0,81.0,20.0,143.0,59.0,53.0,5.0,606.0
574,2.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,3.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0
576,1.0,3.0,7.0,1.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,6.0,0.0,10.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,9.0,1.0,4.0,11.0,5.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,4.0,3.0,1.0,18.0,1.0,4.0,4.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,2.0,4.0,1.0,5.0,2.0,5.0,7.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0
578,1255.0,5080.0,4669.0,83.0,3961.0,2026.0,81.0,160.0,5131.0,82.0,2395.0,6020.0,544.0,11847.0,50.0,56.0,6988.0,161.0,15170.0,5359.0,88.0,10046.0,2584.0,4466.0,3641.0,2568.0,112.0,127.0,361.0,680.0,2724.0,576.0,55.0,1640.0,192.0,65.0,7463.0,52.0,709.0,2563.0,2861.0,487.0,2606.0,1842.0,565.0,1041.0,5025.0,146.0,853.0,220.0,1834.0,585.0,6410.0,1132.0,1636.0,885.0,6678.0,1973.0,956.0,327.0,82.0,895.0
58,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,17.0,10.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0,1.0,2.0,8.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0
586,13.0,19.0,26.0,11.0,10.0,13.0,9.0,9.0,11.0,8.0,20.0,8.0,9.0,4.0,12.0,7.0,22.0,50.0,5.0,68.0,17.0,240.0,27.0,8.0,7.0,20.0,12.0,22.0,38.0,7.0,15.0,3.0,6.0,15.0,10.0,161.0,104.0,17.0,37.0,22.0,49.0,8.0,21.0,10.0,8.0,7.0,33.0,3.0,16.0,79.0,17.0,22.0,47.0,5.0,46.0,7.0,21.0,39.0,31.0,10.0,16.0,9.0
588,7.0,71.0,5.0,5.0,12.0,3.0,24.0,3.0,53.0,3.0,9.0,17.0,4.0,69.0,3.0,4.0,5.0,3.0,1.0,7.0,1.0,19.0,18.0,14.0,4.0,4.0,4.0,1.0,8.0,55.0,32.0,4191.0,2.0,4.0,3.0,6.0,39.0,6.0,16.0,25.0,13.0,4.0,4.0,2.0,1.0,20.0,5.0,2.0,8.0,7.0,41.0,2.0,1.0,4.0,17.0,35.0,4.0,21.0,31.0,1.0,28.0,3.0
589,5.0,3.0,3.0,0.0,6.0,1.0,3.0,17.0,2.0,2.0,7.0,0.0,9.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,20.0,1.0,2.0,2.0,4.0,1.0,3.0,39.0,4.0,12.0,2.0,6.0,2.0,1.0,18.0,20.0,0.0,16.0,1.0,36.0,1.0,2.0,5.0,4.0,1.0,10.0,1.0,5.0,6.0,0.0,8.0,5.0,183.0,10.0,1.0,3.0,11.0,8.0,0.0,6.0,2.0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
590,2.0,1.0,11.0,5.0,10.0,0.0,1.0,13.0,2.0,2.0,4.0,1.0,9.0,3.0,2.0,5.0,10.0,7.0,2.0,15.0,1.0,78.0,7.0,3.0,2.0,5.0,2.0,12.0,8.0,4.0,6.0,3.0,2.0,6.0,4.0,18.0,26.0,3.0,5.0,2.0,9.0,3.0,7.0,1.0,2.0,24.0,9.0,1.0,3.0,11.0,3.0,17.0,7.0,2.0,17.0,0.0,5.0,17.0,10.0,2.0,7.0,1.0
596,4.0,5.0,2.0,1.0,0.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,4.0,2.0,0.0,16.0,2.0,4.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,20.0,2.0,2.0,0.0,54.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0
598,60.0,665.0,72.0,11.0,1704.0,19.0,26.0,2324.0,441.0,3.0,326.0,22.0,143.0,133.0,6.0,15.0,109.0,23.0,40.0,67.0,22.0,527.0,392.0,1339.0,24.0,73.0,29.0,3470.0,51.0,54.0,1356.0,44.0,30.0,333.0,97.0,439.0,2306.0,12.0,461.0,888.0,414.0,110.0,94.0,54.0,66.0,40.0,76.0,20.0,138.0,29.0,76.0,176.0,37.0,16.0,1538.0,1440.0,29.0,261.0,799.0,204.0,27.0,1085.0
599,1407.0,923.0,244.0,62.0,4809.0,459.0,25.0,96.0,596.0,37.0,1124.0,91.0,2439.0,108.0,35.0,45.0,2249.0,67.0,463.0,7273.0,33.0,6072.0,1503.0,970.0,56.0,195.0,60.0,74.0,16595.0,2015.0,2657.0,27.0,95.0,1337.0,556.0,1557.0,7191.0,28.0,407.0,794.0,1310.0,181.0,263.0,104.0,59.0,69.0,848.0,38.0,183.0,123.0,2484.0,1028.0,249.0,427.0,3071.0,1998.0,143.0,1608.0,1903.0,432.0,53.0,4221.0
