strain_id,A_MTX_Metformin.RET2_SNA3,A_MTX_Metformin.HNM1_RBD2,A_MTX_Metformin.GTR1_SLM4,A_MTX_Metformin.ERG11_ORM2,A_MTX_Metformin.ERV25_ERG5,A_MTX_Metformin.SSH1_PIS1,A_MTX_Metformin.ADE17_PGM2,A_MTX_Metformin.FMP45_HNM1,A_MTX_Metformin.TPO1_TCB2,A_MTX_Metformin.HUG1_ADE17,A_MTX_Metformin.FMP45_MID2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Metformin.ERG11_ERG5,A_MTX_Metformin.SSH1_ORM2,A_MTX_Metformin.FMP45_MEP1,A_MTX_Metformin.RET2_EMP70,A_MTX_Metformin.ERG11_MID2,A_MTX_Metformin.ERG11_TPO4,A_MTX_Metformin.ALO1_ADE17,A_MTX_Metformin.TPO1_TPO2,A_MTX_Metformin.SNA4_GTR2,A_MTX_Metformin.SSH1_ERV25,A_MTX_Metformin.HNM1_MID2,A_MTX_Metformin.PMC1_CTR2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Metformin.SRO9_GIS2,A_MTX_Metformin.HNM1_ERG11,A_MTX_Metformin.PLM2_SNA3,A_MTX_Metformin.HNM1_TPO4,A_MTX_Metformin.ERG11_HYR1,A_MTX_Metformin.MID2_PIN2,A_MTX_Metformin.noPPI_reference,A_MTX_Metformin.ERV25_UIP4,A_MTX_Metformin.ADE17_HYR1,A_MTX_Metformin.RET2_EMP47,A_MTX_Metformin.MID2_WSC2,A_MTX_Metformin.DHH1_LSM3,A_MTX_Metformin.SRO9_DHH1,A_MTX_Metformin.SSH1_ERG11,A_MTX_Metformin.ERV25_PIS1,A_MTX_Metformin.ERV25_ORM2,A_MTX_Metformin.HNM1_MAM33,A_MTX_Metformin.MID2_MAM33,A_MTX_Metformin.SNA4_VAC8,A_MTX_Metformin.MID2_TPO2,A_MTX_Metformin.ERG11_PIS1,A_MTX_Metformin.ALO1_HYR1,A_MTX_Metformin.ERV25_RBD2,A_MTX_Metformin.HUG1_ALO1,A_MTX_Metformin.PLM2_HNM1,A_MTX_Metformin.ADE17_GIS2,A_MTX_Metformin.SRO9_SGN1,A_MTX_Metformin.MID2_TPO4,A_MTX_Metformin.TPO1_MID2,A_MTX_Metformin.HNM1_TPO1,A_MTX_Metformin.ERG27_ACF2,A_MTX_Metformin.MID2_RSN1,A_MTX_Metformin.ALO1_UIP4,A_MTX_Metformin.PMC1_GTR2,A_MTX_Metformin.ERV25_EMP47,A_MTX_Metformin.HUG1_PGM2,A_MTX_Metformin.ERG11_ERV25
578,21.0,2436.0,76.0,199.0,3277.0,415.0,81.0,350.0,110.0,52.0,953.0,8924.0,522.0,447.0,695.0,18.0,808.0,2750.0,160.0,154.0,519.0,444.0,614.0,510.0,2701.0,342.0,1815.0,2760.0,1457.0,391.0,2784.0,405.0,4783.0,33.0,16.0,62.0,718.0,332.0,325.0,531.0,327.0,1617.0,1517.0,558.0,499.0,813.0,6692.0,23.0,526.0,888.0,105.0,3100,421.0,268.0,1311.0,362.0,3356.0,1588.0,773.0,1637.0,254.0,428.0
586,2.0,6.0,11.0,19.0,113.0,6.0,13.0,3.0,12.0,12.0,5.0,610.0,41.0,8.0,5.0,2.0,41.0,367.0,8.0,8.0,14.0,23.0,236.0,15.0,16.0,51.0,17.0,20.0,47.0,172.0,72.0,12.0,47.0,5.0,5.0,13.0,34.0,55.0,68.0,17.0,162.0,12.0,19.0,10.0,145.0,17.0,52.0,19.0,10.0,11.0,2.0,215,46.0,13.0,310.0,2.0,43.0,8.0,20.0,14.0,17.0,16.0
588,2.0,14.0,25.0,10.0,3.0,13.0,6.0,1.0,1.0,8.0,8.0,71.0,29.0,24.0,1.0,2.0,14.0,20.0,4.0,2.0,21.0,20.0,16.0,26.0,9.0,40.0,19.0,8.0,2.0,13.0,37.0,186.0,25.0,0.0,4.0,14.0,47.0,17.0,12.0,41.0,59.0,18.0,20.0,3.0,15.0,8.0,23.0,9.0,9.0,1.0,4.0,306,17.0,7.0,19.0,1.0,29.0,6.0,22.0,19.0,6.0,18.0
589,2.0,0.0,831.0,118.0,33.0,7.0,26.0,2.0,8.0,3.0,9.0,131.0,226.0,5.0,8.0,8.0,149.0,364.0,6.0,12.0,13.0,64.0,138.0,15.0,3.0,95.0,20.0,8.0,59.0,63.0,31.0,2.0,21.0,7.0,13.0,1.0,19.0,25.0,88.0,28.0,63.0,14.0,21.0,5.0,22.0,17.0,14.0,1.0,25.0,5.0,756.0,345,22.0,59.0,185.0,7.0,59.0,13.0,7.0,17.0,31.0,391.0
590,2.0,4.0,5.0,33.0,3.0,50.0,8.0,2.0,3.0,2.0,1.0,71.0,21.0,2.0,2.0,1.0,15.0,11.0,4.0,1.0,15.0,6.0,5.0,7.0,5.0,38.0,1.0,5.0,4.0,5.0,32.0,1.0,11.0,5.0,4.0,2.0,8.0,6.0,1.0,7.0,52.0,8.0,8.0,4.0,11.0,2.0,12.0,0.0,2.0,2.0,15.0,278,17.0,1.0,66.0,1.0,11.0,5.0,3.0,12.0,7.0,18.0
596,2.0,1.0,11.0,115.0,10.0,4.0,2.0,2.0,0.0,0.0,4.0,21.0,298.0,23.0,1.0,0.0,72.0,48.0,1.0,2.0,15.0,3.0,8.0,1.0,1.0,5.0,1.0,2.0,1.0,8.0,14.0,0.0,6.0,1.0,2.0,0.0,7.0,40.0,40.0,6.0,20.0,12.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,0.0,4.0,85,2.0,4.0,1.0,0.0,3.0,2.0,4.0,7.0,0.0,9.0
598,6.0,102.0,19.0,76.0,257.0,264.0,216.0,169.0,155.0,114.0,185.0,4303.0,256.0,357.0,211.0,5.0,327.0,2361.0,29.0,342.0,410.0,52.0,133.0,129.0,239.0,57.0,533.0,22.0,566.0,112.0,185.0,283.0,312.0,110.0,55.0,965.0,463.0,120.0,210.0,716.0,325.0,197.0,91.0,464.0,16.0,229.0,35.0,9.0,254.0,372.0,31684.0,1389,21.0,308.0,524.0,11.0,350.0,139.0,51.0,121.0,226.0,42.0
599,24.0,563.0,3460.0,1293.0,283.0,197.0,52.0,334.0,1431.0,742.0,614.0,5293.0,388.0,767.0,362.0,54.0,847.0,3096.0,68.0,882.0,387.0,916.0,119.0,197.0,621.0,974.0,298.0,59.0,681.0,144.0,4640.0,219.0,370.0,51.0,21.0,1364.0,1607.0,833.0,740.0,64.0,776.0,455.0,1475.0,536.0,1055.0,399.0,84.0,32.0,1073.0,444.0,31.0,5447,356.0,1834.0,534.0,601.0,2396.0,452.0,406.0,476.0,1739.0,2092.0
599_ref1,3.0,1534.0,19.0,3.0,0.0,39.0,696.0,26.0,4.0,17.0,31.0,141.0,18.0,5.0,32.0,13.0,10.0,6.0,5.0,13.0,37.0,28.0,6.0,45.0,3.0,19.0,38.0,135.0,57.0,184.0,156.0,21.0,59.0,1279.0,6.0,139.0,70.0,17.0,2.0,8.0,3.0,95.0,71.0,35.0,19.0,30.0,124.0,7524.0,25.0,88.0,683.0,50,16.0,4.0,64.0,0.0,183.0,36.0,37.0,126.0,27.0,6.0
599_ref2,3.0,426.0,12.0,1.0,0.0,52.0,407.0,3.0,5.0,3.0,10.0,70.0,9.0,1.0,13.0,5.0,6.0,0.0,2.0,3.0,28.0,12.0,4.0,8.0,5.0,6.0,25.0,115.0,42.0,196.0,58.0,5.0,91.0,571.0,2.0,99.0,13.0,11.0,0.0,17.0,2.0,61.0,25.0,14.0,16.0,26.0,31.0,2025.0,10.0,42.0,185.0,19,7.0,1.0,38.0,0.0,20.0,6.0,16.0,101.0,5.0,4.0
6,1.0,2.0,2.0,7.0,10.0,5.0,11.0,0.0,4.0,3.0,2.0,83.0,6.0,4.0,2.0,1.0,27.0,11.0,2.0,1.0,9.0,7.0,1.0,1.0,3.0,127.0,0.0,3.0,5.0,7.0,8.0,9.0,12.0,15.0,1.0,4.0,3.0,5.0,21.0,18.0,25.0,6.0,5.0,3.0,6.0,10.0,12.0,0.0,1.0,2.0,421.0,169,7.0,2.0,19.0,2.0,4.0,4.0,0.0,4.0,0.0,13.0
60,8.0,1.0,75.0,51.0,1926.0,20.0,15.0,466.0,6.0,32.0,604.0,2116.0,316.0,31.0,138.0,6.0,904.0,1859.0,61.0,6.0,154.0,243.0,1804.0,390.0,146.0,121.0,2526.0,59.0,1304.0,96.0,740.0,114.0,441.0,9.0,12.0,5.0,21.0,62.0,603.0,1682.0,155.0,419.0,112.0,21.0,149.0,277.0,1781.0,17.0,800.0,863.0,37.0,639,203.0,1.0,360.0,583.0,314.0,351.0,526.0,822.0,616.0,347.0
607,31.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,1.0,11.0,1.0,52.0,1.0,17.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,33.0,3.0,0.0,49.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14,1.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.0
616,209.0,4.0,13.0,490.0,515.0,563.0,8.0,158.0,17.0,81.0,240.0,219.0,470.0,660.0,63.0,392.0,331.0,1387.0,87.0,6.0,301.0,276.0,335.0,18.0,304.0,298.0,172.0,9.0,204.0,195.0,625.0,157.0,660.0,8.0,506.0,6.0,116.0,61.0,184.0,34.0,204.0,127.0,35.0,645.0,75.0,413.0,1068.0,4.0,545.0,98.0,15.0,2055,263.0,8.0,47.0,274.0,86.0,830.0,8.0,362.0,783.0,672.0
622,3.0,4.0,10.0,44.0,61.0,4.0,8.0,3.0,7.0,80.0,8.0,475.0,113.0,9.0,5.0,4.0,45.0,37.0,8.0,4.0,21.0,13.0,25.0,12.0,5.0,13.0,10.0,10.0,5.0,16.0,65.0,1.0,22.0,2.0,7.0,13.0,168.0,14.0,31.0,20.0,118.0,10.0,32.0,6.0,40.0,9.0,16.0,1.0,8.0,0.0,457.0,288,62.0,6.0,35.0,1.0,54.0,3.0,8.0,10.0,16.0,22.0
627,2.0,2.0,4.0,117.0,2.0,2.0,3.0,30.0,4.0,2.0,53.0,15.0,20.0,112.0,4.0,2.0,50.0,466.0,6.0,2.0,32.0,38.0,3.0,16.0,66.0,17.0,7.0,181.0,4.0,24.0,37.0,118.0,19.0,2.0,1.0,0.0,15.0,23.0,36.0,7.0,157.0,22.0,48.0,2.0,10.0,9.0,8.0,1.0,24.0,28.0,3.0,250,12.0,3.0,4.0,99.0,28.0,12.0,41.0,9.0,58.0,212.0
631,6.0,12.0,796.0,608.0,601.0,1024.0,63.0,145.0,36.0,59.0,210.0,7541.0,777.0,594.0,557.0,23.0,1239.0,3179.0,230.0,40.0,553.0,1296.0,403.0,156.0,2087.0,661.0,227.0,174.0,1639.0,1259.0,1952.0,149.0,1361.0,17.0,66.0,36.0,496.0,1219.0,1181.0,502.0,437.0,1334.0,789.0,17.0,793.0,343.0,3421.0,10.0,162.0,287.0,43.0,13435,653.0,79.0,793.0,243.0,2790.0,1139.0,210.0,400.0,220.0,1554.0
632,14.0,25.0,87.0,135.0,108.0,54.0,101.0,45.0,26.0,37.0,76.0,695.0,152.0,80.0,70.0,29.0,70.0,204.0,73.0,15.0,122.0,58.0,46.0,40.0,58.0,47.0,41.0,49.0,36.0,64.0,166.0,29.0,143.0,31.0,27.0,43.0,87.0,72.0,79.0,184.0,155.0,132.0,66.0,70.0,38.0,63.0,174.0,22.0,27.0,22.0,96.0,1150,92.0,31.0,69.0,22.0,216.0,138.0,48.0,114.0,53.0,302.0
636,2.0,4.0,15.0,54.0,81.0,9.0,10.0,5.0,5.0,3.0,7.0,68.0,261.0,9.0,7.0,2.0,296.0,705.0,6.0,2.0,19.0,28.0,64.0,4.0,4.0,159.0,10.0,11.0,8.0,123.0,19.0,5.0,17.0,3.0,2.0,5.0,57.0,33.0,15.0,14.0,14.0,11.0,14.0,4.0,5.0,96.0,15.0,14.0,3.0,2.0,8.0,249,7.0,15.0,8.0,3.0,20.0,12.0,5.0,20.0,5.0,339.0
639,11.0,16.0,19.0,23.0,22.0,17.0,38.0,13.0,13.0,11.0,17.0,210.0,44.0,20.0,71.0,21.0,122.0,38.0,94.0,5.0,48.0,30.0,10.0,94.0,37.0,28.0,9.0,19.0,13.0,35.0,188.0,277.0,125.0,13.0,9.0,439.0,55.0,60.0,51.0,45.0,24.0,39.0,30.0,23.0,27.0,51.0,282.0,8.0,134.0,7.0,33.0,289,94.0,9.0,28.0,38.0,328.0,105.0,47.0,37.0,96.0,67.0
64,6.0,3.0,10.0,60.0,342.0,9.0,8.0,60.0,145.0,13.0,6.0,73.0,55.0,33.0,31.0,9.0,28.0,86.0,520.0,130.0,25.0,18.0,26.0,35.0,31.0,126.0,41.0,206.0,36.0,74.0,209.0,102.0,1167.0,2.0,2.0,8.0,22.0,240.0,61.0,43.0,90.0,26.0,29.0,4.0,9.0,22.0,1934.0,20.0,14.0,3.0,19.0,2485,41.0,109.0,34.0,9.0,119.0,205.0,18.0,543.0,107.0,61.0
640,1.0,4.0,8.0,23.0,98.0,50.0,9.0,52.0,27.0,48.0,109.0,463.0,8.0,31.0,39.0,2.0,68.0,121.0,47.0,15.0,232.0,28.0,47.0,20.0,9.0,14.0,30.0,10.0,56.0,22.0,499.0,57.0,110.0,1.0,5.0,562.0,105.0,19.0,89.0,3.0,46.0,94.0,129.0,141.0,24.0,25.0,13.0,4.0,90.0,105.0,11.0,244,84.0,161.0,87.0,215.0,329.0,41.0,31.0,75.0,55.0,12.0
642,30.0,13.0,42.0,381.0,790.0,225.0,39.0,18.0,133.0,129.0,324.0,5044.0,61.0,729.0,259.0,28.0,348.0,103.0,122.0,79.0,635.0,106.0,252.0,89.0,56.0,32.0,478.0,45.0,1263.0,59.0,399.0,290.0,1322.0,11.0,50.0,26.0,348.0,45.0,488.0,100.0,356.0,681.0,262.0,30.0,80.0,135.0,113.0,55.0,834.0,67.0,24.0,2093,232.0,558.0,155.0,3678.0,623.0,723.0,101.0,1095.0,801.0,175.0
649,56.0,98.0,202.0,427.0,970.0,408.0,106.0,462.0,2892.0,2143.0,1956.0,1803.0,652.0,2199.0,901.0,125.0,1228.0,2163.0,176.0,1217.0,1306.0,535.0,553.0,665.0,1103.0,665.0,722.0,148.0,309.0,212.0,5920.0,1412.0,814.0,46.0,84.0,6150.0,2656.0,507.0,401.0,271.0,806.0,960.0,2933.0,65.0,1046.0,452.0,1207.0,104.0,2259.0,1223.0,98.0,6983,695.0,2539.0,312.0,2374.0,7208.0,391.0,2059.0,206.0,3432.0,772.0
651,10.0,5.0,1041.0,102.0,103.0,226.0,6.0,47.0,125.0,26.0,40.0,308.0,48.0,5.0,77.0,9.0,20.0,27.0,180.0,19.0,21.0,19.0,35.0,746.0,33.0,222.0,53.0,12.0,32.0,28.0,296.0,305.0,1442.0,3.0,9.0,13.0,164.0,81.0,65.0,186.0,66.0,21.0,95.0,10.0,48.0,28.0,595.0,11.0,437.0,108.0,13.0,2527,78.0,134.0,26.0,74.0,356.0,340.0,618.0,1259.0,244.0,62.0
652,13.0,13.0,49.0,268.0,1296.0,151.0,41.0,461.0,326.0,415.0,627.0,2873.0,88.0,171.0,154.0,15.0,148.0,356.0,724.0,154.0,655.0,397.0,413.0,1705.0,267.0,178.0,1167.0,242.0,373.0,185.0,3767.0,301.0,5021.0,41.0,19.0,1028.0,1140.0,353.0,806.0,918.0,1469.0,172.0,732.0,960.0,1213.0,125.0,7179.0,4656.0,499.0,292.0,488.0,8270,906.0,572.0,225.0,231.0,2180.0,1345.0,1892.0,2764.0,655.0,578.0
653,1.0,19.0,16.0,31.0,28.0,48.0,53.0,7.0,34.0,33.0,33.0,606.0,19.0,19.0,23.0,1.0,23.0,9.0,29.0,26.0,49.0,38.0,11.0,6.0,126.0,12.0,19.0,24.0,56.0,16.0,80.0,116.0,24.0,11.0,2.0,29.0,19.0,22.0,19.0,21.0,34.0,73.0,38.0,80.0,27.0,11.0,29.0,3.0,73.0,5.0,187.0,232,29.0,33.0,163.0,59.0,123.0,10.0,8.0,22.0,78.0,22.0
657,8.0,20.0,33.0,347.0,170.0,140.0,33.0,93.0,158.0,20.0,85.0,248.0,545.0,107.0,246.0,11.0,306.0,1479.0,48.0,109.0,129.0,68.0,48.0,164.0,641.0,375.0,177.0,22.0,123.0,171.0,360.0,126.0,294.0,22.0,18.0,24.0,104.0,706.0,90.0,71.0,214.0,119.0,74.0,34.0,30.0,551.0,105.0,15.0,51.0,84.0,27.0,1395,112.0,148.0,53.0,47.0,273.0,155.0,129.0,242.0,66.0,535.0
66,1.0,1.0,1.0,138.0,32.0,1.0,2.0,1.0,1.0,0.0,1.0,15.0,32.0,0.0,3.0,1.0,53.0,1.0,3.0,0.0,6.0,1.0,19.0,3.0,2.0,17.0,0.0,2.0,15.0,72.0,6.0,1.0,2.0,0.0,2.0,1.0,8.0,12.0,0.0,4.0,15.0,3.0,1.0,0.0,4.0,13.0,1.0,0.0,2.0,1.0,3.0,226,1.0,58.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0
660,9.0,2.0,8.0,345.0,95.0,4.0,9.0,48.0,42.0,1205.0,22.0,88.0,80.0,12.0,32.0,56.0,114.0,249.0,71.0,11.0,46.0,157.0,57.0,111.0,104.0,79.0,59.0,8.0,7.0,39.0,419.0,222.0,355.0,4.0,20.0,6.0,30.0,218.0,13.0,13.0,29.0,21.0,53.0,5.0,117.0,179.0,28.0,17.0,830.0,71.0,3.0,529,60.0,3.0,12.0,169.0,172.0,152.0,245.0,19.0,1273.0,293.0
667,8.0,94.0,30.0,140.0,466.0,203.0,21.0,256.0,11.0,21.0,578.0,1521.0,315.0,57.0,175.0,16.0,899.0,630.0,26.0,5.0,323.0,96.0,135.0,359.0,863.0,423.0,733.0,144.0,703.0,284.0,1948.0,988.0,429.0,19.0,5.0,20.0,476.0,94.0,176.0,34.0,64.0,187.0,392.0,509.0,326.0,497.0,35.0,24.0,1112.0,298.0,26.0,1341,176.0,8.0,229.0,466.0,1451.0,58.0,848.0,26.0,456.0,825.0
668,3.0,2.0,6.0,8.0,7.0,7.0,4.0,0.0,11.0,12.0,8.0,142.0,6.0,10.0,1.0,4.0,19.0,15.0,8.0,5.0,9.0,8.0,5.0,4.0,8.0,8.0,13.0,13.0,7.0,6.0,71.0,7.0,29.0,5.0,4.0,3.0,13.0,11.0,11.0,15.0,13.0,47.0,159.0,64.0,13.0,3.0,28.0,11.0,17.0,2.0,1.0,146,12.0,12.0,57.0,5.0,192.0,7.0,11.0,22.0,3.0,40.0
673,280.0,5073.0,981.0,6069.0,6468.0,4046.0,594.0,5816.0,9980.0,5243.0,12507.0,28435.0,8157.0,6024.0,5932.0,354.0,11789.0,26723.0,7548.0,5123.0,14089.0,21586.0,6998.0,34595.0,23407.0,11977.0,12456.0,13040.0,3490.0,3527.0,74348.0,2423.0,42327.0,296.0,307.0,12424.0,13898.0,25062.0,14458.0,4273.0,4530.0,2911.0,15850.0,20077.0,21789.0,4241.0,45986.0,781.0,5227.0,17990.0,804.0,105871,9199.0,5617.0,6244.0,2733.0,41451.0,5147.0,41473.0,5512.0,5376.0,7863.0
674,17.0,922.0,1744.0,462.0,599.0,29.0,13.0,494.0,909.0,55.0,1310.0,84.0,320.0,368.0,809.0,22.0,372.0,1441.0,145.0,475.0,137.0,411.0,233.0,448.0,1719.0,376.0,674.0,112.0,98.0,135.0,2525.0,634.0,2620.0,41.0,15.0,33.0,279.0,873.0,150.0,69.0,437.0,205.0,985.0,19.0,921.0,219.0,7235.0,6117.0,379.0,517.0,17.0,3001,249.0,396.0,130.0,242.0,1812.0,1379.0,346.0,524.0,719.0,259.0
676,10.0,689.0,37.0,453.0,654.0,667.0,2543.0,34.0,63.0,153.0,41.0,9780.0,218.0,230.0,906.0,19.0,422.0,312.0,84.0,41.0,5833.0,158.0,44.0,47.0,252.0,63.0,389.0,87.0,2766.0,111.0,1186.0,353.0,1070.0,201.0,15.0,101.0,125.0,167.0,623.0,127.0,346.0,3559.0,555.0,9560.0,316.0,232.0,2563.0,30.0,356.0,213.0,192.0,4147,203.0,407.0,3689.0,1034.0,1321.0,373.0,94.0,514.0,832.0,560.0
677,1.0,0.0,34.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,16.0,9.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,2.0,2.0,9.0,1.0,2.0,2.0,0.0,1.0,0.0,24.0,3.0,7.0,3.0,3.0,0.0,1.0,2.0,10.0,7.0,0.0,1.0,2.0,2.0,191,1.0,3.0,7.0,1.0,12.0,1.0,2.0,2.0,1.0,4.0
683,1.0,0.0,2.0,2.0,29.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,17.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,1.0,5.0,1.0,4.0,6.0,5.0,0.0,3.0,3.0,3.0,4.0,26.0,1.0,0.0,0.0,9.0,16.0,1.0,6.0,14.0,2.0,0.0,2.0,2.0,11.0,17.0,4.0,0.0,1.0,0.0,485,2.0,0.0,6.0,2.0,1.0,5.0,0.0,3.0,1.0,15.0
689,3.0,0.0,10.0,27.0,15.0,237.0,6.0,16.0,7.0,32.0,331.0,42.0,165.0,427.0,621.0,7.0,100.0,387.0,8.0,7.0,25.0,149.0,5.0,7.0,49.0,16.0,224.0,91.0,6.0,25.0,266.0,796.0,7.0,17.0,3.0,1.0,9.0,50.0,198.0,6.0,29.0,254.0,337.0,2.0,371.0,136.0,18.0,10.0,302.0,254.0,17.0,259,56.0,7.0,242.0,904.0,762.0,63.0,11.0,7.0,829.0,96.0
690,2.0,428.0,10.0,67.0,10.0,8.0,13145.0,116.0,49.0,1.0,49.0,168.0,278.0,1481.0,207.0,17.0,88.0,27.0,39.0,42.0,338.0,258.0,33.0,32.0,105.0,19.0,11.0,33.0,78.0,206.0,63.0,406.0,29.0,29125.0,1.0,17.0,4.0,31.0,7.0,8.0,33.0,37.0,29.0,116.0,39.0,136.0,6.0,76.0,79.0,83.0,265.0,300,0.0,25.0,263.0,55.0,8.0,87.0,18.0,72.0,80.0,23.0
692,6.0,0.0,7.0,12.0,244.0,0.0,6.0,8.0,1.0,4.0,9.0,31.0,127.0,3.0,2.0,0.0,72.0,62.0,0.0,2.0,8.0,12.0,331.0,0.0,3.0,16.0,55.0,5.0,2.0,20.0,4.0,2.0,5.0,4.0,1.0,1.0,52.0,0.0,16.0,2.0,24.0,5.0,3.0,2.0,0.0,15.0,8.0,0.0,5.0,7.0,6.0,123,30.0,87.0,15.0,1.0,6.0,1.0,1.0,3.0,15.0,46.0
693,7.0,10.0,14.0,99.0,32.0,12.0,4.0,13.0,7.0,6.0,8.0,42.0,9.0,15.0,7.0,12.0,39.0,223.0,10.0,17.0,16.0,18.0,43.0,4.0,14.0,164.0,17.0,12.0,21.0,33.0,33.0,17.0,35.0,14.0,12.0,5.0,27.0,88.0,13.0,55.0,69.0,28.0,3.0,2.0,16.0,15.0,53.0,22.0,8.0,21.0,5.0,995,43.0,16.0,55.0,9.0,46.0,22.0,11.0,29.0,9.0,1173.0
695,89.0,223.0,145.0,98.0,2069.0,48.0,52.0,90.0,1452.0,38.0,484.0,535.0,160.0,126.0,187.0,190.0,345.0,710.0,1703.0,729.0,310.0,120.0,485.0,362.0,194.0,336.0,224.0,68.0,522.0,169.0,880.0,345.0,2950.0,39.0,131.0,52.0,2344.0,440.0,58.0,152.0,546.0,175.0,202.0,24.0,156.0,64.0,3955.0,41.0,192.0,200.0,49.0,5329,381.0,3281.0,156.0,362.0,1194.0,794.0,319.0,890.0,97.0,210.0
697,10.0,1.0,194.0,28.0,7.0,5.0,2.0,4.0,8.0,7.0,6.0,78.0,8.0,4.0,1.0,10.0,112.0,8.0,10.0,4.0,4.0,2.0,5.0,5.0,5.0,7.0,6.0,2.0,10.0,23.0,11.0,8.0,15.0,4.0,8.0,3.0,45.0,15.0,7.0,14.0,39.0,18.0,14.0,6.0,14.0,34.0,37.0,5.0,6.0,3.0,2.0,300,7.0,14.0,17.0,8.0,23.0,6.0,3.0,19.0,19.0,69.0
7,548.0,38.0,3.0,24.0,113.0,338.0,6.0,4.0,32.0,7.0,85.0,1273.0,3.0,220.0,15.0,941.0,275.0,32.0,7.0,37.0,21.0,31.0,5.0,19.0,151.0,3.0,77.0,10.0,561.0,75.0,170.0,134.0,432.0,3.0,1047.0,230.0,7.0,14.0,19.0,26.0,40.0,420.0,162.0,4.0,92.0,65.0,23.0,7.0,195.0,165.0,4.0,45,25.0,16.0,765.0,182.0,253.0,121.0,22.0,325.0,4.0,38.0
701,1.0,1.0,8.0,24.0,115.0,4.0,12.0,5.0,5.0,8.0,2.0,1068.0,155.0,17.0,5.0,8.0,316.0,755.0,6.0,5.0,18.0,55.0,86.0,2.0,2.0,107.0,73.0,9.0,220.0,75.0,32.0,3.0,31.0,1.0,4.0,5.0,8.0,50.0,69.0,48.0,17.0,18.0,4.0,296.0,15.0,74.0,33.0,1.0,6.0,4.0,8.0,622,4.0,2.0,450.0,1.0,62.0,19.0,0.0,21.0,34.0,4204.0
702,2.0,26.0,15.0,217.0,345.0,22.0,17.0,19.0,3.0,10.0,17.0,243.0,1069.0,14.0,8.0,4.0,519.0,7529.0,22.0,2.0,42.0,174.0,492.0,13.0,9.0,428.0,99.0,5.0,229.0,351.0,47.0,5.0,35.0,11.0,12.0,7.0,766.0,75.0,176.0,82.0,93.0,27.0,8.0,11.0,23.0,390.0,28.0,7.0,6.0,7.0,31.0,1854,122.0,3.0,263.0,3.0,39.0,75.0,5.0,70.0,9.0,1253.0
703,2.0,1.0,337.0,27.0,12.0,6.0,5.0,4.0,0.0,1.0,8.0,18.0,53.0,7.0,136.0,2.0,89.0,4.0,2.0,3.0,34.0,35.0,2.0,53.0,85.0,74.0,6.0,4.0,3.0,107.0,22.0,127.0,372.0,4.0,1.0,2.0,3.0,95.0,36.0,974.0,49.0,6.0,2.0,1.0,71.0,34.0,14.0,0.0,2.0,0.0,12.0,978,8.0,3.0,10.0,22.0,66.0,212.0,36.0,146.0,2.0,63.0
705,1.0,1.0,1.0,44.0,73.0,1.0,3.0,2.0,0.0,0.0,1.0,95.0,29.0,3.0,0.0,2.0,37.0,86.0,3.0,1.0,3.0,29.0,162.0,2.0,0.0,50.0,9.0,4.0,46.0,86.0,12.0,0.0,10.0,0.0,9.0,6.0,68.0,1.0,8.0,5.0,187.0,8.0,1.0,1.0,1.0,12.0,6.0,0.0,1.0,0.0,3.0,602,24.0,15.0,35.0,1.0,9.0,8.0,1.0,6.0,4.0,27.0
709,6.0,3.0,21.0,306.0,205.0,16.0,5.0,48.0,298.0,17.0,42.0,39.0,228.0,868.0,62.0,15.0,248.0,376.0,146.0,75.0,55.0,350.0,411.0,278.0,319.0,109.0,223.0,196.0,429.0,100.0,186.0,296.0,2201.0,12.0,4.0,53.0,283.0,458.0,165.0,47.0,571.0,185.0,124.0,12.0,171.0,285.0,4165.0,984.0,48.0,29.0,18.0,2239,59.0,218.0,139.0,11.0,339.0,545.0,208.0,806.0,77.0,78.0
713,8.0,112.0,74.0,100.0,173.0,268.0,40.0,37.0,69.0,40.0,341.0,9491.0,55.0,765.0,161.0,10.0,293.0,83.0,47.0,22.0,376.0,149.0,100.0,7.0,15.0,5.0,397.0,166.0,766.0,300.0,285.0,291.0,86.0,10.0,12.0,21.0,16.0,14.0,102.0,47.0,380.0,733.0,319.0,396.0,27.0,47.0,47.0,10.0,593.0,302.0,7.0,382,22.0,185.0,168.0,1088.0,451.0,10.0,45.0,40.0,606.0,64.0
