strain_id,A_MTX_5-FC.ERV25_EMP47,A_MTX_5-FC.ERG11_ACF2,A_MTX_5-FC.SSH1_PIS1,A_MTX_5-FC.HNM1_TPO4,A_MTX_5-FC.ADE17_HYR1,A_MTX_5-FC.FMP45_MID2,A_MTX_5-FC.GTR1_SLM4,A_MTX_5-FC.ERV25_ORM2,A_MTX_5-FC.HNM1_MAM33,A_MTX_5-FC.TPO1_TCB2,A_MTX_5-FC.HNM1_MID2,A_MTX_5-FC.TPO1_TPO2,A_MTX_5-FC.ERV25_PIS1,A_MTX_5-FC.MID2_PIN2,A_MTX_5-FC.ERG11_MID2,A_MTX_5-FC.FMP45_MEP1,A_MTX_5-FC.DHH1_LSM3,A_MTX_5-FC.MID2_WSC2,A_MTX_5-FC.ADE17_PGM2,A_MTX_5-FC.PMC1_CTR2,A_MTX_5-FC.RET2_EMP47,A_MTX_5-FC.PLM2_SNA3,A_MTX_5-FC.MID2_MAM33,A_MTX_5-FC.FMP45_HNM1,A_MTX_5-FC.ERG11_ORM2,A_MTX_5-FC.ERG11_PIS1,A_MTX_5-FC.ALO1_ADE17,A_MTX_5-FC.RET2_EMP70,A_MTX_5-FC.PMC1_GTR2,A_MTX_5-FC.ERG11_HYR1,A_MTX_5-FC.TPO1_MID2,A_MTX_5-FC.MID2_TPO4,A_MTX_5-FC.ALO1_UIP4,A_MTX_5-FC.ERG11_ERV25,A_MTX_5-FC.SRO9_GIS2,A_MTX_5-FC.SNA4_VAC8,A_MTX_5-FC.ERV25_ERG5,A_MTX_5-FC.noPPI_reference,A_MTX_5-FC.MID2_TPO2,A_MTX_5-FC.SRO9_SGN1,A_MTX_5-FC.ERV25_RBD2,A_MTX_5-FC.HNM1_TPO2,A_MTX_5-FC.HUG1_PGM2,A_MTX_5-FC.HNM1_TPO1,A_MTX_5-FC.ERG11_ERG5,A_MTX_5-FC.HUG1_ALO1,A_MTX_5-FC.HNM1_RBD2,A_MTX_5-FC.ERV25_UIP4,A_MTX_5-FC.MID2_RSN1,A_MTX_5-FC.ERG27_ACF2,A_MTX_5-FC.HNM1_ERG11,A_MTX_5-FC.SSH1_ERG11,A_MTX_5-FC.ERG11_TPO4,A_MTX_5-FC.PLM2_HNM1,A_MTX_5-FC.SSH1_ERV25,A_MTX_5-FC.ALO1_HYR1,A_MTX_5-FC.SNA4_GTR2,A_MTX_5-FC.SSH1_ORM2,A_MTX_5-FC.HUG1_ADE17,A_MTX_5-FC.ADE17_GIS2,A_MTX_5-FC.RET2_SNA3,A_MTX_5-FC.SRO9_DHH1
420,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,2.0,1.0,10.0,0.0,0.0,1.0,1.0,21.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
421,68.0,198.0,167.0,25.0,134.0,740.0,1647.0,102.0,139.0,424.0,53.0,102.0,7.0,140.0,222.0,347.0,3198.0,74.0,35638.0,134.0,5.0,4179.0,280.0,72.0,41.0,231.0,124.0,13.0,212.0,299,37.0,153.0,288.0,7.0,130.0,78.0,90.0,613.0,32.0,46.0,27.0,158.0,219.0,154.0,190.0,47.0,493.0,10.0,175.0,2.0,47.0,62.0,232.0,66.0,1535.0,2.0,409.0,114.0,12.0,162.0,10.0,10.0
426,14.0,6.0,3.0,13.0,12.0,30.0,18.0,16.0,6.0,8.0,7.0,7.0,3.0,5.0,10.0,37.0,86.0,1.0,16.0,4.0,14.0,10.0,9.0,10.0,9.0,35.0,4.0,14.0,14.0,71,13.0,4.0,12.0,17.0,5.0,16.0,12.0,10.0,5.0,13.0,10.0,4.0,18.0,7.0,22.0,16.0,3.0,9.0,6.0,7.0,7.0,6.0,5.0,5.0,44.0,2.0,39.0,13.0,6.0,22.0,13.0,2.0
433,6.0,5.0,4.0,8.0,4.0,7.0,9.0,11.0,2.0,13.0,11.0,9.0,3.0,5.0,17.0,8.0,64.0,3.0,1.0,8.0,7.0,5.0,4.0,9.0,9.0,7.0,7.0,12.0,9.0,126,9.0,4.0,15.0,14.0,5.0,1.0,7.0,6.0,3.0,19.0,15.0,1.0,14.0,9.0,5.0,7.0,9.0,5.0,4.0,11.0,2.0,3.0,17.0,6.0,15.0,1.0,16.0,191.0,16.0,1.0,8.0,2.0
434,124.0,187.0,10.0,36.0,17.0,31.0,29.0,481.0,7.0,86.0,5.0,185.0,2.0,181.0,209.0,70.0,1762.0,10.0,29.0,66.0,15.0,1082.0,35.0,34.0,425.0,501.0,2749.0,17.0,74.0,3242,103.0,54.0,527.0,155.0,19.0,835.0,20.0,198.0,23.0,456.0,13.0,24.0,168.0,7.0,143.0,80.0,5.0,11.0,33.0,136.0,29.0,55.0,175.0,40.0,466.0,312.0,59.0,29.0,12.0,8.0,31.0,114.0
437,17.0,19.0,16.0,7.0,6.0,188.0,72.0,36.0,21.0,7.0,52.0,3.0,23.0,89.0,98.0,19.0,128.0,27.0,4.0,87.0,3.0,64.0,17.0,99.0,5.0,16.0,1.0,8.0,49.0,48,15.0,50.0,18.0,30.0,32.0,7.0,26.0,41.0,37.0,41.0,8.0,16.0,41.0,10.0,11.0,60.0,88.0,22.0,76.0,14.0,64.0,8.0,19.0,62.0,31.0,18.0,22.0,28.0,65.0,5.0,8.0,33.0
439,4.0,2.0,1.0,0.0,4.0,4.0,5.0,33.0,0.0,5.0,0.0,0.0,3.0,3.0,20.0,1.0,24.0,3.0,6.0,6.0,2.0,38.0,11.0,1.0,3.0,0.0,7.0,1.0,4.0,20,1.0,4.0,1.0,6.0,6.0,2.0,1.0,1.0,0.0,24.0,4.0,3.0,6.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,0.0,2.0,5.0,4.0,0.0,3.0,1.0,390.0,0.0,0.0,2.0
43_ref1,3.0,6.0,0.0,2.0,6.0,6.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,5.0,2.0,3.0,12.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,7.0,20,4.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,6.0,1.0,9.0,1.0,1.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,5.0,7.0,11.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
43_ref2,13.0,6.0,4.0,2.0,8.0,9.0,4.0,10.0,2.0,1.0,2.0,3.0,4.0,17.0,6.0,2.0,28.0,3.0,2.0,5.0,0.0,5.0,4.0,6.0,3.0,5.0,4.0,7.0,13.0,60,2.0,6.0,9.0,4.0,3.0,2.0,3.0,9.0,6.0,10.0,9.0,2.0,16.0,1.0,4.0,10.0,8.0,5.0,12.0,3.0,4.0,4.0,11.0,14.0,25.0,1.0,10.0,5.0,5.0,2.0,4.0,4.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
442,41.0,11.0,16.0,11.0,8.0,77.0,49.0,31.0,13.0,8.0,22.0,10.0,18.0,21.0,21.0,22.0,210.0,4.0,9.0,16.0,14.0,25.0,13.0,63.0,15.0,13.0,6.0,23.0,19.0,127,12.0,18.0,35.0,40.0,16.0,11.0,12.0,11.0,16.0,56.0,13.0,15.0,30.0,15.0,13.0,21.0,11.0,14.0,29.0,10.0,27.0,18.0,20.0,26.0,46.0,20.0,18.0,15.0,14.0,8.0,14.0,10.0
444,7.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,11,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
446,1.0,2.0,2.0,0.0,1.0,3.0,3.0,26.0,2.0,1.0,1.0,0.0,0.0,0.0,189.0,2.0,13.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,6.0,69.0,0.0,4.0,1.0,5,1.0,1.0,4.0,302.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,3.0,4.0,1.0,10.0,1.0,1.0,6.0
45,2.0,0.0,0.0,10.0,26.0,0.0,5.0,4.0,2.0,1.0,0.0,11.0,1.0,5.0,4.0,7.0,16.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,19,3.0,0.0,3.0,11.0,2.0,1.0,0.0,11.0,9.0,11.0,26.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,11.0,3.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0
450,2.0,3.0,1.0,5.0,6.0,8.0,3.0,12.0,3.0,2.0,4.0,3.0,1.0,2.0,7.0,6.0,67.0,0.0,5.0,0.0,2.0,4.0,0.0,4.0,2.0,9.0,1.0,1.0,3.0,14,3.0,1.0,3.0,1.0,18.0,2.0,8.0,2.0,0.0,6.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,11.0,5.0,5.0,2.0,1.0,0.0
452,11.0,0.0,1.0,3.0,6.0,9.0,6.0,20.0,1.0,3.0,0.0,0.0,0.0,6.0,2.0,5.0,40.0,0.0,7.0,5.0,4.0,5.0,4.0,3.0,2.0,12.0,2.0,1.0,5.0,37,1.0,1.0,1.0,2.0,2.0,12.0,1.0,3.0,0.0,4.0,3.0,1.0,4.0,0.0,7.0,7.0,0.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,32.0,1.0,21.0,5.0,4.0,5.0,4.0,1.0
454,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
458,7.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,13.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,22,1.0,1.0,1.0,81.0,2.0,0.0,0.0,1.0,5.0,8.0,101.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0
459,11.0,20.0,24.0,38.0,2.0,410.0,429.0,57.0,84.0,22.0,39.0,48.0,4.0,26.0,127.0,71.0,42.0,12.0,8.0,6.0,6.0,13.0,12.0,14.0,32.0,515.0,4.0,6.0,18.0,479,25.0,44.0,1.0,317.0,93.0,4.0,5.0,24.0,50.0,167.0,3.0,125.0,81.0,11.0,27.0,15.0,1836.0,13.0,25.0,8.0,181.0,45.0,4.0,1.0,71.0,5.0,47.0,114.0,144.0,5.0,8.0,155.0
460,101.0,56.0,406.0,1377.0,17.0,86.0,48.0,64.0,733.0,43.0,164.0,238.0,303.0,358.0,661.0,136.0,3644.0,25.0,27.0,49.0,25.0,63.0,372.0,37.0,54.0,141.0,28.0,92.0,122.0,1418,263.0,200.0,339.0,137.0,180.0,316.0,122.0,59.0,128.0,187.0,44.0,6395.0,1554.0,1474.0,349.0,216.0,415.0,876.0,123.0,152.0,93.0,301.0,134.0,238.0,1413.0,36.0,497.0,436.0,27.0,63.0,17.0,70.0
466,8.0,10.0,7.0,1.0,1.0,36.0,42.0,17.0,3.0,3.0,19.0,3.0,5.0,39.0,39.0,5.0,111.0,25.0,7.0,4.0,4.0,121.0,11.0,18.0,1.0,2.0,3.0,4.0,14.0,17,1.0,27.0,3.0,4.0,23.0,3.0,3.0,5.0,5.0,24.0,5.0,4.0,4.0,1.0,8.0,9.0,28.0,12.0,15.0,3.0,22.0,5.0,9.0,12.0,28.0,6.0,8.0,6.0,9.0,0.0,5.0,17.0
468,247.0,754.0,34.0,2875.0,65.0,2238.0,6921.0,2150.0,372.0,338.0,1011.0,587.0,32.0,939.0,1428.0,1170.0,13794.0,234.0,82.0,355.0,42.0,11820.0,333.0,656.0,1203.0,1517.0,40.0,75.0,693.0,3408,1024.0,4479.0,673.0,698.0,909.0,707.0,1555.0,670.0,777.0,4236.0,1439.0,1530.0,556.0,652.0,1678.0,218.0,54.0,324.0,2263.0,289.0,1436.0,346.0,2058.0,424.0,1944.0,94.0,461.0,277.0,323.0,51.0,79.0,1184.0
470,61.0,282.0,22.0,17.0,25.0,2977.0,195.0,124.0,20.0,276.0,153.0,20.0,24.0,693.0,549.0,919.0,698.0,2457.0,280.0,576.0,38.0,49077.0,679.0,651.0,25.0,286.0,1159.0,29.0,285.0,1776,36.0,112.0,712.0,21.0,2052.0,22.0,19.0,1619.0,285.0,2655.0,24.0,66.0,21.0,28.0,156.0,17.0,58.0,37.0,176.0,19.0,254.0,47.0,67.0,259.0,40.0,1692.0,36.0,79.0,29.0,25.0,20.0,1197.0
473,4.0,2.0,1.0,2.0,13.0,8.0,1.0,6.0,0.0,0.0,6.0,7.0,2.0,4.0,2.0,7.0,38.0,2.0,6.0,4.0,2.0,0.0,1.0,3.0,6.0,12.0,2.0,2.0,6.0,77,4.0,4.0,1.0,41.0,8.0,5.0,5.0,4.0,12.0,13.0,11.0,1.0,5.0,3.0,7.0,5.0,10.0,5.0,3.0,2.0,1.0,1.0,3.0,5.0,8.0,2.0,4.0,2.0,1.0,6.0,3.0,3.0
475,25.0,2.0,5.0,32.0,20.0,13.0,17.0,228.0,14.0,23.0,34.0,46.0,9.0,14.0,171.0,26.0,251.0,8.0,27.0,9.0,30.0,8.0,11.0,9.0,407.0,122.0,11.0,35.0,22.0,5258,30.0,5.0,11.0,2178.0,226.0,9.0,65.0,15.0,15.0,111.0,803.0,15.0,29.0,27.0,277.0,3.0,20.0,15.0,13.0,25.0,22.0,10.0,40.0,15.0,9.0,9.0,17.0,8.0,50.0,43.0,30.0,3.0
476,17.0,0.0,3.0,3.0,3.0,6.0,13.0,198.0,3.0,27.0,3.0,26.0,8.0,17.0,180.0,7.0,53.0,3.0,8.0,2.0,20.0,7.0,7.0,8.0,78.0,76.0,0.0,52.0,6.0,4805,19.0,3.0,4.0,734.0,90.0,3.0,2.0,0.0,11.0,89.0,4.0,1.0,10.0,8.0,48.0,0.0,4.0,4.0,7.0,17.0,0.0,2.0,23.0,4.0,5.0,2.0,18.0,5.0,0.0,3.0,22.0,19.0
48,5.0,6.0,2.0,6.0,6.0,12.0,6.0,14.0,3.0,1.0,7.0,3.0,4.0,2.0,7.0,5.0,30.0,0.0,5.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,7.0,7.0,3.0,61,4.0,4.0,7.0,17.0,8.0,6.0,7.0,4.0,4.0,18.0,9.0,8.0,8.0,5.0,16.0,5.0,3.0,7.0,5.0,5.0,2.0,4.0,8.0,3.0,21.0,2.0,6.0,4.0,0.0,3.0,4.0,4.0
485,15.0,75.0,6.0,10.0,6.0,148.0,2.0,7.0,9.0,17.0,4.0,16.0,13.0,9.0,2.0,11.0,14.0,3.0,4.0,15.0,10.0,2.0,4.0,6.0,71.0,281.0,672.0,33.0,12.0,2268,12.0,5.0,110.0,2074.0,53.0,4.0,3.0,451.0,6.0,38.0,5.0,14.0,23.0,11.0,22.0,50.0,3.0,14.0,6.0,9.0,1.0,24.0,319.0,8.0,19.0,298.0,10.0,88.0,5.0,1.0,14.0,66.0
486,90.0,3.0,3.0,4.0,11.0,30.0,29.0,33.0,7.0,335.0,74.0,490.0,9.0,208.0,80.0,36.0,5026.0,30.0,5.0,138.0,8.0,5.0,48.0,17.0,21.0,387.0,36.0,18.0,143.0,52,283.0,205.0,114.0,556.0,82.0,5.0,95.0,34.0,45.0,50.0,25.0,1.0,83.0,9.0,15.0,115.0,7.0,72.0,141.0,35.0,12.0,8.0,16.0,9.0,13.0,65.0,90.0,23.0,21.0,3.0,11.0,189.0
491,39.0,64.0,12.0,107.0,34.0,138.0,45.0,355.0,109.0,120.0,79.0,146.0,11.0,142.0,302.0,639.0,536.0,13.0,22.0,165.0,13.0,800.0,79.0,100.0,54.0,306.0,23.0,37.0,135.0,816,94.0,67.0,96.0,288.0,105.0,22.0,485.0,282.0,65.0,143.0,55.0,52.0,1526.0,38.0,84.0,333.0,17.0,30.0,214.0,185.0,109.0,50.0,606.0,135.0,491.0,9.0,817.0,43.0,98.0,11.0,16.0,245.0
493,84.0,13.0,3.0,3.0,6.0,26.0,8.0,37.0,8.0,14.0,12.0,38.0,4.0,65.0,9.0,22.0,225.0,4.0,7.0,17.0,0.0,6.0,43.0,14.0,2.0,153.0,1.0,6.0,17.0,61,50.0,18.0,52.0,58.0,26.0,4.0,34.0,42.0,48.0,75.0,3.0,20.0,58.0,4.0,101.0,26.0,25.0,30.0,12.0,57.0,9.0,6.0,3.0,4.0,9.0,2.0,20.0,11.0,5.0,5.0,6.0,51.0
495,7.0,2.0,4.0,2.0,2.0,4.0,7.0,266.0,3.0,8.0,11.0,7.0,0.0,6.0,73.0,9.0,30.0,1.0,4.0,3.0,6.0,1.0,7.0,5.0,20.0,69.0,1.0,10.0,6.0,1275,6.0,5.0,2.0,48.0,28.0,2.0,63.0,7.0,2.0,29.0,2.0,2.0,3.0,5.0,94.0,8.0,5.0,1.0,4.0,5.0,1.0,2.0,48.0,1.0,8.0,0.0,9.0,3.0,2.0,29.0,5.0,7.0
50,97.0,3.0,4.0,38.0,10.0,20.0,34.0,27.0,61.0,155.0,4.0,35.0,26.0,31.0,7.0,15.0,89.0,8.0,10.0,7.0,5.0,11.0,7.0,3.0,4395.0,8.0,20.0,3.0,30.0,142,35.0,6.0,32.0,39.0,3.0,5.0,1.0,65.0,6.0,6911.0,11.0,27.0,5.0,32.0,44.0,25.0,18.0,48.0,3.0,2.0,2.0,9.0,21.0,3.0,36.0,21.0,47.0,2.0,3.0,5.0,6.0,6.0
501,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,16.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,14,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0
503,1.0,0.0,0.0,6.0,1.0,9.0,1.0,18.0,0.0,2.0,2.0,2.0,1.0,1.0,48.0,3.0,27.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,0.0,7.0,177,4.0,1.0,0.0,2.0,6.0,0.0,3.0,3.0,1.0,26.0,2.0,1.0,4.0,1.0,17.0,4.0,8.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0
506,6.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,10,1.0,0.0,193.0,2.0,1.0,1.0,0.0,254.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,20.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0
507,1.0,0.0,0.0,0.0,0.0,9.0,5.0,31.0,1.0,1.0,1.0,2.0,0.0,1.0,12.0,0.0,22.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0,2.0,218,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
508,11.0,0.0,1.0,1.0,0.0,8.0,8.0,55.0,2.0,13.0,20.0,6.0,4.0,22.0,59.0,5.0,39.0,2.0,1.0,2.0,14.0,3.0,1.0,2.0,4.0,2.0,0.0,10.0,7.0,2664,14.0,5.0,3.0,1.0,99.0,0.0,8.0,2.0,4.0,19.0,3.0,1.0,4.0,0.0,128.0,0.0,4.0,1.0,1.0,7.0,0.0,3.0,46.0,1.0,4.0,1.0,8.0,3.0,0.0,4.0,15.0,9.0
520,8.0,1.0,2.0,1.0,3.0,14.0,6.0,9.0,1.0,4.0,5.0,0.0,1.0,4.0,3.0,0.0,84.0,1.0,2.0,3.0,2.0,1.0,6.0,2.0,8.0,1.0,3.0,0.0,10.0,48,4.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0,0.0,7.0,2.0,3.0,3.0,1.0,1.0,3.0,16.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,10.0,1.0,4.0,0.0,5.0,2.0,2.0,2.0
521,5.0,5.0,3.0,9.0,81.0,12.0,4.0,13.0,3.0,4.0,7.0,9.0,4.0,7.0,5.0,26.0,25.0,1.0,14.0,7.0,3.0,3.0,1.0,8.0,5.0,16.0,1.0,2.0,7.0,157,6.0,4.0,2.0,15.0,2.0,4.0,5.0,14.0,50.0,8.0,65.0,2.0,16.0,10.0,9.0,6.0,58.0,4.0,11.0,10.0,5.0,2.0,3.0,25.0,2.0,1.0,13.0,6.0,2.0,11.0,5.0,3.0
522,6.0,6.0,8.0,7.0,16.0,22.0,2.0,28.0,7.0,8.0,12.0,11.0,3.0,13.0,13.0,30.0,51.0,9.0,18.0,9.0,8.0,11.0,21.0,10.0,10.0,14.0,5.0,9.0,15.0,233,11.0,11.0,11.0,10.0,11.0,27.0,8.0,3.0,8.0,18.0,14.0,12.0,23.0,9.0,41.0,16.0,24.0,7.0,9.0,11.0,5.0,6.0,11.0,4.0,14.0,1.0,22.0,8.0,13.0,16.0,14.0,7.0
523,969.0,3002.0,1631.0,2131.0,150.0,10516.0,303.0,5397.0,1210.0,351.0,3024.0,690.0,1066.0,2145.0,1724.0,1828.0,7133.0,321.0,1259.0,776.0,337.0,1787.0,526.0,2523.0,7094.0,7715.0,641.0,420.0,1163.0,42245,1004.0,1367.0,3327.0,3469.0,686.0,128.0,3404.0,596.0,1047.0,3154.0,124.0,3590.0,4890.0,1755.0,3629.0,1506.0,39241.0,4051.0,638.0,6481.0,2048.0,897.0,3443.0,528.0,2507.0,191.0,1326.0,2329.0,379.0,9702.0,320.0,540.0
524,50.0,116.0,617.0,257.0,28.0,81.0,15.0,911.0,64.0,138.0,107.0,119.0,15.0,163.0,177.0,180.0,1251.0,485.0,6.0,93.0,7.0,26.0,469.0,39.0,49.0,315.0,14.0,43.0,121.0,942,170.0,444.0,21.0,100.0,42.0,11.0,575.0,121.0,193.0,198.0,98.0,1309.0,5494.0,346.0,36.0,561.0,3084.0,363.0,365.0,192.0,119.0,41.0,14.0,60.0,759.0,8.0,44.0,1035.0,455.0,6.0,18.0,58.0
525,259.0,271.0,514.0,8378.0,65.0,20093.0,166.0,585.0,1334.0,207.0,781.0,229.0,1164.0,502.0,1212.0,1515.0,3244.0,24.0,54.0,367.0,109.0,860.0,89.0,1567.0,143.0,870.0,2700.0,187.0,338.0,5359,794.0,373.0,615.0,95.0,94.0,1839.0,2740.0,419.0,227.0,396.0,116.0,2642.0,5977.0,1934.0,285.0,1390.0,357.0,2049.0,179.0,11188.0,984.0,424.0,3241.0,349.0,4477.0,907.0,513.0,1794.0,116.0,57.0,98.0,325.0
531,14.0,1.0,3.0,4.0,1.0,9.0,7.0,13.0,0.0,4.0,2.0,3.0,6.0,4.0,7.0,11.0,56.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,6.0,5.0,3.0,7.0,7.0,40,5.0,3.0,5.0,12.0,24.0,4.0,2.0,2.0,1.0,16.0,4.0,4.0,14.0,4.0,5.0,7.0,2.0,2.0,1.0,12.0,2.0,1.0,0.0,3.0,8.0,3.0,4.0,9.0,4.0,1.0,4.0,6.0
532,16.0,3.0,4.0,7.0,4.0,14.0,8.0,4.0,6.0,6.0,1.0,8.0,4.0,3.0,7.0,3.0,44.0,4.0,5.0,12.0,7.0,10.0,11.0,1.0,4.0,3.0,3.0,8.0,17.0,289,13.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,9.0,11.0,3.0,5.0,5.0,5.0,9.0,12.0,3.0,3.0,2.0,2.0,0.0,7.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0
535,891.0,2397.0,2568.0,177.0,90.0,3283.0,241.0,8185.0,442.0,2357.0,815.0,1093.0,899.0,5200.0,1343.0,2676.0,282.0,3485.0,145.0,118.0,47.0,4818.0,3880.0,1010.0,1493.0,4179.0,12695.0,163.0,126.0,2578,222.0,725.0,5841.0,1215.0,439.0,59.0,360.0,3423.0,1236.0,188.0,114.0,1151.0,6153.0,43.0,200.0,2028.0,101.0,1265.0,953.0,41.0,874.0,787.0,340.0,923.0,2809.0,34.0,1310.0,7835.0,1613.0,74.0,102.0,1588.0
538,234.0,339.0,1271.0,2479.0,177.0,1952.0,89.0,2155.0,1191.0,309.0,618.0,152.0,210.0,294.0,1056.0,1069.0,64.0,128.0,37507.0,131.0,50.0,4677.0,288.0,770.0,154.0,1088.0,167.0,87.0,347.0,4691,82.0,197.0,326.0,482.0,993.0,2218.0,1221.0,1275.0,207.0,1170.0,48.0,3075.0,163.0,3084.0,634.0,181.0,657.0,270.0,401.0,41.0,604.0,452.0,2086.0,570.0,2473.0,789.0,466.0,328.0,46.0,221.0,76.0,734.0
539,210.0,488.0,2227.0,232.0,67.0,862.0,81.0,172.0,140.0,47.0,232.0,163.0,94.0,2082.0,1700.0,534.0,1938.0,68.0,64.0,255.0,60.0,1130.0,874.0,204.0,449.0,706.0,66.0,59.0,304.0,650,53.0,1221.0,912.0,393.0,1074.0,35.0,179.0,2195.0,695.0,899.0,1089.0,1267.0,2478.0,204.0,431.0,606.0,3994.0,111.0,977.0,649.0,271.0,750.0,790.0,283.0,9110.0,13.0,906.0,4196.0,381.0,4675.0,70.0,407.0
540,227.0,1209.0,2051.0,1231.0,687.0,19377.0,2792.0,456.0,2162.0,2663.0,1116.0,1768.0,394.0,4144.0,1233.0,6386.0,23143.0,829.0,570.0,4136.0,500.0,1068.0,2607.0,2991.0,117.0,1740.0,308.0,320.0,6760.0,7183,2034.0,3664.0,590.0,402.0,707.0,753.0,3069.0,2085.0,1074.0,1009.0,20029.0,1376.0,5371.0,2467.0,1398.0,3243.0,8803.0,3097.0,4894.0,7582.0,986.0,66.0,335.0,1638.0,1642.0,449.0,2105.0,552.0,2533.0,76570.0,156.0,721.0
