seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
X,Xu_2009_SUTs,transcript,261117,262429,.,+,.,ID=ST1772;Name=SUT208;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5467;expr_in_YPE/YPD=-0.0635636679451328;expr_in_YPGal/YPD=0.293442931074662;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.33012840198106;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.847598022732237;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT208
X,Xu_2009_SUTs,transcript,289653,291069,.,+,.,"ID=ST1778;Name=SUT209;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST5476;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.28097540344242;expr_in_YPGal/YPD=-0.802509807452416;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.26650464021637,-0.896744101338905;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.219728246925344,-0.159152120144504;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.58626827760926;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.674637860878946",SUT209
X,Xu_2009_SUTs,transcript,319305,319801,.,-,.,ID=ST5489;Name=SUT631;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1785;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1784;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.868325806869873;expr_in_YPGal/YPD=0.273965118111338;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.60996614128535;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.762431533848248;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.702769254869573;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0587703388704837,SUT631
X,Xu_2009_SUTs,transcript,339817,342265,.,-,.,ID=ST5494;Name=SUT632;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1795;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1794;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.625941751191825;expr_in_YPGal/YPD=-0.531940771389328;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.15805401867407;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.336714369060751;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.2893018726208;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0480153495902851,SUT632
X,Xu_2009_SUTs,transcript,356081,358049,.,-,.,ID=ST5498;Name=SUT633;end_confidence=mapped3;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1799;expr_in_YPE/YPD=-0.24682844103729;expr_in_YPGal/YPD=-0.248796248219611;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=3.92918301536874;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.00578089532782133;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT633
X,Xu_2009_SUTs,transcript,375045,375765,.,+,.,ID=ST1803;Name=SUT210;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5501;expr_in_YPE/YPD=0.00379010322182571;expr_in_YPGal/YPD=-0.585779562564246;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.88204400807657;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.359730735756801;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT210
X,Xu_2009_SUTs,transcript,404065,405145,.,-,.,ID=ST5508;Name=SUT634;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1813;expr_in_YPE/YPD=0.120316935665378;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.889914126751229;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.45747077198009;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT634
X,Xu_2009_SUTs,transcript,415142,415390,.,+,.,ID=ST1816;Name=SUT211;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST5512;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=1.26987415479415;expr_in_YPGal/YPD=-0.46107297068439;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.655515441791826;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0954108714542192,SUT211
X,Xu_2009_SUTs,transcript,432218,432762,.,-,.,ID=ST5517;Name=SUT635;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1819;expr_in_YPE/YPD=-0.103136949125739;expr_in_YPGal/YPD=-0.0373672978230406;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.741412825606378;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.21835345395999;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT635
X,Xu_2009_SUTs,transcript,434706,434962,.,-,.,"ID=ST5519;Name=SUT636;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1820,ST1821;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1820;expr_in_YPE/YPD=-0.221089176218154;expr_in_YPGal/YPD=0.163682019599096;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.8010808819354;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.499872796977935;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.8010808819354;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.499872796977935",SUT636
X,Xu_2009_SUTs,transcript,434926,435118,.,+,.,ID=ST1820;Name=SUT212;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST5519;shares_5NFR_in_tandem_with=ST1821;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.8010808819354;expr_in_YPGal/YPD=-0.499872796977935;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.221089176218154;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.163682019599096;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.221089176218154;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.163682019599096,SUT212
X,Xu_2009_SUTs,transcript,452115,453435,.,-,.,"ID=ST5524;Name=SUT637;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1827;initiates_from_3NFR_of_and_same_strand_to=ST5525;sense_antisense_pair_with=ST1826;expr_in_YPE/YPD=-1.28129679854331;expr_in_YPGal/YPD=-1.15689897478023;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.867569375195376,1.89929796633982;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.674021906227212,0.752426192078088;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT637
X,Xu_2009_SUTs,transcript,454763,454939,.,-,.,ID=ST5526;Name=SUT638;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT638
X,Xu_2009_SUTs,transcript,457935,458647,.,+,.,"ID=ST1829;Name=SUT213;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5527,ST5528;expr_in_YPE/YPD=-1.03159168779885;expr_in_YPGal/YPD=-0.387572945788218;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.313052687413196,-0.062184908288788;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.740918417766506,0.556792517747171;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT213
X,Xu_2009_SUTs,transcript,459447,459839,.,+,.,"ID=ST1831;Name=SUT214;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5528,ST5529;expr_in_YPE/YPD=-0.832830171395532;expr_in_YPGal/YPD=0.106885809949347;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.062184908288788,-0.24446491439057;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.556792517747171,-0.243381406530539;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT214
X,Xu_2009_SUTs,transcript,496979,497219,.,-,.,ID=ST5540;Name=SUT639;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1840;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1839;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.205779424400127;expr_in_YPGal/YPD=-1.52583692931992;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.353446871218439;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.225691603080464;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.03421440330228;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.129253614789726,SUT639
X,Xu_2009_SUTs,transcript,524115,524579,.,-,.,ID=ST5547;Name=SUT640;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST5548;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT640
X,Xu_2009_SUTs,transcript,525971,526667,.,-,.,"ID=ST5549;Name=SUT641;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1845,ST1846;expr_in_YPE/YPD=-0.439271831508473;expr_in_YPGal/YPD=-0.439271831508473;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.71138066161664,1.51708366715256;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.390752376639307,0.97267791606366;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT641
X,Xu_2009_SUTs,transcript,525991,526279,.,+,.,ID=ST1845;Name=SUT215;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5549;expr_in_YPE/YPD=0.71138066161664;expr_in_YPGal/YPD=-0.390752376639307;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.439271831508473;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.439271831508473;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT215
X,Xu_2009_SUTs,transcript,539555,540531,.,-,.,ID=ST5553;Name=SUT642;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1852;expr_in_YPE/YPD=-1.12866943532651;expr_in_YPGal/YPD=-0.496061751181488;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.513402041536651;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.216486801371496;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT642
X,Xu_2009_SUTs,transcript,605936,607424,.,-,.,ID=ST5574;Name=SUT643;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT643
X,Xu_2009_SUTs,transcript,608996,609500,.,+,.,ID=ST1871;Name=SUT216;end_confidence=mapped3;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT216
X,Xu_2009_SUTs,transcript,610936,612088,.,-,.,"ID=ST5577;Name=SUT644;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1874;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.37333580299734;expr_in_YPGal/YPD=-0.478877330682808;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=6.48517683314683,1.01001591137584;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0,0.293840783636452;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.68260272290013;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.607550195700357",SUT644
X,Xu_2009_SUTs,transcript,623060,623332,.,-,.,ID=ST5582;Name=SUT645;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1880;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.459500407976837;expr_in_YPGal/YPD=-0.913388916941543;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.44490963059129;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.529894720910804;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.98152225601833;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.537084668550321,SUT645
X,Xu_2009_SUTs,transcript,623192,623536,.,+,.,ID=ST1879;Name=SUT217;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5582;expr_in_YPE/YPD=-1.44490963059129;expr_in_YPGal/YPD=-0.529894720910804;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.459500407976837;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.913388916941543;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT217
X,Xu_2009_SUTs,transcript,626844,628722,.,-,.,ID=ST5583;Name=SUT646;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1882;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.281549688582855;expr_in_YPGal/YPD=0.057951429459258;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.44859263260591;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.267581505854594;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.561737368336499;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.00359087007401282,SUT646
X,Xu_2009_SUTs,transcript,639042,639762,.,-,.,ID=ST5587;Name=SUT647;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1886;expr_in_YPE/YPD=-0.379301203166249;expr_in_YPGal/YPD=-0.334103916758375;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-2.06909318946781;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.688881499366278;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT647
X,Xu_2009_SUTs,transcript,640810,641802,.,-,.,ID=ST5589;Name=SUT648;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1887;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.232361138608119;expr_in_YPGal/YPD=-0.168848999369542;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-2.06909318946781;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.688881499366278;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.56662487501271;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.955008216951897,SUT648
X,Xu_2009_SUTs,transcript,647122,647282,.,-,.,ID=ST5592;Name=SUT649;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT649
X,Xu_2009_SUTs,transcript,703402,705458,.,-,.,ID=ST5608;Name=SUT650;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1905;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.435426129858655;expr_in_YPGal/YPD=-0.328779117406318;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.66460471490141;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.530628777450666;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.606230266308063;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.547487086983085,SUT650
X,Xu_2009_SUTs,transcript,721938,724210,.,-,.,ID=ST5611;Name=SUT651;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1908;expr_in_YPE/YPD=-0.108606711274065;expr_in_YPGal/YPD=-0.237664169954008;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.58123795997246;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.395085507532969;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT651
XI,Xu_2009_SUTs,transcript,6060,7820,.,-,.,ID=ST5613;Name=SUT652;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1909;expr_in_YPE/YPD=-0.614932253460961;expr_in_YPGal/YPD=0.0439198434118793;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.51708369213479;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT652
XI,Xu_2009_SUTs,transcript,13675,14347,.,-,.,ID=ST5615;Name=SUT653;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST1910;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.402557864899476;expr_in_YPGal/YPD=-0.0927839189327437;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.18008289822422;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-1.35100211967958,SUT653
XI,Xu_2009_SUTs,transcript,16541,17133,.,-,.,ID=ST5616;Name=SUT654;end_confidence=mapped3;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT654
XI,Xu_2009_SUTs,transcript,18501,19741,.,-,.,"ID=ST5618;Name=SUT655;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST1912,ST1913;expr_in_YPE/YPD=0.607755135055351;expr_in_YPGal/YPD=0.618151843872346;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-2.1226297964155,-1.28689789331645;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.553776793776604,-0.432518911014081;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT655
XI,Xu_2009_SUTs,transcript,18569,19681,.,+,.,ID=ST1912;Name=SUT218;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST5617;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-2.1226297964155;expr_in_YPGal/YPD=-0.553776793776604;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.607755135055351;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.618151843872346;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.32888198788731;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.00269192553670417,SUT218
XI,Xu_2009_SUTs,transcript,19681,21145,.,+,.,"ID=ST1913;Name=SUT219;end_confidence=mapped3;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST5618,ST5619;expr_in_YPE/YPD=-1.28689789331645;expr_in_YPGal/YPD=-0.432518911014081;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.607755135055351,1.42454264853822;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.618151843872346,0;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT219
