PPI_1,PPI_2
EMP47:RBD2,RBD2:HNM1
EMP47:RBD2,ERV25:RBD2
EMP47:RBD2,EMP47:ERV25
COS8:ERG11,PIS1:ERG11
COS8:ERG11,ERG5:ERG11
COS8:ERG11,ERV25:ERG11
COS8:ERG11,ERG11:ACF2
COS8:ERG11,ERG11:SSH1
COS8:ERG11,ERG11:ORM2
COS8:ERG11,ERG11:TPO4
COS8:ERG11,ERG11:HYR1
SHR3:PIS1,PIS1:ERG11
SHR3:PIS1,PIS1:ERV25
BAP2:ERV25,SSH1:ERV25
BAP2:ERV25,ERV25:ORM2
BAP2:ERV25,ERV25:ERG11
BAP2:ERV25,ERV25:RBD2
BAP2:ERV25,EMP47:ERV25
BAP2:ERV25,ERV25:UIP4
BAP2:ERV25,PIS1:ERV25
ERG11:NCP1,PIS1:ERG11
ERG11:NCP1,ERG5:ERG11
ERG11:NCP1,ERV25:ERG11
ERG11:NCP1,ERG11:ACF2
ERG11:NCP1,ERG11:SSH1
ERG11:NCP1,ERG11:ORM2
ERG11:NCP1,ERG11:TPO4
ERG11:NCP1,ERG11:HYR1
PMC1:VMA13,PMC1:CTR2
ERG26:ORM2,ERV25:ORM2
ERG26:ORM2,ORM2:SSH1
ERG26:ORM2,ERG11:ORM2
WBP1:ERG11,PIS1:ERG11
WBP1:ERG11,ERG5:ERG11
WBP1:ERG11,ERV25:ERG11
WBP1:ERG11,ERG11:ACF2
WBP1:ERG11,ERG11:SSH1
WBP1:ERG11,ERG11:ORM2
WBP1:ERG11,ERG11:TPO4
WBP1:ERG11,ERG11:HYR1
PIS1:ERG11,ERG11:YKL088W
PIS1:ERG11,ERG11:ERG3
PIS1:ERG11,ERG11:FLC1
PIS1:ERG11,SRP14:ERG11
PIS1:ERG11,SEY1:PIS1
PIS1:ERG11,ERG11:DAL5
PIS1:ERG11,ERV29:ERG11
PIS1:ERG11,YOR1:ERG11
PIS1:ERG11,ERG25:ERG11
PIS1:ERG11,ERG11:SIS2
PIS1:ERG11,ERG5:ERG11
PIS1:ERG11,ERG11:PKR1
PIS1:ERG11,ERG11:HXT1
PIS1:ERG11,VMA21:ERG11
PIS1:ERG11,ERG11:PPZ1
PIS1:ERG11,ERV25:ERG11
PIS1:ERG11,ERG11:NDI1
PIS1:ERG11,KRE27:PIS1
PIS1:ERG11,ERG11:OSH6
PIS1:ERG11,ERG11:LAC1
PIS1:ERG11,ERP1:PIS1
PIS1:ERG11,SUR2:ERG11
PIS1:ERG11,OLE1:ERG11
PIS1:ERG11,NDC1:PIS1
PIS1:ERG11,ERG11:ACF2
PIS1:ERG11,EHT1:ERG11
PIS1:ERG11,ERG11:SSH1
PIS1:ERG11,NCP1:PIS1
PIS1:ERG11,YKL088W:PIS1
PIS1:ERG11,CHO2:ERG11
PIS1:ERG11,AYR1:PIS1
PIS1:ERG11,ERG11:SPC1
PIS1:ERG11,ERG11:EPT1
PIS1:ERG11,PHO88:ERG11
PIS1:ERG11,ERG11:SOP4
PIS1:ERG11,ERG11:ORM2
PIS1:ERG11,ERV29:PIS1
PIS1:ERG11,MSC7:PIS1
PIS1:ERG11,GPI17:ERG11
PIS1:ERG11,ERG11:KES1
PIS1:ERG11,ERG11:SCS7
PIS1:ERG11,SIS2:PIS1
PIS1:ERG11,ERG11:SPC2
PIS1:ERG11,SHR3:ERG11
PIS1:ERG11,ERG5:PIS1
PIS1:ERG11,COS4:ERG11
PIS1:ERG11,PPZ1:PIS1
PIS1:ERG11,ERG11:SEC62
PIS1:ERG11,SHU1:ERG11
PIS1:ERG11,ERG11:CPT1
PIS1:ERG11,PIS1:ERV25
PIS1:ERG11,ERG11:SEY1
PIS1:ERG11,OSH6:PIS1
PIS1:ERG11,ERG11:TPO4
PIS1:ERG11,SLC1:ERG11
PIS1:ERG11,ERG11:GTT1
PIS1:ERG11,ERG11:VHS3
PIS1:ERG11,ERG11:HYR1
PIS1:ERG11,ROD1:PIS1
PIS1:ERG11,ERG11:ILM1
PIS1:ERG11,ERG11:STE24
PIS1:ERG11,TCB3:PIS1
PIS1:ERG11,ERG11:PHO86
DHH1:PUF4,DHH1:LSM3
DHH1:PUF4,DHH1:SRO9
HNM1:WSC3,TPO4:HNM1
HNM1:WSC3,RBD2:HNM1
HNM1:WSC3,TPO2:HNM1
HNM1:WSC3,HNM1:MID2
HNM1:WSC3,MAM33:HNM1
HNM1:WSC3,PLM2:HNM1
HNM1:OSH7,TPO4:HNM1
HNM1:OSH7,RBD2:HNM1
HNM1:OSH7,TPO2:HNM1
HNM1:OSH7,HNM1:MID2
HNM1:OSH7,MAM33:HNM1
HNM1:OSH7,PLM2:HNM1
ARP2:PGM2,PGM2:ADE17
SSH1:ERV25,SSH1:GOT1
SSH1:ERV25,SSH1:ERP4
SSH1:ERV25,EPT1:ERV25
SSH1:ERV25,PHO88:ERV25
SSH1:ERV25,MCD4:ERV25
SSH1:ERV25,ERV25:ORM2
SSH1:ERV25,CBR1:ERV25
SSH1:ERV25,ERV25:SCS7
SSH1:ERV25,SHR3:ERV25
SSH1:ERV25,ERV25:ERG11
SSH1:ERV25,PHO88:SSH1
SSH1:ERV25,COS4:ERV25
SSH1:ERV25,ERP5:ERV25
SSH1:ERV25,ERV25:CPT1
SSH1:ERV25,ORM2:SSH1
SSH1:ERV25,ERV25:SEY1
SSH1:ERV25,GTT1:ERV25
SSH1:ERV25,ERV25:VHS3
SSH1:ERV25,ERV25:RBD2
SSH1:ERV25,SSH1:SCS7
SSH1:ERV25,ERG11:SSH1
SSH1:ERV25,ERV25:YDC1
SSH1:ERV25,SSH1:VHS3
SSH1:ERV25,ERV25:SWP1
SSH1:ERV25,KRE27:ERV25
SSH1:ERV25,ERP1:ERV25
SSH1:ERV25,EMP47:ERV25
SSH1:ERV25,ERV25:UIP4
SSH1:ERV25,SSH1:SWP1
SSH1:ERV25,WBP1:ERV25
SSH1:ERV25,ERV25:ALG5
SSH1:ERV25,PIS1:ERV25
SSH1:ERV25,ERP1:SSH1
SSH1:ERV25,YBR241C:ERV25
SSH1:ERV25,ERG3:ERV25
ERG11:YKL088W,ERG5:ERG11
ERG11:YKL088W,ERV25:ERG11
ERG11:YKL088W,ERG11:ACF2
ERG11:YKL088W,ERG11:SSH1
ERG11:YKL088W,ERG11:ORM2
ERG11:YKL088W,ERG11:TPO4
ERG11:YKL088W,ERG11:HYR1
VAC8:VMA7,SNA4:VAC8
WSC2:WSC3,WSC2:MID2
IML2:ALO1,HYR1:ALO1
IML2:ALO1,UIP4:ALO1
IML2:ALO1,ALO1:HUG1
OSH7:WSC2,WSC2:MID2
GDI1:HNM1,TPO4:HNM1
GDI1:HNM1,RBD2:HNM1
GDI1:HNM1,TPO2:HNM1
GDI1:HNM1,HNM1:MID2
GDI1:HNM1,MAM33:HNM1
GDI1:HNM1,PLM2:HNM1
ERG11:ERG3,ERG5:ERG11
ERG11:ERG3,ERV25:ERG11
ERG11:ERG3,ERG11:ACF2
ERG11:ERG3,ERG11:SSH1
ERG11:ERG3,ERG11:ORM2
ERG11:ERG3,ERG11:TPO4
ERG11:ERG3,ERG11:HYR1
ERP1:RET2,EMP47:RET2
ERP1:RET2,SNA3:RET2
FMP45:FCY2,FMP45:MID2
MSC7:ORM2,ERV25:ORM2
MSC7:ORM2,ORM2:SSH1
MSC7:ORM2,ERG11:ORM2
VAC8:PIB2,SNA4:VAC8
YBL039W-A:ALO1,HYR1:ALO1
YBL039W-A:ALO1,UIP4:ALO1
YBL039W-A:ALO1,ALO1:HUG1
ALO1:PGM2,PGM2:ADE17
ALO1:PGM2,HYR1:ALO1
ALO1:PGM2,UIP4:ALO1
ALO1:PGM2,ALO1:HUG1
MAM33:SFK1,MAM33:MID2
MAM33:SFK1,MAM33:HNM1
RIM1:TPO2,TPO2:HNM1
RIM1:TPO2,TPO2:TPO1
PST2:TPO4,TPO4:HNM1
PST2:TPO4,ERG11:TPO4
ERG11:FLC1,ERG5:ERG11
ERG11:FLC1,ERV25:ERG11
ERG11:FLC1,ERG11:ACF2
ERG11:FLC1,ERG11:SSH1
ERG11:FLC1,ERG11:ORM2
ERG11:FLC1,ERG11:TPO4
ERG11:FLC1,ERG11:HYR1
DHH1:CAF40,DHH1:LSM3
DHH1:CAF40,DHH1:SRO9
YPT31:ALO1,HYR1:ALO1
YPT31:ALO1,UIP4:ALO1
YPT31:ALO1,ALO1:HUG1
SSH1:GOT1,ORM2:SSH1
SSH1:GOT1,ERG11:SSH1
EMP47:COT1,EMP47:RET2
EMP47:COT1,EMP47:ERV25
FMP45:HXT5,FMP45:MID2
RET2:RET3,EMP47:RET2
RET2:RET3,SNA3:RET2
TMS1:PMC1,PMC1:CTR2
SRP14:ERG11,ERG5:ERG11
SRP14:ERG11,ERV25:ERG11
SRP14:ERG11,ERG11:ACF2
SRP14:ERG11,ERG11:SSH1
SRP14:ERG11,ERG11:ORM2
SRP14:ERG11,ERG11:TPO4
SRP14:ERG11,ERG11:HYR1
ERG25:ORM2,ERV25:ORM2
ERG25:ORM2,ORM2:SSH1
ERG25:ORM2,ERG11:ORM2
SNA3:VMA13,SNA3:RET2
SNA3:VMA13,PLM2:SNA3
DHH1:LSM4,DHH1:LSM3
DHH1:LSM4,DHH1:SRO9
EMP47:RET2,EMP47:ATG27
EMP47:RET2,CHS3:RET2
EMP47:RET2,RET2:ERV29
EMP47:RET2,SNA3:RET2
EMP47:RET2,YBR241C:EMP47
EMP47:RET2,PLM2:RET2
EMP47:RET2,ARF1:RET2
EMP47:RET2,EMP47:PMC1
EMP47:RET2,RET2:YMR010W
EMP47:RET2,RET2:SUR1
EMP47:RET2,EMP47:ERV29
EMP47:RET2,RET2:AUR1
EMP47:RET2,ARF1:EMP47
EMP47:RET2,EMP47:ERV25
EMP47:RET2,RET2:KEX1
EMP47:RET2,EMP47:VPS68
EMP47:RET2,SFT2:RET2
UFD4:TPO1,TPO1:TCB2
UFD4:TPO1,TPO2:TPO1
UFD4:TPO1,TPO1:MID2
PLM2:RCK2,PLM2:HNM1
PLM2:RCK2,PLM2:SNA3
ERG7:SNA3,SNA3:RET2
ERG7:SNA3,PLM2:SNA3
HNM1:MEP3,TPO4:HNM1
HNM1:MEP3,RBD2:HNM1
HNM1:MEP3,TPO2:HNM1
HNM1:MEP3,HNM1:MID2
HNM1:MEP3,MAM33:HNM1
HNM1:MEP3,PLM2:HNM1
YBL029C-A:HYR1,HYR1:ALO1
YBL029C-A:HYR1,HYR1:ADE17
YBL029C-A:HYR1,ERG11:HYR1
TPO4:HNM1,GPA2:HNM1
TPO4:HNM1,RBD2:HNM1
TPO4:HNM1,TPO4:FLC1
TPO4:HNM1,TPO4:LSP1
TPO4:HNM1,TPO2:HNM1
TPO4:HNM1,HNM1:YGR130C
TPO4:HNM1,HNM1:MID2
TPO4:HNM1,YOR1:TPO4
TPO4:HNM1,HNM1:PDR5
TPO4:HNM1,HNM1:YVH1
TPO4:HNM1,HNM1:SWP1
TPO4:HNM1,PLM2:TPO4
TPO4:HNM1,HNM1:YJU3
TPO4:HNM1,RIM1:HNM1
TPO4:HNM1,PPZ1:TPO4
TPO4:HNM1,TPO4:PDR12
TPO4:HNM1,HNM1:MEP1
TPO4:HNM1,HNM1:MSC3
TPO4:HNM1,HNM1:YLR326W
TPO4:HNM1,OSH6:TPO4
TPO4:HNM1,DOP1:HNM1
TPO4:HNM1,PST2:HNM1
TPO4:HNM1,MUP1:TPO4
TPO4:HNM1,HNM1:WSC2
TPO4:HNM1,TCB3:TPO4
TPO4:HNM1,OLE1:TPO4
TPO4:HNM1,GPX2:HNM1
TPO4:HNM1,FLC2:HNM1
TPO4:HNM1,HNM1:SMI1
TPO4:HNM1,HNM1:FLC1
TPO4:HNM1,HNM1:LSP1
TPO4:HNM1,HNM1:QDR2
TPO4:HNM1,MAM33:HNM1
TPO4:HNM1,HNM1:VHT1
TPO4:HNM1,HNM1:YOR1
TPO4:HNM1,FMP45:TPO4
TPO4:HNM1,FTR1:TPO4
TPO4:HNM1,PLM2:HNM1
TPO4:HNM1,HNM1:HXT5
TPO4:HNM1,SFK1:TPO4
TPO4:HNM1,HNM1:HXT1
TPO4:HNM1,HNM1:HXT2
TPO4:HNM1,HNM1:PPZ1
TPO4:HNM1,HNM1:YGL108C
TPO4:HNM1,HNM1:YMR010W
TPO4:HNM1,HNM1:PDR12
TPO4:HNM1,HNM1:YLR413W
TPO4:HNM1,HSP30:TPO4
TPO4:HNM1,SNQ2:HNM1
TPO4:HNM1,HNM1:MUP1
TPO4:HNM1,ERG11:TPO4
TPO4:HNM1,SDS23:HNM1
TPO4:HNM1,HNM1:TCB3
TPO4:HNM1,OSH7:TPO4
TPO4:HNM1,HNM1:SLM1
FMP45:HXT1,FMP45:MID2
DHH1:DCP1,DHH1:LSM3
DHH1:DCP1,DHH1:SRO9
GPA2:HNM1,RBD2:HNM1
GPA2:HNM1,TPO2:HNM1
GPA2:HNM1,HNM1:MID2
GPA2:HNM1,MAM33:HNM1
GPA2:HNM1,PLM2:HNM1
SEC4:ALO1,HYR1:ALO1
SEC4:ALO1,UIP4:ALO1
SEC4:ALO1,ALO1:HUG1
ADE17:SOL1,GIS2:ADE17
ADE17:SOL1,PGM2:ADE17
ADE17:SOL1,HYR1:ADE17
ADE17:SOL1,HUG1:ADE17
FMP45:HXT2,FMP45:MID2
SEC21:RBD2,RBD2:HNM1
SEC21:RBD2,ERV25:RBD2
GPA2:WSC2,WSC2:MID2
ARC40:PGM2,PGM2:ADE17
FMP45:YGL108C,FMP45:MID2
RFS1:MAM33,MAM33:MID2
RFS1:MAM33,MAM33:HNM1
YER113C:RBD2,RBD2:HNM1
YER113C:RBD2,ERV25:RBD2
CDC39:LSM3,DHH1:LSM3
TVP15:PMC1,PMC1:CTR2
GIS2:ADE17,ADE16:ADE17
GIS2:ADE17,DEF1:ADE17
GIS2:ADE17,PGM2:ADE17
GIS2:ADE17,YGR054W:GIS2
GIS2:ADE17,GAR1:GIS2
GIS2:ADE17,EBP2:GIS2
GIS2:ADE17,ADE17:SNC2
GIS2:ADE17,ACB1:ADE17
GIS2:ADE17,ADE17:YNL247W
GIS2:ADE17,GIS2:SRO9
GIS2:ADE17,ADE17:CAF20
GIS2:ADE17,HYR1:ADE17
GIS2:ADE17,SEC27:ADE17
GIS2:ADE17,SEM1:ADE17
GIS2:ADE17,DHH1:GIS2
GIS2:ADE17,SAP155:ADE17
GIS2:ADE17,LYS1:GIS2
GIS2:ADE17,HUG1:ADE17
GIS2:ADE17,PST2:ADE17
GIS2:ADE17,ADE17:HCH1
GIS2:ADE17,DCS1:ADE17
SEY1:PIS1,PIS1:ERV25
ORM2:DFG5,ERV25:ORM2
ORM2:DFG5,ORM2:SSH1
ORM2:DFG5,ERG11:ORM2
EMP47:ATG27,EMP47:ERV25
HYR1:PEX11,HYR1:ALO1
HYR1:PEX11,HYR1:ADE17
HYR1:PEX11,ERG11:HYR1
SSH1:ERP4,ORM2:SSH1
SSH1:ERP4,ERG11:SSH1
FMP45:PDR12,FMP45:MID2
SNA3:KES1,SNA3:RET2
SNA3:KES1,PLM2:SNA3
ALO1:KES1,HYR1:ALO1
ALO1:KES1,UIP4:ALO1
ALO1:KES1,ALO1:HUG1
PLM2:ARB1,PLM2:HNM1
PLM2:ARB1,PLM2:SNA3
RBD2:HNM1,TVP38:RBD2
RBD2:HNM1,GRH1:RBD2
RBD2:HNM1,TPO2:HNM1
RBD2:HNM1,HNM1:YGR130C
RBD2:HNM1,HNM1:MID2
RBD2:HNM1,HNM1:PDR5
RBD2:HNM1,HNM1:YVH1
RBD2:HNM1,HNM1:SWP1
RBD2:HNM1,ERG25:RBD2
RBD2:HNM1,RBD2:COG4
RBD2:HNM1,HNM1:YJU3
RBD2:HNM1,LPP1:RBD2
RBD2:HNM1,RIM1:HNM1
RBD2:HNM1,SFB3:RBD2
RBD2:HNM1,ARF1:RBD2
RBD2:HNM1,HNM1:MEP1
RBD2:HNM1,YML018C:RBD2
RBD2:HNM1,HNM1:MSC3
RBD2:HNM1,YMR010W:RBD2
RBD2:HNM1,HNM1:YLR326W
RBD2:HNM1,SEC26:RBD2
RBD2:HNM1,ERV25:RBD2
RBD2:HNM1,DOP1:HNM1
RBD2:HNM1,PST2:HNM1
RBD2:HNM1,YCR043C:RBD2
RBD2:HNM1,GOT1:RBD2
RBD2:HNM1,HNM1:WSC2
RBD2:HNM1,GPX2:HNM1
RBD2:HNM1,AUR1:RBD2
RBD2:HNM1,SLY1:RBD2
RBD2:HNM1,FLC2:HNM1
RBD2:HNM1,HNM1:SMI1
RBD2:HNM1,HNM1:FLC1
RBD2:HNM1,HNM1:LSP1
RBD2:HNM1,COG3:RBD2
RBD2:HNM1,HNM1:QDR2
RBD2:HNM1,BAP2:RBD2
RBD2:HNM1,KEX1:RBD2
RBD2:HNM1,MAM33:HNM1
RBD2:HNM1,HNM1:VHT1
RBD2:HNM1,HNM1:YOR1
RBD2:HNM1,ERV41:RBD2
RBD2:HNM1,EPT1:RBD2
RBD2:HNM1,DOS2:RBD2
RBD2:HNM1,PLM2:HNM1
RBD2:HNM1,HNM1:HXT5
RBD2:HNM1,HNM1:HXT1
RBD2:HNM1,HNM1:HXT2
RBD2:HNM1,HNM1:PPZ1
RBD2:HNM1,SFT2:RBD2
RBD2:HNM1,HNM1:YGL108C
RBD2:HNM1,HNM1:YMR010W
RBD2:HNM1,HNM1:PDR12
RBD2:HNM1,HNM1:YLR413W
RBD2:HNM1,SNQ2:HNM1
RBD2:HNM1,HNM1:MUP1
RBD2:HNM1,SDS23:HNM1
RBD2:HNM1,HNM1:TCB3
RBD2:HNM1,TVP15:RBD2
RBD2:HNM1,HNM1:SLM1
FTH1:PMC1,PMC1:CTR2
DHH1:MOT2,DHH1:LSM3
DHH1:MOT2,DHH1:SRO9
PLM2:TPO1,TPO1:TCB2
PLM2:TPO1,PLM2:HNM1
PLM2:TPO1,TPO2:TPO1
PLM2:TPO1,TPO1:MID2
PLM2:TPO1,PLM2:SNA3
TVP38:RBD2,ERV25:RBD2
CWH41:HUG1,ALO1:HUG1
CWH41:HUG1,HUG1:ADE17
DOP1:TPO2,TPO2:HNM1
DOP1:TPO2,TPO2:TPO1
EPT1:ERV25,ERV25:ORM2
EPT1:ERV25,ERV25:ERG11
EPT1:ERV25,ERV25:RBD2
EPT1:ERV25,EMP47:ERV25
EPT1:ERV25,ERV25:UIP4
EPT1:ERV25,PIS1:ERV25
ERG11:DAL5,ERG5:ERG11
ERG11:DAL5,ERV25:ERG11
ERG11:DAL5,ERG11:ACF2
ERG11:DAL5,ERG11:SSH1
ERG11:DAL5,ERG11:ORM2
ERG11:DAL5,ERG11:TPO4
ERG11:DAL5,ERG11:HYR1
SRO9:YGR054W,GIS2:SRO9
SRO9:YGR054W,DHH1:SRO9
FUN14:UIP4,UIP4:ALO1
FUN14:UIP4,ERV25:UIP4
GRH1:RBD2,ERV25:RBD2
PHO88:ERV25,ERV25:ORM2
PHO88:ERV25,ERV25:ERG11
PHO88:ERV25,ERV25:RBD2
PHO88:ERV25,EMP47:ERV25
PHO88:ERV25,ERV25:UIP4
PHO88:ERV25,PIS1:ERV25
HSP30:SNA3,SNA3:RET2
HSP30:SNA3,PLM2:SNA3
HXT5:TPO1,TPO1:TCB2
HXT5:TPO1,TPO2:TPO1
HXT5:TPO1,TPO1:MID2
ADE16:ADE17,PGM2:ADE17
ADE16:ADE17,HYR1:ADE17
ADE16:ADE17,HUG1:ADE17
CCR4:LSM3,DHH1:LSM3
EHT1:ACF2,ERG11:ACF2
TPO4:FLC1,ERG11:TPO4
TPO4:LSP1,ERG11:TPO4
PLM2:SFK1,PLM2:HNM1
PLM2:SFK1,PLM2:SNA3
RIM1:MID2,HNM1:MID2
RIM1:MID2,WSC2:MID2
RIM1:MID2,MAM33:MID2
RIM1:MID2,FMP45:MID2
RIM1:MID2,TPO1:MID2
DEF1:LSM3,DHH1:LSM3
ALO1:SNC2,HYR1:ALO1
ALO1:SNC2,UIP4:ALO1
ALO1:SNC2,ALO1:HUG1
ACB1:ALO1,HYR1:ALO1
ACB1:ALO1,UIP4:ALO1
ACB1:ALO1,ALO1:HUG1
HXT1:TPO1,TPO1:TCB2
HXT1:TPO1,TPO2:TPO1
HXT1:TPO1,TPO1:MID2
TPO2:HNM1,HNM1:YGR130C
TPO2:HNM1,HNM1:MID2
TPO2:HNM1,HNM1:PDR5
TPO2:HNM1,HNM1:YVH1
TPO2:HNM1,HNM1:SWP1
TPO2:HNM1,HNM1:YJU3
TPO2:HNM1,RIM1:HNM1
TPO2:HNM1,HNM1:MEP1
TPO2:HNM1,HNM1:MSC3
TPO2:HNM1,PLM2:TPO2
TPO2:HNM1,HNM1:YLR326W
TPO2:HNM1,TPO2:HXT5
TPO2:HNM1,TPO2:HXT1
TPO2:HNM1,DOP1:HNM1
TPO2:HNM1,PST2:HNM1
TPO2:HNM1,TPO2:PDR12
TPO2:HNM1,HNM1:WSC2
TPO2:HNM1,GPX2:HNM1
TPO2:HNM1,TPO2:YLR413W
TPO2:HNM1,FLC2:HNM1
TPO2:HNM1,SNQ2:TPO2
TPO2:HNM1,MUP1:TPO2
TPO2:HNM1,HNM1:SMI1
TPO2:HNM1,HNM1:FLC1
TPO2:HNM1,HNM1:LSP1
TPO2:HNM1,HNM1:QDR2
TPO2:HNM1,TPO2:TCB3
TPO2:HNM1,TPO2:SLM1
TPO2:HNM1,MAM33:HNM1
TPO2:HNM1,TPO2:TPO3
TPO2:HNM1,HNM1:VHT1
TPO2:HNM1,HNM1:YOR1
TPO2:HNM1,TPO2:DIP5
TPO2:HNM1,PLM2:HNM1
TPO2:HNM1,FMP45:TPO2
TPO2:HNM1,HNM1:HXT5
TPO2:HNM1,PHO88:TPO2
TPO2:HNM1,HNM1:HXT1
TPO2:HNM1,HNM1:HXT2
TPO2:HNM1,HNM1:PPZ1
TPO2:HNM1,HNM1:YGL108C
TPO2:HNM1,HNM1:YMR010W
TPO2:HNM1,HNM1:PDR12
TPO2:HNM1,FTR1:TPO2
TPO2:HNM1,TPO2:TPO1
TPO2:HNM1,HNM1:YLR413W
TPO2:HNM1,TPO2:SFK1
TPO2:HNM1,SNQ2:HNM1
TPO2:HNM1,HNM1:MUP1
TPO2:HNM1,SDS23:HNM1
TPO2:HNM1,HNM1:TCB3
TPO2:HNM1,RFS1:TPO2
TPO2:HNM1,HSP30:TPO2
TPO2:HNM1,HNM1:SLM1
FMP45:SNQ2,FMP45:MID2
ERV29:ERG11,ERG5:ERG11
ERV29:ERG11,ERV25:ERG11
ERV29:ERG11,ERG11:ACF2
ERV29:ERG11,ERG11:SSH1
ERV29:ERG11,ERG11:ORM2
ERV29:ERG11,ERG11:TPO4
ERV29:ERG11,ERG11:HYR1
FMP45:MUP1,FMP45:MID2
DEF1:ADE17,PGM2:ADE17
DEF1:ADE17,HYR1:ADE17
DEF1:ADE17,HUG1:ADE17
PGM2:ADE17,VMA8:PGM2
PGM2:ADE17,ADE17:SNC2
PGM2:ADE17,ACB1:ADE17
PGM2:ADE17,ADE17:YNL247W
PGM2:ADE17,SSD1:PGM2
PGM2:ADE17,ADE17:CAF20
PGM2:ADE17,HYR1:ADE17
PGM2:ADE17,PGM2:ARC35
PGM2:ADE17,SEC27:ADE17
PGM2:ADE17,SEM1:ADE17
PGM2:ADE17,PGM2:SNC2
PGM2:ADE17,SAP155:ADE17
PGM2:ADE17,TPD3:PGM2
PGM2:ADE17,HUG1:ADE17
PGM2:ADE17,PST2:ADE17
PGM2:ADE17,ADE17:HCH1
PGM2:ADE17,SSL2:PGM2
PGM2:ADE17,DCS1:ADE17
PGM2:ADE17,SEC27:PGM2
TPO1:PDR12,TPO1:TCB2
TPO1:PDR12,TPO2:TPO1
TPO1:PDR12,TPO1:MID2
MCD4:ERV25,ERV25:ORM2
MCD4:ERV25,ERV25:ERG11
MCD4:ERV25,ERV25:RBD2
MCD4:ERV25,EMP47:ERV25
MCD4:ERV25,ERV25:UIP4
MCD4:ERV25,PIS1:ERV25
ENA2:MID2,HNM1:MID2
ENA2:MID2,WSC2:MID2
ENA2:MID2,MAM33:MID2
ENA2:MID2,FMP45:MID2
ENA2:MID2,TPO1:MID2
YGR054W:GIS2,GIS2:SRO9
SRO9:SSD1,GIS2:SRO9
SRO9:SSD1,DHH1:SRO9
YOR1:ERG11,ERG5:ERG11
YOR1:ERG11,ERV25:ERG11
YOR1:ERG11,ERG11:ACF2
YOR1:ERG11,ERG11:SSH1
YOR1:ERG11,ERG11:ORM2
YOR1:ERG11,ERG11:TPO4
YOR1:ERG11,ERG11:HYR1
ERV25:ORM2,ORM2:ERP4
ERV25:ORM2,SUR2:ORM2
ERV25:ORM2,CBR1:ERV25
ERV25:ORM2,ERV25:SCS7
ERV25:ORM2,SHR3:ERV25
ERV25:ORM2,ERV25:ERG11
ERV25:ORM2,COS4:ERV25
ERV25:ORM2,ERP5:ERV25
ERV25:ORM2,ERV25:CPT1
ERV25:ORM2,ORM2:SSH1
ERV25:ORM2,GPI13:ORM2
ERV25:ORM2,ERV25:SEY1
ERV25:ORM2,GTT1:ERV25
ERV25:ORM2,ERV25:VHS3
ERV25:ORM2,ERV25:RBD2
ERV25:ORM2,SPC1:ORM2
ERV25:ORM2,PHO88:ORM2
ERV25:ORM2,SOP4:ORM2
ERV25:ORM2,ERV25:YDC1
ERV25:ORM2,CBR1:ORM2
ERV25:ORM2,ORM2:SCS7
ERV25:ORM2,ERV25:SWP1
ERV25:ORM2,ORM2:SPC2
ERV25:ORM2,SHR3:ORM2
ERV25:ORM2,KRE27:ERV25
ERV25:ORM2,ERG11:ORM2
ERV25:ORM2,ERP1:ERV25
ERV25:ORM2,EMP47:ERV25
ERV25:ORM2,ERV25:UIP4
ERV25:ORM2,ORM2:VHS3
ERV25:ORM2,ORM2:YNL190W
ERV25:ORM2,WBP1:ERV25
ERV25:ORM2,ERV25:ALG5
ERV25:ORM2,PIS1:ERV25
ERV25:ORM2,YBR241C:ERV25
ERV25:ORM2,ERG3:ERV25
PLM2:KES1,PLM2:HNM1
PLM2:KES1,PLM2:SNA3
FMP45:TCB3,FMP45:MID2
PMC1:CTR2,PMC1:VPH1
PMC1:CTR2,PMC1:COT1
PMC1:CTR2,PMC1:ATG27
PMC1:CTR2,PMC1:VMA7
PMC1:CTR2,VAC8:PMC1
PMC1:CTR2,PMC1:MRL1
PMC1:CTR2,EMP47:PMC1
PMC1:CTR2,AGP2:PMC1
PMC1:CTR2,PMC1:NCR1
PMC1:CTR2,YDR352W:PMC1
PMC1:CTR2,PMC1:VPS35
PMC1:CTR2,PMC1:YBT1
PMC1:CTR2,FTH1:CTR2
PMC1:CTR2,PMC1:YML018C
PMC1:CTR2,PMC1:HXT1
PMC1:CTR2,VMA8:PMC1
YHR003C:ALO1,HYR1:ALO1
YHR003C:ALO1,UIP4:ALO1
YHR003C:ALO1,ALO1:HUG1
ERG25:ERG11,ERG5:ERG11
ERG25:ERG11,ERV25:ERG11
ERG25:ERG11,ERG11:ACF2
ERG25:ERG11,ERG11:SSH1
ERG25:ERG11,ERG11:ORM2
ERG25:ERG11,ERG11:TPO4
ERG25:ERG11,ERG11:HYR1
HNM1:YGR130C,HNM1:MID2
HNM1:YGR130C,MAM33:HNM1
HNM1:YGR130C,PLM2:HNM1
TPO1:YLR413W,TPO1:TCB2
TPO1:YLR413W,TPO2:TPO1
TPO1:YLR413W,TPO1:MID2
PST2:MID2,HNM1:MID2
PST2:MID2,WSC2:MID2
PST2:MID2,MAM33:MID2
PST2:MID2,FMP45:MID2
PST2:MID2,TPO1:MID2
CHS3:RET2,SNA3:RET2
TVP15:PLM2,PLM2:HNM1
TVP15:PLM2,PLM2:SNA3
SNA4:VPS5,SNA4:VAC8
