label,PPI,Drug,MTX
HNM1_TPO1_MTX_Metformin_avg_logratio_Fitness,HNM1_TPO1,Metformin,MTX
HNM1_TPO1_noMTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO1,Trifluoperazine,noMTX
HNM1_TPO1_MTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO1,Trifluoperazine,MTX
HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness,HNM1_TPO4,noDrug,noMTX
HNM1_TPO4_MTX_noDrug_avg_logratio_Fitness,HNM1_TPO4,noDrug,MTX
HNM1_TPO4_noMTX_5-FC_avg_logratio_Fitness,HNM1_TPO4,5-FC,noMTX
HNM1_TPO4_MTX_5-FC_avg_logratio_Fitness,HNM1_TPO4,5-FC,MTX
HNM1_TPO4_noMTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO4,Fluconazole,noMTX
HNM1_TPO4_MTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO4,Fluconazole,MTX
HNM1_TPO4_noMTX_Metformin_avg_logratio_Fitness,HNM1_TPO4,Metformin,noMTX
HNM1_TPO4_MTX_Metformin_avg_logratio_Fitness,HNM1_TPO4,Metformin,MTX
HNM1_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO4,Trifluoperazine,noMTX
HNM1_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO4,Trifluoperazine,MTX
PLM2_SNA3_noMTX_noDrug_avg_logratio_Fitness,PLM2_SNA3,noDrug,noMTX
PLM2_SNA3_MTX_noDrug_avg_logratio_Fitness,PLM2_SNA3,noDrug,MTX
PLM2_SNA3_noMTX_5-FC_avg_logratio_Fitness,PLM2_SNA3,5-FC,noMTX
PLM2_SNA3_MTX_5-FC_avg_logratio_Fitness,PLM2_SNA3,5-FC,MTX
PLM2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness,PLM2_SNA3,Fluconazole,noMTX
PLM2_SNA3_MTX_Fluconazole_avg_logratio_Fitness,PLM2_SNA3,Fluconazole,MTX
PLM2_SNA3_noMTX_Metformin_avg_logratio_Fitness,PLM2_SNA3,Metformin,noMTX
PLM2_SNA3_MTX_Metformin_avg_logratio_Fitness,PLM2_SNA3,Metformin,MTX
PLM2_SNA3_noMTX_Trifluoperazine_avg_logratio_Fitness,PLM2_SNA3,Trifluoperazine,noMTX
PLM2_SNA3_MTX_Trifluoperazine_avg_logratio_Fitness,PLM2_SNA3,Trifluoperazine,MTX
ADE17_PGM2_noMTX_noDrug_avg_logratio_Fitness,ADE17_PGM2,noDrug,noMTX
ADE17_PGM2_MTX_noDrug_avg_logratio_Fitness,ADE17_PGM2,noDrug,MTX
ADE17_PGM2_noMTX_5-FC_avg_logratio_Fitness,ADE17_PGM2,5-FC,noMTX
ADE17_PGM2_MTX_5-FC_avg_logratio_Fitness,ADE17_PGM2,5-FC,MTX
ADE17_PGM2_noMTX_Fluconazole_avg_logratio_Fitness,ADE17_PGM2,Fluconazole,noMTX
ADE17_PGM2_MTX_Fluconazole_avg_logratio_Fitness,ADE17_PGM2,Fluconazole,MTX
ADE17_PGM2_noMTX_Metformin_avg_logratio_Fitness,ADE17_PGM2,Metformin,noMTX
ADE17_PGM2_MTX_Metformin_avg_logratio_Fitness,ADE17_PGM2,Metformin,MTX
ADE17_PGM2_noMTX_Trifluoperazine_avg_logratio_Fitness,ADE17_PGM2,Trifluoperazine,noMTX
ADE17_PGM2_MTX_Trifluoperazine_avg_logratio_Fitness,ADE17_PGM2,Trifluoperazine,MTX
TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness,TPO1_TCB2,noDrug,noMTX
TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness,TPO1_TCB2,noDrug,MTX
TPO1_TCB2_noMTX_5-FC_avg_logratio_Fitness,TPO1_TCB2,5-FC,noMTX
TPO1_TCB2_MTX_5-FC_avg_logratio_Fitness,TPO1_TCB2,5-FC,MTX
TPO1_TCB2_noMTX_Fluconazole_avg_logratio_Fitness,TPO1_TCB2,Fluconazole,noMTX
TPO1_TCB2_MTX_Fluconazole_avg_logratio_Fitness,TPO1_TCB2,Fluconazole,MTX
TPO1_TCB2_noMTX_Metformin_avg_logratio_Fitness,TPO1_TCB2,Metformin,noMTX
TPO1_TCB2_MTX_Metformin_avg_logratio_Fitness,TPO1_TCB2,Metformin,MTX
TPO1_TCB2_noMTX_Trifluoperazine_avg_logratio_Fitness,TPO1_TCB2,Trifluoperazine,noMTX
TPO1_TCB2_MTX_Trifluoperazine_avg_logratio_Fitness,TPO1_TCB2,Trifluoperazine,MTX
MID2_MAM33_noMTX_noDrug_avg_logratio_Fitness,MID2_MAM33,noDrug,noMTX
MID2_MAM33_MTX_noDrug_avg_logratio_Fitness,MID2_MAM33,noDrug,MTX
MID2_MAM33_noMTX_5-FC_avg_logratio_Fitness,MID2_MAM33,5-FC,noMTX
MID2_MAM33_MTX_5-FC_avg_logratio_Fitness,MID2_MAM33,5-FC,MTX
MID2_MAM33_noMTX_Fluconazole_avg_logratio_Fitness,MID2_MAM33,Fluconazole,noMTX
MID2_MAM33_MTX_Fluconazole_avg_logratio_Fitness,MID2_MAM33,Fluconazole,MTX
MID2_MAM33_noMTX_Metformin_avg_logratio_Fitness,MID2_MAM33,Metformin,noMTX
MID2_MAM33_MTX_Metformin_avg_logratio_Fitness,MID2_MAM33,Metformin,MTX
MID2_MAM33_noMTX_Trifluoperazine_avg_logratio_Fitness,MID2_MAM33,Trifluoperazine,noMTX
MID2_MAM33_MTX_Trifluoperazine_avg_logratio_Fitness,MID2_MAM33,Trifluoperazine,MTX
MID2_WSC2_noMTX_noDrug_avg_logratio_Fitness,MID2_WSC2,noDrug,noMTX
MID2_WSC2_MTX_noDrug_avg_logratio_Fitness,MID2_WSC2,noDrug,MTX
MID2_WSC2_noMTX_5-FC_avg_logratio_Fitness,MID2_WSC2,5-FC,noMTX
MID2_WSC2_MTX_5-FC_avg_logratio_Fitness,MID2_WSC2,5-FC,MTX
MID2_WSC2_noMTX_Fluconazole_avg_logratio_Fitness,MID2_WSC2,Fluconazole,noMTX
MID2_WSC2_MTX_Fluconazole_avg_logratio_Fitness,MID2_WSC2,Fluconazole,MTX
MID2_WSC2_noMTX_Metformin_avg_logratio_Fitness,MID2_WSC2,Metformin,noMTX
MID2_WSC2_MTX_Metformin_avg_logratio_Fitness,MID2_WSC2,Metformin,MTX
MID2_WSC2_noMTX_Trifluoperazine_avg_logratio_Fitness,MID2_WSC2,Trifluoperazine,noMTX
MID2_WSC2_MTX_Trifluoperazine_avg_logratio_Fitness,MID2_WSC2,Trifluoperazine,MTX
HNM1_TPO2_noMTX_noDrug_avg_logratio_Fitness,HNM1_TPO2,noDrug,noMTX
HNM1_TPO2_MTX_noDrug_avg_logratio_Fitness,HNM1_TPO2,noDrug,MTX
HNM1_TPO2_noMTX_5-FC_avg_logratio_Fitness,HNM1_TPO2,5-FC,noMTX
HNM1_TPO2_MTX_5-FC_avg_logratio_Fitness,HNM1_TPO2,5-FC,MTX
HNM1_TPO2_noMTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO2,Fluconazole,noMTX
HNM1_TPO2_MTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO2,Fluconazole,MTX
HNM1_TPO2_noMTX_Metformin_avg_logratio_Fitness,HNM1_TPO2,Metformin,noMTX
HNM1_TPO2_MTX_Metformin_avg_logratio_Fitness,HNM1_TPO2,Metformin,MTX
HNM1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO2,Trifluoperazine,noMTX
HNM1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness,HNM1_TPO2,Trifluoperazine,MTX
ALO1_ADE17_noMTX_noDrug_avg_logratio_Fitness,ALO1_ADE17,noDrug,noMTX
ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness,ALO1_ADE17,noDrug,MTX
ALO1_ADE17_noMTX_5-FC_avg_logratio_Fitness,ALO1_ADE17,5-FC,noMTX
ALO1_ADE17_MTX_5-FC_avg_logratio_Fitness,ALO1_ADE17,5-FC,MTX
ALO1_ADE17_noMTX_Fluconazole_avg_logratio_Fitness,ALO1_ADE17,Fluconazole,noMTX
ALO1_ADE17_MTX_Fluconazole_avg_logratio_Fitness,ALO1_ADE17,Fluconazole,MTX
ALO1_ADE17_noMTX_Metformin_avg_logratio_Fitness,ALO1_ADE17,Metformin,noMTX
ALO1_ADE17_MTX_Metformin_avg_logratio_Fitness,ALO1_ADE17,Metformin,MTX
ALO1_ADE17_noMTX_Trifluoperazine_avg_logratio_Fitness,ALO1_ADE17,Trifluoperazine,noMTX
ALO1_ADE17_MTX_Trifluoperazine_avg_logratio_Fitness,ALO1_ADE17,Trifluoperazine,MTX
